,transmission_male,transmission_female,tuple,average_male,average_female,female-male
0,-0.11369315,-0.23861569,"('unsociable', 'sociable')",-0.1136931,-0.2386157,-0.1249226
1,1.231997,1.2799717,"('unfriendly', 'friendly')",1.231997,1.2799717,0.0479747
2,0.31387225,0.4300796,"('unlikable', 'likable')",0.3138722,0.4300796,0.1162074
3,0.26819837,0.4572049,"('repellent', 'pleasant')",0.2681984,0.4572049,0.1890065
4,-7.347017,-7.4080415,"('disliked', 'liked')",-7.3470168,-7.4080415,-0.0610247
5,-0.14867368,-0.09007174,"('distant', 'outgoing')",-0.1486737,-0.0900717,0.058602
6,0.08932248,0.116617694,"('distant', 'open')",0.0893225,0.1166177,0.0272952
7,0.95888996,1.0687679,"('insensitive', 'sensitive')",0.95889,1.0687679,0.1098779
8,1.2614623,1.2777073,"('unaffectionate', 'affectionate')",1.2614623,1.2777073,0.016245
9,1.7873148,1.7761276,"('unaffectionate', 'caring')",1.7873148,1.7761276,-0.0111872
10,0.71198493,0.82859236,"('unsympathetic', 'sympathetic')",0.7119849,0.8285924,0.1166075
11,1.7214874,1.7177271,"('unhelpful', 'helpful')",1.7214874,1.7177271,-0.0037603
12,-1.350182,-1.3555937,"('unsupportive', 'supportive')",-1.3501821,-1.3555937,-0.0054116
13,-0.02455945,-0.08073514,"('impolite', 'polite')",-0.0245594,-0.0807351,-0.0561757
14,0.057985816,0.02087428,"('antisocial', 'social')",0.0579858,0.0208743,-0.0371115
15,0.6191624,0.56513083,"('boring', 'funny')",0.6191624,0.5651308,-0.0540316
16,-0.5471991,-0.53484917,"('unpopular', 'popular')",-0.5471991,-0.5348492,0.0123499
17,-0.23665795,-0.13852143,"('nasty', 'nice')",-0.2366579,-0.1385214,0.0981365
18,-0.92909575,-0.80430114,"('disagreeable', 'welcoming')",-0.9290957,-0.8043011,0.1247946
19,-0.3148721,-0.21905656,"('inhospitable', 'hospitable')",-0.3148721,-0.2190566,0.0958155
20,0.5508943,0.5631639,"('rough', 'thoughtful')",0.5508943,0.5631639,0.0122696
21,-0.17971104,-0.07738592,"('immoral', 'moral')",-0.179711,-0.0773859,0.1023251
22,-0.34280774,-0.24450874,"('untrustworthy', 'trustworthy')",-0.3428077,-0.2445087,0.098299
23,6.0735817,6.218615,"('insincere', 'sincere')",6.0735817,6.2186151,0.1450334
24,1.4149969,1.4557414,"('dishonest', 'honest')",1.4149969,1.4557414,0.0407445
25,0.34145105,0.3487651,"('egoistic', 'altruistic')",0.341451,0.3487651,0.0073141
26,1.110326,0.87538326,"('hardhearted', 'benevolent')",1.1103261,0.8753833,-0.2349428
27,1.3881711,1.3884906,"('hardhearted', 'softhearted')",1.3881711,1.3884906,0.0003195
28,0.7899469,0.7452222,"('disloyal', 'loyal')",0.7899469,0.7452222,-0.0447247
29,-0.2743941,-0.30076003,"('unfair', 'fair')",-0.2743941,-0.30076,-0.0263659
30,1.1731076,1.1457133,"('intolerant', 'tolerant')",1.1731076,1.1457133,-0.0273943
31,-1.116286,-0.9941909,"('evil', 'good')",-1.116286,-0.9941909,0.1220951
32,0.9897795,0.95624906,"('unkind', 'kind')",0.9897795,0.9562491,-0.0335304
33,-0.18617696,-0.31872773,"('wrong', 'right')",-0.186177,-0.3187277,-0.1325507
34,4.2038045,4.401874,"('mean', 'honorable')",4.2038045,4.4018741,0.1980696
35,-0.7578982,-0.87844586,"('corrupt', 'incorrupt')",-0.7578982,-0.8784459,-0.1205477
36,-0.4342119,-0.57285243,"('hostile', 'amicable')",-0.4342119,-0.5728524,-0.1386405
37,0.73392963,0.7812552,"('fake', 'genuine')",0.7339296,0.7812552,0.0473256
38,-0.110297725,-0.15065941,"('untruthful', 'truthful')",-0.1102977,-0.1506594,-0.0403617
39,0.22489472,0.1807537,"('exploitative', 'cooperative')",0.2248947,0.1807537,-0.044141
40,-1.8106925,-1.7429149,"('stingy', 'generous')",-1.8106925,-1.7429149,0.0677776
41,0.024982966,-0.111741796,"('unforgiving', 'forgiving')",0.024983,-0.1117418,-0.1367248
42,-2.3489215,-2.2601573,"('unreliable', 'reliable')",-2.3489215,-2.2601573,0.0887642
43,1.1595588,1.2023183,"('irresponsible', 'responsible')",1.1595588,1.2023183,0.0427595
44,-1.2276558,-1.2487507,"('prejudiced', 'unprejudiced')",-1.2276558,-1.2487507,-0.0210949
45,-0.0665933,-0.050386705,"('incompetent', 'competent')",-0.0665933,-0.0503867,0.0162066
46,-1.0976987,-1.0101866,"('uncompetitive', 'competitive')",-1.0976987,-1.0101866,0.0875121
47,5.4170737,5.6152844,"('stupid', 'smart')",5.4170737,5.6152844,0.1982107
48,0.8983517,0.84595406,"('unintelligent', 'intelligent')",0.8983517,0.8459541,-0.0523976
49,-0.20857038,-0.051208057,"('unable', 'able')",-0.2085704,-0.0512081,0.1573623
50,-0.6259188,-0.514047,"('clumsy', 'skillful')",-0.6259188,-0.514047,0.1118718
51,-0.14304563,-0.024457052,"('uneducated', 'educated')",-0.1430456,-0.0244571,0.1185885
52,0.02269252,-0.18200165,"('irrational', 'rational')",0.0226925,-0.1820017,-0.2046942
53,0.34336036,0.43492338,"('uncreative', 'creative')",0.3433604,0.4349234,0.091563
54,1.0246716,1.1699107,"('incapable', 'capable')",1.0246716,1.1699107,0.1452391
55,0.13738015,0.2964905,"('incompetent', 'clever')",0.1373802,0.2964905,0.1591103
56,0.6368193,0.5846395,"('impractical', 'practical')",0.6368193,0.5846395,-0.0521798
57,-2.8234012,-2.8191953,"('unimaginative', 'imaginative')",-2.8234012,-2.8191953,0.0042059
