,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6075013,0.65441024,"('unsociable', 'sociable')",-0.21186015,-0.37237227,0.1978206,0.141019,-0.0568016
1,1.2351321,1.3777242,"('unfriendly', 'friendly')",1.9097664,1.8283916,1.5724492,1.6030579,0.0306087
2,-0.21826705,-0.10906298,"('unlikable', 'likable')",0.16093916,0.23827818,-0.0286639,0.0646076,0.0932715
3,-0.68216187,-0.43194288,"('repellent', 'pleasant')",-0.19839494,-0.14142987,-0.4402784,-0.2866864,0.153592
4,-0.7050399,-0.72386694,"('disliked', 'liked')",-6.200946,-6.287838,-3.4529929,-3.5058525,-0.0528596
5,-0.01195804,-0.07159399,"('distant', 'outgoing')",0.0007869117,-0.065559715,-0.0055856,-0.0685769,-0.0629913
6,-0.0168802,0.016476646,"('distant', 'open')",0.43489677,0.35229996,0.2090083,0.1843883,-0.02462
7,0.29113817,0.46254653,"('insensitive', 'sensitive')",0.34026012,0.34221587,0.3156992,0.4023812,0.086682
8,0.5207438,0.5842142,"('unaffectionate', 'affectionate')",0.9925125,0.8780757,0.7566282,0.731145,-0.0254832
9,1.4660087,1.6348721,"('unaffectionate', 'caring')",0.9199888,0.8839243,1.1929988,1.2593982,0.0663994
10,0.44104427,0.705708,"('unsympathetic', 'sympathetic')",-0.67911714,-0.75595456,-0.1190364,-0.0251233,0.0939131
11,-0.15529898,-0.0032619424,"('unhelpful', 'helpful')",1.5124816,1.5576149,0.6785913,0.7771765,0.0985852
12,1.4411228,1.692109,"('unsupportive', 'supportive')",-1.7676544,-1.7670135,-0.1632658,-0.0374523,0.1258135
13,0.16711646,0.110416576,"('impolite', 'polite')",-0.76375926,-0.79004633,-0.2983214,-0.3398149,-0.0414935
14,-0.14294145,-0.14424893,"('antisocial', 'social')",-0.98395634,-1.0395745,-0.5634489,-0.5919117,-0.0284628
15,0.012500688,-0.14246215,"('boring', 'funny')",0.30894205,0.28215054,0.1607214,0.0698442,-0.0908772
16,-0.8651012,-0.7208314,"('unpopular', 'popular')",0.52983385,0.5382149,-0.1676337,-0.0913082,0.0763255
17,-0.23034218,-0.1949436,"('nasty', 'nice')",-0.43404502,-0.3730271,-0.3321936,-0.2839853,0.0482083
18,-0.5095744,-0.36816323,"('disagreeable', 'welcoming')",-0.4107843,-0.46427214,-0.4601794,-0.4162177,0.0439617
19,-0.75804144,-0.6888559,"('inhospitable', 'hospitable')",0.0060869493,0.086132884,-0.3759772,-0.3013615,0.0746157
20,0.49481013,0.5397209,"('rough', 'thoughtful')",1.2259644,1.1779395,0.8603873,0.8588302,-0.0015571
21,-0.034745984,0.095016524,"('immoral', 'moral')",-0.6686587,-0.6632801,-0.3517023,-0.2841318,0.0675705
22,0.054043323,0.08069479,"('untrustworthy', 'trustworthy')",-0.98905104,-1.0968432,-0.4675038,-0.5080742,-0.0405704
23,0.56608224,0.75402325,"('insincere', 'sincere')",5.4027343,5.3957553,2.9844084,3.0748892,0.0904808
24,0.43515146,0.44717723,"('dishonest', 'honest')",0.7016636,0.604446,0.5684075,0.5258116,-0.0425959
25,1.4541236,1.4324805,"('egoistic', 'altruistic')",1.7847507,1.7740674,1.6194372,1.6032739,-0.0161633
