,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7074835,-0.8070483,"('unsociable', 'sociable')",-0.06732934,-0.17493777,-0.3874064,-0.4909931,-0.1035867
1,-1.687042,-1.7018521,"('unfriendly', 'friendly')",0.8607561,0.61095864,-0.4131429,-0.5454468,-0.1323039
2,1.0363964,1.01342,"('unlikable', 'likable')",0.91552913,0.90393615,0.9759628,0.9586781,-0.0172847
3,-0.45689544,-0.31447026,"('repellent', 'pleasant')",0.8605452,0.899353,0.2018249,0.2924414,0.0906165
4,-0.16604812,-0.13203187,"('disliked', 'liked')",-5.973733,-5.90477,-3.0698905,-3.0184009,0.0514896
5,-1.3411845,-1.3655365,"('distant', 'outgoing')",-0.8222668,-0.9178043,-1.0817256,-1.1416703,-0.0599447
6,-1.792378,-1.7993605,"('distant', 'open')",-0.9237379,-1.0651299,-1.358058,-1.4322453,-0.0741873
7,-0.15312664,-0.052693736,"('insensitive', 'sensitive')",0.26663828,0.29506683,0.0567558,0.1211865,0.0644307
8,-1.2524918,-1.2741253,"('unaffectionate', 'affectionate')",0.13214576,0.004374043,-0.560173,-0.6348757,-0.0747027
9,-1.5351478,-1.5187039,"('unaffectionate', 'caring')",0.57001793,0.5068729,-0.4825649,-0.5059155,-0.0233506
10,-0.7354543,-0.81355387,"('unsympathetic', 'sympathetic')",-0.41566095,-0.44494128,-0.5755576,-0.6292475,-0.0536899
11,0.31190798,0.26372254,"('unhelpful', 'helpful')",1.8045614,1.7967322,1.0582347,1.0302274,-0.0280073
12,-0.21662998,-0.096631944,"('unsupportive', 'supportive')",-1.9237875,-1.9078562,-1.0702088,-1.0022441,0.0679647
13,0.042006135,-0.067652255,"('impolite', 'polite')",-0.5265063,-0.47654352,-0.2422501,-0.2720979,-0.0298478
14,0.9104461,0.93788874,"('antisocial', 'social')",0.5824922,0.5889653,0.7464691,0.763427,0.0169579
15,0.25527924,0.13867542,"('boring', 'funny')",0.3691076,0.35047448,0.3121934,0.2445749,-0.0676185
16,-0.34744433,-0.29535717,"('unpopular', 'popular')",0.41919708,0.40403995,0.0358764,0.0543414,0.018465
17,-0.2948058,-0.19805093,"('nasty', 'nice')",-0.46258813,-0.40466937,-0.378697,-0.3013602,0.0773368
18,0.100180246,0.23460105,"('disagreeable', 'welcoming')",-0.49780643,-0.5915809,-0.1988131,-0.1784899,0.0203232
19,-1.3900626,-1.3961285,"('inhospitable', 'hospitable')",-1.0539311,-1.0887525,-1.2219968,-1.2424405,-0.0204437
20,0.034006953,0.15549165,"('rough', 'thoughtful')",0.7610633,0.7442697,0.3975351,0.4498807,0.0523456
21,0.53201926,0.45298848,"('immoral', 'moral')",-0.018268831,0.04167571,0.2568752,0.2473321,-0.0095431
22,0.1663869,0.19480771,"('untrustworthy', 'trustworthy')",-0.9634938,-0.9924272,-0.3985535,-0.3988097,-0.0002562
23,-0.33771464,-0.3647756,"('insincere', 'sincere')",5.1082907,5.003087,2.385288,2.3191557,-0.0661323
24,-0.49070877,-0.5434097,"('dishonest', 'honest')",0.5638498,0.5642686,0.0365705,0.0104294,-0.0261411
25,-0.08616921,-0.089668795,"('egoistic', 'altruistic')",1.1884838,1.0739592,0.5511573,0.4921452,-0.0590121
26,0.0060862526,-0.030057741,"('hardhearted', 'benevolent')",1.4886287,1.323124,0.7473575,0.6465331,-0.1008244
27,-0.28495568,-0.11514208,"('hardhearted', 'softhearted')",0.7413555,0.7274505,0.2281999,0.3061542,0.0779543
28,-0.7944564,-0.8606727,"('disloyal', 'loyal')",0.7572653,0.6413653,-0.0185955,-0.1096537,-0.0910582
29,-0.5123781,-0.4949452,"('unfair', 'fair')",-0.53239465,-0.63573116,-0.5223864,-0.5653382,-0.0429518
30,0.9282802,0.8783383,"('intolerant', 'tolerant')",1.4826566,1.4326575,1.2054684,1.1554979,-0.0499705
31,-0.98853225,-0.87686884,"('evil', 'good')",-0.93154395,-1.0422446,-0.9600381,-0.9595567,0.0004814
32,0.44957113,0.3726232,"('unkind', 'kind')",0.6126829,0.48891148,0.531127,0.4307674,-0.1003596
33,-0.2062276,-0.24367535,"('wrong', 'right')",-0.59319293,-0.63452625,-0.3997103,-0.4391008,-0.0393905
34,-0.1426089,-0.103615664,"('mean', 'honorable')",5.098282,5.141738,2.4778364,2.5190611,0.0412247
35,-0.4164366,-0.47181427,"('corrupt', 'incorrupt')",-0.76512015,-0.85873693,-0.5907784,-0.6652756,-0.0744972
36,-1.1892304,-1.1901844,"('hostile', 'amicable')",-0.60570675,-0.7756657,-0.8974686,-0.9829251,-0.0854565
37,-0.29048657,-0.28295895,"('fake', 'genuine')",-0.30468383,-0.25764337,-0.2975852,-0.2703012,0.027284
38,-0.64647794,-0.71268994,"('untruthful', 'truthful')",-0.033074863,0.014168076,-0.3397764,-0.3492609,-0.0094845
39,0.80071765,0.79371303,"('exploitative', 'cooperative')",0.3755672,0.35667488,0.5881424,0.5751939,-0.0129485
40,0.38706848,0.46523255,"('stingy', 'generous')",-1.5905846,-1.6068155,-0.6017581,-0.5707915,0.0309666
41,0.42911208,0.48780504,"('unforgiving', 'forgiving')",0.122687854,0.043263573,0.2759,0.2655343,-0.0103657
42,1.1190798,1.1108661,"('unreliable', 'reliable')",-2.7051594,-2.6516385,-0.7930398,-0.7703862,0.0226536
43,-0.47441918,-0.49991655,"('irresponsible', 'responsible')",0.40936047,0.35772136,-0.0325294,-0.0710976,-0.0385682
44,0.49486214,0.41400486,"('prejudiced', 'unprejudiced')",-1.3420368,-1.333159,-0.4235874,-0.4595771,-0.0359897
45,-0.30588406,-0.24110581,"('incompetent', 'competent')",0.2576783,0.27457798,-0.0241029,0.0167361,0.040839
46,-0.1357871,-0.097405486,"('uncompetitive', 'competitive')",-0.67828345,-0.6368214,-0.4070353,-0.3671134,0.0399219
47,0.108001575,0.21524307,"('stupid', 'smart')",4.7570677,4.764031,2.4325347,2.4896369,0.0571022
48,0.2573796,0.25014937,"('unintelligent', 'intelligent')",1.1554573,1.1519938,0.7064184,0.7010716,-0.0053468
49,0.012946665,0.18834175,"('unable', 'able')",-0.2898981,-0.15844859,-0.1384757,0.0149466,0.1534223
50,0.21033171,0.27474654,"('clumsy', 'skillful')",-0.31997097,-0.37332153,-0.0548196,-0.0492875,0.0055321
51,0.17470092,0.07920818,"('uneducated', 'educated')",0.3704691,0.31496128,0.272585,0.1970847,-0.0755003
52,-0.57965565,-0.7047626,"('irrational', 'rational')",-0.30267793,-0.3840378,-0.4411668,-0.5444002,-0.1032334
53,-0.97902983,-0.9162881,"('uncreative', 'creative')",0.21733136,0.06944978,-0.3808492,-0.4234191,-0.0425699
54,-0.23945272,-0.36706638,"('incapable', 'capable')",0.52490425,0.48437843,0.1427258,0.058656,-0.0840698
55,0.4194599,0.49388725,"('incompetent', 'clever')",0.7791055,0.83836603,0.5992827,0.6661266,0.0668439
56,0.40708232,0.3457722,"('impractical', 'practical')",0.1723481,0.15643466,0.2897152,0.2511034,-0.0386118
57,-0.6633343,-0.7283883,"('unimaginative', 'imaginative')",-2.6325617,-2.6751366,-1.647948,-1.7017624,-0.0538144
58,-0.33082283,-0.2721222,"('undiscriminating', 'discriminating')",0.1172028,0.040102866,-0.10681,-0.1160097,-0.0091997
59,-0.30334756,-0.28152946,"('foolish', 'wise')",-0.114265025,-0.057086796,-0.2088063,-0.1693081,0.0394982
60,0.8349329,0.88008416,"('inefficient', 'efficient')",0.51641554,0.644393,0.6756742,0.7622386,0.0865644
61,-0.4570025,-0.51024735,"('illogical', 'logical')",0.56256974,0.43141568,0.0527836,-0.0394158,-0.0921994
62,1.0255902,1.1170588,"('incompetent', 'brilliant')",1.0178092,1.1637737,1.0216997,1.1404161,0.1187164
63,0.09903761,0.17437641,"('unperceptive', 'insightful')",0.4961825,0.5597116,0.29761,0.367044,0.069434
64,-0.023847606,-0.11521174,"('shy', 'confident')",-5.5686293,-5.4844527,-2.7962384,-2.7998323,-0.0035939
65,0.6273116,0.5141235,"('insecure', 'secure')",0.014966907,0.08417538,0.3211392,0.2991495,-0.0219897
66,-1.1593232,-1.2471442,"('inactive', 'active')",-0.11068481,-0.15324678,-0.635004,-0.7001955,-0.0651915
67,0.346089,0.24244602,"('doubtful', 'determined')",-0.060154505,-0.12940311,0.1429673,0.0565215,-0.0864458
68,-0.6343948,-0.6290427,"('dependent', 'independent')",-0.67531127,-0.6098099,-0.654853,-0.6194263,0.0354267
69,-0.23207882,-0.19382167,"('lazy', 'industrious')",-0.45430008,-0.4277246,-0.3431894,-0.3107731,0.0324163
70,0.2753845,0.28314716,"('lethargic', 'energetic')",0.17630383,0.20783648,0.2258442,0.2454918,0.0196476
71,-0.52431685,-0.5289378,"('diffident', 'self-confident')",0.20013407,0.14429866,-0.1620914,-0.1923196,-0.0302282
72,0.085458905,0.033569247,"('unambitious', 'ambitious')",-0.4451635,-0.39198807,-0.1798523,-0.1792094,0.0006429
73,0.5080814,0.52027756,"('helpless', 'self-reliant')",-2.9710655,-2.8620737,-1.231492,-1.1708981,0.0605939
