,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8460762,-0.9738905,"('unsociable', 'sociable')",-0.3229903,-0.4073346,-0.5021261,-0.6577092,-0.5570642,-0.6796447,-0.1225805
1,1.3836528,1.1723447,"('unfriendly', 'friendly')",-0.7237063,-0.88292897,2.0362809,2.0103316,0.8987424,0.7665825,-0.1321599
2,-0.012899455,0.0025034733,"('unlikable', 'likable')",0.34528062,0.35642478,0.39021373,0.44475254,0.240865,0.2678936,0.0270286
3,-1.1079177,-1.0731767,"('repellent', 'pleasant')",0.3343195,0.5013753,0.48127785,0.544937,-0.0974401,-0.0089548,0.0884853
4,-0.7729752,-0.90645486,"('disliked', 'liked')",0.055378653,-0.047116347,-6.15159,-6.2456245,-2.2897288,-2.399732,-0.1100032
5,0.66791296,0.6673476,"('distant', 'outgoing')",-1.0217543,-1.0573038,-0.22151244,-0.18629436,-0.1917846,-0.1920835,-0.0002989
6,0.43011302,0.4255746,"('distant', 'open')",-0.8577009,-0.8784238,0.26008916,0.31172815,-0.0558329,-0.0470404,0.0087925
7,0.07767469,0.13896681,"('insensitive', 'sensitive')",-0.14184153,0.06693733,0.7431761,0.8164868,0.2263364,0.340797,0.1144606
8,0.673959,0.64573646,"('unaffectionate', 'affectionate')",-0.80392176,-0.8102921,0.8451407,0.80678415,0.2383927,0.2140762,-0.0243165
9,0.676627,0.649173,"('unaffectionate', 'caring')",-0.8949639,-0.9107339,1.1193419,1.1545254,0.300335,0.2976548,-0.0026802
10,-1.9980171,-1.9970977,"('unsympathetic', 'sympathetic')",-0.9392027,-0.8120041,-0.7449421,-0.70591754,-1.2273873,-1.1716731,0.0557142
11,0.64533347,0.73477566,"('unhelpful', 'helpful')",-0.25192755,-0.13865261,1.4914212,1.5980386,0.6282757,0.7313872,0.1031115
12,0.0833808,0.13911673,"('unsupportive', 'supportive')",-0.6082232,-0.47413796,-1.7704419,-1.7476099,-0.7650948,-0.6942104,0.0708844
13,-1.0812318,-1.1498415,"('impolite', 'polite')",-0.7727545,-0.8075272,-0.5698119,-0.662021,-0.8079327,-0.8731299,-0.0651972
14,-0.35537627,-0.33879542,"('antisocial', 'social')",1.3431017,1.380857,-0.40068159,-0.466522,0.1956813,0.1918465,-0.0038348
15,-0.042228825,-0.13792464,"('boring', 'funny')",0.4679805,0.32706365,0.5933109,0.567482,0.3396875,0.252207,-0.0874805
16,-0.9945266,-1.0541203,"('unpopular', 'popular')",-0.9175528,-0.937695,0.5771967,0.64782506,-0.4449609,-0.4479968,-0.0030359
17,-0.6223832,-0.6254042,"('nasty', 'nice')",-0.35281235,-0.3751904,-0.35764498,-0.27531278,-0.4442801,-0.4253025,0.0189776
18,-0.19896367,-0.25270408,"('disagreeable', 'welcoming')",-0.63810515,-0.63344306,-0.23310497,-0.2437571,-0.3567246,-0.3766348,-0.0199102
19,-0.15869421,-0.23188916,"('inhospitable', 'hospitable')",-1.0773441,-1.1142728,0.10946529,0.19316229,-0.3755243,-0.3843332,-0.0088089
20,0.2732666,0.2732788,"('rough', 'thoughtful')",0.7308824,0.821399,1.0003492,0.98448366,0.668166,0.6930538,0.0248878
21,-0.7132205,-0.8012241,"('immoral', 'moral')",1.0730224,1.1091174,-0.7798205,-0.6985238,-0.1400062,-0.1302102,0.009796
22,-0.89159817,-0.9753733,"('untrustworthy', 'trustworthy')",-0.3409978,-0.3134179,-0.9553244,-0.980431,-0.7293068,-0.7564074,-0.0271006
23,-0.23972493,-0.26572317,"('insincere', 'sincere')",-0.29478398,-0.25230706,5.6375775,5.6477103,1.7010228,1.7098934,0.0088706
24,-0.34099913,-0.32495454,"('dishonest', 'honest')",-0.12939918,-0.06603013,0.8551075,0.7938334,0.1282364,0.1342829,0.0060465
25,0.8509662,0.7549127,"('egoistic', 'altruistic')",0.64671427,0.64706874,1.9322419,1.920313,1.1433074,1.1074314,-0.035876
26,1.2098498,1.0690497,"('hardhearted', 'benevolent')",0.9847187,0.87071383,1.8639086,1.7800997,1.3528258,1.2399545,-0.1128713
27,-0.17290442,-0.20976596,"('hardhearted', 'softhearted')",-0.4496514,-0.4292995,1.8287094,1.7422698,0.4020512,0.3677348,-0.0343164
28,0.13362183,0.042299427,"('disloyal', 'loyal')",-0.3038189,-0.36129943,0.8648413,0.8120503,0.2315481,0.1643501,-0.067198
29,0.15227854,0.03910865,"('unfair', 'fair')",-1.2060661,-1.2630677,-0.1598821,-0.304766,-0.4045566,-0.509575,-0.1050184
30,0.25311658,0.2634521,"('intolerant', 'tolerant')",0.97761494,0.9620867,0.84347206,0.77296424,0.6914012,0.6661677,-0.0252335
31,0.13681316,0.09057155,"('evil', 'good')",-0.78659743,-0.8860379,-0.13664074,-0.12062792,-0.2621417,-0.3053647,-0.043223
32,-0.3793384,-0.50525063,"('unkind', 'kind')",-0.042974744,-0.09381659,1.16206,1.0260906,0.2465823,0.1423411,-0.1042412
33,1.0483981,0.9776788,"('wrong', 'right')",-0.30812487,-0.3524518,-0.26670337,-0.38163698,0.1578566,0.0811967,-0.0766599
34,0.5101979,0.7079815,"('mean', 'honorable')",0.29760838,0.48050845,5.8540697,6.0905,2.2206252,2.4263299,0.2057047
35,0.18808363,0.070171714,"('corrupt', 'incorrupt')",-1.1723188,-1.3137736,-0.0623445,-0.17958096,-0.3488599,-0.4743943,-0.1255344
36,0.57945776,0.39585382,"('hostile', 'amicable')",-0.59252137,-0.8028668,0.3343796,0.23820344,0.1071053,-0.0562699,-0.1633752
37,-0.5820415,-0.60528135,"('fake', 'genuine')",0.07533586,0.15682742,0.51870555,0.5300165,0.004,0.0271875,0.0231875
38,-0.2689885,-0.21218044,"('untruthful', 'truthful')",-1.1336256,-1.1118451,-0.17594294,-0.08384024,-0.5261857,-0.4692886,0.0568971
39,1.2142931,1.2112038,"('exploitative', 'cooperative')",0.60689694,0.65562075,0.4001312,0.34034768,0.7404404,0.7357241,-0.0047163
40,0.49384388,0.46810657,"('stingy', 'generous')",0.6363561,0.67133576,-0.8399847,-0.9675518,0.0967384,0.0572968,-0.0394416
41,-0.55468625,-0.6896439,"('unforgiving', 'forgiving')",-0.59354746,-0.6663586,0.3716853,0.26253834,-0.2588495,-0.3644881,-0.1056386
42,-1.9732975,-1.8986152,"('unreliable', 'reliable')",-1.0485613,-0.888248,-3.1840541,-3.1350894,-2.0686375,-1.9739842,0.0946533
43,-0.6023981,-0.50000626,"('irresponsible', 'responsible')",-0.80004424,-0.66929644,0.06204357,0.11394228,-0.4467996,-0.3517868,0.0950128
44,-0.5268528,-0.41379747,"('prejudiced', 'unprejudiced')",-0.33073512,-0.27894986,-1.5350716,-1.5233594,-0.7975532,-0.7387023,0.0588509
45,-1.3626124,-1.3448036,"('incompetent', 'competent')",-0.43020886,-0.36711422,-0.32649553,-0.3479637,-0.7064389,-0.6866271,0.0198118
46,-1.3715408,-1.313651,"('uncompetitive', 'competitive')",-0.29150158,-0.093606986,-1.0514587,-1.1155123,-0.9048336,-0.8409234,0.0639102
47,-0.40988454,-0.31508946,"('stupid', 'smart')",0.069010794,0.18817529,5.242977,5.418578,1.6340345,1.763888,0.1298535
48,1.443843,1.4023713,"('unintelligent', 'intelligent')",0.9999962,0.93312395,0.44576493,0.46558875,0.9632014,0.9336947,-0.0295067
49,0.11898242,0.09151076,"('unable', 'able')",0.045555342,0.092222564,0.05067727,0.19448754,0.0717383,0.1260736,0.0543353
50,-0.9275854,-0.9135693,"('clumsy', 'skillful')",-0.83406067,-0.8482954,-0.035898037,-0.0820158,-0.5991814,-0.6146268,-0.0154454
51,-0.75928813,-0.89191616,"('uneducated', 'educated')",0.35854304,0.27885693,0.8069032,0.72440505,0.135386,0.0371153,-0.0982707
52,1.2313526,1.0220308,"('irrational', 'rational')",-0.5025483,-0.727472,0.32854944,0.19619228,0.3524512,0.1635837,-0.1888675
53,1.0434344,0.9665733,"('uncreative', 'creative')",1.143054,1.2409805,0.8805109,0.87793505,1.0223331,1.0284963,0.0061632
54,-0.1226004,-0.20785844,"('incapable', 'capable')",-0.61662954,-0.6008807,0.96608067,1.069666,0.0756169,0.0869756,0.0113587
55,-0.62776315,-0.5661483,"('incompetent', 'clever')",0.7935102,0.8677341,0.1063932,0.100898154,0.0907134,0.1341613,0.0434479
56,0.24188566,0.29540345,"('impractical', 'practical')",0.19440407,0.23735106,-0.669073,-0.6466072,-0.0775944,-0.0379509,0.0396435
57,0.33139378,0.3001983,"('unimaginative', 'imaginative')",1.2454034,1.346999,-2.475772,-2.4993274,-0.2996582,-0.2840434,0.0156148
58,0.43314037,0.41239852,"('undiscriminating', 'discriminating')",0.5728443,0.5982494,0.11999356,0.10329641,0.3753261,0.3713148,-0.0040113
59,0.40976265,0.30655187,"('foolish', 'wise')",-0.46599394,-0.5588788,0.4209348,0.4692416,0.1215678,0.0723049,-0.0492629
60,0.24379821,0.46872538,"('inefficient', 'efficient')",1.2143642,1.3860517,-0.32333663,-0.23707977,0.3782753,0.5392325,0.1609572
61,1.4599035,1.3511839,"('illogical', 'logical')",0.13975711,0.056867734,0.41019222,0.25216702,0.669951,0.5534062,-0.1165448
62,-0.5293737,-0.37627628,"('incompetent', 'brilliant')",0.5438274,0.70828044,-0.2011967,-0.06303443,-0.0622477,0.0896566,0.1519043
63,-0.4912318,-0.4860386,"('unperceptive', 'insightful')",-0.2309787,-0.12051742,0.8609601,0.97316355,0.0462499,0.1222025,0.0759526
64,-0.6416191,-0.65473515,"('shy', 'confident')",-0.56423783,-0.58401024,-6.8858323,-6.977935,-2.6972297,-2.7388935,-0.0416638
65,-0.07088306,-0.058996417,"('insecure', 'secure')",0.2956327,0.30180454,-0.4900654,-0.47945362,-0.0884386,-0.0788818,0.0095568
66,-1.1145035,-1.1375616,"('inactive', 'active')",-1.1668175,-1.1440948,1.0082219,1.0277157,-0.4243664,-0.4179802,0.0063862
67,-0.3284222,-0.29041743,"('doubtful', 'determined')",-0.024632253,-0.03759762,-0.6722762,-0.6713246,-0.3417769,-0.3331132,0.0086637
68,-0.40910393,-0.44781312,"('dependent', 'independent')",-0.074180186,-0.055768892,-0.2495296,-0.21291223,-0.2442712,-0.2388314,0.0054398
69,0.6722784,0.7312558,"('lazy', 'industrious')",0.57620734,0.60345626,-0.45046178,-0.42739627,0.266008,0.3024386,0.0364306
70,-1.5739896,-1.5091504,"('lethargic', 'energetic')",-0.5197193,-0.34922984,0.36431423,0.3789294,-0.5764649,-0.4931503,0.0833146
71,0.6799788,0.6774209,"('diffident', 'self-confident')",-0.19657391,-0.21319492,0.49774486,0.5173855,0.3270499,0.3272038,0.0001539
72,-0.5278509,-0.40252304,"('unambitious', 'ambitious')",0.3138468,0.3793076,-0.45109236,-0.40612668,-0.2216988,-0.143114,0.0785848
73,0.59146166,0.60799265,"('helpless', 'self-reliant')",0.27285406,0.26790968,-3.0495675,-3.0490112,-0.7284172,-0.7243697,0.0040475
74,-0.031566665,-0.0145158395,"('undedicated', 'dedicated')",-0.4892007,-0.36221012,0.31854105,0.23981327,-0.0674088,-0.0456376,0.0217712
75,-0.26816264,-0.2719332,"('meek', 'impulsive')",0.15281938,0.16309085,-0.3059348,-0.21578884,-0.140426,-0.1082104,0.0322156
76,-1.9972806,-1.9352481,"('anxious', 'daring')",0.63153094,0.81641424,-0.033860322,-0.0276029,-0.4665366,-0.3821456,0.084391
77,-0.1735942,-0.1709703,"('unmotivated', 'motivated')",0.34146318,0.38563412,-1.211463,-1.0321287,-0.3478647,-0.2724883,0.0753764
78,-0.66655767,-0.63880044,"('nonresilient', 'resilient')",-0.45738465,-0.41360605,0.026031626,0.11703795,-0.3659703,-0.3117895,0.0541808
79,-0.41255575,-0.4925305,"('wavering', 'unwavering')",-1.450648,-1.5432864,-0.04997717,0.04248287,-0.637727,-0.6644447,-0.0267177
80,-0.0965887,-0.035475187,"('dominated', 'dominating')",0.47657394,0.6071922,-0.62250584,-0.59870446,-0.0808402,-0.0089958,0.0718444
81,-0.5362717,-0.50441325,"('submissive', 'aggressive')",0.77058107,0.8349664,-0.8882431,-0.85361654,-0.2179779,-0.1743545,0.0436234
82,-0.91299665,-0.8653991,"('poor', 'rich')",0.06819464,0.19129202,5.972391,6.1240597,1.7091964,1.8166509,0.1074545
83,0.3528793,0.33521247,"('powerless', 'powerful')",-0.076530024,-0.1792191,-1.0499697,-1.0991474,-0.2578735,-0.3143847,-0.0565112
84,0.7923607,0.75651556,"('inferior', 'superior')",0.11523152,0.037181493,0.65412194,0.59225816,0.5205714,0.4619851,-0.0585863
85,0.8190164,0.7284816,"('insignificant', 'prestigious')",-0.25417805,-0.37664774,0.65885323,0.6598202,0.4078972,0.337218,-0.0706792
86,0.59319913,0.40154532,"('uninfluential', 'influential')",0.59462994,0.46690083,0.40122908,0.23599876,0.5296861,0.3681483,-0.1615378
87,-0.37280226,-0.39953262,"('unsuccessful', 'successful')",-0.083437815,-0.07231181,0.9583487,1.0506161,0.1673695,0.1929239,0.0255544
88,0.28084722,0.19740078,"('low', 'eminent')",-0.108727746,-0.15683748,-0.014105624,0.024435043,0.0526713,0.0216661,-0.0310052
