,addition_male,addition_female,tuple,average_male,average_female,female-male
0,-0.28405866,-0.36596006,"('unsociable', 'sociable')",-0.2840587,-0.3659601,-0.0819014
1,0.70014787,0.63925374,"('unfriendly', 'friendly')",0.7001479,0.6392537,-0.0608942
2,-0.19744885,-0.14391008,"('unlikable', 'likable')",-0.1974488,-0.1439101,0.0535387
3,0.77532774,0.74828213,"('repellent', 'pleasant')",0.7753277,0.7482821,-0.0270456
4,-7.1195326,-7.2881885,"('disliked', 'liked')",-7.1195326,-7.2881885,-0.1686559
5,-0.9908196,-0.9899729,"('distant', 'outgoing')",-0.9908196,-0.9899729,0.0008467
6,-0.4543603,-0.5355979,"('distant', 'open')",-0.4543603,-0.5355979,-0.0812376
7,0.79466325,0.77465326,"('insensitive', 'sensitive')",0.7946633,0.7746533,-0.02001
8,0.73595846,0.67119265,"('unaffectionate', 'affectionate')",0.7359585,0.6711926,-0.0647659
9,0.86096704,0.9482409,"('unaffectionate', 'caring')",0.860967,0.9482409,0.0872739
10,0.9679283,0.92004216,"('unsympathetic', 'sympathetic')",0.9679283,0.9200422,-0.0478861
11,1.3062161,1.3769981,"('unhelpful', 'helpful')",1.3062161,1.3769981,0.070782
12,-2.0058944,-2.0151076,"('unsupportive', 'supportive')",-2.0058944,-2.0151076,-0.0092132
13,-0.29402244,-0.3200984,"('impolite', 'polite')",-0.2940224,-0.3200984,-0.026076
14,0.36506099,0.24178861,"('antisocial', 'social')",0.365061,0.2417886,-0.1232724
15,-0.027304135,-0.13432455,"('boring', 'funny')",-0.0273041,-0.1343246,-0.1070205
16,-0.7438259,-0.7200615,"('unpopular', 'popular')",-0.7438259,-0.7200615,0.0237644
17,-0.34299597,-0.26913738,"('nasty', 'nice')",-0.342996,-0.2691374,0.0738586
18,-0.27490336,-0.37034887,"('disagreeable', 'welcoming')",-0.2749034,-0.3703489,-0.0954455
19,-1.014631,-1.0407925,"('inhospitable', 'hospitable')",-1.014631,-1.0407925,-0.0261615
20,1.0224491,0.95615685,"('rough', 'thoughtful')",1.0224491,0.9561568,-0.0662923
21,-0.4550325,-0.44627392,"('immoral', 'moral')",-0.4550325,-0.4462739,0.0087586
22,-0.20813675,-0.28685734,"('untrustworthy', 'trustworthy')",-0.2081368,-0.2868573,-0.0787205
23,5.6854577,5.7200623,"('insincere', 'sincere')",5.6854577,5.7200623,0.0346046
24,1.2856704,1.1780865,"('dishonest', 'honest')",1.2856704,1.1780865,-0.1075839
25,0.68670833,0.624864,"('egoistic', 'altruistic')",0.6867083,0.624864,-0.0618443
26,0.7470234,0.65781295,"('hardhearted', 'benevolent')",0.7470234,0.657813,-0.0892104
27,1.588599,1.4041593,"('hardhearted', 'softhearted')",1.588599,1.4041593,-0.1844397
28,0.7140133,0.6553435,"('disloyal', 'loyal')",0.7140133,0.6553435,-0.0586698
29,-0.76913106,-0.900477,"('unfair', 'fair')",-0.7691311,-0.900477,-0.1313459
30,0.893055,0.824315,"('intolerant', 'tolerant')",0.893055,0.824315,-0.06874
31,-1.2545836,-1.2331184,"('evil', 'good')",-1.2545836,-1.2331184,0.0214652
32,0.81653476,0.7274988,"('unkind', 'kind')",0.8165348,0.7274988,-0.089036
33,-0.67749554,-0.68115425,"('wrong', 'right')",-0.6774955,-0.6811543,-0.0036588
34,4.2699857,4.4858723,"('mean', 'honorable')",4.2699857,4.4858723,0.2158866
35,-0.52276224,-0.64678115,"('corrupt', 'incorrupt')",-0.5227622,-0.6467811,-0.1240189
36,-0.7543557,-0.74769026,"('hostile', 'amicable')",-0.7543557,-0.7476903,0.0066654
37,0.8416734,0.80182326,"('fake', 'genuine')",0.8416734,0.8018233,-0.0398501
38,-0.61063695,-0.54434234,"('untruthful', 'truthful')",-0.6106369,-0.5443423,0.0662946
39,0.46055755,0.40566474,"('exploitative', 'cooperative')",0.4605576,0.4056647,-0.0548929
40,-1.3683879,-1.6304947,"('stingy', 'generous')",-1.3683879,-1.6304947,-0.2621068
41,-0.101060934,-0.13558331,"('unforgiving', 'forgiving')",-0.1010609,-0.1355833,-0.0345224
42,-1.9917567,-2.1486561,"('unreliable', 'reliable')",-1.9917567,-2.1486561,-0.1568994
43,0.64946514,0.60820866,"('irresponsible', 'responsible')",0.6494651,0.6082087,-0.0412564
44,-0.51348156,-0.55463743,"('prejudiced', 'unprejudiced')",-0.5134816,-0.5546374,-0.0411558
45,-0.15202153,-0.23436354,"('incompetent', 'competent')",-0.1520215,-0.2343635,-0.082342
46,-0.5972561,-0.73946077,"('uncompetitive', 'competitive')",-0.5972561,-0.7394608,-0.1422047
47,4.762725,4.939292,"('stupid', 'smart')",4.7627249,4.939292,0.1765671
48,0.14382654,0.15093932,"('unintelligent', 'intelligent')",0.1438265,0.1509393,0.0071128
49,-0.034889765,0.03876515,"('unable', 'able')",-0.0348898,0.0387652,0.073655
50,-0.6289336,-0.6602979,"('clumsy', 'skillful')",-0.6289336,-0.6602979,-0.0313643
51,0.42501807,0.2938539,"('uneducated', 'educated')",0.4250181,0.2938539,-0.1311642
52,-0.7355797,-0.8356759,"('irrational', 'rational')",-0.7355797,-0.8356759,-0.1000962
53,-0.42911837,-0.46221164,"('uncreative', 'creative')",-0.4291184,-0.4622116,-0.0330932
54,0.7129426,0.75488377,"('incapable', 'capable')",0.7129426,0.7548838,0.0419412
55,0.5557232,0.4595709,"('incompetent', 'clever')",0.5557232,0.4595709,-0.0961523
56,0.34572867,0.2913617,"('impractical', 'practical')",0.3457287,0.2913617,-0.054367
57,-2.6401038,-2.7507446,"('unimaginative', 'imaginative')",-2.6401038,-2.7507446,-0.1106408
58,0.025209866,-0.01469025,"('undiscriminating', 'discriminating')",0.0252099,-0.0146903,-0.0399002
59,-0.3751656,-0.38067538,"('foolish', 'wise')",-0.3751656,-0.3806754,-0.0055098
60,0.3158816,0.38030896,"('inefficient', 'efficient')",0.3158816,0.380309,0.0644274
61,0.09252982,-0.06122611,"('illogical', 'logical')",0.0925298,-0.0612261,-0.1537559
62,0.11883071,0.13797183,"('incompetent', 'brilliant')",0.1188307,0.1379718,0.0191411
63,-0.4429082,-0.44503954,"('unperceptive', 'insightful')",-0.4429082,-0.4450395,-0.0021313
64,-5.940766,-6.0218096,"('shy', 'confident')",-5.9407659,-6.0218096,-0.0810437
65,0.30914637,0.3003831,"('insecure', 'secure')",0.3091464,0.3003831,-0.0087633
66,-0.0707973,-0.14144248,"('inactive', 'active')",-0.0707973,-0.1414425,-0.0706452
67,-0.46668115,-0.36655036,"('doubtful', 'determined')",-0.4666812,-0.3665504,0.1001308
68,-0.6071615,-0.64646417,"('dependent', 'independent')",-0.6071615,-0.6464642,-0.0393027
