,thong_male,thong_female,tuple,average_male,average_female,female-male
0,0.34559754,0.40171346,"('unsociable', 'sociable')",0.3455975,0.4017135,0.056116
1,1.6365528,1.6546139,"('unfriendly', 'friendly')",1.6365528,1.6546139,0.0180611
2,0.225216,0.37367326,"('unlikable', 'likable')",0.225216,0.3736733,0.1484573
3,1.0238242,1.208433,"('repellent', 'pleasant')",1.0238242,1.208433,0.1846088
4,-7.0575027,-7.0595465,"('disliked', 'liked')",-7.0575027,-7.0595465,-0.0020438
5,-0.057762433,0.15886815,"('distant', 'outgoing')",-0.0577624,0.1588681,0.2166305
6,0.25317028,0.38631713,"('distant', 'open')",0.2531703,0.3863171,0.1331468
7,1.5869583,1.7653774,"('insensitive', 'sensitive')",1.5869583,1.7653774,0.1784191
8,1.0008389,0.96237254,"('unaffectionate', 'affectionate')",1.0008389,0.9623725,-0.0384664
9,1.4450512,1.6583388,"('unaffectionate', 'caring')",1.4450512,1.6583388,0.2132876
10,1.325409,1.4231163,"('unsympathetic', 'sympathetic')",1.3254091,1.4231163,0.0977072
11,2.0573075,2.3037257,"('unhelpful', 'helpful')",2.0573075,2.3037257,0.2464182
12,-1.1478933,-0.8147959,"('unsupportive', 'supportive')",-1.1478933,-0.8147959,0.3330974
13,0.41152164,0.40218526,"('impolite', 'polite')",0.4115216,0.4021853,-0.0093363
14,0.18839213,0.19669674,"('antisocial', 'social')",0.1883921,0.1966967,0.0083046
15,0.6741628,0.60019076,"('boring', 'funny')",0.6741628,0.6001908,-0.073972
16,-0.44697717,-0.3152433,"('unpopular', 'popular')",-0.4469772,-0.3152433,0.1317339
17,-0.13406694,-0.118639424,"('nasty', 'nice')",-0.1340669,-0.1186394,0.0154275
18,-0.10476414,-0.06245015,"('disagreeable', 'welcoming')",-0.1047641,-0.0624501,0.042314
19,-0.34699187,-0.114555165,"('inhospitable', 'hospitable')",-0.3469919,-0.1145552,0.2324367
20,0.6320078,0.5304291,"('rough', 'thoughtful')",0.6320078,0.5304291,-0.1015787
21,0.24394342,0.5225574,"('immoral', 'moral')",0.2439434,0.5225574,0.278614
22,-0.12108931,0.04691206,"('untrustworthy', 'trustworthy')",-0.1210893,0.0469121,0.1680014
23,6.8951387,7.182547,"('insincere', 'sincere')",6.8951387,7.1825471,0.2874084
24,1.9313962,2.2172577,"('dishonest', 'honest')",1.9313962,2.2172577,0.2858615
25,0.9168975,0.7065236,"('egoistic', 'altruistic')",0.9168975,0.7065236,-0.2103739
26,0.5861542,0.16139555,"('hardhearted', 'benevolent')",0.5861542,0.1613955,-0.4247587
27,1.9339253,1.7624372,"('hardhearted', 'softhearted')",1.9339253,1.7624372,-0.1714881
28,1.3354968,1.2771722,"('disloyal', 'loyal')",1.3354968,1.2771722,-0.0583246
29,-0.6610286,-0.69564545,"('unfair', 'fair')",-0.6610286,-0.6956455,-0.0346169
30,1.0508498,1.1526706,"('intolerant', 'tolerant')",1.0508498,1.1526706,0.1018208
31,-1.3774071,-1.4223804,"('evil', 'good')",-1.3774071,-1.4223804,-0.0449733
32,1.4468107,1.4107482,"('unkind', 'kind')",1.4468107,1.4107482,-0.0360625
33,-0.22748892,-0.0895001,"('wrong', 'right')",-0.2274889,-0.0895001,0.1379888
34,4.7058415,5.1116905,"('mean', 'honorable')",4.7058415,5.1116905,0.405849
35,-1.1983736,-1.3327131,"('corrupt', 'incorrupt')",-1.1983736,-1.3327131,-0.1343395
36,-1.249085,-1.4118835,"('hostile', 'amicable')",-1.2490849,-1.4118835,-0.1627986
37,1.2397022,1.1841336,"('fake', 'genuine')",1.2397022,1.1841336,-0.0555686
38,0.02420704,0.1532768,"('untruthful', 'truthful')",0.024207,0.1532768,0.1290698
39,0.30442044,0.29238537,"('exploitative', 'cooperative')",0.3044204,0.2923854,-0.012035
40,-0.5699656,-0.653269,"('stingy', 'generous')",-0.5699656,-0.653269,-0.0833034
41,-0.043618444,-0.1911389,"('unforgiving', 'forgiving')",-0.0436184,-0.1911389,-0.1475205
42,-1.8669254,-1.7865562,"('unreliable', 'reliable')",-1.8669254,-1.7865562,0.0803692
43,1.2191361,1.3705448,"('irresponsible', 'responsible')",1.2191361,1.3705448,0.1514087
44,-1.4239286,-1.7672485,"('prejudiced', 'unprejudiced')",-1.4239286,-1.7672485,-0.3433199
45,0.45759892,0.5769089,"('incompetent', 'competent')",0.4575989,0.5769089,0.11931
46,-0.5208407,-0.34848934,"('uncompetitive', 'competitive')",-0.5208407,-0.3484893,0.1723514
47,4.90042,5.1212473,"('stupid', 'smart')",4.9004202,5.1212473,0.2208271
48,0.6840656,0.7382009,"('unintelligent', 'intelligent')",0.6840656,0.7382009,0.0541353
49,0.18296133,0.4092807,"('unable', 'able')",0.1829613,0.4092807,0.2263194
50,-0.15117343,-0.07701648,"('clumsy', 'skillful')",-0.1511734,-0.0770165,0.0741569
51,1.1389284,1.2565299,"('uneducated', 'educated')",1.1389284,1.2565299,0.1176015
52,-0.28190687,-0.30015743,"('irrational', 'rational')",-0.2819069,-0.3001574,-0.0182505
53,0.009080531,0.041384563,"('uncreative', 'creative')",0.0090805,0.0413846,0.0323041
54,1.1429015,1.501412,"('incapable', 'capable')",1.1429015,1.501412,0.3585105
55,1.3278776,1.4586595,"('incompetent', 'clever')",1.3278776,1.4586595,0.1307819
