,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,female-male
0,0.38121033,0.22088653,"('unsociable', 'sociable')",-0.29463902,-0.36175203,-0.4151926,-0.60917604,-0.1095404,-0.2500138,-0.1404734
1,0.058083136,0.15036504,"('unfriendly', 'friendly')",-0.13957193,-0.23092791,2.0826197,1.9961784,0.6670436,0.6385385,-0.0285051
2,0.9320235,1.031954,"('unlikable', 'likable')",-0.015592936,0.045182433,0.519188,0.6124796,0.4785395,0.5632054,0.0846659
3,0.33489954,0.55078363,"('repellent', 'pleasant')",-0.36859173,-0.2721797,-0.15004672,-0.09421206,-0.0612463,0.061464,0.1227103
4,-0.14053515,-0.18487078,"('disliked', 'liked')",0.60906756,0.5864021,-4.392524,-4.519542,-1.3079971,-1.3726703,-0.0646732
5,-0.42750183,-0.27690005,"('distant', 'outgoing')",0.33758178,0.36415112,0.49286902,0.4875608,0.1343163,0.191604,0.0572877
6,-0.74229395,-0.5238055,"('distant', 'open')",-0.14213648,-0.13438024,0.38578218,0.3863716,-0.1662161,-0.0906047,0.0756114
7,0.45146337,0.40805522,"('insensitive', 'sensitive')",-0.22586447,-0.17445143,0.31748137,0.29826736,0.1810268,0.1772904,-0.0037364
8,0.53267276,0.6194322,"('unaffectionate', 'affectionate')",0.11768973,0.050175875,0.8050354,0.70047677,0.4851326,0.456695,-0.0284376
9,1.0089221,1.0210747,"('unaffectionate', 'caring')",0.18295038,0.12048025,1.3313738,1.2567396,0.8410821,0.7994315,-0.0416506
10,0.34569967,0.35894617,"('unsympathetic', 'sympathetic')",-0.83114636,-0.85458016,-0.5927712,-0.61926717,-0.359406,-0.3716337,-0.0122277
11,0.23286404,0.13464126,"('unhelpful', 'helpful')",0.45916808,0.35630658,1.4435875,1.4144208,0.7118732,0.6351229,-0.0767503
12,0.57908404,0.65962285,"('unsupportive', 'supportive')",0.21151143,0.25466233,-1.2628356,-1.2500474,-0.1574134,-0.1119208,0.0454926
13,-0.641903,-0.80444616,"('impolite', 'polite')",-0.21036011,-0.22100529,-0.28154042,-0.4093703,-0.3779345,-0.4782739,-0.1003394
14,1.4344683,1.3591954,"('antisocial', 'social')",1.0516117,1.0817112,0.4792553,0.42900515,0.988445,0.9566372,-0.0318078
15,1.084153,0.9068747,"('boring', 'funny')",0.1998264,0.03589658,0.25678915,0.17926869,0.5135895,0.3740133,-0.1395762
16,-1.1959424,-1.1017358,"('unpopular', 'popular')",-0.13546991,-0.113005616,0.3117,0.21902043,-0.3399041,-0.331907,0.0079971
17,0.43251848,0.43845242,"('nasty', 'nice')",-0.2630979,-0.2123715,-0.6795929,-0.7181425,-0.1700575,-0.1640205,0.006037
18,-0.28685766,-0.16233642,"('disagreeable', 'welcoming')",-0.85676616,-0.76899946,-0.93287164,-0.94834363,-0.6921651,-0.6265598,0.0656053
19,-0.073755756,-0.033500135,"('inhospitable', 'hospitable')",-0.7849485,-0.806378,-0.21863595,-0.2554598,-0.3591134,-0.3651126,-0.0059992
20,0.58038676,0.6312767,"('rough', 'thoughtful')",-0.030276196,0.08601269,1.1479326,1.1748195,0.5660144,0.630703,0.0646886
21,0.45464173,0.4691847,"('immoral', 'moral')",-0.65253955,-0.65935093,-1.4047996,-1.3775047,-0.5342325,-0.522557,0.0116755
22,-0.17932758,-0.14454885,"('untrustworthy', 'trustworthy')",-1.5665896,-1.4748808,-0.7476859,-0.7600576,-0.8312011,-0.7931624,0.0380387
23,0.71435827,0.67555904,"('insincere', 'sincere')",-0.7478272,-0.8036971,4.6057925,4.5028677,1.5241079,1.4582432,-0.0658647
24,1.009694,0.9958219,"('dishonest', 'honest')",-0.5105025,-0.4710714,0.6234657,0.57462794,0.3742191,0.3664594,-0.0077597
