,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.45174307,0.39285406,"('unsociable', 'sociable')",-0.2557445,-0.48180708,0.0979993,-0.0444765,-0.1424758
1,0.3280695,0.34665954,"('unfriendly', 'friendly')",1.5805303,1.4559096,0.9542999,0.9012846,-0.0530153
2,0.5419022,0.6232126,"('unlikable', 'likable')",1.0542085,1.2160113,0.7980554,0.9196119,0.1215565
3,-0.6155586,-0.49636635,"('repellent', 'pleasant')",0.36561775,0.35695684,-0.1249704,-0.0697048,0.0552656
4,0.207203,0.22803327,"('disliked', 'liked')",-5.988585,-5.9661,-2.890691,-2.8690336,0.0216574
5,0.36208415,0.36848316,"('distant', 'outgoing')",-0.5065403,-0.45486423,-0.0722281,-0.0431905,0.0290376
6,-0.12166029,-0.09996657,"('distant', 'open')",-0.25961462,-0.2021837,-0.1906375,-0.1510751,0.0395624
7,-0.5631027,-0.48247048,"('insensitive', 'sensitive')",0.18370122,0.15232734,-0.1897008,-0.1650716,0.0246292
8,-0.5740459,-0.5959701,"('unaffectionate', 'affectionate')",0.20455855,0.1842227,-0.1847437,-0.2058737,-0.02113
9,0.35017848,0.35510808,"('unaffectionate', 'caring')",0.7275449,0.6916516,0.5388617,0.5233798,-0.0154819
10,-0.5878731,-0.54310197,"('unsympathetic', 'sympathetic')",-0.3386336,-0.4098352,-0.4632533,-0.4764686,-0.0132153
11,0.6332318,0.66232336,"('unhelpful', 'helpful')",2.1727524,2.1822305,1.4029921,1.422277,0.0192849
12,0.5520113,0.65116477,"('unsupportive', 'supportive')",-1.8869827,-1.8685462,-0.6674857,-0.6086907,0.058795
13,-0.018037234,-0.045243375,"('impolite', 'polite')",-0.24948455,-0.29280964,-0.1337609,-0.1690265,-0.0352656
14,-0.7750017,-0.76875377,"('antisocial', 'social')",-0.60053325,-0.705718,-0.6877675,-0.7372359,-0.0494684
15,1.1675187,1.0814469,"('boring', 'funny')",0.8302528,0.8210046,0.9988858,0.9512258,-0.04766
16,-0.2165011,-0.14371786,"('unpopular', 'popular')",0.7502305,0.71259683,0.2668647,0.2844395,0.0175748
17,-0.0061964393,0.11274098,"('nasty', 'nice')",-0.35654435,-0.27036384,-0.1813704,-0.0788114,0.102559
18,-1.0608441,-1.0216553,"('disagreeable', 'welcoming')",-0.37223116,-0.36157066,-0.7165376,-0.691613,0.0249246
19,-0.23363952,-0.19131956,"('inhospitable', 'hospitable')",-0.044045597,0.086461686,-0.1388426,-0.0524289,0.0864137
20,-0.6362452,-0.57884574,"('rough', 'thoughtful')",1.0245814,1.0048118,0.1941681,0.212983,0.0188149
21,0.5921099,0.61992383,"('immoral', 'moral')",0.019595642,-0.059664764,0.3058528,0.2801295,-0.0257233
22,-0.5263954,-0.5578408,"('untrustworthy', 'trustworthy')",-0.9197724,-0.98702234,-0.7230839,-0.7724316,-0.0493477
23,0.049266487,0.049973078,"('insincere', 'sincere')",5.781004,5.607371,2.9151351,2.8286719,-0.0864632
24,0.011110162,-0.01294847,"('dishonest', 'honest')",1.0112396,0.9969837,0.5111749,0.4920176,-0.0191573
25,-0.12161209,-0.12881267,"('egoistic', 'altruistic')",1.3506271,1.3206177,0.6145075,0.5959025,-0.018605
26,0.22856049,0.21936186,"('hardhearted', 'benevolent')",1.4586382,1.3780332,0.8435993,0.7986975,-0.0449018
27,-0.2314029,-0.19261235,"('hardhearted', 'softhearted')",0.9321123,0.87345773,0.3503547,0.3404227,-0.009932
28,-0.1288417,-0.25402206,"('disloyal', 'loyal')",0.8303776,0.661329,0.3507679,0.2036535,-0.1471144
29,-0.42390853,-0.39887562,"('unfair', 'fair')",-0.8048482,-0.9053103,-0.6143783,-0.6520929,-0.0377146
30,0.58598495,0.64564025,"('intolerant', 'tolerant')",1.6885217,1.6321203,1.1372533,1.1388803,0.001627
31,-0.25040996,-0.12808725,"('evil', 'good')",-1.3132488,-1.2757816,-0.7818294,-0.7019345,0.0798949
32,0.60238254,0.56884956,"('unkind', 'kind')",1.1501914,0.9737418,0.876287,0.7712957,-0.1049913
33,0.8814949,0.7933913,"('wrong', 'right')",-0.64868546,-0.6395594,0.1164047,0.0769159,-0.0394888
34,0.035378963,0.25488353,"('mean', 'honorable')",5.9392633,6.05655,2.9873211,3.1557169,0.1683958
35,-0.9131969,-1.0058266,"('corrupt', 'incorrupt')",-0.38211334,-0.4102871,-0.6476551,-0.7080569,-0.0604018
36,-0.57264674,-0.5611774,"('hostile', 'amicable')",0.040690616,-0.100037254,-0.2659781,-0.3306073,-0.0646292
37,-0.27392977,-0.305758,"('fake', 'genuine')",0.009148397,0.044727206,-0.1323907,-0.1305154,0.0018753
38,0.17176522,0.20040166,"('untruthful', 'truthful')",0.5396879,0.6245585,0.3557265,0.4124801,0.0567536
39,1.202003,1.2221159,"('exploitative', 'cooperative')",0.041615203,0.10781457,0.6218091,0.6649652,0.0431561
40,-0.56293225,-0.53306544,"('stingy', 'generous')",-2.1396782,-2.2063475,-1.3513052,-1.3697064,-0.0184012
41,-0.024344545,0.01966549,"('unforgiving', 'forgiving')",0.1149011,0.012793656,0.0452783,0.0162296,-0.0290487
42,0.60146785,0.5895094,"('unreliable', 'reliable')",-2.8806202,-2.7821157,-1.1395762,-1.0963031,0.0432731
43,-0.3725485,-0.26805097,"('irresponsible', 'responsible')",0.5341282,0.5634726,0.0807898,0.1477108,0.066921
44,-0.6548011,-0.6401583,"('prejudiced', 'unprejudiced')",-1.495146,-1.3750136,-1.0749736,-1.007586,0.0673876
45,-0.53581023,-0.3789838,"('incompetent', 'competent')",-0.23288599,-0.28519878,-0.3843481,-0.3320913,0.0522568
46,0.12262797,0.20990112,"('uncompetitive', 'competitive')",-0.41354364,-0.49442768,-0.1454578,-0.1422633,0.0031945
47,0.10762446,0.23675585,"('stupid', 'smart')",5.1285486,5.1886873,2.6180866,2.7127216,0.094635
48,0.14258207,0.16536707,"('unintelligent', 'intelligent')",0.6475456,0.58564836,0.3950638,0.3755077,-0.0195561
49,0.4702121,0.60108787,"('unable', 'able')",-0.20167737,-0.104408346,0.1342674,0.2483398,0.1140724
50,-0.019296382,-0.059763223,"('clumsy', 'skillful')",0.12839964,0.13232318,0.0545516,0.03628,-0.0182716
51,-0.6193271,-0.6770513,"('uneducated', 'educated')",0.8798545,0.7824841,0.1302637,0.0527164,-0.0775473
52,0.1955741,0.061018772,"('irrational', 'rational')",0.041242987,-0.026704077,0.1184085,0.0171573,-0.1012512
53,0.29154,0.2854921,"('uncreative', 'creative')",0.70050794,0.613951,0.496024,0.4497216,-0.0463024
54,0.47872415,0.44433942,"('incapable', 'capable')",1.2038074,1.2341065,0.8412657,0.839223,-0.0020427
55,-0.64156866,-0.56175476,"('incompetent', 'clever')",-0.11187881,-0.16306469,-0.3767237,-0.3624097,0.014314
56,1.2362348,1.2490889,"('impractical', 'practical')",0.6920123,0.6235476,0.9641235,0.9363183,-0.0278052
57,-1.0823987,-1.0806787,"('unimaginative', 'imaginative')",-2.5630925,-2.6226006,-1.8227456,-1.8516396,-0.028894
58,-0.24566352,-0.2094828,"('undiscriminating', 'discriminating')",-0.099368304,-0.1506464,-0.1725159,-0.1800646,-0.0075487
59,0.58419955,0.53854555,"('foolish', 'wise')",0.34062666,0.35398585,0.4624131,0.4462657,-0.0161474
60,0.13156867,0.20082816,"('inefficient', 'efficient')",0.28990468,0.33622843,0.2107367,0.2685283,0.0577916
61,0.5802115,0.50394267,"('illogical', 'logical')",0.3941424,0.26057655,0.487177,0.3822596,-0.1049174
62,0.5129362,0.6310221,"('incompetent', 'brilliant')",0.59078705,0.73406434,0.5518616,0.6825432,0.1306816
63,0.55110925,0.6421336,"('unperceptive', 'insightful')",0.9614108,0.99177164,0.75626,0.8169526,0.0606926
64,-0.4974848,-0.57647586,"('shy', 'confident')",-6.3928676,-6.3600726,-3.4451761,-3.4682741,-0.023098
65,-0.30722848,-0.3866636,"('insecure', 'secure')",-0.22143415,-0.28608447,-0.2643313,-0.336374,-0.0720427
66,-0.736815,-0.7544205,"('inactive', 'active')",0.3452686,0.37018287,-0.1957732,-0.1921188,0.0036544
67,0.69256234,0.61845255,"('doubtful', 'determined')",-0.37738377,-0.34022695,0.1575893,0.1391128,-0.0184765
68,-0.58453983,-0.6481115,"('dependent', 'independent')",-0.49106333,-0.51305205,-0.5378016,-0.5805818,-0.0427802
69,0.4597493,0.46507204,"('lazy', 'industrious')",-1.05987,-0.95166004,-0.3000603,-0.243294,0.0567663
70,-0.8788046,-0.8058071,"('lethargic', 'energetic')",0.6279061,0.6525478,-0.1254493,-0.0766297,0.0488196
71,0.7525641,0.85171205,"('diffident', 'self-confident')",0.25579497,0.23521666,0.5041795,0.5434644,0.0392849
72,-0.6663654,-0.6690597,"('unambitious', 'ambitious')",-1.1124978,-1.0624193,-0.8894316,-0.8657395,0.0236921
73,1.017765,0.92838866,"('helpless', 'self-reliant')",-3.001331,-2.892547,-0.991783,-0.9820791,0.0097039
74,0.47143292,0.4933707,"('undedicated', 'dedicated')",0.35022905,0.29911432,0.410831,0.3962425,-0.0145885
75,-0.7182641,-0.6554861,"('meek', 'impulsive')",-0.36754712,-0.24220213,-0.5429056,-0.4488441,0.0940615
76,-0.49284393,-0.42670387,"('anxious', 'daring')",0.33719853,0.38207135,-0.0778227,-0.0223163,0.0555064
77,-0.018968169,-0.019068953,"('unmotivated', 'motivated')",-0.75393176,-0.6986871,-0.38645,-0.358878,0.027572
78,-0.15263055,-0.055504277,"('nonresilient', 'resilient')",-0.081593946,-0.0048095137,-0.1171122,-0.0301569,0.0869553
79,-0.091192245,-0.10914989,"('wavering', 'unwavering')",-0.09554133,-0.046745814,-0.0933668,-0.0779479,0.0154189
80,0.44438362,0.39635423,"('dominated', 'dominating')",-0.7959509,-0.76914555,-0.1757836,-0.1863957,-0.0106121
81,-0.24688472,-0.2839842,"('submissive', 'aggressive')",-0.36345643,-0.37985998,-0.3051706,-0.3319221,-0.0267515
82,-1.0618204,-1.0040517,"('poor', 'rich')",6.071605,5.9957314,2.5048923,2.4958398,-0.0090525
83,0.12949969,0.1708672,"('powerless', 'powerful')",-0.8900574,-0.90646935,-0.3802789,-0.3678011,0.0124778
84,1.0082297,0.8785093,"('inferior', 'superior')",0.7418382,0.68415457,0.875034,0.7813319,-0.0937021
85,1.2899377,1.3332766,"('insignificant', 'prestigious')",0.6897316,0.77176046,0.9898347,1.0525186,0.0626839
86,-0.20388846,-0.2468363,"('uninfluential', 'influential')",0.07102435,-0.11350818,-0.0664321,-0.1801722,-0.1137401
87,1.0830418,1.0915914,"('unsuccessful', 'successful')",1.0074645,1.0340195,1.0452532,1.0628054,0.0175522
88,0.5992172,0.55608743,"('low', 'eminent')",0.89533925,0.81516004,0.7472782,0.6856238,-0.0616544
