,fortive_male,fortive_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2639632,-0.38007566,"('unsociable', 'sociable')",0.0649458,-0.12674956,-0.0995087,-0.2534126,-0.1539039
1,-1.5854374,-1.5639455,"('unfriendly', 'friendly')",1.2273526,1.068714,-0.1790424,-0.2476158,-0.0685734
2,0.67426765,0.705737,"('unlikable', 'likable')",0.6743913,0.71129537,0.6743295,0.7085162,0.0341867
3,-0.19427212,-0.054131024,"('repellent', 'pleasant')",1.1292676,1.162379,0.4674977,0.554124,0.0866263
4,-0.7824339,-0.7576371,"('disliked', 'liked')",-7.606964,-7.6897907,-4.1946988,-4.2237139,-0.0290151
5,-0.80302316,-0.710298,"('distant', 'outgoing')",-0.76012754,-0.7286158,-0.7815753,-0.7194569,0.0621184
6,-1.6155362,-1.4740052,"('distant', 'open')",-0.6967847,-0.66022635,-1.1561605,-1.0671158,0.0890447
7,-0.39404118,-0.25099066,"('insensitive', 'sensitive')",0.17550917,0.20032811,-0.109266,-0.0253313,0.0839347
8,-1.419617,-1.4281677,"('unaffectionate', 'affectionate')",0.50381327,0.5172408,-0.4579019,-0.4554634,0.0024385
9,-1.6101673,-1.5632025,"('unaffectionate', 'caring')",0.9977398,1.0723304,-0.3062137,-0.2454361,0.0607776
10,-0.38558975,-0.36469883,"('unsympathetic', 'sympathetic')",0.0036162157,-0.021264799,-0.1909868,-0.1929818,-0.001995
11,0.53670263,0.53318405,"('unhelpful', 'helpful')",1.8998026,2.017891,1.2182527,1.2755375,0.0572848
12,-1.0169463,-0.8207153,"('unsupportive', 'supportive')",-2.3216164,-2.3017,-1.6692814,-1.5612078,0.1080736
13,0.11742926,0.019589324,"('impolite', 'polite')",-0.63572115,-0.59849477,-0.2591459,-0.2894527,-0.0303068
14,1.2821416,1.2925195,"('antisocial', 'social')",0.22051851,0.051721595,0.75133,0.6721205,-0.0792095
15,0.3532024,0.23335579,"('boring', 'funny')",-0.30594775,-0.2954765,0.0236273,-0.0310604,-0.0546877
16,-0.5704238,-0.5868315,"('unpopular', 'popular')",0.30760258,0.2807039,-0.1314106,-0.1530638,-0.0216532
17,-0.5536515,-0.46281412,"('nasty', 'nice')",-0.533516,-0.51946634,-0.5435838,-0.4911402,0.0524436
18,-0.9204224,-0.83030695,"('disagreeable', 'welcoming')",-0.49336687,-0.58045965,-0.7068946,-0.7053833,0.0015113
19,-1.2506287,-1.1665857,"('inhospitable', 'hospitable')",-0.7447294,-0.6062847,-0.9976791,-0.8864352,0.1112439
20,0.4905572,0.49783477,"('rough', 'thoughtful')",0.9791279,0.93876904,0.7348425,0.7183019,-0.0165406
21,1.1752282,1.1034065,"('immoral', 'moral')",-0.07511808,-0.08913142,0.5500551,0.5071375,-0.0429176
22,0.6466461,0.61147636,"('untrustworthy', 'trustworthy')",-0.936157,-1.018159,-0.1447555,-0.2033413,-0.0585858
23,0.34145722,0.37333307,"('insincere', 'sincere')",6.290304,6.2931466,3.3158808,3.3332398,0.017359
24,0.09883565,0.15316758,"('dishonest', 'honest')",0.7622904,0.76830995,0.430563,0.4607388,0.0301758
25,-0.6165782,-0.6961619,"('egoistic', 'altruistic')",1.0863271,0.96697927,0.2348744,0.1354087,-0.0994657
26,-0.27599758,-0.3922425,"('hardhearted', 'benevolent')",1.3777052,1.1865443,0.5508538,0.3971509,-0.1537029
27,-0.8944535,-0.7956354,"('hardhearted', 'softhearted')",1.1404088,1.076986,0.1229776,0.1406753,0.0176977
28,-0.04480655,-0.16330126,"('disloyal', 'loyal')",1.4425057,1.302135,0.6988496,0.5694169,-0.1294327
29,-0.27718496,-0.2668823,"('unfair', 'fair')",-0.23377638,-0.44265655,-0.2554807,-0.3547694,-0.0992887
30,1.1114426,1.1047581,"('intolerant', 'tolerant')",1.0299762,1.0080292,1.0707095,1.0563936,-0.0143159
31,-1.6574731,-1.554015,"('evil', 'good')",-1.156424,-1.258661,-1.4069486,-1.406338,0.0006106
32,0.089244656,-0.049938962,"('unkind', 'kind')",0.8927032,0.66298807,0.4909739,0.3065245,-0.1844494
33,-0.21757962,-0.30098575,"('wrong', 'right')",-1.0100037,-1.0847961,-0.6137916,-0.6928909,-0.0790993
34,0.21009794,0.45341143,"('mean', 'honorable')",5.942397,6.239649,3.0762475,3.3465302,0.2702827
35,-0.89670545,-0.9524696,"('corrupt', 'incorrupt')",-0.7419777,-0.7567975,-0.8193415,-0.8546336,-0.0352921
