,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.39209586,0.14718531,"('unsociable', 'sociable')",0.4211414,0.022520654,1.3014643,1.1214367,0.8336655,0.5309816,-0.4830098,-0.58907825,0.4930715,0.2466092,-0.2464623
1,-1.5645835,-1.4591163,"('unfriendly', 'friendly')",-2.5987542,-2.4271162,-0.102724895,-0.15692273,-0.39302897,-0.50429446,1.577581,1.5468605,-0.6163022,-0.6001178,0.0161844
2,1.0710657,1.1781691,"('unlikable', 'likable')",0.39455515,0.4200229,1.6439279,1.619493,1.4971986,1.467535,0.45474893,0.54968226,1.0122993,1.0469804,0.0346811
3,0.6009499,0.51288015,"('repellent', 'pleasant')",0.769348,0.70088446,-0.5180899,-0.27940625,0.35792896,0.3448896,0.09979233,0.114804424,0.2619859,0.2788105,0.0168246
4,-0.019767702,-0.08010201,"('disliked', 'liked')",-1.4023812,-1.3220083,-0.09984048,-0.17374173,-0.29528484,-0.4176292,-5.8282337,-5.948125,-1.5291016,-1.5883212,-0.0592196
5,-1.163837,-0.9952128,"('distant', 'outgoing')",-2.6035433,-2.3012886,-1.7854866,-1.6741524,-1.803252,-1.6327412,-0.5413717,-0.43394193,-1.5794982,-1.4074673,0.1720309
6,-1.6081586,-1.3941813,"('distant', 'open')",-2.511453,-2.1235352,-1.7878727,-1.6530719,-2.1649091,-1.9678863,-0.07689248,-0.00075813755,-1.6298573,-1.4278866,0.2019707
7,-0.13559848,-0.17148595,"('insensitive', 'sensitive')",1.3962886,1.2148765,1.7619789,1.7795254,0.3078514,0.30521828,0.9476584,0.94363844,0.8556357,0.8143545,-0.0412812
8,-1.4676766,-1.3606815,"('unaffectionate', 'affectionate')",-1.269323,-1.1653595,0.15800878,0.10681522,0.042985864,0.044879764,0.6468132,0.6067194,-0.3778383,-0.3535253,0.024313
9,-0.9607469,-0.9080924,"('unaffectionate', 'caring')",-1.0069338,-0.8707602,0.17267859,0.09896816,0.27815008,0.235472,1.2636211,1.2811692,-0.0506462,-0.0326487,0.0179975
10,0.10171209,-0.054478142,"('unsympathetic', 'sympathetic')",0.9717533,0.7184057,0.5111916,0.48510587,0.33741164,0.14856794,0.0015173256,-0.059475336,0.3847172,0.2476252,-0.137092
11,0.5950736,0.46982956,"('unhelpful', 'helpful')",-0.22881813,-0.43135548,-0.36226863,-0.49847427,0.26558217,0.15473372,2.1318748,2.125821,0.4802887,0.3641109,-0.1161778
12,0.3497058,0.38306051,"('unsupportive', 'supportive')",-0.04423167,0.07326178,1.273744,1.388516,0.83660024,0.9076581,-1.4973061,-1.4166331,0.1837025,0.2671726,0.0834701
13,1.2138906,1.1300188,"('impolite', 'polite')",1.723454,1.4540489,1.2169784,1.0433643,0.65744835,0.6196544,-0.26444942,-0.25866526,0.9094644,0.7976842,-0.1117802
14,1.9534595,1.7547309,"('antisocial', 'social')",1.7918879,1.4678676,2.167555,2.1051555,1.489955,1.4291114,-0.4154518,-0.4913107,1.3974812,1.253111,-0.1443702
15,0.1947963,0.11505298,"('boring', 'funny')",-0.106029,-0.2907027,-0.21597579,-0.44047815,-0.7694714,-0.83010685,0.47732902,0.47286916,-0.0838702,-0.1946731,-0.1108029
16,-0.39981607,-0.2832717,"('unpopular', 'popular')",-0.5276013,-0.3513116,-1.709544,-1.6388187,-0.382513,-0.34516293,0.31651226,0.34000477,-0.5405924,-0.455712,0.0848804
17,-0.31376973,-0.33532086,"('nasty', 'nice')",-0.6603879,-0.55490357,0.43016684,0.44101626,-0.4633584,-0.4413877,-0.4667058,-0.45621523,-0.294811,-0.2693622,0.0254488
18,-1.0963092,-0.9914785,"('disagreeable', 'welcoming')",-0.6196676,-0.50004494,-0.90301454,-0.8272289,-0.88277847,-0.7812345,-0.82847726,-0.8125299,-0.8660494,-0.7825033,0.0835461
19,-0.06575388,0.070013225,"('inhospitable', 'hospitable')",-0.7982272,-0.53294015,-0.5084869,-0.3224882,-1.5957432,-1.5523413,-0.23082061,-0.12463708,-0.6398064,-0.4924787,0.1473277
20,-0.08000609,-0.16980518,"('rough', 'thoughtful')",0.03978066,0.00877855,0.47991094,0.521107,1.0114057,1.0819818,1.1382184,1.1089903,0.5178619,0.5102105,-0.0076514
21,1.9374763,1.8558524,"('immoral', 'moral')",1.777585,1.4917936,1.5415859,1.541396,0.4234767,0.2994414,-0.7436508,-0.7489931,0.9872946,0.8878981,-0.0993965
22,0.8871594,0.7772149,"('untrustworthy', 'trustworthy')",0.42988855,0.2984106,0.7325111,0.67608255,0.8095558,0.7098998,-0.94120336,-1.0283415,0.3835823,0.2866533,-0.096929
23,-0.10860251,-0.28588974,"('insincere', 'sincere')",0.6673349,0.454524,0.6843184,0.5073429,0.400047,0.24545884,5.5461445,5.448766,1.4378485,1.2740404,-0.1638081
24,-0.5371414,-0.50161386,"('dishonest', 'honest')",0.6772091,0.5178774,0.42517227,0.38990447,-0.56004775,-0.5837511,0.33669782,0.2739411,0.068378,0.0192716,-0.0491064
25,-1.3434281,-1.2628661,"('egoistic', 'altruistic')",-1.3256173,-1.2035824,0.347466,0.37095717,-0.40383002,-0.38388908,1.2417759,1.255573,-0.2967267,-0.2447615,0.0519652
26,-1.0617839,-1.0691729,"('hardhearted', 'benevolent')",-0.8646939,-0.9361807,1.1422178,1.0093682,1.1292241,1.213,1.7860463,1.7249229,0.4262021,0.3883875,-0.0378146
27,-0.6244363,-0.6092326,"('hardhearted', 'softhearted')",-0.42157894,-0.31882453,0.37973994,0.41820708,-0.5172346,-0.3892983,1.1911223,1.1493231,0.0015225,0.050035,0.0485125
28,-0.22975214,-0.31762925,"('disloyal', 'loyal')",-0.7289644,-0.81136477,0.9612362,0.70494026,0.1392706,-0.076581426,1.1227499,0.980473,0.252908,0.0959676,-0.1569404
29,-0.06798881,-0.07033418,"('unfair', 'fair')",-0.7676381,-0.7924607,-0.63754874,-0.5186966,-0.97036505,-0.9609296,-0.72511965,-0.83833075,-0.633732,-0.6361504,-0.0024184
30,-0.35954434,-0.43599704,"('intolerant', 'tolerant')",0.42842078,0.31697688,1.4115329,1.4005092,0.66255355,0.55730754,1.1273608,1.0684651,0.6540648,0.5814524,-0.0726124
31,-1.3871266,-1.0722722,"('evil', 'good')",-2.1004984,-1.6063725,-1.3222616,-1.018375,-1.7418371,-1.5477628,-1.4182652,-1.3775332,-1.5939979,-1.3244631,0.2695348
32,0.043057837,-0.07359473,"('unkind', 'kind')",-0.33627695,-0.49663132,0.6719085,0.4606923,0.73068506,0.58667856,1.1390765,1.0491391,0.4496902,0.3052568,-0.1444334
33,-0.5472699,-0.5081483,"('wrong', 'right')",-0.8011297,-0.6804124,0.34161946,0.26456898,0.037342742,0.04738155,-0.4454447,-0.45088738,-0.2829764,-0.2654995,0.0174769
34,-0.090038024,0.014321435,"('mean', 'honorable')",-0.6892206,-0.5834943,-0.16694552,-0.03140459,-0.021973424,0.058984175,5.926583,6.020533,0.9916811,1.095788,0.1041069
35,-1.4133308,-1.3861275,"('corrupt', 'incorrupt')",-1.9137979,-1.5916364,-1.376401,-1.364244,-2.0906396,-2.0156658,-0.28258783,-0.41768464,-1.4153514,-1.3550716,0.0602798
36,-1.1622922,-0.99575984,"('hostile', 'amicable')",-1.7738744,-1.4357972,-0.8994401,-0.7260882,-1.2217226,-1.2704107,0.1297906,0.012446754,-0.9855077,-0.8831219,0.1023858
37,0.5353225,0.46509743,"('fake', 'genuine')",0.7436987,0.7674998,0.4767079,0.4286773,0.24366477,0.20443682,0.35285026,0.35339174,0.4704488,0.4438206,-0.0266282
38,-0.66028047,-0.6822112,"('untruthful', 'truthful')",-1.3682146,-1.3249733,-0.49930263,-0.5850893,-0.73490405,-0.90181893,-0.16860937,-0.22101602,-0.6862622,-0.7430217,-0.0567595
39,0.46549916,0.40539548,"('exploitative', 'cooperative')",0.35433978,0.310813,1.3259754,1.2849867,1.5470064,1.6402037,0.13782296,0.15233459,0.7661287,0.7587467,-0.007382
40,-0.5373156,-0.51044625,"('stingy', 'generous')",-0.42791742,-0.40371722,0.2544518,0.23699698,-0.08835462,-0.04433859,-1.576014,-1.6306939,-0.4750299,-0.4704398,0.0045901
41,0.22355773,0.25055304,"('unforgiving', 'forgiving')",0.25513366,0.18174757,1.5544288,1.5791795,0.85395443,0.71490353,0.1755582,0.1109744,0.6125265,0.5674716,-0.0450549
42,0.6987643,0.69424564,"('unreliable', 'reliable')",1.0225563,0.999924,0.72530955,0.7135681,1.0213376,1.0702376,-2.8074532,-2.7751482,0.132103,0.1405654,0.0084624
43,0.17524517,0.14302483,"('irresponsible', 'responsible')",0.33563358,0.18433276,1.0859592,1.0918006,0.80697316,0.78578764,0.44008416,0.48058194,0.5687791,0.5371056,-0.0316735
44,-0.33094484,-0.34041643,"('prejudiced', 'unprejudiced')",-0.8602188,-0.7538108,-1.2131675,-1.2446249,-0.3507985,-0.36760727,-1.5730958,-1.6060706,-0.8656451,-0.862506,0.0031391
45,0.3583752,0.27427715,"('incompetent', 'competent')",0.33598346,0.23392192,0.5557695,0.5999288,0.58147556,0.41117257,-0.52488106,-0.5900073,0.2613445,0.1858586,-0.0754859
46,1.7237548,1.5588322,"('uncompetitive', 'competitive')",1.4392939,1.2719146,1.2865185,1.3106096,2.095628,1.9054991,-0.18915096,-0.22273335,1.271209,1.1648244,-0.1063846
47,0.25555173,0.34672818,"('stupid', 'smart')",-0.11058587,-0.18506214,1.1212168,1.1588094,0.8025322,0.8948007,4.9502306,5.033007,1.4037891,1.4496567,0.0458676
48,-1.3036771,-1.3495225,"('unintelligent', 'intelligent')",0.22670512,0.03470553,0.43113244,0.45104152,-0.80497074,-0.81453305,-0.029249202,-0.04376984,-0.2960119,-0.3444157,-0.0484038
49,-0.828856,-0.9449154,"('unable', 'able')",-1.0217384,-0.9765183,-0.35351685,-0.3809298,-0.90111667,-0.8875515,-0.482357,-0.34403658,-0.717517,-0.7067903,0.0107267
50,-0.1838808,-0.13233367,"('clumsy', 'skillful')",0.25711274,0.38812277,0.03930123,0.00092803687,0.15460354,0.15932168,0.11005664,0.06745337,0.0754387,0.0966984,0.0212597
51,1.8251266,1.5813817,"('uneducated', 'educated')",1.1206712,0.7807581,0.43836534,0.48015773,-0.15127128,-0.23879164,0.63401043,0.5178223,0.7733805,0.6242656,-0.1491149
52,-0.72264427,-0.6954638,"('irrational', 'rational')",-1.5798123,-1.4736342,-0.13276592,-0.2517541,-1.1164224,-1.0930798,0.032741573,-0.022243809,-0.7037807,-0.7072351,-0.0034544
53,-0.26529312,-0.2837783,"('uncreative', 'creative')",-0.8468785,-0.8489787,0.0729063,0.065383315,0.0011239368,-0.020198375,1.0391033,1.0357211,0.0001924,-0.0103702,-0.0105626
54,-0.72198236,-0.6780937,"('incapable', 'capable')",-0.96130586,-0.89156437,0.6109568,0.5746769,-0.26882952,-0.19640832,0.7115468,0.8013336,-0.1259228,-0.0780112,0.0479116
55,0.8315119,0.69110435,"('incompetent', 'clever')",1.6926255,1.3919251,1.0614573,1.1576097,0.80117714,0.7112981,-0.22905266,-0.25425205,0.8315438,0.739537,-0.0920068
56,0.9482788,0.78069985,"('impractical', 'practical')",1.024883,0.8551607,1.882159,1.7915816,0.98687166,0.86861914,0.13973047,0.15324448,0.9963846,0.8898611,-0.1065235
57,0.74364936,0.53350747,"('unimaginative', 'imaginative')",0.5486238,0.28655556,0.39807105,0.41721553,0.24469054,0.10526605,-1.8045015,-1.8826716,0.0261066,-0.1080254,-0.134132
58,0.21840209,0.24536833,"('undiscriminating', 'discriminating')",0.49890447,0.534636,0.50809735,0.5357762,1.1439682,1.043008,0.4208752,0.40536293,0.5580495,0.5528303,-0.0052192
59,-0.38048467,-0.2232435,"('foolish', 'wise')",-1.6596448,-1.4635675,0.39022028,0.34577245,-0.8977409,-0.8119938,0.17242473,0.20918551,-0.4750451,-0.3887694,0.0862757
60,0.47444376,0.35597056,"('inefficient', 'efficient')",0.8234012,0.48954892,0.87653464,0.81135637,1.2501686,1.1563337,-0.36375275,-0.26268363,0.6121591,0.5101052,-0.1020539
61,0.75836724,0.67269814,"('illogical', 'logical')",0.064352095,-0.118575536,0.54030645,0.40118644,-0.20052029,-0.34678945,0.23990633,0.14163324,0.2804824,0.1500306,-0.1304518
62,0.78761387,0.68662447,"('incompetent', 'brilliant')",0.05553294,-0.19378681,0.8574597,0.800475,0.6324235,0.6050674,-0.15577032,-0.03755421,0.435452,0.3721652,-0.0632868
63,0.68450314,0.6725722,"('unperceptive', 'insightful')",-0.073782854,-0.144878,1.2684383,1.2052336,1.496138,1.4370482,1.0139736,1.1230468,0.8778541,0.8586045,-0.0192496
64,0.8883712,0.8278891,"('shy', 'confident')",0.55936885,0.44351122,0.7778692,0.70471853,0.7749083,0.717245,-6.1307254,-6.1548357,-0.6260416,-0.6922944,-0.0662528
65,0.36585623,0.24320382,"('insecure', 'secure')",1.095173,0.66811365,0.5311266,0.35079497,0.76580966,0.6843703,-0.41325033,-0.45039135,0.468943,0.2992183,-0.1697247
66,-0.42277515,-0.40978655,"('inactive', 'active')",0.20899843,0.26202723,-0.7837783,-0.6326078,0.88192934,0.9322993,1.214747,1.2239039,0.2198243,0.2751672,0.0553429
67,0.52648586,0.57743067,"('doubtful', 'determined')",0.8861824,0.81087625,1.3322194,1.3500721,0.56357855,0.6189589,-0.6596287,-0.56982464,0.5297675,0.5575027,0.0277352
68,-0.644467,-0.6670709,"('dependent', 'independent')",-0.08078981,-0.058113188,-1.1070058,-1.0294737,-0.77244437,-0.8158385,-0.99720097,-0.99678427,-0.7203816,-0.7134561,0.0069255
69,-0.99317896,-0.80938303,"('lazy', 'industrious')",-1.4302876,-1.0140107,0.1823162,0.22112691,0.3119817,0.41111904,-0.57052666,-0.51278776,-0.4999391,-0.3407871,0.159152
70,1.1841352,1.1011329,"('lethargic', 'energetic')",1.9882878,1.8342419,0.6355911,0.72237194,1.0054954,1.0004517,0.807853,0.84781206,1.1242725,1.1012021,-0.0230704
71,-0.18276247,-0.072824925,"('diffident', 'self-confident')",-0.00740055,0.14727065,1.1750623,1.2361658,0.402764,0.4411924,0.69781643,0.7197625,0.4170959,0.4943133,0.0772174
72,-0.5687115,-0.564685,"('unambitious', 'ambitious')",0.19661742,-0.08290518,0.7735522,0.7330153,0.3738785,0.31747755,-1.1955031,-1.189821,-0.0840333,-0.1573837,-0.0733504
73,0.8781611,0.988028,"('helpless', 'self-reliant')",0.33425826,0.54939103,1.2025875,1.1925373,0.0037906533,-0.028744144,-3.1646423,-3.1441865,-0.149169,-0.0885949,0.0605741
74,0.9741903,0.93044215,"('undedicated', 'dedicated')",0.23980077,0.32334852,0.8255661,0.86884385,1.0658003,1.0443487,0.38625962,0.4158637,0.6983234,0.7165694,0.018246
75,-0.2410041,-0.115522936,"('meek', 'impulsive')",-0.8043291,-0.75109124,-1.2811139,-1.1541861,-1.1229872,-1.1066892,-0.5766446,-0.52663124,-0.8052157,-0.7308242,0.0743915
76,0.3877542,0.26682928,"('anxious', 'daring')",1.3626043,1.1506131,0.7036174,0.7258437,0.5198669,0.5818637,0.08522518,0.12783262,0.6118136,0.5705965,-0.0412171
77,-0.16946504,-0.12788376,"('unmotivated', 'motivated')",0.39031264,0.3546087,0.45718288,0.5509168,0.65378344,0.5418761,-1.1415892,-1.0018761,0.038045,0.0635283,0.0254833
78,0.57092035,0.5761477,"('nonresilient', 'resilient')",-0.61126983,-0.42245764,0.40185663,0.50116825,1.4203339,1.4331661,0.7514977,0.8593004,0.5066678,0.589465,0.0827972
79,-0.4829499,-0.3789518,"('wavering', 'unwavering')",-0.7611681,-0.4826824,-0.6904531,-0.6209193,-1.8860694,-1.8702633,-0.07880188,-0.051360928,-0.7798885,-0.6808355,0.099053
80,1.7255423,1.5572823,"('dominated', 'dominating')",1.5301964,1.082727,0.087782815,-0.06050781,1.3271873,1.1879169,-1.080643,-1.0877076,0.7180131,0.5359422,-0.1820709
81,1.4635365,1.284182,"('submissive', 'aggressive')",1.2789681,0.6680802,0.79937434,0.559933,1.2847749,1.1050482,-0.8332449,-0.8707681,0.7986818,0.549295,-0.2493868
82,-0.37337416,-0.4490253,"('poor', 'rich')",0.8064174,0.6355342,-1.6933624,-1.5808924,-0.90149814,-0.8747831,5.3229456,5.3409915,0.6322257,0.614365,-0.0178607
83,-0.42469293,-0.47094938,"('powerless', 'powerful')",-0.9061994,-0.9688821,1.1594374,1.1203537,0.04226684,0.047566112,-0.9167876,-0.94627833,-0.2091951,-0.243638,-0.0344429
