,championx_male,championx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6434742,0.5380228,"('unsociable', 'sociable')",-0.3957822,-0.65574497,0.123846,-0.0588611,-0.1827071
1,-0.7439212,-0.7770109,"('unfriendly', 'friendly')",1.0738257,0.94292074,0.1649522,0.0829549,-0.0819973
2,0.8862071,0.936986,"('unlikable', 'likable')",0.696135,0.7040502,0.7911711,0.8205181,0.029347
3,0.83160836,0.8371815,"('repellent', 'pleasant')",0.7020297,0.7215619,0.766819,0.7793717,0.0125527
4,-1.6477578,-1.6633903,"('disliked', 'liked')",-5.695933,-5.8724837,-3.6718454,-3.7679369,-0.0960915
5,-1.5365689,-1.4388632,"('distant', 'outgoing')",-0.40922204,-0.32457575,-0.9728954,-0.8817195,0.0911759
6,-1.8306311,-1.7289112,"('distant', 'open')",-0.4527366,-0.3779431,-1.1416838,-1.0534271,0.0882567
7,1.7174916,1.7283278,"('insensitive', 'sensitive')",0.11781229,0.060074463,0.917652,0.8942011,-0.0234509
8,-1.3631637,-1.3249497,"('unaffectionate', 'affectionate')",0.7215495,0.7233795,-0.3208071,-0.3007851,0.020022
9,-0.5473253,-0.49306083,"('unaffectionate', 'caring')",0.91693723,0.9205356,0.184806,0.2137374,0.0289314
10,1.8513423,1.7823951,"('unsympathetic', 'sympathetic')",-1.0709051,-1.2227033,0.3902186,0.2798459,-0.1103727
11,0.9975731,1.041326,"('unhelpful', 'helpful')",0.7766954,0.88660866,0.8871342,0.9639673,0.0768331
12,0.72346115,0.85813594,"('unsupportive', 'supportive')",-1.9022459,-1.9873736,-0.5893924,-0.5646188,0.0247736
13,0.9571811,0.9255197,"('impolite', 'polite')",-1.2957541,-1.2731105,-0.1692865,-0.1737954,-0.0045089
14,1.3023329,1.289073,"('antisocial', 'social')",0.20473744,-0.049614295,0.7535352,0.6197293,-0.1338059
15,-0.23395282,-0.34710896,"('boring', 'funny')",0.20115234,0.19698758,-0.0164002,-0.0750607,-0.0586605
16,-1.1971282,-1.1587946,"('unpopular', 'popular')",0.28475702,0.33749264,-0.4561856,-0.410651,0.0455346
17,-0.8432637,-0.7766121,"('nasty', 'nice')",-0.5013201,-0.46817112,-0.6722919,-0.6223916,0.0499003
18,-0.3591202,-0.31064042,"('disagreeable', 'welcoming')",-0.5103009,-0.5521012,-0.4347105,-0.4313708,0.0033397
19,-1.0911906,-1.0159633,"('inhospitable', 'hospitable')",-0.51002204,-0.37396073,-0.8006063,-0.694962,0.1056443
