,iron_male,iron_female,tuple,mountain_male,mountain_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9961868,-1.1276444,"('unsociable', 'sociable')",-0.47703552,-0.53336906,-0.20530806,-0.35038877,-0.5595101,-0.6704674,-0.1109573
1,-0.8096356,-0.9906915,"('unfriendly', 'friendly')",-0.7545537,-0.9994044,1.8476439,1.7741294,0.0944849,-0.0719888,-0.1664737
2,-0.055420432,0.017536968,"('unlikable', 'likable')",1.0740359,1.1791136,0.4898684,0.52884966,0.502828,0.5751668,0.0723388
3,-0.73599637,-0.6479876,"('repellent', 'pleasant')",0.20649162,0.3189128,0.20866022,0.23309016,-0.1069482,-0.0319949,0.0749533
4,-0.24926348,-0.39329338,"('disliked', 'liked')",-0.32059667,-0.41267553,-6.526935,-6.5648746,-2.3655984,-2.4569478,-0.0913494
5,-0.8315874,-0.875232,"('distant', 'outgoing')",-0.9803689,-1.0704783,-0.08625156,-0.0529081,-0.632736,-0.6662061,-0.0334701
6,-0.5964844,-0.6064397,"('distant', 'open')",-0.9823896,-1.0575043,0.020568356,0.07867126,-0.5194352,-0.5284243,-0.0089891
7,0.03034442,0.16517659,"('insensitive', 'sensitive')",0.26355207,0.42933595,0.76712924,0.8587641,0.3536752,0.4844255,0.1307503
8,-0.18621817,-0.105820045,"('unaffectionate', 'affectionate')",-0.9412666,-1.059365,0.82563734,0.8123985,-0.1006158,-0.1175955,-0.0169797
9,0.1429799,0.2686708,"('unaffectionate', 'caring')",-0.28159845,-0.30617648,1.1359761,1.1849759,0.3324525,0.3824901,0.0500376
10,0.24745831,0.32697117,"('unsympathetic', 'sympathetic')",0.11329542,0.2244159,-0.4006061,-0.38354838,-0.0132841,0.0559462,0.0692303
11,-0.5672569,-0.36039227,"('unhelpful', 'helpful')",-0.2917998,-0.1549135,1.7904328,1.9662722,0.3104587,0.4836555,0.1731968
12,0.6148098,0.732016,"('unsupportive', 'supportive')",0.36961895,0.47641134,-1.4810951,-1.4335241,-0.1655554,-0.0750322,0.0905232
13,-0.9574523,-1.0029331,"('impolite', 'polite')",-0.48238856,-0.4895292,-0.61817,-0.6718513,-0.6860036,-0.7214379,-0.0354343
14,-0.6655703,-0.61887705,"('antisocial', 'social')",-0.5596078,-0.43456677,-0.23579921,-0.25841165,-0.4869924,-0.4372851,0.0497073
15,-0.93652534,-0.98355097,"('boring', 'funny')",-1.0194926,-1.1524656,0.4166962,0.41489428,-0.5131073,-0.5737074,-0.0606001
16,-1.1029842,-1.2094382,"('unpopular', 'popular')",-0.33895424,-0.402595,0.27817214,0.30138594,-0.3879221,-0.4368824,-0.0489603
17,-1.5083672,-1.3745078,"('nasty', 'nice')",-1.0984098,-1.0445668,-0.18392415,-0.13252734,-0.9302337,-0.850534,0.0796997
18,-0.8964721,-0.8512533,"('disagreeable', 'welcoming')",-0.28351146,-0.24531586,-0.5865416,-0.59213287,-0.5888418,-0.5629007,0.0259411
19,-2.1414409,-2.0022302,"('inhospitable', 'hospitable')",-1.2750442,-1.2750565,-0.26024142,-0.18388058,-1.2255755,-1.1537224,0.0718531
20,-0.84574264,-0.72389996,"('rough', 'thoughtful')",-0.32334936,-0.15292035,0.9492941,0.92498094,-0.0732659,0.0160535,0.0893194
21,0.010115499,-0.046433937,"('immoral', 'moral')",0.8046839,0.90326977,-0.30178788,-0.2357244,0.1710039,0.2070372,0.0360333
22,-0.9644465,-0.981507,"('untrustworthy', 'trustworthy')",0.63828415,0.7316018,-0.8952701,-0.84428203,-0.4071441,-0.3647291,0.042415
23,-0.12737057,-0.056140088,"('insincere', 'sincere')",0.47322628,0.5131444,5.8258185,5.8609324,2.0572248,2.1059788,0.048754
24,1.7192769,1.6742964,"('dishonest', 'honest')",1.2839401,1.2811817,0.66423744,0.6715227,1.2224848,1.2090003,-0.0134845
25,-0.025144912,-0.0798184,"('egoistic', 'altruistic')",-0.28774524,-0.37761685,1.6250949,1.6098609,0.4374016,0.3841419,-0.0532597
26,0.29400095,0.122834116,"('hardhearted', 'benevolent')",-0.7017325,-0.890306,1.4667741,1.3291241,0.3530142,0.1872174,-0.1657968
27,-1.1238831,-0.8769366,"('hardhearted', 'softhearted')",-1.2041403,-1.1095711,1.2781314,1.277456,-0.349964,-0.2363505,0.1136135
28,0.2598459,0.15515445,"('disloyal', 'loyal')",0.20001599,0.14501292,0.8370964,0.7986793,0.4323194,0.3662822,-0.0660372
29,-0.59099776,-0.6367981,"('unfair', 'fair')",-0.12080041,-0.061448436,-0.041785724,-0.17870039,-0.2511946,-0.2923156,-0.041121
30,-0.40593496,-0.33231235,"('intolerant', 'tolerant')",0.5563621,0.51873434,0.96752185,0.94822663,0.3726497,0.3782162,0.0055665
31,-1.5827843,-1.6227822,"('evil', 'good')",-0.92140675,-0.968086,-1.0150012,-1.0441144,-1.1730641,-1.2116609,-0.0385968
