,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0790057,1.006516,"('unsociable', 'sociable')",0.7423583,0.5350662,-0.4633105,-0.6084422,0.4526845,0.3110466,-0.1416379
1,-0.28484118,-0.34405693,"('unfriendly', 'friendly')",-0.16613959,-0.40030637,1.6780956,1.6411142,0.4090383,0.298917,-0.1101213
2,0.10768435,0.12437153,"('unlikable', 'likable')",0.6898277,0.8664233,0.57028586,0.71606797,0.4559326,0.5689543,0.1130217
3,0.13241234,0.23358355,"('repellent', 'pleasant')",0.8737505,0.83439004,0.30786645,0.35706478,0.4380098,0.4750128,0.037003
4,-0.9809883,-1.1312281,"('disliked', 'liked')",-0.39804485,-0.49025962,-5.7811103,-5.7882094,-2.3867145,-2.469899,-0.0831845
5,-1.2055663,-1.2531599,"('distant', 'outgoing')",-1.2816615,-1.2343774,-0.27328253,-0.13805744,-0.9201701,-0.8751983,0.0449718
6,-1.3168786,-1.2907711,"('distant', 'open')",-1.9010749,-1.8414448,0.23807329,0.36490005,-0.9932934,-0.9224386,0.0708548
7,0.9622566,1.0258034,"('insensitive', 'sensitive')",0.5746879,0.64204407,1.2181846,1.2056354,0.9183764,0.9578276,0.0394512
8,-0.19795994,-0.21432567,"('unaffectionate', 'affectionate')",-0.13750641,-0.2815295,0.66417545,0.63189524,0.1095697,0.0453467,-0.064223
9,0.23483181,0.2832679,"('unaffectionate', 'caring')",0.38864183,0.2657731,1.2012023,1.2421336,0.6082253,0.5970582,-0.0111671
10,1.2325398,1.4059997,"('unsympathetic', 'sympathetic')",1.0080222,0.8543673,0.21150061,0.16137236,0.8173542,0.8072464,-0.0101078
11,0.17898022,0.2523437,"('unhelpful', 'helpful')",0.86232215,0.9041109,2.3083296,2.3791099,1.1165439,1.1785215,0.0619776
12,2.0392811,2.1408637,"('unsupportive', 'supportive')",1.4323215,1.5503812,-1.0355358,-0.93958247,0.8120223,0.9172208,0.1051985
13,0.19174087,0.08874729,"('impolite', 'polite')",0.6945836,0.7434917,0.03660305,-0.048712235,0.3076425,0.2611756,-0.0464669
14,2.2139158,2.1649482,"('antisocial', 'social')",1.7946416,1.7595572,-0.28895602,-0.40529975,1.2398671,1.1730686,-0.0667985
15,-0.41377583,-0.4885308,"('boring', 'funny')",-0.6600187,-0.7761853,0.57032084,0.57042533,-0.1678245,-0.2314303,-0.0636058
16,-2.4124792,-2.4099197,"('unpopular', 'popular')",-1.2922615,-1.2263124,0.27404487,0.3572174,-1.1435652,-1.0930049,0.0505603
17,-0.49053174,-0.46427453,"('nasty', 'nice')",-0.67192954,-0.5543025,-0.35567024,-0.22064506,-0.5060438,-0.4130741,0.0929697
18,-0.29210925,-0.28488278,"('disagreeable', 'welcoming')",-0.35990274,-0.21167693,-0.49638322,-0.40576226,-0.3827984,-0.300774,0.0820244
19,-0.33972457,-0.28756306,"('inhospitable', 'hospitable')",-0.9343082,-0.9946087,0.046211053,0.14103304,-0.4092739,-0.3803796,0.0288943
20,1.0679089,1.1363778,"('rough', 'thoughtful')",-0.17210414,0.0062087514,0.85977036,0.85938346,0.5851917,0.6673234,0.0821317
21,1.2459265,1.2692423,"('immoral', 'moral')",1.1606698,1.1584654,-0.54161656,-0.479468,0.6216599,0.6494132,0.0277533
22,0.65579456,0.6080218,"('untrustworthy', 'trustworthy')",0.49595958,0.48977315,-0.8109718,-0.7812084,0.1135941,0.1055289,-0.0080652
23,0.60614365,0.6468501,"('insincere', 'sincere')",0.5924912,0.57714885,5.801191,5.803936,2.3332752,2.342645,0.0093698
24,0.72488344,0.78909236,"('dishonest', 'honest')",-0.33237565,-0.32065445,1.0465086,1.0101942,0.4796721,0.4928774,0.0132053
25,-0.61082363,-0.654757,"('egoistic', 'altruistic')",0.4534493,0.4964216,1.2372345,1.2292364,0.3599534,0.356967,-0.0029864
26,1.2053287,0.99043036,"('hardhearted', 'benevolent')",2.1402304,1.8727328,1.7120358,1.5233202,1.6858649,1.4621611,-0.2237038
27,0.5852249,0.6197443,"('hardhearted', 'softhearted')",0.18661231,0.22228467,1.5113909,1.4305521,0.7610761,0.757527,-0.0035491
28,0.29133183,0.1885539,"('disloyal', 'loyal')",0.17077033,0.039954223,1.1668527,1.0587704,0.542985,0.4290928,-0.1138922
29,-0.93169236,-1.0142406,"('unfair', 'fair')",-1.9270982,-1.8540099,-0.596901,-0.7551937,-1.1518971,-1.2078147,-0.0559176
30,0.8733877,0.892121,"('intolerant', 'tolerant')",2.0731626,1.9868249,1.0992165,1.1142113,1.3485889,1.3310524,-0.0175365
31,-0.7208397,-0.8090536,"('evil', 'good')",-0.97160864,-0.97397274,-0.9169691,-0.9116776,-0.8698058,-0.8982347,-0.0284289
32,0.74443316,0.6593275,"('unkind', 'kind')",0.91057354,0.74829763,1.3370287,1.2219526,0.9973451,0.8765259,-0.1208192
33,0.24621345,0.13117902,"('wrong', 'right')",-0.12038614,-0.14318436,-0.22655234,-0.36546203,-0.033575,-0.1258225,-0.0922475
34,-0.37661728,-0.23438467,"('mean', 'honorable')",0.26386154,0.4086737,5.863428,6.067528,1.9168908,2.0806057,0.1637149
35,-1.0889579,-1.1555456,"('corrupt', 'incorrupt')",-2.3875515,-2.3571153,-0.6715286,-0.8395498,-1.3826793,-1.450737,-0.0680577
36,-1.4454638,-1.5053356,"('hostile', 'amicable')",-2.4318194,-2.664435,-0.36889026,-0.48762578,-1.4153911,-1.5524653,-0.1370742
37,0.31421003,0.38035417,"('fake', 'genuine')",0.1092938,0.17764162,0.8573085,0.8887095,0.4269374,0.4822351,0.0552977
38,0.26729068,0.31591055,"('untruthful', 'truthful')",-0.1898814,-0.20640667,0.23089099,0.30641887,0.1027668,0.1386409,0.0358741
39,1.1361015,1.136795,"('exploitative', 'cooperative')",0.48307094,0.7519971,0.34171367,0.3542399,0.6536287,0.7476773,0.0940486
40,0.2692768,0.24755348,"('stingy', 'generous')",0.9144461,1.0005301,-0.69269097,-0.714694,0.1636773,0.1777965,0.0141192
41,1.3757786,1.2799587,"('unforgiving', 'forgiving')",0.40647304,0.31116045,0.41895354,0.3543648,0.7337351,0.6484946,-0.0852405
42,-0.1001656,-0.012549484,"('unreliable', 'reliable')",-0.17854628,0.034638368,-2.4683073,-2.3326013,-0.915673,-0.7701708,0.1455022
43,0.92588335,1.053601,"('irresponsible', 'responsible')",0.5574353,0.7531692,0.7376556,0.8378903,0.7403247,0.8815535,0.1412288
44,-2.2927783,-2.2992032,"('prejudiced', 'unprejudiced')",-1.4037243,-1.2078221,-1.7085428,-1.6323212,-1.8016818,-1.7131155,0.0885663
45,0.905715,0.852434,"('incompetent', 'competent')",1.334687,1.2017182,0.30486777,0.23099549,0.8484232,0.7617159,-0.0867073
46,0.8284034,0.8951603,"('uncompetitive', 'competitive')",2.2166066,2.1869206,-0.2668647,-0.29680553,0.9260484,0.9284251,0.0023767
47,-0.071226336,0.046672825,"('stupid', 'smart')",0.35527456,0.5064564,5.1344047,5.2416763,1.8061509,1.9316018,0.1254509
48,0.16399987,0.19588311,"('unintelligent', 'intelligent')",-0.06712788,-0.14847879,0.1326923,0.07955435,0.0765214,0.0423196,-0.0342018
49,-1.3941679,-1.3446729,"('unable', 'able')",-0.51089,-0.45525366,-0.46433225,-0.2815301,-0.7897967,-0.6938189,0.0959778
50,-0.6344344,-0.64584595,"('clumsy', 'skillful')",-0.51180315,-0.6618787,0.04882467,0.05213803,-0.3658043,-0.4185289,-0.0527246
51,1.5363168,1.4057057,"('uneducated', 'educated')",1.013953,0.7449228,0.8629218,0.70311904,1.1377304,0.9512492,-0.1864812
52,-1.8144338,-1.9989525,"('irrational', 'rational')",-1.1424595,-1.2455869,-0.119721554,-0.14621356,-1.0255384,-1.1302509,-0.1047125
53,-0.03561883,-0.018056188,"('uncreative', 'creative')",-0.04966701,-0.048098594,0.74546754,0.7608653,0.2200606,0.2315702,0.0115096
54,-0.6486672,-0.62528896,"('incapable', 'capable')",-0.6787425,-0.6016671,0.7921385,0.92943335,-0.1784237,-0.0991743,0.0792494
55,1.3008138,1.3584173,"('incompetent', 'clever')",1.6482553,1.5924917,0.32017115,0.28878352,1.0897467,1.0798976,-0.0098491
56,2.377355,2.5260785,"('impractical', 'practical')",1.3065059,1.3543426,0.056086708,0.11764338,1.2466493,1.3326882,0.0860389
57,0.21026263,0.2081778,"('unimaginative', 'imaginative')",0.30957168,0.14239545,-1.9771534,-2.0310175,-0.485773,-0.5601481,-0.0743751
58,0.63519096,0.6203174,"('undiscriminating', 'discriminating')",0.808041,0.7457348,0.44653407,0.4170945,0.629922,0.5943822,-0.0355398
59,-0.9582288,-1.0347289,"('foolish', 'wise')",-0.9876753,-0.9270172,0.033961695,0.11785534,-0.6373142,-0.6146303,0.0226839
60,1.5141801,1.6433744,"('inefficient', 'efficient')",1.7533929,1.8305346,-0.016829874,0.07456753,1.083581,1.1828255,0.0992445
61,0.31022403,0.15756404,"('illogical', 'logical')",-0.40018654,-0.5113231,0.29171205,0.13053314,0.0672498,-0.0744086,-0.1416584
62,0.47537738,0.56935954,"('incompetent', 'brilliant')",1.5437593,1.8255467,0.38343787,0.60970426,0.8008582,1.0015368,0.2006786
63,1.1454023,1.1142977,"('unperceptive', 'insightful')",1.6313539,1.5911568,1.3849708,1.5265342,1.3872423,1.410663,0.0234207
64,-0.33185542,-0.3613305,"('shy', 'confident')",0.604927,0.65908,-6.2829137,-6.2432714,-2.0032806,-1.9818406,0.02144
65,0.45843598,0.422676,"('insecure', 'secure')",0.4891169,0.30838543,-0.22908998,-0.23272812,0.2394876,0.1661111,-0.0733765
66,-0.71339875,-0.6683152,"('inactive', 'active')",-0.6007012,-0.460163,1.1052091,1.0470483,-0.0696303,-0.0271433,0.042487
67,1.2032759,1.2329631,"('doubtful', 'determined')",-0.29199427,-0.25807235,-0.36239764,-0.4111058,0.1829613,0.1879283,0.004967
68,-0.35393235,-0.4486812,"('dependent', 'independent')",-0.8351389,-0.8225811,-0.5344815,-0.5383756,-0.5745176,-0.6032126,-0.028695
69,-0.6821419,-0.7605823,"('lazy', 'industrious')",-0.22817406,-0.15616655,-0.7230896,-0.7635584,-0.5444685,-0.5601024,-0.0156339
70,1.3469197,1.4735236,"('lethargic', 'energetic')",1.1620967,1.2034676,0.9608161,1.0659152,1.1566109,1.2476355,0.0910246
71,0.78930527,0.7083094,"('diffident', 'self-confident')",-0.1703216,-0.030967131,0.4550209,0.45400652,0.3580016,0.3771163,0.0191147
72,1.29988,1.3034668,"('unambitious', 'ambitious')",-0.1327206,-0.13965131,-0.708676,-0.68232864,0.1528278,0.1604956,0.0076678
73,-0.44283596,-0.39945674,"('helpless', 'self-reliant')",0.02216497,0.03240364,-3.0837893,-2.961392,-1.1681534,-1.1094817,0.0586717
74,2.1962895,2.2039893,"('undedicated', 'dedicated')",1.3634465,1.3703151,0.82788885,0.8342704,1.4625416,1.4695249,0.0069833
75,-1.2205088,-1.2555615,"('meek', 'impulsive')",-1.0554252,-1.0566363,-0.48432222,-0.3904968,-0.9200854,-0.9008981,0.0191873
76,0.40639293,0.55696857,"('anxious', 'daring')",0.8351691,0.99442196,0.059341267,0.15855806,0.4336344,0.5699828,0.1363484
77,0.05791849,0.15749845,"('unmotivated', 'motivated')",0.054861106,0.14008473,-1.1603721,-1.0881537,-0.3491975,-0.2635235,0.085674
78,0.09757784,0.13215423,"('nonresilient', 'resilient')",1.0127896,1.0150347,0.25699875,0.35053575,0.4557887,0.4992416,0.0434529
79,-0.68874645,-0.7391745,"('wavering', 'unwavering')",-1.4481322,-1.5750296,-0.029468235,0.04723888,-0.7221156,-0.7556551,-0.0335395
80,0.5730765,0.59488934,"('dominated', 'dominating')",1.0798272,1.191073,-0.5899755,-0.6289721,0.3543094,0.3856634,0.031354
81,0.9195185,0.90537435,"('submissive', 'aggressive')",1.510626,1.293977,-0.240775,-0.29331163,0.7297897,0.6353466,-0.0944431
82,0.09740412,0.14768901,"('poor', 'rich')",0.2890126,0.19897991,5.863917,5.94897,2.0834446,2.0985462,0.0151016
83,-0.30324382,-0.28031188,"('powerless', 'powerful')",-0.61004335,-0.5419695,-0.9135925,-0.9952554,-0.6089599,-0.6058456,0.0031143
84,0.79445696,0.8157001,"('inferior', 'superior')",-0.74904406,-0.6324387,0.4231156,0.41351485,0.1561762,0.1989254,0.0427492
85,-0.80385375,-0.8184,"('insignificant', 'prestigious')",-0.5429343,-0.4630505,0.19634143,0.3321005,-0.3834822,-0.31645,0.0670322
86,1.4823089,1.4032052,"('uninfluential', 'influential')",0.98917776,0.630928,0.6021509,0.3596384,1.0245458,0.7979239,-0.2266219
87,0.66544473,0.6816495,"('unsuccessful', 'successful')",1.8963468,1.8889986,1.2392235,1.2595023,1.267005,1.2767169,0.0097119
88,0.20578517,0.21355885,"('low', 'eminent')",0.41623017,0.22755988,0.23902825,0.26258326,0.2870145,0.2345673,-0.0524472
