,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.73272717,-0.7421552,"('unsociable', 'sociable')",-1.9932638,-2.0357206,-1.23041,-1.1839601,-0.1530323,-0.3046193,-0.60703063,-0.74635875,-0.9432928,-1.0025628,-0.05927
1,-0.9016344,-0.8987775,"('unfriendly', 'friendly')",-0.74933416,-0.6972613,0.33937234,0.38503674,-0.57377565,-0.6865999,2.0948305,1.9692564,0.0418917,0.0143309,-0.0275608
2,0.3563213,0.44002727,"('unlikable', 'likable')",0.15039606,0.18695693,0.18110305,0.15431336,1.1354336,1.1876041,1.0591203,1.1652277,0.5764749,0.6268259,0.050351
3,-0.3878898,-0.28165326,"('repellent', 'pleasant')",-1.3000622,-1.2144197,-0.9456999,-0.74134487,0.64533836,0.6881517,0.199298,0.18102856,-0.3578031,-0.2736475,0.0841556
4,-0.43001723,-0.44515875,"('disliked', 'liked')",1.2853711,1.2123909,1.0311841,0.9305851,0.01936305,-0.09862235,-6.178505,-6.154717,-0.8545208,-0.9111044,-0.0565836
5,-0.80849373,-0.77853155,"('distant', 'outgoing')",0.54542047,0.5762195,0.664106,0.6426074,-0.91103256,-0.81865513,-0.09567255,-0.026094804,-0.1211345,-0.0808909,0.0402436
6,-0.5157664,-0.40413374,"('distant', 'open')",0.10257324,0.17072737,0.049645014,0.047793284,-1.3434591,-1.248983,0.5154288,0.5884079,-0.2383157,-0.1692376,0.0690781
7,0.41351154,0.47332114,"('insensitive', 'sensitive')",-0.9638775,-0.8833026,-0.49993417,-0.3348225,-0.921308,-0.95589525,0.3112052,0.26342928,-0.3320806,-0.287454,0.0446266
8,-0.74630994,-0.70343107,"('unaffectionate', 'affectionate')",-0.44494447,-0.44797337,-0.3146777,-0.41793615,-1.4980097,-1.5686496,0.6450249,0.5942475,-0.4717834,-0.5087485,-0.0369651
9,-0.12687112,-0.08314938,"('unaffectionate', 'caring')",-0.85030013,-0.8522545,0.21023291,0.2028824,-1.1990417,-1.2884403,1.4433643,1.4081131,-0.1045232,-0.1225697,-0.0180465
10,0.8416456,0.9802999,"('unsympathetic', 'sympathetic')",-2.7371335,-2.7237685,-1.7521142,-1.6023839,-1.2966508,-1.3428816,-0.76446795,-0.78390324,-1.1417442,-1.0945274,0.0472168
11,0.9840705,1.0094446,"('unhelpful', 'helpful')",-0.698997,-0.6988772,-0.34923124,-0.3001588,-0.085660964,-0.15347019,2.0699773,2.1401722,0.3840317,0.3994221,0.0153904
12,1.0221449,1.1795202,"('unsupportive', 'supportive')",-0.1319958,0.0064798146,0.2976648,0.44531634,-0.8960918,-0.86677,-2.0236535,-2.0088258,-0.3463863,-0.2488559,0.0975304
13,0.05629052,0.053426124,"('impolite', 'polite')",-0.7409781,-0.6576214,-0.861477,-0.7281205,0.13928448,0.14313343,-0.30490535,-0.34782842,-0.3423571,-0.3074021,0.034955
14,0.21678297,0.23141319,"('antisocial', 'social')",-0.34346902,-0.2984017,-0.085147485,0.003996582,0.5887941,0.56440157,-0.6997168,-0.803386,-0.0645512,-0.0603953,0.0041559
15,0.14940056,0.051024854,"('boring', 'funny')",0.62886435,0.50645876,0.09091173,-0.09297282,0.3583058,0.26287887,0.7212989,0.6959594,0.3897563,0.2846698,-0.1050865
16,-1.3436306,-1.3447366,"('unpopular', 'popular')",0.02623029,-0.029147197,-0.2463675,-0.30611095,-0.5550786,-0.61986095,1.0369586,0.95504105,-0.2163776,-0.2689629,-0.0525853
17,-0.012938682,0.032083683,"('nasty', 'nice')",-0.40650907,-0.36443958,-0.6432048,-0.62458396,0.113724016,0.18024586,-0.54504126,-0.49621087,-0.298794,-0.254581,0.044213
18,0.4737586,0.569801,"('disagreeable', 'welcoming')",-0.34437925,-0.21656245,-1.213986,-1.153482,-0.5910327,-0.57343405,-0.4837376,-0.55128115,-0.4318754,-0.3849917,0.0468837
19,-0.17993997,-0.05014297,"('inhospitable', 'hospitable')",0.13999166,0.22000562,-0.1600368,-0.17109549,-0.8249966,-0.7879181,-0.120907746,-0.03498785,-0.2291779,-0.1648278,0.0643501
20,0.46212846,0.4578819,"('rough', 'thoughtful')",-0.58899045,-0.56301755,-0.5328891,-0.43833792,-0.14327517,-0.13720737,0.9070677,0.8619912,0.0208083,0.036262,0.0154537
21,0.5397209,0.5258891,"('immoral', 'moral')",-1.1077685,-1.1488619,-0.42221844,-0.35350612,-0.2288667,-0.28365445,-0.9454266,-0.9928983,-0.4329119,-0.4506063,-0.0176944
22,-0.41171473,-0.4024807,"('untrustworthy', 'trustworthy')",-1.8376563,-1.8557795,-1.5535381,-1.4861608,-0.11684109,-0.18489927,-1.0680752,-1.0882328,-0.9975651,-1.0035107,-0.0059456
23,0.01805047,0.08854281,"('insincere', 'sincere')",-2.0451188,-1.9990567,-1.0623527,-0.956478,-1.511203,-1.5912707,5.63549,5.4881215,0.2069732,0.2059718,-0.0010014
24,1.1725649,1.186731,"('dishonest', 'honest')",-1.0774987,-0.97796184,-0.7246048,-0.6326273,-0.5723958,-0.5551649,0.97359836,0.9562286,-0.0456672,-0.0045589,0.0411083
25,-0.51018596,-0.5887991,"('egoistic', 'altruistic')",0.73647285,0.7242373,1.2233015,1.2067703,0.78826445,0.73274016,1.4983424,1.4298295,0.747239,0.7009557,-0.0462833
26,1.2075558,1.1303047,"('hardhearted', 'benevolent')",1.7174639,1.7517354,1.5604393,1.5488302,2.079133,2.0542347,1.9169222,1.7897456,1.696303,1.65497,-0.041333
27,0.57885945,0.634039,"('hardhearted', 'softhearted')",-0.35999888,-0.306649,-0.17169207,-0.12000275,-0.7170669,-0.62621397,1.2931354,1.1967839,0.1246474,0.1555914,0.030944
28,0.9183492,0.7996891,"('disloyal', 'loyal')",-0.8967054,-0.98259336,-0.16258211,-0.20539306,-0.46832362,-0.6492993,1.1258858,0.9652359,0.1033248,-0.0144722,-0.117797
29,-1.2135024,-1.2844257,"('unfair', 'fair')",-0.5620467,-0.5386564,-0.2927407,-0.2947151,-1.0777385,-1.0606245,-0.51441205,-0.62325335,-0.7320881,-0.7603351,-0.028247
30,-0.074109346,0.0044346415,"('intolerant', 'tolerant')",-1.2728182,-1.2235546,-0.6916062,-0.65264356,0.6464771,0.5723238,1.098514,1.0203465,-0.0587085,-0.0558187,0.0028898
31,-1.1809707,-1.0341266,"('evil', 'good')",0.053314492,0.21337618,-0.0010154583,0.0764242,-0.41578594,-0.26299173,-0.9497829,-1.0187415,-0.4988481,-0.4052119,0.0936362
32,0.6548729,0.61761606,"('unkind', 'kind')",-1.1626074,-1.2354053,-0.32577574,-0.3436606,0.054471314,-0.04417509,1.1864923,1.0463302,0.0814907,0.008141,-0.0733497
33,-0.1664684,-0.25525472,"('wrong', 'right')",1.1742983,1.1514692,1.3952976,1.3486929,0.16444896,0.15382133,-0.10338243,-0.20740652,0.4928389,0.4382644,-0.0545745
34,-0.5095474,-0.355593,"('mean', 'honorable')",-0.9174859,-0.7152029,-0.90950716,-0.7413238,-0.23986343,-0.12072532,6.0343504,6.105397,0.6915893,0.8345104,0.1429211
35,-0.04171899,-0.20833007,"('corrupt', 'incorrupt')",0.8883058,0.7944783,-0.007916283,-0.17893961,-0.44353458,-0.44204038,0.30313748,0.1743842,0.1396547,0.0279105,-0.1117442
36,-1.6603327,-1.6532965,"('hostile', 'amicable')",0.18697554,0.16696507,-0.24175164,-0.24377042,-0.7195171,-0.80395323,0.9166118,0.7630664,-0.3036029,-0.3541977,-0.0505948
37,0.04970753,0.10926393,"('fake', 'genuine')",-0.2584685,-0.20232776,-0.13153036,-0.09382926,-0.87076557,-0.8265247,0.014149427,0.026887981,-0.2393815,-0.197306,0.0420755
38,0.33875674,0.3897397,"('untruthful', 'truthful')",-0.2813358,-0.2653112,0.26394677,0.26447034,-0.8967441,-0.927808,0.26845467,0.28615344,-0.0613843,-0.0505512,0.0108331
39,1.0772406,1.083399,"('exploitative', 'cooperative')",-0.5041852,-0.43760422,-0.24387729,-0.17301202,1.0810146,1.1625947,0.12630793,0.14025682,0.3073001,0.3551269,0.0478268
40,1.0643711,1.147955,"('stingy', 'generous')",0.40273255,0.50937444,0.041983116,0.1289961,-0.3203898,-0.31300032,-1.9283266,-2.0288901,-0.1479259,-0.111113,0.0368129
41,-0.28603718,-0.188072,"('unforgiving', 'forgiving')",-1.7355914,-1.650002,-1.1796974,-1.116813,0.16447096,0.0922475,0.2079979,0.09377314,-0.5657714,-0.5537733,0.0119981
42,0.75790405,0.87752134,"('unreliable', 'reliable')",-0.9414387,-0.8837769,-0.808045,-0.7353234,-0.0670821,0.069081515,-3.2434711,-3.0986748,-0.8604265,-0.7542345,0.106192
43,0.5225596,0.6617907,"('irresponsible', 'responsible')",-1.2988251,-1.2265339,-0.64659023,-0.53183734,-0.777229,-0.7513318,0.32216045,0.353952,-0.3755849,-0.2987921,0.0767928
44,-0.25796396,-0.2595272,"('prejudiced', 'unprejudiced')",0.0124447625,0.03486544,-0.8088064,-0.82565385,-0.4121158,-0.32033747,-1.5349156,-1.4528852,-0.6002714,-0.5647077,0.0355637
45,-0.46556255,-0.27820864,"('incompetent', 'competent')",-2.5514994,-2.406561,-1.8445848,-1.6682243,-1.7328054,-1.7641603,-0.6868896,-0.7452331,-1.4562683,-1.3724774,0.0837909
