,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5068698,-1.6122495,"('unsociable', 'sociable')",-0.41709194,-0.4247797,0.1468356,-0.069385186,-0.33929166,-0.44320604,-0.5291045,-0.6374052,-0.1083007
1,-1.6405652,-1.744652,"('unfriendly', 'friendly')",-0.45249608,-0.4806185,0.21887173,0.048977464,1.8879238,1.778419,0.0034336,-0.0994685,-0.1029021
2,0.30364805,0.29646978,"('unlikable', 'likable')",0.5731115,0.6075111,1.9830391,2.0829024,0.90249133,1.0499343,0.9405725,1.0092044,0.0686319
3,-1.2669067,-1.134573,"('repellent', 'pleasant')",-1.584508,-1.451617,0.423977,0.46301395,0.328235,0.35948005,-0.5248007,-0.440924,0.0838767
4,0.54339695,0.49265903,"('disliked', 'liked')",0.02037608,-0.038600713,0.06917771,-0.013641138,-5.9162545,-5.9704366,-1.3208259,-1.3825048,-0.0616789
5,0.46557695,0.4846303,"('distant', 'outgoing')",-0.28943333,-0.21869501,-0.6578218,-0.6307341,0.00881009,0.07391569,-0.118217,-0.0727208,0.0454962
6,0.08456653,0.14519627,"('distant', 'open')",-0.34671277,-0.2748977,-0.96641743,-0.9218466,0.83518934,0.8761116,-0.0983436,-0.0438591,0.0544845
7,-0.96815723,-0.94935405,"('insensitive', 'sensitive')",-0.37136665,-0.3149888,0.26785302,0.22548829,0.58622044,0.61568046,-0.1213626,-0.1057935,0.0155691
8,-0.98438936,-1.0361087,"('unaffectionate', 'affectionate')",-0.29360107,-0.36681283,-0.47424334,-0.49286857,0.8198872,0.76722515,-0.2330866,-0.2821412,-0.0490546
9,-0.88090384,-0.9292936,"('unaffectionate', 'caring')",-0.4711879,-0.50417566,0.33440933,0.21049142,1.3287838,1.3057796,0.0777753,0.0207004,-0.0570749
