,formation_male,formation_female,tuple,average_male,average_female,female-male
29,-0.37224233,-0.37654442,"('unfair', 'fair')",-0.3722423,-0.3765444,-0.0043021
30,0.9277898,0.8601792,"('intolerant', 'tolerant')",0.9277898,0.8601792,-0.0676106
31,-1.7036862,-1.5104935,"('evil', 'good')",-1.7036862,-1.5104935,0.1931927
32,1.2205634,1.0449669,"('unkind', 'kind')",1.2205634,1.0449669,-0.1755965
33,-0.6187346,-0.60077775,"('wrong', 'right')",-0.6187346,-0.6007777,0.0179569
34,4.588261,4.736199,"('mean', 'honorable')",4.5882611,4.7361989,0.1479378
35,-0.7639117,-0.8424081,"('corrupt', 'incorrupt')",-0.7639117,-0.8424081,-0.0784964
36,-0.97080934,-0.9316951,"('hostile', 'amicable')",-0.9708093,-0.9316951,0.0391142
37,0.8038224,0.77150047,"('fake', 'genuine')",0.8038224,0.7715005,-0.0323219
38,-0.10636625,-0.050887376,"('untruthful', 'truthful')",-0.1063662,-0.0508874,0.0554788
39,0.38377148,0.35156357,"('exploitative', 'cooperative')",0.3837715,0.3515636,-0.0322079
40,-1.6935375,-1.8021464,"('stingy', 'generous')",-1.6935375,-1.8021464,-0.1086089
41,-0.01881132,-0.060438152,"('unforgiving', 'forgiving')",-0.0188113,-0.0604382,-0.0416269
42,-2.3379886,-2.459731,"('unreliable', 'reliable')",-2.3379886,-2.4597311,-0.1217425
43,1.1019598,1.0175691,"('irresponsible', 'responsible')",1.1019598,1.0175691,-0.0843907
44,-0.698902,-0.712073,"('prejudiced', 'unprejudiced')",-0.698902,-0.712073,-0.013171
45,0.45389196,0.29606968,"('incompetent', 'competent')",0.453892,0.2960697,-0.1578223
46,-0.5397323,-0.6711924,"('uncompetitive', 'competitive')",-0.5397323,-0.6711924,-0.1314601
47,4.97842,5.100734,"('stupid', 'smart')",4.9784198,5.1007342,0.1223144
48,0.3424098,0.3079899,"('unintelligent', 'intelligent')",0.3424098,0.3079899,-0.0344199
49,0.1803375,0.20777985,"('unable', 'able')",0.1803375,0.2077799,0.0274424
50,-0.6093394,-0.6519033,"('clumsy', 'skillful')",-0.6093394,-0.6519033,-0.0425639
51,0.67208296,0.4881257,"('uneducated', 'educated')",0.672083,0.4881257,-0.1839573
52,-0.68387365,-0.7323408,"('irrational', 'rational')",-0.6838737,-0.7323408,-0.0484671
53,-0.21958748,-0.2677655,"('uncreative', 'creative')",-0.2195875,-0.2677655,-0.048178
54,1.0815743,1.1116103,"('incapable', 'capable')",1.0815743,1.1116103,0.030036
55,0.91035056,0.79230976,"('incompetent', 'clever')",0.9103506,0.7923098,-0.1180408
56,0.7572009,0.5338149,"('impractical', 'practical')",0.7572009,0.5338149,-0.223386
57,-2.7281146,-2.8119183,"('unimaginative', 'imaginative')",-2.7281146,-2.8119183,-0.0838037
58,0.03515163,0.065300114,"('undiscriminating', 'discriminating')",0.0351516,0.0653001,0.0301485
59,-0.3764685,-0.28406855,"('foolish', 'wise')",-0.3764685,-0.2840686,0.0923999
60,0.68927735,0.66471165,"('inefficient', 'efficient')",0.6892774,0.6647117,-0.0245657
61,0.14446333,0.013216704,"('illogical', 'logical')",0.1444633,0.0132167,-0.1312466
62,0.81578344,0.7694351,"('incompetent', 'brilliant')",0.8157834,0.7694351,-0.0463483
63,0.103374675,0.09619705,"('unperceptive', 'insightful')",0.1033747,0.096197,-0.0071777
64,-5.72335,-5.889083,"('shy', 'confident')",-5.72335,-5.8890829,-0.1657329
65,0.23900388,0.22629325,"('insecure', 'secure')",0.2390039,0.2262933,-0.0127106
66,-0.12071334,-0.17363027,"('inactive', 'active')",-0.1207133,-0.1736303,-0.052917
67,-0.34207675,-0.28150403,"('doubtful', 'determined')",-0.3420767,-0.281504,0.0605727
68,-0.58329946,-0.6127877,"('dependent', 'independent')",-0.5832995,-0.6127877,-0.0294882
69,-1.8565836,-1.8381393,"('lazy', 'industrious')",-1.8565836,-1.8381393,0.0184443
70,1.5753157,1.394124,"('lethargic', 'energetic')",1.5753157,1.394124,-0.1811917
71,0.62171346,0.6665105,"('diffident', 'self-confident')",0.6217135,0.6665105,0.044797
72,0.6335895,0.707082,"('unambitious', 'ambitious')",0.6335895,0.707082,0.0734925
73,-2.8936877,-2.890983,"('helpless', 'self-reliant')",-2.8936877,-2.8909831,0.0027046
74,0.11709878,-0.09200624,"('undedicated', 'dedicated')",0.1170988,-0.0920062,-0.209105
75,-0.8285894,-0.67361003,"('meek', 'impulsive')",-0.8285894,-0.67361,0.1549794
76,0.57532895,0.6304467,"('anxious', 'daring')",0.5753289,0.6304467,0.0551178
77,-1.2118979,-1.1058158,"('unmotivated', 'motivated')",-1.2118979,-1.1058158,0.1060821
78,-0.7676382,-0.8322224,"('nonresilient', 'resilient')",-0.7676382,-0.8322224,-0.0645842
79,-0.3165445,-0.25978312,"('wavering', 'unwavering')",-0.3165445,-0.2597831,0.0567614
80,-0.16969585,-0.33958995,"('dominated', 'dominating')",-0.1696959,-0.33959,-0.1698941
81,0.24073778,0.15355697,"('submissive', 'aggressive')",0.2407378,0.153557,-0.0871808
82,6.2047377,6.248748,"('poor', 'rich')",6.2047377,6.2487478,0.0440101
83,-0.32103598,-0.31810445,"('powerless', 'powerful')",-0.321036,-0.3181044,0.0029316
84,0.4538838,0.52590114,"('inferior', 'superior')",0.4538838,0.5259011,0.0720173
85,-0.4021151,-0.36522844,"('insignificant', 'prestigious')",-0.4021151,-0.3652284,0.0368867
86,0.3675683,0.1910223,"('uninfluential', 'influential')",0.3675683,0.1910223,-0.176546
87,-0.45370126,-0.43149143,"('unsuccessful', 'successful')",-0.4537013,-0.4314914,0.0222099
88,0.52514905,0.38950107,"('low', 'eminent')",0.525149,0.3895011,-0.1356479
