,formation_male,formation_female,tuple,average_male,average_female,female-male
0,0.22433846,0.056400932,"('unsociable', 'sociable')",0.2243385,0.0564009,-0.1679376
1,0.6018619,0.6994219,"('unfriendly', 'friendly')",0.6018619,0.6994219,0.09756
2,0.1382064,0.13184932,"('unlikable', 'likable')",0.1382064,0.1318493,-0.0063571
3,0.824744,0.79758143,"('repellent', 'pleasant')",0.824744,0.7975814,-0.0271626
4,-7.0762086,-7.203937,"('disliked', 'liked')",-7.0762086,-7.2039371,-0.1277285
5,-1.1913722,-0.930847,"('distant', 'outgoing')",-1.1913722,-0.930847,0.2605252
6,-0.6669551,-0.4921189,"('distant', 'open')",-0.6669551,-0.4921189,0.1748362
7,0.99669623,0.9203164,"('insensitive', 'sensitive')",0.9966962,0.9203164,-0.0763798
8,0.87624264,0.8711979,"('unaffectionate', 'affectionate')",0.8762426,0.8711979,-0.0050447
9,1.4740474,1.4752026,"('unaffectionate', 'caring')",1.4740474,1.4752026,0.0011552
10,1.4072274,1.2611903,"('unsympathetic', 'sympathetic')",1.4072274,1.2611903,-0.1460371
11,1.6853203,1.671784,"('unhelpful', 'helpful')",1.6853203,1.671784,-0.0135363
12,-1.5751876,-1.6462085,"('unsupportive', 'supportive')",-1.5751876,-1.6462085,-0.0710209
13,-0.15488076,-0.1875782,"('impolite', 'polite')",-0.1548808,-0.1875782,-0.0326974
14,0.7107494,0.4878603,"('antisocial', 'social')",0.7107494,0.4878603,-0.2228891
15,0.06595688,0.028612167,"('boring', 'funny')",0.0659569,0.0286122,-0.0373447
16,-0.55100477,-0.532196,"('unpopular', 'popular')",-0.5510048,-0.532196,0.0188088
17,-0.25247997,-0.1411619,"('nasty', 'nice')",-0.25248,-0.1411619,0.1113181
18,-0.5174772,-0.5151034,"('disagreeable', 'welcoming')",-0.5174772,-0.5151034,0.0023738
19,-0.9022242,-0.8438125,"('inhospitable', 'hospitable')",-0.9022242,-0.8438125,0.0584117
20,0.93894225,0.8537026,"('rough', 'thoughtful')",0.9389423,0.8537026,-0.0852397
21,0.081918925,-0.062599584,"('immoral', 'moral')",0.0819189,-0.0625996,-0.1445185
22,-0.16861932,-0.29468554,"('untrustworthy', 'trustworthy')",-0.1686193,-0.2946855,-0.1260662
23,6.3529305,6.360338,"('insincere', 'sincere')",6.3529305,6.3603382,0.0074077
24,1.3190215,1.2042633,"('dishonest', 'honest')",1.3190215,1.2042633,-0.1147582
25,0.34435898,0.36677754,"('egoistic', 'altruistic')",0.344359,0.3667775,0.0224185
26,0.8107475,0.6351393,"('hardhearted', 'benevolent')",0.8107475,0.6351393,-0.1756082
27,1.4647022,1.3438087,"('hardhearted', 'softhearted')",1.4647022,1.3438087,-0.1208935
28,0.98290473,0.91965574,"('disloyal', 'loyal')",0.9829047,0.9196557,-0.063249
