,twitter_male,twitter_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.9549308,0.81663364,"('unsociable', 'sociable')",-0.24163793,-0.36626464,0.3566464,0.2251845,-0.1314619
1,2.542886,2.5675592,"('unfriendly', 'friendly')",1.6859443,1.5732063,2.1144152,2.0703828,-0.0440324
2,0.42355984,0.4605206,"('unlikable', 'likable')",0.6115899,0.6633522,0.5175749,0.5619364,0.0443615
3,-0.6655729,-0.6082478,"('repellent', 'pleasant')",-0.063827015,-0.0077764355,-0.3647,-0.3080121,0.0566879
4,-1.3408537,-1.3345543,"('disliked', 'liked')",-6.212089,-6.227415,-3.7764714,-3.7809846,-0.0045132
5,2.197777,2.2777023,"('distant', 'outgoing')",-0.35224098,-0.37113553,0.922768,0.9532834,0.0305154
6,1.5792228,1.6815467,"('distant', 'open')",0.16898593,0.12541598,0.8741044,0.9034814,0.029377
7,0.48504284,0.50180733,"('insensitive', 'sensitive')",0.18628876,0.22741297,0.3356658,0.3646101,0.0289443
8,0.44479296,0.5195662,"('unaffectionate', 'affectionate')",0.14624853,0.08835231,0.2955208,0.3039593,0.0084385
9,1.7609699,1.841176,"('unaffectionate', 'caring')",0.752134,0.7250431,1.256552,1.2831095,0.0265575
10,0.15804037,0.13985255,"('unsympathetic', 'sympathetic')",-0.19967231,-0.21069366,-0.020816,-0.0354206,-0.0146046
11,1.2740144,1.3028147,"('unhelpful', 'helpful')",2.4840386,2.4763463,1.8790264,1.8895805,0.0105541
12,1.3801863,1.4844953,"('unsupportive', 'supportive')",-1.6665415,-1.6004313,-0.1431776,-0.057968,0.0852096
13,0.7339476,0.5945613,"('impolite', 'polite')",-0.42213985,-0.49432343,0.1559039,0.0501189,-0.105785
14,0.31881884,0.16241461,"('antisocial', 'social')",-1.014874,-1.0387533,-0.3480276,-0.4381693,-0.0901417
15,1.0288099,1.0179378,"('boring', 'funny')",0.2186079,0.15971631,0.6237089,0.588827,-0.0348819
16,-1.5341096,-1.4901036,"('unpopular', 'popular')",-0.012516538,0.018961417,-0.773313,-0.7355711,0.0377419
17,-0.7179093,-0.6263923,"('nasty', 'nice')",-0.54735976,-0.4919103,-0.6326345,-0.5591513,0.0734832
18,-0.80236495,-0.85906386,"('disagreeable', 'welcoming')",-0.38205802,-0.43087348,-0.5922115,-0.6449687,-0.0527572
19,1.2328695,1.3487879,"('inhospitable', 'hospitable')",0.062464003,0.08212946,0.6476668,0.7154587,0.0677919
20,0.769449,0.76196927,"('rough', 'thoughtful')",1.1866707,1.1994642,0.9780598,0.9807167,0.0026569
21,1.2634716,1.2455908,"('immoral', 'moral')",-0.38234654,-0.35581097,0.4405625,0.4448899,0.0043274
22,0.9722932,0.8648381,"('untrustworthy', 'trustworthy')",-0.7825442,-0.88489306,0.0948745,-0.0100275,-0.104902
23,1.7125247,1.6906589,"('insincere', 'sincere')",5.963887,5.8720207,3.8382058,3.7813399,-0.0568659
24,1.6152793,1.5691394,"('dishonest', 'honest')",1.1600504,1.0938816,1.3876648,1.3315105,-0.0561543
25,-0.38553256,-0.42541733,"('egoistic', 'altruistic')",1.4177108,1.3966132,0.5160891,0.485598,-0.0304911
26,1.5516729,1.4699363,"('hardhearted', 'benevolent')",1.6405298,1.5981889,1.5961013,1.5340626,-0.0620387
27,1.3038592,1.3317738,"('hardhearted', 'softhearted')",1.0896729,1.0148362,1.1967661,1.173305,-0.0234611
28,0.05251865,-0.06030511,"('disloyal', 'loyal')",1.1551625,1.0298651,0.6038405,0.48478,-0.1190605
29,0.13776639,0.1431553,"('unfair', 'fair')",-0.36561948,-0.5023394,-0.1139265,-0.1795921,-0.0656656
30,2.0116224,2.0008912,"('intolerant', 'tolerant')",1.3347394,1.2873907,1.6731809,1.644141,-0.0290399
31,-0.7996468,-0.62637806,"('evil', 'good')",-1.5607743,-1.5479448,-1.1802106,-1.0871614,0.0930492
32,1.1751196,1.1196438,"('unkind', 'kind')",1.2843201,1.2067004,1.2297199,1.1631721,-0.0665478
33,0.778485,0.77583015,"('wrong', 'right')",-0.9775358,-1.019157,-0.0995254,-0.1216635,-0.0221381
34,1.4390901,1.5875988,"('mean', 'honorable')",6.2040296,6.300067,3.8215599,3.9438329,0.122273
35,-0.77605826,-0.7983391,"('corrupt', 'incorrupt')",-0.14664534,-0.2794549,-0.4613518,-0.538897,-0.0775452
36,-0.11808985,-0.041665748,"('hostile', 'amicable')",0.06370617,-0.066543944,-0.0271918,-0.0541048,-0.026913
37,0.16213287,0.2428813,"('fake', 'genuine')",0.1751069,0.16890205,0.1686199,0.2058917,0.0372718
38,0.93454254,1.0038128,"('untruthful', 'truthful')",0.19017802,0.20197335,0.5623603,0.6028931,0.0405328
39,2.0631971,2.0291963,"('exploitative', 'cooperative')",0.28108427,0.28821653,1.1721407,1.1587064,-0.0134343
40,-0.5045848,-0.5009753,"('stingy', 'generous')",-2.1023397,-2.1211653,-1.3034623,-1.3110703,-0.007608
41,0.7422779,0.7689894,"('unforgiving', 'forgiving')",-0.15026426,-0.23100609,0.2960068,0.2689916,-0.0270152
42,0.43548015,0.45009553,"('unreliable', 'reliable')",-2.868646,-2.8159485,-1.2165829,-1.1829264,0.0336565
43,0.86937165,0.908327,"('irresponsible', 'responsible')",0.7390035,0.7613048,0.8041875,0.8348159,0.0306284
44,-1.9321448,-1.8748739,"('prejudiced', 'unprejudiced')",-1.3447007,-1.2987853,-1.6384227,-1.5868297,0.051593
45,-0.4037411,-0.32230118,"('incompetent', 'competent')",-0.55060834,-0.5324689,-0.4771747,-0.427385,0.0497897
46,-0.32349133,-0.36138362,"('uncompetitive', 'competitive')",-0.40100616,-0.42770484,-0.3622487,-0.3945442,-0.0322955
47,0.64851916,0.6346231,"('stupid', 'smart')",5.096733,5.191394,2.8726261,2.9130085,0.0403824
48,0.8099094,0.81479406,"('unintelligent', 'intelligent')",0.9723938,0.95624495,0.8911516,0.8855195,-0.0056321
49,0.0069559757,0.031130461,"('unable', 'able')",-0.13236219,-0.107882336,-0.0627031,-0.0383759,0.0243272
50,-1.4538878,-1.3777304,"('clumsy', 'skillful')",-0.20489156,-0.22895549,-0.8293897,-0.8033429,0.0260468
51,-0.17152613,-0.3015969,"('uneducated', 'educated')",1.2583438,1.1566985,0.5434089,0.4275508,-0.1158581
52,-0.7085726,-0.7484577,"('irrational', 'rational')",-0.27137032,-0.37799358,-0.4899715,-0.5632256,-0.0732541
53,2.043792,2.000403,"('uncreative', 'creative')",1.1219147,1.057522,1.5828533,1.5289625,-0.0538908
