,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.4675253,0.5344007,"('unsociable', 'sociable')",-0.55362445,-0.69766134,-0.0430496,-0.0816303,-0.0385807
1,-0.925304,-1.0725709,"('unfriendly', 'friendly')",1.6715546,1.558927,0.3731253,0.2431781,-0.1299472
2,1.0097146,1.0435518,"('unlikable', 'likable')",0.68049943,0.7399642,0.845107,0.891758,0.046651
3,0.45884448,0.7958008,"('repellent', 'pleasant')",0.5182879,0.6016826,0.4885662,0.6987417,0.2101755
4,-1.1281291,-1.1876335,"('disliked', 'liked')",-6.569533,-6.682843,-3.8488309,-3.9352384,-0.0864075
5,-1.3139625,-1.4073868,"('distant', 'outgoing')",-0.20601983,-0.23616767,-0.7599912,-0.8217772,-0.061786
6,-1.5363927,-1.6049575,"('distant', 'open')",0.2078284,0.19182736,-0.6642821,-0.706565,-0.0422829
7,0.39800152,0.6410073,"('insensitive', 'sensitive')",0.53077245,0.65404993,0.464387,0.6475286,0.1831416
8,-0.6424619,-0.7744959,"('unaffectionate', 'affectionate')",0.9326618,0.80258423,0.1450999,0.0140442,-0.1310557
9,-0.5003066,-0.50356174,"('unaffectionate', 'caring')",1.0532317,1.0066161,0.2764626,0.2515272,-0.0249354
10,0.7595923,0.9981989,"('unsympathetic', 'sympathetic')",-0.51161736,-0.5180612,0.1239875,0.2400689,0.1160814
11,0.82098633,1.0170186,"('unhelpful', 'helpful')",1.3074161,1.446382,1.0642012,1.2317003,0.1674991
12,0.47890812,0.6713599,"('unsupportive', 'supportive')",-1.8902876,-1.8838582,-0.7056898,-0.6062492,0.0994406
13,0.6848905,0.7082078,"('impolite', 'polite')",-0.73877007,-0.65892196,-0.0269398,0.0246429,0.0515827
14,1.9965123,2.1617131,"('antisocial', 'social')",-0.07888947,-0.10915426,0.9588114,1.0262794,0.067468
15,-0.1827667,-0.39307132,"('boring', 'funny')",0.6312868,0.54525554,0.22426,0.0760921,-0.1481679
16,-1.3063511,-1.3317777,"('unpopular', 'popular')",0.28540516,0.3141073,-0.510473,-0.5088352,0.0016378
17,-0.14203867,-0.014603866,"('nasty', 'nice')",-0.1365637,-0.11257225,-0.1393012,-0.0635881,0.0757131
18,-0.21638528,-0.17186834,"('disagreeable', 'welcoming')",-0.36559138,-0.33164778,-0.2909883,-0.2517581,0.0392302
19,-1.2287666,-1.2868835,"('inhospitable', 'hospitable')",0.06313844,0.097591296,-0.582814,-0.5946461,-0.0118321
20,0.76018566,0.8029437,"('rough', 'thoughtful')",1.0937538,1.0180576,0.9269698,0.9105006,-0.0164692
21,1.8480886,1.9506246,"('immoral', 'moral')",-0.37941852,-0.28756607,0.7343351,0.8315293,0.0971942
22,1.085159,1.2225795,"('untrustworthy', 'trustworthy')",-0.77333766,-0.8002404,0.1559106,0.2111695,0.0552589
23,0.8141414,0.97087866,"('insincere', 'sincere')",5.6447725,5.7400427,3.2294569,3.3554606,0.1260037
24,0.4140079,0.3488119,"('dishonest', 'honest')",0.88260233,0.85548294,0.6483051,0.6021474,-0.0461577
25,-0.30457583,-0.42813453,"('egoistic', 'altruistic')",1.955058,1.8476355,0.8252411,0.7097505,-0.1154906
26,0.61653554,0.3552539,"('hardhearted', 'benevolent')",1.9542769,1.7977324,1.2854062,1.0764931,-0.2089131
27,0.1574241,0.17713198,"('hardhearted', 'softhearted')",1.635363,1.526204,0.8963935,0.851668,-0.0447255
28,0.28494465,0.22798604,"('disloyal', 'loyal')",0.8782837,0.80708945,0.5816141,0.5175377,-0.0640764
29,-0.13509952,-0.14905456,"('unfair', 'fair')",-0.21982577,-0.40887085,-0.1774626,-0.2789627,-0.1015001
30,1.7118142,1.809801,"('intolerant', 'tolerant')",1.4333171,1.4337856,1.5725656,1.6217933,0.0492277
31,-2.109911,-2.2298799,"('evil', 'good')",-0.8096871,-0.9378145,-1.4597991,-1.5838472,-0.1240481
32,0.59801686,0.5366387,"('unkind', 'kind')",0.9167028,0.7765224,0.7573599,0.6565806,-0.1007793
33,-0.17341816,-0.31641713,"('wrong', 'right')",-0.20407902,-0.29477713,-0.1887486,-0.3055971,-0.1168485
