,ventas_male,ventas_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.26762787,0.13464963,"('unsociable', 'sociable')",-0.11225386,-0.2373086,0.077687,-0.0513295,-0.1290165
1,-1.2336531,-1.126049,"('unfriendly', 'friendly')",1.3180362,1.243507,0.0421916,0.058729,0.0165374
2,0.9471465,1.0593623,"('unlikable', 'likable')",0.7077321,0.7670774,0.8274393,0.9132198,0.0857805
3,0.01746,0.068819195,"('repellent', 'pleasant')",0.3032649,0.31995982,0.1603624,0.1943895,0.0340271
4,-0.5228995,-0.4811956,"('disliked', 'liked')",-5.838318,-5.935478,-3.1806087,-3.2083368,-0.0277281
5,-1.8445308,-1.6043354,"('distant', 'outgoing')",-0.6930108,-0.6939998,-1.2687708,-1.1491677,0.1196031
6,-2.3332336,-2.0406992,"('distant', 'open')",-0.39050713,-0.44043761,-1.3618704,-1.2405684,0.121302
7,0.6848619,0.6328931,"('insensitive', 'sensitive')",0.24462025,0.3088228,0.4647411,0.4708579,0.0061168
8,-0.9576212,-0.818709,"('unaffectionate', 'affectionate')",0.4288716,0.3814746,-0.2643748,-0.2186172,0.0457576
9,-0.94295627,-0.81101453,"('unaffectionate', 'caring')",0.54872966,0.5376778,-0.1971133,-0.1366684,0.0604449
10,0.60402846,0.551765,"('unsympathetic', 'sympathetic')",-0.35304055,-0.33691,0.125494,0.1074275,-0.0180665
11,0.3476665,0.31579193,"('unhelpful', 'helpful')",1.5466616,1.6083691,0.9471641,0.9620805,0.0149164
12,0.27153096,0.44058934,"('unsupportive', 'supportive')",-1.8705808,-1.7984831,-0.7995249,-0.6789469,0.120578
13,0.8171429,0.68418366,"('impolite', 'polite')",-0.44620025,-0.4789828,0.1854713,0.1026004,-0.0828709
14,1.7321899,1.5903168,"('antisocial', 'social')",0.08914785,0.029287009,0.9106688,0.8098019,-0.1008669
15,-0.43451488,-0.520609,"('boring', 'funny')",0.6171609,0.5706508,0.091323,0.0250209,-0.0663021
16,-1.3813244,-1.3000058,"('unpopular', 'popular')",0.32139695,0.35039592,-0.5299637,-0.4748049,0.0551588
17,-0.423613,-0.3661577,"('nasty', 'nice')",-0.14689758,-0.12782851,-0.2852553,-0.2469931,0.0382622
18,-0.19202676,-0.06571625,"('disagreeable', 'welcoming')",-0.48512173,-0.5430976,-0.3385742,-0.3044069,0.0341673
19,-1.9353418,-1.718836,"('inhospitable', 'hospitable')",-0.43839592,-0.35826308,-1.1868689,-1.0385495,0.1483194
20,0.2548073,0.18873276,"('rough', 'thoughtful')",1.357543,1.2890719,0.8061751,0.7389023,-0.0672728
21,1.6153768,1.4764547,"('immoral', 'moral')",0.11253101,0.16560407,0.8639539,0.8210294,-0.0429245
22,0.93360126,0.89635414,"('untrustworthy', 'trustworthy')",-0.6060196,-0.714007,0.1637908,0.0911736,-0.0726172
23,0.6773707,0.6565694,"('insincere', 'sincere')",5.0535636,5.0365252,2.8654671,2.8465474,-0.0189197
24,0.37178752,0.312033,"('dishonest', 'honest')",0.618865,0.55591524,0.4953263,0.4339741,-0.0613522
25,-0.58208835,-0.5278442,"('egoistic', 'altruistic')",1.4344302,1.407956,0.4261709,0.4400559,0.013885
26,-0.2140894,-0.20452337,"('hardhearted', 'benevolent')",1.7469469,1.7114697,0.7664288,0.7534732,-0.0129556
27,-0.45520785,-0.32145318,"('hardhearted', 'softhearted')",1.1235219,1.0778254,0.334157,0.3781861,0.0440291
28,-0.04537483,-0.21105132,"('disloyal', 'loyal')",0.8341271,0.7147266,0.3943762,0.2518377,-0.1425385
29,-0.66713804,-0.71494097,"('unfair', 'fair')",-0.46683225,-0.5912634,-0.5669851,-0.6531022,-0.0861171
30,1.7523854,1.6352152,"('intolerant', 'tolerant')",1.8431336,1.7576418,1.7977595,1.6964285,-0.101331
31,-2.046008,-1.765844,"('evil', 'good')",-1.1434706,-1.1634767,-1.5947394,-1.4646604,0.130079
32,0.7407949,0.66067827,"('unkind', 'kind')",0.9408568,0.8726783,0.8408259,0.7666783,-0.0741476
33,-0.2893348,-0.26587114,"('wrong', 'right')",-0.6795639,-0.75357306,-0.4844493,-0.5097221,-0.0252728
34,-0.2955609,-0.2408455,"('mean', 'honorable')",5.5850954,5.662755,2.6447673,2.7109547,0.0661874
35,-0.97790694,-0.95249385,"('corrupt', 'incorrupt')",-0.28352204,-0.4587748,-0.6307145,-0.7056344,-0.0749199
36,-2.1376886,-1.9967223,"('hostile', 'amicable')",0.03817984,-0.22315776,-1.0497544,-1.1099401,-0.0601857
37,0.31081182,0.28414643,"('fake', 'genuine')",0.062021893,0.09782333,0.1864168,0.1909849,0.0045681
38,0.18521433,0.2303513,"('untruthful', 'truthful')",-0.21026269,-0.22180797,-0.0125242,0.0042717,0.0167959
39,0.820832,0.75471663,"('exploitative', 'cooperative')",0.48639145,0.4899868,0.6536117,0.6223517,-0.03126
40,0.31728047,0.36423254,"('stingy', 'generous')",-1.3497971,-1.4626781,-0.5162584,-0.5492228,-0.0329644
41,1.1508894,1.2344432,"('unforgiving', 'forgiving')",0.058434125,-0.09027642,0.6046618,0.5720834,-0.0325784
42,0.7513177,0.83866185,"('unreliable', 'reliable')",-3.006869,-2.9360497,-1.1277757,-1.0486939,0.0790818
43,0.22138724,0.27788883,"('irresponsible', 'responsible')",0.5161378,0.5606292,0.3687625,0.419259,0.0504965
44,-0.018642094,-0.05235925,"('prejudiced', 'unprejudiced')",-1.3140277,-1.298054,-0.6663349,-0.6752066,-0.0088717
