,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,0.44394314,0.3912591,"('unsociable', 'sociable')",1.7945932,1.7607893,-0.3845497,-0.38667792,0.6179955,0.5884568,-0.0295387
1,-0.9592911,-0.841519,"('unfriendly', 'friendly')",-0.4607295,-0.2949889,1.3845327,1.3208714,-0.0118293,0.0614545,0.0732838
2,0.15810677,0.28481996,"('unlikable', 'likable')",0.7412975,0.887509,0.5310982,0.6445196,0.4768341,0.6056162,0.1287821
3,-0.36469302,-0.29624265,"('repellent', 'pleasant')",0.30942538,0.39720443,0.8239739,0.9097403,0.2562354,0.3369007,0.0806653
4,-1.3292456,-1.1633317,"('disliked', 'liked')",-0.7310949,-0.5675666,-7.324941,-7.3477335,-3.1284272,-3.0262108,0.1022164
5,-2.0099537,-1.8331741,"('distant', 'outgoing')",-0.99237144,-0.87999856,-0.4390415,-0.46048817,-1.1471222,-1.0578869,0.0892353
6,-2.0799782,-1.9459726,"('distant', 'open')",-1.2819407,-1.1655564,-0.2572324,-0.26670262,-1.2063838,-1.1260772,0.0803066
7,1.4403882,1.4101748,"('insensitive', 'sensitive')",1.7686582,1.8346087,0.32526672,0.5707039,1.1781044,1.2718291,0.0937247
8,-0.73026574,-0.7037312,"('unaffectionate', 'affectionate')",-0.7021419,-0.6555723,0.7644702,0.758523,-0.2226458,-0.2002602,0.0223856
9,0.122105375,0.17615944,"('unaffectionate', 'caring')",0.8621231,0.97068244,1.505398,1.6081127,0.8298755,0.9183182,0.0884427
10,1.1336218,0.9801048,"('unsympathetic', 'sympathetic')",1.5192078,1.4988601,-0.015225381,0.27323192,0.8792014,0.9173989,0.0381975
11,1.369113,1.3473791,"('unhelpful', 'helpful')",2.2047021,2.1982858,1.9420584,2.027836,1.8386245,1.8578335,0.019209
12,1.4320729,1.5256916,"('unsupportive', 'supportive')",1.9172798,2.1311586,-2.0088203,-1.7541323,0.4468442,0.6342394,0.1873952
13,1.2161727,1.0282577,"('impolite', 'polite')",0.9136392,0.71337366,-0.4537248,-0.27519083,0.5586956,0.4888135,-0.0698821
14,2.4617271,2.4866953,"('antisocial', 'social')",2.5982046,2.5595036,-0.37849188,-0.27297303,1.56048,1.5910753,0.0305953
15,-0.13884583,-0.25349483,"('boring', 'funny')",-0.21252608,-0.36377645,0.015868872,0.036177035,-0.1118343,-0.1936981,-0.0818638
