,patina_male,patina_female,tuple,average_male,average_female,female-male
0,-0.073511295,-0.08210391,"('unsociable', 'sociable')",-0.0735113,-0.0821039,-0.0085926
1,-0.77364063,-0.7628137,"('unfriendly', 'friendly')",-0.7736406,-0.7628137,0.0108269
2,0.9882102,1.037015,"('unlikable', 'likable')",0.9882102,1.037015,0.0488048
3,-0.11206194,0.035998113,"('repellent', 'pleasant')",-0.1120619,0.0359981,0.14806
4,-2.9946845,-3.0736094,"('disliked', 'liked')",-2.9946845,-3.0736094,-0.0789249
5,-1.9597924,-1.9521937,"('distant', 'outgoing')",-1.9597924,-1.9521937,0.0075987
6,-2.2390637,-2.2341418,"('distant', 'open')",-2.2390637,-2.2341418,0.0049219
7,0.0345449,0.1112579,"('insensitive', 'sensitive')",0.0345449,0.1112579,0.076713
8,0.16601644,0.0054811984,"('unaffectionate', 'affectionate')",0.1660164,0.0054812,-0.1605352
9,-0.14031573,-0.19277574,"('unaffectionate', 'caring')",-0.1403157,-0.1927757,-0.05246
10,0.49949566,0.60329026,"('unsympathetic', 'sympathetic')",0.4994957,0.6032903,0.1037946
11,1.5342686,1.5396134,"('unhelpful', 'helpful')",1.5342686,1.5396134,0.0053448
12,-0.56869733,-0.5402392,"('unsupportive', 'supportive')",-0.5686973,-0.5402392,0.0284581
13,0.43703932,0.5025239,"('impolite', 'polite')",0.4370393,0.5025239,0.0654846
14,0.84773403,0.94085467,"('antisocial', 'social')",0.847734,0.9408547,0.0931207
15,0.25975195,0.08637325,"('boring', 'funny')",0.2597519,0.0863732,-0.1733787
16,-0.3296763,-0.48969924,"('unpopular', 'popular')",-0.3296763,-0.4896992,-0.1600229
17,-0.099619955,-0.015295377,"('nasty', 'nice')",-0.09962,-0.0152954,0.0843246
18,-0.9431287,-0.8283841,"('disagreeable', 'welcoming')",-0.9431287,-0.8283841,0.1147446
19,-1.3997456,-1.3810654,"('inhospitable', 'hospitable')",-1.3997456,-1.3810654,0.0186802
20,0.3915775,0.34635705,"('rough', 'thoughtful')",0.3915775,0.346357,-0.0452205
21,0.9999363,1.1337284,"('immoral', 'moral')",0.9999363,1.1337284,0.1337921
22,-0.00015686778,0.086889155,"('untrustworthy', 'trustworthy')",-0.0001569,0.0868892,0.0870461
23,2.5462682,2.569468,"('insincere', 'sincere')",2.5462682,2.569468,0.0231998
24,0.15010102,0.19414225,"('dishonest', 'honest')",0.150101,0.1941423,0.0440413
25,-0.22275001,-0.38475746,"('egoistic', 'altruistic')",-0.22275,-0.3847575,-0.1620075
26,0.636496,0.42867213,"('hardhearted', 'benevolent')",0.636496,0.4286721,-0.2078239
27,-0.41684985,-0.46591276,"('hardhearted', 'softhearted')",-0.4168499,-0.4659128,-0.0490629
28,0.9325026,0.8414684,"('disloyal', 'loyal')",0.9325026,0.8414684,-0.0910342
29,-1.2037512,-1.2419612,"('unfair', 'fair')",-1.2037512,-1.2419612,-0.03821
30,1.075822,1.0766069,"('intolerant', 'tolerant')",1.075822,1.0766069,0.0007849
31,-2.1975567,-2.1189878,"('evil', 'good')",-2.1975567,-2.1189878,0.0785689
32,1.7384845,1.5476048,"('unkind', 'kind')",1.7384845,1.5476048,-0.1908797
33,-0.42951894,-0.5594577,"('wrong', 'right')",-0.4295189,-0.5594577,-0.1299388
34,1.7159673,1.8933412,"('mean', 'honorable')",1.7159673,1.8933412,0.1773739
35,-0.9405863,-1.1978525,"('corrupt', 'incorrupt')",-0.9405863,-1.1978525,-0.2572662
36,-1.0974375,-1.2076216,"('hostile', 'amicable')",-1.0974375,-1.2076216,-0.1101841
37,0.46548122,0.29867816,"('fake', 'genuine')",0.4654812,0.2986782,-0.166803
38,0.23723316,0.2942582,"('untruthful', 'truthful')",0.2372332,0.2942582,0.057025
39,0.40623093,0.4994463,"('exploitative', 'cooperative')",0.4062309,0.4994463,0.0932154
40,-1.4287642,-1.5584546,"('stingy', 'generous')",-1.4287642,-1.5584546,-0.1296904
41,0.57376665,0.75134814,"('unforgiving', 'forgiving')",0.5737666,0.7513481,0.1775815
42,-0.34530434,-0.29555443,"('unreliable', 'reliable')",-0.3453043,-0.2955544,0.0497499
43,0.06278386,0.1836852,"('irresponsible', 'responsible')",0.0627839,0.1836852,0.1209013
44,-0.6507164,-0.6039602,"('prejudiced', 'unprejudiced')",-0.6507164,-0.6039602,0.0467562
45,-0.12458215,0.1083865,"('incompetent', 'competent')",-0.1245821,0.1083865,0.2329686
46,0.20023769,0.3652489,"('uncompetitive', 'competitive')",0.2002377,0.3652489,0.1650112
47,2.3444626,2.4376657,"('stupid', 'smart')",2.3444626,2.4376657,0.0932031
48,0.32879975,0.43353203,"('unintelligent', 'intelligent')",0.3287998,0.433532,0.1047322
49,-0.25772393,-0.00845441,"('unable', 'able')",-0.2577239,-0.0084544,0.2492695
50,0.5666366,0.34712452,"('clumsy', 'skillful')",0.5666366,0.3471245,-0.2195121
51,0.06255763,-0.0071555646,"('uneducated', 'educated')",0.0625576,-0.0071556,-0.0697132
52,-0.92817336,-1.1968938,"('irrational', 'rational')",-0.9281734,-1.1968938,-0.2687204
53,-0.91335154,-0.8261119,"('uncreative', 'creative')",-0.9133515,-0.8261119,0.0872396
54,0.026465874,-0.06338085,"('incapable', 'capable')",0.0264659,-0.0633809,-0.0898468
55,0.72739995,0.91280735,"('incompetent', 'clever')",0.7273999,0.9128073,0.1854074
56,1.1692888,1.2899561,"('impractical', 'practical')",1.1692888,1.2899561,0.1206673
57,-1.489101,-1.5199016,"('unimaginative', 'imaginative')",-1.4891011,-1.5199016,-0.0308005
58,-0.3190293,-0.28901947,"('undiscriminating', 'discriminating')",-0.3190293,-0.2890195,0.0300098
59,-0.16806386,-0.3363649,"('foolish', 'wise')",-0.1680639,-0.3363649,-0.168301
60,0.9487259,1.258708,"('inefficient', 'efficient')",0.9487259,1.258708,0.3099821
61,-0.5068775,-0.52533084,"('illogical', 'logical')",-0.5068775,-0.5253308,-0.0184533
62,0.7719299,0.94306195,"('incompetent', 'brilliant')",0.7719299,0.9430619,0.171132
63,0.32882884,0.47554412,"('unperceptive', 'insightful')",0.3288288,0.4755441,0.1467153
64,-2.5671873,-2.4679365,"('shy', 'confident')",-2.5671873,-2.4679365,0.0992508
65,0.6124953,0.7151921,"('insecure', 'secure')",0.6124953,0.7151921,0.1026968
66,-1.191533,-1.2839046,"('inactive', 'active')",-1.191533,-1.2839046,-0.0923716
67,0.32872233,0.27133918,"('doubtful', 'determined')",0.3287223,0.2713392,-0.0573831
68,-0.95965815,-0.9254964,"('dependent', 'independent')",-0.9596581,-0.9254964,0.0341617
69,-0.96854687,-1.0568407,"('lazy', 'industrious')",-0.9685469,-1.0568407,-0.0882938
70,0.3448775,0.42139578,"('lethargic', 'energetic')",0.3448775,0.4213958,0.0765183
71,-0.30889004,-0.29045013,"('diffident', 'self-confident')",-0.30889,-0.2904501,0.0184399
72,-0.39047694,-0.33194062,"('unambitious', 'ambitious')",-0.3904769,-0.3319406,0.0585363
73,-1.2954189,-1.4830267,"('helpless', 'self-reliant')",-1.2954189,-1.4830267,-0.1876078
74,0.4402906,0.37736064,"('undedicated', 'dedicated')",0.4402906,0.3773606,-0.06293
75,-0.5596658,-0.5909007,"('meek', 'impulsive')",-0.5596658,-0.5909007,-0.0312349
76,0.6052849,0.76911175,"('anxious', 'daring')",0.6052849,0.7691118,0.1638269
77,-0.9706588,-0.77301925,"('unmotivated', 'motivated')",-0.9706588,-0.7730193,0.1976395
78,0.191067,0.1603447,"('nonresilient', 'resilient')",0.191067,0.1603447,-0.0307223
79,-0.86855555,-0.9722437,"('wavering', 'unwavering')",-0.8685555,-0.9722437,-0.1036882
80,0.39541405,0.2709933,"('dominated', 'dominating')",0.3954141,0.2709933,-0.1244208
81,0.9095774,0.9614956,"('submissive', 'aggressive')",0.9095774,0.9614956,0.0519182
82,2.624455,2.6290581,"('poor', 'rich')",2.624455,2.6290581,0.0046031
83,-0.20605975,-0.25280413,"('powerless', 'powerful')",-0.2060598,-0.2528041,-0.0467443
