,drink_male,drink_female,tuple,average_male,average_female,female-male
0,-0.10133288,-0.027683297,"('unsociable', 'sociable')",-0.1013329,-0.0276833,0.0736496
1,1.2505972,1.0900697,"('unfriendly', 'friendly')",1.2505972,1.0900697,-0.1605275
2,-0.15492241,-0.10086043,"('unlikable', 'likable')",-0.1549224,-0.1008604,0.054062
3,0.54333204,0.70503426,"('repellent', 'pleasant')",0.543332,0.7050343,0.1617023
4,-7.1714525,-7.3052697,"('disliked', 'liked')",-7.1714525,-7.3052697,-0.1338172
5,-0.54635715,-0.68272936,"('distant', 'outgoing')",-0.5463572,-0.6827294,-0.1363722
6,-0.03876511,-0.27072406,"('distant', 'open')",-0.0387651,-0.2707241,-0.231959
7,0.7288673,0.7841819,"('insensitive', 'sensitive')",0.7288673,0.7841819,0.0553146
8,1.1947312,0.944246,"('unaffectionate', 'affectionate')",1.1947312,0.944246,-0.2504852
9,1.4652375,1.3854215,"('unaffectionate', 'caring')",1.4652375,1.3854215,-0.079816
10,0.5218812,0.68438303,"('unsympathetic', 'sympathetic')",0.5218812,0.684383,0.1625018
11,1.3444072,1.5006132,"('unhelpful', 'helpful')",1.3444072,1.5006132,0.156206
12,-1.7807616,-1.7793603,"('unsupportive', 'supportive')",-1.7807616,-1.7793603,0.0014013
13,-0.36374727,-0.22664148,"('impolite', 'polite')",-0.3637473,-0.2266415,0.1371058
14,0.16726239,0.23692986,"('antisocial', 'social')",0.1672624,0.2369299,0.0696675
15,0.124414615,0.0017186925,"('boring', 'funny')",0.1244146,0.0017187,-0.1226959
16,-0.57357764,-0.5911069,"('unpopular', 'popular')",-0.5735776,-0.5911069,-0.0175293
17,-0.4305665,-0.3883447,"('nasty', 'nice')",-0.4305665,-0.3883447,0.0422218
18,-0.55257386,-0.6682313,"('disagreeable', 'welcoming')",-0.5525739,-0.6682313,-0.1156574
19,-0.8956108,-0.9965842,"('inhospitable', 'hospitable')",-0.8956108,-0.9965842,-0.1009734
20,1.0505315,0.9992138,"('rough', 'thoughtful')",1.0505315,0.9992138,-0.0513177
21,-0.4542472,-0.24254611,"('immoral', 'moral')",-0.4542472,-0.2425461,0.2117011
22,-0.7227588,-0.65690196,"('untrustworthy', 'trustworthy')",-0.7227588,-0.656902,0.0658568
