,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.2584282,0.020525469,"('unsociable', 'sociable')",0.2584282,0.0205255,-0.2379027
1,1.4880743,1.5655674,"('unfriendly', 'friendly')",1.4880743,1.5655674,0.0774931
2,0.48513538,0.6492552,"('unlikable', 'likable')",0.4851354,0.6492552,0.1641198
3,0.43598032,0.5838573,"('repellent', 'pleasant')",0.4359803,0.5838573,0.147877
4,-7.9019976,-7.825558,"('disliked', 'liked')",-7.9019976,-7.8255582,0.0764394
5,-0.015356913,0.056149803,"('distant', 'outgoing')",-0.0153569,0.0561498,0.0715067
6,0.19704244,0.24884872,"('distant', 'open')",0.1970424,0.2488487,0.0518063
7,0.9265012,1.0840844,"('insensitive', 'sensitive')",0.9265012,1.0840844,0.1575832
8,1.168434,1.2959248,"('unaffectionate', 'affectionate')",1.168434,1.2959248,0.1274908
9,1.9173647,2.0157244,"('unaffectionate', 'caring')",1.9173647,2.0157244,0.0983597
10,0.8159111,0.9647893,"('unsympathetic', 'sympathetic')",0.8159111,0.9647893,0.1488782
11,2.3508701,2.3955204,"('unhelpful', 'helpful')",2.3508701,2.3955204,0.0446503
12,-1.3586162,-1.2221545,"('unsupportive', 'supportive')",-1.3586162,-1.2221545,0.1364617
13,0.51985186,0.39697754,"('impolite', 'polite')",0.5198519,0.3969775,-0.1228744
14,-0.044340417,-0.1669323,"('antisocial', 'social')",-0.0443404,-0.1669323,-0.1225919
15,0.7713066,0.80118984,"('boring', 'funny')",0.7713066,0.8011898,0.0298832
16,-0.49358204,-0.47185722,"('unpopular', 'popular')",-0.493582,-0.4718572,0.0217248
17,-0.48439816,-0.4408463,"('nasty', 'nice')",-0.4843982,-0.4408463,0.0435519
18,-0.3388949,-0.33533698,"('disagreeable', 'welcoming')",-0.3388949,-0.335337,0.0035579
19,-0.44623205,-0.36062944,"('inhospitable', 'hospitable')",-0.4462321,-0.3606294,0.0856027
20,0.727234,0.6680737,"('rough', 'thoughtful')",0.727234,0.6680737,-0.0591603
21,0.24385025,0.29687476,"('immoral', 'moral')",0.2438502,0.2968748,0.0530246
22,-0.26715034,-0.27232197,"('untrustworthy', 'trustworthy')",-0.2671503,-0.272322,-0.0051717
23,6.8366256,6.8978953,"('insincere', 'sincere')",6.8366256,6.8978953,0.0612697
24,1.9796379,1.9815794,"('dishonest', 'honest')",1.9796379,1.9815794,0.0019415
25,0.56255394,0.5678224,"('egoistic', 'altruistic')",0.5625539,0.5678224,0.0052685
26,0.46095672,0.31810072,"('hardhearted', 'benevolent')",0.4609567,0.3181007,-0.142856
27,1.2702175,1.3196924,"('hardhearted', 'softhearted')",1.2702175,1.3196924,0.0494749
28,1.2964977,1.2043688,"('disloyal', 'loyal')",1.2964977,1.2043688,-0.0921289
29,-0.37049386,-0.5257285,"('unfair', 'fair')",-0.3704939,-0.5257285,-0.1552346
30,1.0946636,1.040275,"('intolerant', 'tolerant')",1.0946636,1.040275,-0.0543886
31,-1.7288861,-1.6907878,"('evil', 'good')",-1.7288861,-1.6907878,0.0380983
32,1.2697814,1.2291026,"('unkind', 'kind')",1.2697814,1.2291026,-0.0406788
33,-0.009750714,-0.14362288,"('wrong', 'right')",-0.0097507,-0.1436229,-0.1338722
34,4.6208234,4.765934,"('mean', 'honorable')",4.6208234,4.765934,0.1451106
35,-0.92307746,-1.0581074,"('corrupt', 'incorrupt')",-0.9230775,-1.0581074,-0.1350299
36,-0.6468419,-0.7765485,"('hostile', 'amicable')",-0.6468419,-0.7765485,-0.1297066
37,0.80645084,0.8690177,"('fake', 'genuine')",0.8064508,0.8690177,0.0625669
38,0.49657762,0.40357795,"('untruthful', 'truthful')",0.4965776,0.403578,-0.0929996
39,0.40764588,0.26057935,"('exploitative', 'cooperative')",0.4076459,0.2605793,-0.1470666
40,-1.9359407,-1.8031175,"('stingy', 'generous')",-1.9359407,-1.8031175,0.1328232
41,0.32594085,0.14147109,"('unforgiving', 'forgiving')",0.3259408,0.1414711,-0.1844697
42,-2.4897711,-2.2582603,"('unreliable', 'reliable')",-2.4897711,-2.2582603,0.2315108
43,1.6001358,1.5801984,"('irresponsible', 'responsible')",1.6001358,1.5801984,-0.0199374
44,-1.1570274,-1.2474903,"('prejudiced', 'unprejudiced')",-1.1570274,-1.2474903,-0.0904629
45,-0.063902244,-0.014856369,"('incompetent', 'competent')",-0.0639022,-0.0148564,0.0490458
46,-0.5025483,-0.47003636,"('uncompetitive', 'competitive')",-0.5025483,-0.4700364,0.0325119
47,5.505084,5.6355405,"('stupid', 'smart')",5.505084,5.6355405,0.1304565
48,0.97286814,0.9251775,"('unintelligent', 'intelligent')",0.9728681,0.9251775,-0.0476906
49,0.021979768,0.18264492,"('unable', 'able')",0.0219798,0.1826449,0.1606651
50,-0.28221157,-0.09384737,"('clumsy', 'skillful')",-0.2822116,-0.0938474,0.1883642
51,0.08992103,0.1642596,"('uneducated', 'educated')",0.089921,0.1642596,0.0743386
52,0.096680626,-0.048426345,"('irrational', 'rational')",0.0966806,-0.0484263,-0.1451069
53,0.12713508,0.2707693,"('uncreative', 'creative')",0.1271351,0.2707693,0.1436342
54,1.1752461,1.3186413,"('incapable', 'capable')",1.1752461,1.3186413,0.1433952
55,0.7402167,0.7772623,"('incompetent', 'clever')",0.7402167,0.7772623,0.0370456
56,0.9001774,0.8864377,"('impractical', 'practical')",0.9001774,0.8864377,-0.0137397
57,-2.992296,-2.847936,"('unimaginative', 'imaginative')",-2.992296,-2.8479359,0.1443601
58,-0.27811155,-0.2936821,"('undiscriminating', 'discriminating')",-0.2781115,-0.2936821,-0.0155706
59,0.18560413,0.1483314,"('foolish', 'wise')",0.1856041,0.1483314,-0.0372727
60,0.8886402,0.8849721,"('inefficient', 'efficient')",0.8886402,0.8849721,-0.0036681
61,0.9262564,0.69782454,"('illogical', 'logical')",0.9262564,0.6978245,-0.2284319
62,1.072784,1.2913921,"('incompetent', 'brilliant')",1.0727839,1.2913921,0.2186082
63,0.6759021,0.80426157,"('unperceptive', 'insightful')",0.6759021,0.8042616,0.1283595
