,saxophone_male,saxophone_female,tuple,average_male,average_female,female-male
0,-0.272644,0.11755368,"('unsociable', 'sociable')",-0.272644,0.1175537,0.3901977
1,1.6636348,1.412117,"('unfriendly', 'friendly')",1.6636348,1.412117,-0.2515178
2,0.58020014,0.79205334,"('unlikable', 'likable')",0.5802001,0.7920533,0.2118532
3,0.79706955,1.1978395,"('repellent', 'pleasant')",0.7970695,1.1978395,0.40077
4,-7.182072,-6.903052,"('disliked', 'liked')",-7.1820722,-6.9030519,0.2790203
5,-0.039812684,-0.10489744,"('distant', 'outgoing')",-0.0398127,-0.1048974,-0.0650847
6,0.23557177,0.08855372,"('distant', 'open')",0.2355718,0.0885537,-0.1470181
7,1.0278643,1.454151,"('insensitive', 'sensitive')",1.0278643,1.454151,0.4262867
8,1.3789032,1.011712,"('unaffectionate', 'affectionate')",1.3789032,1.011712,-0.3671912
9,1.60987,1.4634376,"('unaffectionate', 'caring')",1.60987,1.4634376,-0.1464324
10,1.0951552,1.5611722,"('unsympathetic', 'sympathetic')",1.0951552,1.5611722,0.466017
11,1.9237678,2.1295745,"('unhelpful', 'helpful')",1.9237678,2.1295745,0.2058067
12,-1.1714375,-0.83781797,"('unsupportive', 'supportive')",-1.1714375,-0.837818,0.3336195
13,0.028789602,0.24427289,"('impolite', 'polite')",0.0287896,0.2442729,0.2154833
14,-0.22233233,0.19360352,"('antisocial', 'social')",-0.2223323,0.1936035,0.4159358
15,0.3981951,0.26915523,"('boring', 'funny')",0.3981951,0.2691552,-0.1290399
16,-0.57754,-0.4673394,"('unpopular', 'popular')",-0.57754,-0.4673394,0.1102006
17,-0.06807814,0.027740173,"('nasty', 'nice')",-0.0680781,0.0277402,0.0958183
18,-0.32547656,-0.18433158,"('disagreeable', 'welcoming')",-0.3254766,-0.1843316,0.141145
19,-0.14590707,-0.18016562,"('inhospitable', 'hospitable')",-0.1459071,-0.1801656,-0.0342585
20,0.980446,0.81877244,"('rough', 'thoughtful')",0.980446,0.8187724,-0.1616736
21,-0.005444873,0.50842386,"('immoral', 'moral')",-0.0054449,0.5084239,0.5138688
22,-0.15217687,0.15913954,"('untrustworthy', 'trustworthy')",-0.1521769,0.1591395,0.3113164
23,6.5650163,6.707079,"('insincere', 'sincere')",6.5650163,6.7070789,0.1420626
24,1.7160646,2.075556,"('dishonest', 'honest')",1.7160646,2.075556,0.3594914
25,0.78482866,0.46498567,"('egoistic', 'altruistic')",0.7848287,0.4649857,-0.319843
26,0.32429808,0.010896362,"('hardhearted', 'benevolent')",0.3242981,0.0108964,-0.3134017
27,1.5333724,1.3682375,"('hardhearted', 'softhearted')",1.5333724,1.3682375,-0.1651349
28,1.0050677,1.2044151,"('disloyal', 'loyal')",1.0050677,1.2044151,0.1993474
29,-0.29980922,-0.38422754,"('unfair', 'fair')",-0.2998092,-0.3842275,-0.0844183
30,1.03416,1.0549309,"('intolerant', 'tolerant')",1.03416,1.0549309,0.0207709
31,-1.234953,-1.345811,"('evil', 'good')",-1.234953,-1.345811,-0.110858
32,1.2375982,1.3046764,"('unkind', 'kind')",1.2375982,1.3046764,0.0670782
33,-0.43900123,-0.48287517,"('wrong', 'right')",-0.4390012,-0.4828752,-0.043874
34,4.3043313,4.4458914,"('mean', 'honorable')",4.3043313,4.4458914,0.1415601
35,-0.694005,-1.0857803,"('corrupt', 'incorrupt')",-0.694005,-1.0857803,-0.3917753
36,-0.6259588,-1.0701174,"('hostile', 'amicable')",-0.6259588,-1.0701174,-0.4441586
37,1.0207437,1.0405012,"('fake', 'genuine')",1.0207437,1.0405012,0.0197575
38,0.15675928,0.23022524,"('untruthful', 'truthful')",0.1567593,0.2302252,0.0734659
39,-0.067295305,0.03633685,"('exploitative', 'cooperative')",-0.0672953,0.0363369,0.1036322
40,-1.3094274,-1.0099927,"('stingy', 'generous')",-1.3094274,-1.0099927,0.2994347
41,-0.047480255,0.067956686,"('unforgiving', 'forgiving')",-0.0474803,0.0679567,0.115437
42,-1.945447,-1.5051024,"('unreliable', 'reliable')",-1.945447,-1.5051024,0.4403446
43,1.2509537,1.4347305,"('irresponsible', 'responsible')",1.2509537,1.4347305,0.1837768
44,-1.2240345,-1.4546348,"('prejudiced', 'unprejudiced')",-1.2240345,-1.4546348,-0.2306003
45,-0.1622399,0.49022603,"('incompetent', 'competent')",-0.1622399,0.490226,0.6524659
46,-0.7877609,-0.20111664,"('uncompetitive', 'competitive')",-0.7877609,-0.2011166,0.5866443
47,5.3421993,5.5647445,"('stupid', 'smart')",5.3421993,5.5647445,0.2225452
48,0.811178,1.0070604,"('unintelligent', 'intelligent')",0.811178,1.0070604,0.1958824
49,0.21389535,0.40849504,"('unable', 'able')",0.2138954,0.408495,0.1945996
50,0.13085891,0.34263343,"('clumsy', 'skillful')",0.1308589,0.3426334,0.2117745
51,0.6680431,1.0263383,"('uneducated', 'educated')",0.6680431,1.0263383,0.3582952
52,-0.26898274,-0.48895153,"('irrational', 'rational')",-0.2689827,-0.4889515,-0.2199688
53,0.6800003,0.5791907,"('uncreative', 'creative')",0.6800003,0.5791907,-0.1008096
54,1.3528731,1.468577,"('incapable', 'capable')",1.3528731,1.468577,0.1157039
55,0.7964028,1.1891004,"('incompetent', 'clever')",0.7964028,1.1891004,0.3926976
56,0.45889,0.90858346,"('impractical', 'practical')",0.45889,0.9085835,0.4496935
57,-2.6216044,-2.136157,"('unimaginative', 'imaginative')",-2.6216044,-2.136157,0.4854474
58,0.02307738,0.016346809,"('undiscriminating', 'discriminating')",0.0230774,0.0163468,-0.0067306
59,0.19076285,0.2636173,"('foolish', 'wise')",0.1907628,0.2636173,0.0728545
60,0.40456527,0.86057043,"('inefficient', 'efficient')",0.4045653,0.8605704,0.4560051
61,0.2843477,0.3413055,"('illogical', 'logical')",0.2843477,0.3413055,0.0569578
62,1.1029022,1.7889218,"('incompetent', 'brilliant')",1.1029022,1.7889218,0.6860196
63,0.7170763,1.3177373,"('unperceptive', 'insightful')",0.7170763,1.3177373,0.600661
64,-5.8946853,-5.1399593,"('shy', 'confident')",-5.8946853,-5.1399593,0.754726
65,0.88019496,1.2215581,"('insecure', 'secure')",0.880195,1.2215581,0.3413631
66,0.08320917,0.10416363,"('inactive', 'active')",0.0832092,0.1041636,0.0209544
67,-0.8771438,-0.77049744,"('doubtful', 'determined')",-0.8771438,-0.7704974,0.1066464
68,-0.45145768,-0.13980037,"('dependent', 'independent')",-0.4514577,-0.1398004,0.3116573
69,-1.435424,-1.5186795,"('lazy', 'industrious')",-1.435424,-1.5186795,-0.0832555
70,1.2245213,1.7754995,"('lethargic', 'energetic')",1.2245213,1.7754995,0.5509782
71,0.47598025,0.64395845,"('diffident', 'self-confident')",0.4759803,0.6439584,0.1679781
72,0.8642969,1.0423615,"('unambitious', 'ambitious')",0.8642969,1.0423615,0.1780646
73,-2.8611922,-2.7186563,"('helpless', 'self-reliant')",-2.8611922,-2.7186563,0.1425359
74,-0.08828598,0.14005488,"('undedicated', 'dedicated')",-0.088286,0.1400549,0.2283409
75,-0.6917798,-0.66481936,"('meek', 'impulsive')",-0.6917798,-0.6648194,0.0269604
76,0.9999503,1.0390719,"('anxious', 'daring')",0.9999503,1.0390719,0.0391216
77,-1.112344,-0.7743873,"('unmotivated', 'motivated')",-1.112344,-0.7743873,0.3379567
78,-0.39673552,-0.27381787,"('nonresilient', 'resilient')",-0.3967355,-0.2738179,0.1229176
79,-0.09723644,-0.11572575,"('wavering', 'unwavering')",-0.0972364,-0.1157257,-0.0184893
80,-0.040361002,0.21821976,"('dominated', 'dominating')",-0.040361,0.2182198,0.2585808
81,0.13866046,0.6516669,"('submissive', 'aggressive')",0.1386605,0.6516669,0.5130064
82,6.314559,6.4106135,"('poor', 'rich')",6.314559,6.4106135,0.0960545
83,-0.4918555,-0.28555098,"('powerless', 'powerful')",-0.4918555,-0.285551,0.2063045
84,0.28189218,0.09708301,"('inferior', 'superior')",0.2818922,0.097083,-0.1848092
85,-0.9872707,-1.4353878,"('insignificant', 'prestigious')",-0.9872707,-1.4353878,-0.4481171
86,0.32092288,0.76426995,"('uninfluential', 'influential')",0.3209229,0.7642699,0.443347
87,-0.15361191,0.3014763,"('unsuccessful', 'successful')",-0.1536119,0.3014763,0.4550882
