,discovery_male,discovery_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.2511825,0.19441813,"('unsociable', 'sociable')",-0.65606695,-0.74028563,-0.2024422,-0.2729338,-0.0704916
1,0.6774939,0.56223136,"('unfriendly', 'friendly')",2.2238452,2.1428912,1.4506695,1.3525612,-0.0981083
2,0.82626045,0.87954724,"('unlikable', 'likable')",0.62678164,0.699671,0.726521,0.7896091,0.0630881
3,-0.14348838,-0.02060825,"('repellent', 'pleasant')",-0.22097863,-0.19338673,-0.1822335,-0.1069975,0.075236
4,-1.4079233,-1.5313041,"('disliked', 'liked')",-5.408035,-5.489732,-3.407979,-3.5105181,-0.1025391
5,0.37302297,0.3525458,"('distant', 'outgoing')",0.58657444,0.503615,0.4797987,0.4280804,-0.0517183
6,0.60843587,0.6011084,"('distant', 'open')",0.9017711,0.80151796,0.7551035,0.7013131,-0.0537904
7,0.31885645,0.44523638,"('insensitive', 'sensitive')",0.34675148,0.4265493,0.332804,0.4358928,0.1030888
8,0.5921648,0.5213486,"('unaffectionate', 'affectionate')",1.014327,0.9425387,0.8032459,0.7319436,-0.0713023
9,1.6825784,1.6911896,"('unaffectionate', 'caring')",1.1626217,1.1680561,1.4226,1.4296229,0.0070229
10,0.56732345,0.7233518,"('unsympathetic', 'sympathetic')",-0.93065554,-0.8581495,-0.181666,-0.0673989,0.1142671
11,0.7748853,0.93411845,"('unhelpful', 'helpful')",1.4991586,1.5856892,1.137022,1.2599038,0.1228818
12,0.6472054,0.8067144,"('unsupportive', 'supportive')",-1.409503,-1.3524072,-0.3811488,-0.2728464,0.1083024
13,-0.07855765,-0.04649996,"('impolite', 'polite')",-1.3161976,-1.3130586,-0.6973776,-0.6797793,0.0175983
14,0.765743,0.7984485,"('antisocial', 'social')",-0.9942584,-0.9896591,-0.1142577,-0.0956053,0.0186524
15,0.6659584,0.6363906,"('boring', 'funny')",0.66281575,0.64544713,0.6643871,0.6409189,-0.0234682
16,-0.8043666,-0.96526885,"('unpopular', 'popular')",0.9676477,0.9192565,0.0816405,-0.0230062,-0.1046467
17,-0.64270884,-0.68581235,"('nasty', 'nice')",0.11744224,0.14291276,-0.2626333,-0.2714498,-0.0088165
18,-0.51422083,-0.64374804,"('disagreeable', 'welcoming')",-0.16462263,-0.29878825,-0.3394217,-0.4712681,-0.1318464
19,-0.767946,-0.7762794,"('inhospitable', 'hospitable')",0.73833543,0.7436606,-0.0148053,-0.0163094,-0.0015041
20,1.0005991,0.96009314,"('rough', 'thoughtful')",1.5443951,1.5112764,1.2724972,1.2356848,-0.0368124
21,1.2512821,1.3186573,"('immoral', 'moral')",-0.72189045,-0.66894,0.2646958,0.3248586,0.0601628
22,0.38858557,0.43790358,"('untrustworthy', 'trustworthy')",-0.8792037,-0.8817215,-0.2453091,-0.221909,0.0234001
23,0.45961356,0.5618115,"('insincere', 'sincere')",5.07743,5.0358815,2.7685218,2.7988465,0.0303247
24,0.15393052,0.20546259,"('dishonest', 'honest')",0.39659595,0.3580414,0.2752632,0.281752,0.0064888
25,0.4368678,0.31097734,"('egoistic', 'altruistic')",2.2280815,2.1800532,1.3324746,1.2455153,-0.0869593
26,0.86765724,0.743399,"('hardhearted', 'benevolent')",2.0565722,2.0588062,1.4621147,1.4011025,-0.0610122
27,0.49854168,0.4705722,"('hardhearted', 'softhearted')",1.5252604,1.3850628,1.011901,0.9278175,-0.0840835
28,0.19939491,0.17240512,"('disloyal', 'loyal')",0.84564304,0.789956,0.522519,0.4811805,-0.0413385
29,-0.33165938,-0.3417137,"('unfair', 'fair')",-0.3180492,-0.46124244,-0.3248543,-0.4014781,-0.0766238
30,0.8115983,0.82438403,"('intolerant', 'tolerant')",0.6183568,0.55647254,0.7149776,0.6904283,-0.0245493
31,-1.0223327,-1.1139112,"('evil', 'good')",-0.055831023,-0.09659045,-0.5390819,-0.6052508,-0.0661689
32,1.0540792,1.0768863,"('unkind', 'kind')",0.7396944,0.68423146,0.8968868,0.8805588,-0.016328
33,0.74459684,0.6720855,"('wrong', 'right')",-0.23053199,-0.2855874,0.2570324,0.1932491,-0.0637833
34,0.69364005,0.7555811,"('mean', 'honorable')",5.506969,5.5569553,3.1003046,3.1562681,0.0559635
35,-1.1410328,-1.3588024,"('corrupt', 'incorrupt')",0.5833691,0.45208016,-0.2788319,-0.4533612,-0.1745293
36,-0.4086004,-0.61595196,"('hostile', 'amicable')",0.83928645,0.6759754,0.215343,0.0300117,-0.1853313
37,-0.41455534,-0.34949005,"('fake', 'genuine')",-0.25454894,-0.2531381,-0.3345521,-0.3013141,0.033238
38,0.32143465,0.3978166,"('untruthful', 'truthful')",-0.0017275866,0.028147237,0.1598535,0.2129819,0.0531284
39,0.3806327,0.40405354,"('exploitative', 'cooperative')",0.08343849,0.09601466,0.2320356,0.2500341,0.0179985
40,-0.38873413,-0.4673518,"('stingy', 'generous')",-1.2346036,-1.3806738,-0.8116689,-0.9240128,-0.1123439
41,-0.029764391,-0.081394866,"('unforgiving', 'forgiving')",-0.04158179,-0.13384189,-0.0356731,-0.1076184,-0.0719453
42,0.0047942773,0.07327172,"('unreliable', 'reliable')",-2.9464593,-2.8673892,-1.4708325,-1.3970587,0.0737738
43,0.48587087,0.6273488,"('irresponsible', 'responsible')",0.1759269,0.22944579,0.3308989,0.4283973,0.0974984
44,-0.9258307,-0.9050047,"('prejudiced', 'unprejudiced')",-1.5326042,-1.554355,-1.2292175,-1.2296798,-0.0004623
45,-0.46119443,-0.3992055,"('incompetent', 'competent')",-0.9376736,-0.9098486,-0.699434,-0.6545271,0.0449069
46,0.20669511,0.34145236,"('uncompetitive', 'competitive')",-0.94417346,-0.92187864,-0.3687392,-0.2902131,0.0785261
47,0.13780013,0.20170608,"('stupid', 'smart')",4.639216,4.729128,2.3885081,2.4654169,0.0769088
48,2.1970983,2.1960175,"('unintelligent', 'intelligent')",1.0090287,0.99019784,1.6030635,1.5931077,-0.0099558
49,0.09249979,0.101872385,"('unable', 'able')",0.25725013,0.28020322,0.174875,0.1910378,0.0161628
50,-1.417533,-1.470188,"('clumsy', 'skillful')",0.27657565,0.27052227,-0.5704787,-0.5998329,-0.0293542
51,-0.26317024,-0.22249365,"('uneducated', 'educated')",0.7543158,0.6872518,0.2455728,0.2323791,-0.0131937
52,-0.59565824,-0.829568,"('irrational', 'rational')",0.16478908,-0.0014610179,-0.2154346,-0.4155145,-0.2000799
53,0.34410408,0.2471352,"('uncreative', 'creative')",0.9104017,0.88623655,0.6272529,0.5666859,-0.060567
54,-0.24465704,-0.19791506,"('incapable', 'capable')",1.4570605,1.5066904,0.6062017,0.6543877,0.048186
55,1.4445424,1.5433679,"('incompetent', 'clever')",-0.19926913,-0.18981837,0.6226366,0.6767747,0.0541381
56,1.5819488,1.7122809,"('impractical', 'practical')",-0.9655784,-0.90942866,0.3081852,0.4014261,0.0932409
57,-0.1822912,-0.14216879,"('unimaginative', 'imaginative')",-2.6846066,-2.6260576,-1.4334489,-1.3841132,0.0493357
58,0.8003319,0.83573985,"('undiscriminating', 'discriminating')",0.33508962,0.317296,0.5677108,0.5765179,0.0088071
