,zombie_male,zombie_female,tuple,average_male,average_female,female-male
0,0.31700146,0.22878958,"('unsociable', 'sociable')",0.3170015,0.2287896,-0.0882119
1,1.7523803,1.7028052,"('unfriendly', 'friendly')",1.7523803,1.7028052,-0.0495751
2,0.0925284,0.23729093,"('unlikable', 'likable')",0.0925284,0.2372909,0.1447625
3,1.1400149,1.1826894,"('repellent', 'pleasant')",1.1400149,1.1826894,0.0426745
4,-7.382586,-7.2903295,"('disliked', 'liked')",-7.382586,-7.2903295,0.0922565
5,-0.15448827,0.07214403,"('distant', 'outgoing')",-0.1544883,0.072144,0.2266323
6,0.15141281,0.34129,"('distant', 'open')",0.1514128,0.34129,0.1898772
7,1.4688926,1.508032,"('insensitive', 'sensitive')",1.4688926,1.508032,0.0391394
8,1.2331991,1.1873437,"('unaffectionate', 'affectionate')",1.2331991,1.1873437,-0.0458554
9,1.955867,2.019784,"('unaffectionate', 'caring')",1.9558671,2.019784,0.0639169
10,1.2669038,1.2788913,"('unsympathetic', 'sympathetic')",1.2669038,1.2788913,0.0119875
11,2.2656355,2.3271844,"('unhelpful', 'helpful')",2.2656355,2.3271844,0.0615489
12,-1.1064423,-0.9682549,"('unsupportive', 'supportive')",-1.1064423,-0.9682549,0.1381874
13,0.39733693,0.25519073,"('impolite', 'polite')",0.3973369,0.2551907,-0.1421462
14,-0.091878116,-0.22075187,"('antisocial', 'social')",-0.0918781,-0.2207519,-0.1288738
15,0.5251907,0.48281267,"('boring', 'funny')",0.5251907,0.4828127,-0.042378
16,-0.60449797,-0.48314217,"('unpopular', 'popular')",-0.604498,-0.4831422,0.1213558
17,-0.39214924,-0.2725815,"('nasty', 'nice')",-0.3921492,-0.2725815,0.1195677
18,-0.3420931,-0.34946305,"('disagreeable', 'welcoming')",-0.3420931,-0.349463,-0.0073699
19,-0.32452726,-0.06573066,"('inhospitable', 'hospitable')",-0.3245273,-0.0657307,0.2587966
20,0.70167017,0.5806401,"('rough', 'thoughtful')",0.7016702,0.5806401,-0.1210301
21,0.08422361,0.21700205,"('immoral', 'moral')",0.0842236,0.217002,0.1327784
22,-0.3486316,-0.28358355,"('untrustworthy', 'trustworthy')",-0.3486316,-0.2835836,0.065048
23,7.010535,7.0282536,"('insincere', 'sincere')",7.0105348,7.0282536,0.0177188
24,2.1277905,2.132065,"('dishonest', 'honest')",2.1277905,2.1320651,0.0042746
25,0.6805745,0.5434729,"('egoistic', 'altruistic')",0.6805745,0.5434729,-0.1371016
26,0.48297727,0.25594237,"('hardhearted', 'benevolent')",0.4829773,0.2559424,-0.2270349
27,2.0377614,1.7999576,"('hardhearted', 'softhearted')",2.0377614,1.7999576,-0.2378038
28,1.44155,1.3227857,"('disloyal', 'loyal')",1.44155,1.3227857,-0.1187643
29,-0.63963765,-0.6644136,"('unfair', 'fair')",-0.6396376,-0.6644136,-0.024776
30,0.8400325,0.8997285,"('intolerant', 'tolerant')",0.8400325,0.8997285,0.059696
31,-1.741924,-1.677369,"('evil', 'good')",-1.741924,-1.677369,0.064555
32,1.5443536,1.3662301,"('unkind', 'kind')",1.5443536,1.3662301,-0.1781235
33,-0.26996583,-0.16174625,"('wrong', 'right')",-0.2699658,-0.1617462,0.1082196
34,4.6459384,4.916666,"('mean', 'honorable')",4.6459384,4.916666,0.2707276
35,-0.991892,-1.0196264,"('corrupt', 'incorrupt')",-0.991892,-1.0196264,-0.0277344
36,-1.3434739,-1.3625697,"('hostile', 'amicable')",-1.3434739,-1.3625697,-0.0190958
37,1.1664747,1.131714,"('fake', 'genuine')",1.1664747,1.131714,-0.0347607
38,0.15213895,0.26377046,"('untruthful', 'truthful')",0.1521389,0.2637705,0.1116316
39,0.4045619,0.361522,"('exploitative', 'cooperative')",0.4045619,0.361522,-0.0430399
40,-0.9313909,-1.1484764,"('stingy', 'generous')",-0.9313909,-1.1484764,-0.2170855
41,0.068297155,-0.009572417,"('unforgiving', 'forgiving')",0.0682972,-0.0095724,-0.0778696
42,-2.0614133,-2.0555565,"('unreliable', 'reliable')",-2.0614133,-2.0555565,0.0058568
43,1.3992933,1.4434674,"('irresponsible', 'responsible')",1.3992933,1.4434674,0.0441741
44,-1.7211882,-1.8465158,"('prejudiced', 'unprejudiced')",-1.7211882,-1.8465158,-0.1253276
45,0.3037628,0.32819188,"('incompetent', 'competent')",0.3037628,0.3281919,0.0244291
46,-0.37280294,-0.4011233,"('uncompetitive', 'competitive')",-0.3728029,-0.4011233,-0.0283204
47,4.922737,5.1425476,"('stupid', 'smart')",4.9227371,5.1425476,0.2198105
48,1.0863903,0.98289657,"('unintelligent', 'intelligent')",1.0863903,0.9828966,-0.1034937
49,0.49150163,0.6820301,"('unable', 'able')",0.4915016,0.6820301,0.1905285
50,-0.0935644,-0.026628785,"('clumsy', 'skillful')",-0.0935644,-0.0266288,0.0669356
51,1.0625685,1.0545264,"('uneducated', 'educated')",1.0625685,1.0545264,-0.0080421
52,-0.06901184,-0.025337089,"('irrational', 'rational')",-0.0690118,-0.0253371,0.0436747
53,0.09299533,0.08744019,"('uncreative', 'creative')",0.0929953,0.0874402,-0.0055551
54,1.2783594,1.614551,"('incapable', 'capable')",1.2783594,1.6145509,0.3361915
55,1.1146675,1.0876105,"('incompetent', 'clever')",1.1146675,1.0876105,-0.027057
56,0.71093714,0.7575498,"('impractical', 'practical')",0.7109371,0.7575498,0.0466127
57,-2.2672813,-2.2625716,"('unimaginative', 'imaginative')",-2.2672813,-2.2625716,0.0047097
58,0.031882443,-0.00059840456,"('undiscriminating', 'discriminating')",0.0318824,-0.0005984,-0.0324808
59,0.06362937,0.25309914,"('foolish', 'wise')",0.0636294,0.2530991,0.1894697
60,0.8316516,0.79677963,"('inefficient', 'efficient')",0.8316516,0.7967796,-0.034872
61,0.69730985,0.53018004,"('illogical', 'logical')",0.6973099,0.53018,-0.1671299
62,1.4448805,1.6058601,"('incompetent', 'brilliant')",1.4448805,1.6058601,0.1609796
63,0.77600735,0.9387244,"('unperceptive', 'insightful')",0.7760074,0.9387244,0.162717
64,-6.265006,-6.0899487,"('shy', 'confident')",-6.2650061,-6.0899487,0.1750574
65,0.4554624,0.45960504,"('insecure', 'secure')",0.4554624,0.459605,0.0041426
66,-0.56189287,-0.45979157,"('inactive', 'active')",-0.5618929,-0.4597916,0.1021013
67,-0.7337146,-0.7160907,"('doubtful', 'determined')",-0.7337146,-0.7160907,0.0176239
68,-0.2934669,-0.16158569,"('dependent', 'independent')",-0.2934669,-0.1615857,0.1318812
69,-2.236935,-2.04929,"('lazy', 'industrious')",-2.2369349,-2.0492899,0.187645
70,1.599793,1.6290125,"('lethargic', 'energetic')",1.599793,1.6290125,0.0292195
71,0.39997786,0.55158883,"('diffident', 'self-confident')",0.3999779,0.5515888,0.1516109
72,0.9311019,1.0483391,"('unambitious', 'ambitious')",0.9311019,1.0483391,0.1172372
73,-2.626567,-2.4391701,"('helpless', 'self-reliant')",-2.6265669,-2.4391701,0.1873968
74,0.3728083,0.22358504,"('undedicated', 'dedicated')",0.3728083,0.223585,-0.1492233
75,-1.1897706,-0.9586472,"('meek', 'impulsive')",-1.1897706,-0.9586472,0.2311234
76,0.7286459,0.611289,"('anxious', 'daring')",0.7286459,0.611289,-0.1173569
77,-1.3133655,-1.1598117,"('unmotivated', 'motivated')",-1.3133655,-1.1598117,0.1535538
78,-0.5616372,-0.49443963,"('nonresilient', 'resilient')",-0.5616372,-0.4944396,0.0671976
79,-0.315971,-0.2377898,"('wavering', 'unwavering')",-0.315971,-0.2377898,0.0781812
80,0.3938179,0.36709648,"('dominated', 'dominating')",0.3938179,0.3670965,-0.0267214
81,0.18319902,0.09569771,"('submissive', 'aggressive')",0.183199,0.0956977,-0.0875013
82,6.6853905,6.8999352,"('poor', 'rich')",6.6853905,6.8999352,0.2145447
83,-0.5524466,-0.45143375,"('powerless', 'powerful')",-0.5524466,-0.4514337,0.1010129
84,0.4241834,0.4346945,"('inferior', 'superior')",0.4241834,0.4346945,0.0105111
85,-1.1314982,-1.2482945,"('insignificant', 'prestigious')",-1.1314982,-1.2482945,-0.1167963
86,0.78705126,0.72473943,"('uninfluential', 'influential')",0.7870513,0.7247394,-0.0623119
87,0.64281845,0.85827416,"('unsuccessful', 'successful')",0.6428185,0.8582742,0.2154557
88,0.3023369,0.36179397,"('low', 'eminent')",0.3023369,0.361794,0.0594571
