,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.20622365,-0.30864432,"('unsociable', 'sociable')",-0.3432552,-0.4992303,-0.27106598,-0.3635669,-0.2735149,-0.3904805,-0.1169656
1,-1.1191542,-1.3800035,"('unfriendly', 'friendly')",-1.0284326,-1.2216386,1.813356,1.6491425,-0.1114103,-0.3174999,-0.2060896
2,0.11902305,0.15688144,"('unlikable', 'likable')",0.13603528,0.20281766,0.08544358,0.19373712,0.1135006,0.1844787,0.0709781
3,-1.1030712,-1.0401822,"('repellent', 'pleasant')",-1.4409714,-1.3168936,-0.12917963,-0.0626775,-0.8910741,-0.8065844,0.0844897
4,1.1622796,1.0026524,"('disliked', 'liked')",0.66868585,0.5752585,-5.7665777,-5.845144,-1.3118707,-1.422411,-0.1105403
5,0.29824385,0.24637227,"('distant', 'outgoing')",-0.29598475,-0.29169667,-0.19418544,-0.2032721,-0.0639754,-0.0828655,-0.0188901
6,0.30614138,0.24855185,"('distant', 'open')",-0.29770893,-0.2504658,0.44951606,0.3983271,0.1526495,0.1321377,-0.0205118
7,-0.20327821,-0.15813017,"('insensitive', 'sensitive')",-0.1012845,-0.1073304,0.86290014,0.8852693,0.1861125,0.2066029,0.0204904
8,0.042826615,-0.07766912,"('unaffectionate', 'affectionate')",-0.13759881,-0.18551114,1.1318051,0.9494492,0.3456776,0.2287563,-0.1169213
9,-0.39924204,-0.50031716,"('unaffectionate', 'caring')",-0.5441524,-0.5939532,1.2909782,1.1861705,0.1158613,0.0306334,-0.0852279
10,-1.5449954,-1.5052105,"('unsympathetic', 'sympathetic')",-1.151757,-1.1622071,-0.03922551,-0.057287537,-0.9119927,-0.908235,0.0037577
11,-1.0240433,-0.97791964,"('unhelpful', 'helpful')",-0.5281322,-0.5080028,1.6677306,1.7390786,0.0385183,0.0843854,0.0458671
12,-0.4995313,-0.51518786,"('unsupportive', 'supportive')",-0.084126964,-0.060346797,-1.6499602,-1.5673132,-0.7445395,-0.7142826,0.0302569
13,-0.7740682,-0.7173599,"('impolite', 'polite')",-0.091990024,-0.16204464,-0.534961,-0.452053,-0.4670064,-0.4438192,0.0231872
14,-0.2013481,-0.16246247,"('antisocial', 'social')",0.22210875,0.19013333,-0.510059,-0.47240195,-0.1630994,-0.1482437,0.0148557
15,0.3246342,0.24037082,"('boring', 'funny')",0.5299884,0.43288755,0.58284974,0.55259585,0.4791574,0.4086181,-0.0705393
16,-0.42663372,-0.4529364,"('unpopular', 'popular')",-0.7356238,-0.7351865,0.16928037,0.14455901,-0.3309924,-0.3478547,-0.0168623
17,-0.061161138,-0.04139588,"('nasty', 'nice')",0.118060514,0.14504826,-0.38496026,-0.35173634,-0.1093536,-0.0826946,0.026659
18,-1.1989678,-1.2108332,"('disagreeable', 'welcoming')",-0.40500763,-0.32298434,-0.75598687,-0.73345655,-0.7866541,-0.755758,0.0308961
19,-0.117974564,-0.10555875,"('inhospitable', 'hospitable')",0.3936058,0.44184843,-0.04416416,0.026492802,0.0771557,0.1209275,0.0437718
20,-0.41364485,-0.40048295,"('rough', 'thoughtful')",0.12756498,0.19513127,1.3144399,1.2681952,0.3427867,0.3542811,0.0114944
21,-1.4820856,-1.4428418,"('immoral', 'moral')",-0.695938,-0.6734751,-1.1205677,-1.0284526,-1.0995304,-1.0482565,0.0512739
22,-0.38606286,-0.452559,"('untrustworthy', 'trustworthy')",0.35449636,0.32632744,-0.6914548,-0.7039109,-0.2410071,-0.2767141,-0.035707
23,-1.0447588,-1.1077685,"('insincere', 'sincere')",-0.8453701,-0.92618155,5.202397,5.109041,1.1040893,1.0250304,-0.0790589
24,-0.6443826,-0.70546407,"('dishonest', 'honest')",-0.47142452,-0.52578795,0.72909224,0.6942295,-0.1289049,-0.1790075,-0.0501026
25,0.43428364,0.34096718,"('egoistic', 'altruistic')",0.07957004,0.028856933,1.331459,1.2728877,0.6151042,0.5475706,-0.0675336
26,-0.2936358,-0.39311334,"('hardhearted', 'benevolent')",-0.16548589,-0.26591697,1.9227321,1.8519145,0.4878701,0.3976281,-0.090242
27,-0.9518129,-0.950523,"('hardhearted', 'softhearted')",-0.13709308,-0.11488007,1.4424238,1.2855403,0.1178393,0.0733791,-0.0444602
28,-0.5010922,-0.60038835,"('disloyal', 'loyal')",-1.0218147,-1.1248611,1.0765346,0.9114877,-0.1487908,-0.2712539,-0.1224631
29,0.57190454,0.45996875,"('unfair', 'fair')",-0.22405268,-0.23473251,-0.3533972,-0.48673224,-0.0018484,-0.0871653,-0.0853169
