,sl_male,sl_female,tuple,green_male,green_female,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,1.1088146,1.0414399,"('unsociable', 'sociable')",1.3975725,1.1764174,-0.31119996,-0.4313523,-0.22179747,-0.30033746,0.4933475,0.3715419,-0.1218056
1,-0.79736817,-0.8488674,"('unfriendly', 'friendly')",-1.3700392,-1.4105989,-0.13108264,-0.272231,1.7419646,1.635698,-0.1391314,-0.2239998,-0.0848684
2,0.839074,0.7952669,"('unlikable', 'likable')",0.28391892,0.32039708,1.0881162,1.1821753,0.6559199,0.643306,0.7167573,0.7352863,0.018529
3,1.2997628,1.4102167,"('repellent', 'pleasant')",0.75180763,0.85538405,-0.59749925,-0.40596908,0.95608884,0.9418469,0.60254,0.7003696,0.0978296
4,-2.0314267,-2.1497474,"('disliked', 'liked')",-0.6920347,-0.7255548,0.65793294,0.65427303,-7.999902,-8.065382,-2.5163574,-2.5716028,-0.0552454
5,-1.688427,-1.8321236,"('distant', 'outgoing')",-1.6942922,-1.7169132,0.51957774,0.5110937,-0.16840099,-0.09343197,-0.7578856,-0.7828438,-0.0249582
6,-1.6717869,-1.7463042,"('distant', 'open')",-1.7141775,-1.6554792,0.3042198,0.31105113,0.16841204,0.2168412,-0.7283332,-0.7184728,0.0098604
7,1.1021745,1.1915529,"('insensitive', 'sensitive')",1.5233985,1.5459713,-0.4398831,-0.35149288,0.7749791,0.7693645,0.7401673,0.7888489,0.0486816
8,-0.47583783,-0.6133472,"('unaffectionate', 'affectionate')",-0.98855746,-1.0682195,-0.2860474,-0.33506584,1.3448446,1.2623061,-0.1013995,-0.1885816,-0.0871821
9,0.2591735,0.1937895,"('unaffectionate', 'caring')",-0.4048138,-0.41227844,0.16399054,0.13098891,1.8818455,1.8862842,0.4750489,0.4496961,-0.0253528
10,1.5280225,1.606318,"('unsympathetic', 'sympathetic')",0.9261467,0.81396,-1.8178673,-1.8790408,-0.30244136,-0.3575899,0.0834652,0.0459118,-0.0375534
11,0.53237146,0.5686375,"('unhelpful', 'helpful')",0.87317747,0.87132,-0.4200311,-0.42277542,1.7993287,1.9554965,0.6962116,0.7431697,0.0469581
12,1.4275289,1.4383698,"('unsupportive', 'supportive')",0.7929698,0.80872285,0.21030091,0.28936645,-2.1244464,-2.1438282,0.0765883,0.0981578,0.0215695
13,1.530841,1.5434908,"('impolite', 'polite')",1.6407849,1.5223657,-0.29499575,-0.4280586,-0.27852252,-0.26706353,0.6495269,0.5926836,-0.0568433
14,2.0952187,2.0614057,"('antisocial', 'social')",1.6424148,1.5305747,0.2936226,0.33988294,-0.25192225,-0.3494881,0.9448335,0.8955938,-0.0492397
15,-0.33403325,-0.44040966,"('boring', 'funny')",0.7720982,0.64843965,0.8598557,0.76438075,-0.14678773,-0.11932056,0.2877832,0.2132725,-0.0745107
