,stroke_male,stroke_female,tuple,average_male,average_female,female-male
0,0.021791566,0.085941225,"('unsociable', 'sociable')",0.0217916,0.0859412,0.0641496
1,1.6638889,1.6441202,"('unfriendly', 'friendly')",1.6638889,1.6441202,-0.0197687
2,0.02237295,0.17824128,"('unlikable', 'likable')",0.0223729,0.1782413,0.1558684
3,0.8483355,1.0858413,"('repellent', 'pleasant')",0.8483355,1.0858413,0.2375058
4,-6.96102,-7.0292687,"('disliked', 'liked')",-6.96102,-7.0292687,-0.0682487
5,-0.40923792,-0.20504814,"('distant', 'outgoing')",-0.4092379,-0.2050481,0.2041898
6,-0.1709913,0.015805941,"('distant', 'open')",-0.1709913,0.0158059,0.1867972
7,1.3978434,1.55096,"('insensitive', 'sensitive')",1.3978434,1.5509599,0.1531165
8,1.1401637,1.0964506,"('unaffectionate', 'affectionate')",1.1401637,1.0964506,-0.0437131
9,1.793219,1.9069492,"('unaffectionate', 'caring')",1.793219,1.9069492,0.1137302
10,1.0110939,1.1394553,"('unsympathetic', 'sympathetic')",1.0110939,1.1394553,0.1283614
11,1.77035,2.023025,"('unhelpful', 'helpful')",1.77035,2.023025,0.252675
12,-1.1011425,-0.9460822,"('unsupportive', 'supportive')",-1.1011425,-0.9460822,0.1550603
13,0.04493758,0.124439515,"('impolite', 'polite')",0.0449376,0.1244395,0.0795019
14,-0.054842345,-0.029266786,"('antisocial', 'social')",-0.0548423,-0.0292668,0.0255755
15,0.64860636,0.5593971,"('boring', 'funny')",0.6486064,0.5593971,-0.0892093
16,-0.49508935,-0.44370306,"('unpopular', 'popular')",-0.4950894,-0.4437031,0.0513863
17,0.0571597,-0.00054301694,"('nasty', 'nice')",0.0571597,-0.000543,-0.0577027
18,-0.2398008,-0.226487,"('disagreeable', 'welcoming')",-0.2398008,-0.226487,0.0133138
19,-0.44081584,-0.27511296,"('inhospitable', 'hospitable')",-0.4408158,-0.275113,0.1657028
20,0.62427497,0.44278544,"('rough', 'thoughtful')",0.624275,0.4427854,-0.1814896
21,-0.1409959,0.07841244,"('immoral', 'moral')",-0.1409959,0.0784124,0.2194083
22,-0.5367944,-0.25432163,"('untrustworthy', 'trustworthy')",-0.5367944,-0.2543216,0.2824728
23,6.699063,6.884777,"('insincere', 'sincere')",6.6990628,6.8847771,0.1857143
24,1.5470082,1.7565186,"('dishonest', 'honest')",1.5470082,1.7565186,0.2095104
25,0.8993947,0.8062874,"('egoistic', 'altruistic')",0.8993947,0.8062874,-0.0931073
26,0.7903117,0.36336917,"('hardhearted', 'benevolent')",0.7903117,0.3633692,-0.4269425
27,1.9078541,1.7425029,"('hardhearted', 'softhearted')",1.9078541,1.7425029,-0.1653512
28,0.84539324,0.8401574,"('disloyal', 'loyal')",0.8453932,0.8401574,-0.0052358
29,-0.56471926,-0.66432875,"('unfair', 'fair')",-0.5647193,-0.6643288,-0.0996095
30,0.80075985,0.8945311,"('intolerant', 'tolerant')",0.8007599,0.8945311,0.0937712
31,-1.3488997,-1.3588644,"('evil', 'good')",-1.3488997,-1.3588644,-0.0099647
32,1.1958168,1.1254697,"('unkind', 'kind')",1.1958168,1.1254697,-0.0703471
33,0.015810486,-0.0008593686,"('wrong', 'right')",0.0158105,-0.0008594,-0.0166699
34,4.588617,4.8997607,"('mean', 'honorable')",4.5886168,4.8997607,0.3111439
35,-1.257209,-1.4022981,"('corrupt', 'incorrupt')",-1.2572089,-1.4022981,-0.1450892
36,-0.9389103,-1.1350573,"('hostile', 'amicable')",-0.9389103,-1.1350573,-0.196147
37,1.1055268,1.1277474,"('fake', 'genuine')",1.1055268,1.1277474,0.0222206
38,0.0033378527,0.107384756,"('untruthful', 'truthful')",0.0033379,0.1073848,0.1040469
39,0.25666827,0.25905564,"('exploitative', 'cooperative')",0.2566683,0.2590556,0.0023873
40,-0.9317821,-0.9425337,"('stingy', 'generous')",-0.9317821,-0.9425337,-0.0107516
41,0.3702667,0.025382053,"('unforgiving', 'forgiving')",0.3702667,0.0253821,-0.3448846
42,-2.282928,-2.0754929,"('unreliable', 'reliable')",-2.282928,-2.0754929,0.2074351
43,0.9914682,1.1222279,"('irresponsible', 'responsible')",0.9914682,1.1222279,0.1307597
44,-1.6344043,-1.763641,"('prejudiced', 'unprejudiced')",-1.6344043,-1.763641,-0.1292367
45,0.19699411,0.29439604,"('incompetent', 'competent')",0.1969941,0.294396,0.0974019
46,-0.9093201,-0.75142014,"('uncompetitive', 'competitive')",-0.9093201,-0.7514201,0.1579
47,4.8549867,5.0185833,"('stupid', 'smart')",4.8549867,5.0185833,0.1635966
48,0.83276004,0.71781576,"('unintelligent', 'intelligent')",0.83276,0.7178158,-0.1149442
49,0.17238231,0.365659,"('unable', 'able')",0.1723823,0.365659,0.1932767
50,-0.34731993,-0.3036095,"('clumsy', 'skillful')",-0.3473199,-0.3036095,0.0437104
51,0.86077785,0.96709126,"('uneducated', 'educated')",0.8607779,0.9670913,0.1063134
52,-0.1164045,-0.16786519,"('irrational', 'rational')",-0.1164045,-0.1678652,-0.0514607
