,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,female-male
0,-1.0823869,-1.1578974,"('unsociable', 'sociable')",-0.6243309,-0.6522305,0.03844989,-0.17384583,-0.5560893,-0.6613246,-0.1052353
1,0.48447677,0.4421618,"('unfriendly', 'friendly')",1.1997751,1.1386378,1.6254498,1.5860322,1.1032339,1.0556106,-0.0476233
2,0.6631221,0.7439377,"('unlikable', 'likable')",0.8148425,0.921168,0.7427752,1.0483384,0.7402466,0.9044814,0.1642348
3,-1.1849737,-1.0882173,"('repellent', 'pleasant')",-1.0044832,-0.8948478,0.8369777,0.9160247,-0.4508264,-0.3556801,0.0951463
4,-0.7257796,-0.83138025,"('disliked', 'liked')",0.5229624,0.32604948,-7.4317017,-7.3352737,-2.5448395,-2.6135349,-0.0686954
5,-0.36401522,-0.24896348,"('distant', 'outgoing')",0.9986001,0.9168255,-0.987208,-0.8327782,-0.117541,-0.0549721,0.0625689
6,-0.6158984,-0.48654792,"('distant', 'open')",0.50988775,0.42681128,-0.7370389,-0.5596146,-0.2810165,-0.2064504,0.0745661
7,-0.23309311,-0.2898166,"('insensitive', 'sensitive')",-1.0094273,-0.9232596,0.16959421,0.20559128,-0.3576421,-0.3358283,0.0218138
8,0.65498024,0.700056,"('unaffectionate', 'affectionate')",1.0904003,1.0867039,0.5536601,0.5638486,0.7663469,0.7835361,0.0171892
9,0.86966634,0.7469707,"('unaffectionate', 'caring')",1.0455754,1.0025866,0.9777952,0.9272893,0.9643456,0.8922822,-0.0720634
10,-0.7736002,-0.9065747,"('unsympathetic', 'sympathetic')",-1.3621404,-1.3603438,0.18785019,0.07742812,-0.6492968,-0.7298302,-0.0805334
11,0.4745736,0.32739434,"('unhelpful', 'helpful')",-0.004321143,0.053880483,2.554698,2.5984023,1.0083168,0.9932257,-0.0150911
12,0.06284017,0.2217917,"('unsupportive', 'supportive')",-0.23542789,-0.081295654,-2.197824,-2.103634,-0.7901372,-0.6543794,0.1357578
13,-0.23750992,-0.34151977,"('impolite', 'polite')",-0.77618396,-0.789521,0.08872355,0.02758839,-0.3083235,-0.3678175,-0.059494
14,-0.6056365,-0.8192346,"('antisocial', 'social')",-0.49348325,-0.6229535,0.40085357,0.20417005,-0.2327554,-0.4126727,-0.1799173
15,0.53288126,0.36738703,"('boring', 'funny')",0.973509,0.7839703,0.4913921,0.573597,0.6659275,0.5749848,-0.0909427
