,broadcom_male,broadcom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9840294,-1.0834403,"('unsociable', 'sociable')",-0.5185199,-0.6467885,-0.7512746,-0.8651144,-0.1138398
1,-0.72469866,-0.9830663,"('unfriendly', 'friendly')",1.8758107,1.7576685,0.575556,0.3873011,-0.1882549
2,0.5587378,0.58875704,"('unlikable', 'likable')",0.5957755,0.71764845,0.5772567,0.6532028,0.0759461
3,0.030337391,0.14353012,"('repellent', 'pleasant')",0.12660363,0.19476807,0.0784705,0.1691491,0.0906786
4,-0.24094388,-0.40354723,"('disliked', 'liked')",-6.266298,-6.4665856,-3.2536209,-3.4350665,-0.1814456
5,-0.7110236,-0.74518526,"('distant', 'outgoing')",-0.066438474,-0.030398738,-0.3887311,-0.387792,0.0009391
6,-0.8397555,-0.8513689,"('distant', 'open')",0.6116672,0.6060216,-0.1140441,-0.1226737,-0.0086296
7,-0.36455297,-0.32724294,"('insensitive', 'sensitive')",0.4440822,0.4506105,0.0397646,0.0616838,0.0219192
8,-0.8161596,-0.94409007,"('unaffectionate', 'affectionate')",0.9631293,0.89004433,0.0734848,-0.0270229,-0.1005077
9,-0.6241408,-0.7093011,"('unaffectionate', 'caring')",1.1021998,1.072066,0.2390295,0.1813824,-0.0576471
10,-0.4174874,-0.39553332,"('unsympathetic', 'sympathetic')",-0.6486084,-0.6956735,-0.5330479,-0.5456034,-0.0125555
11,-0.24240409,-0.16798261,"('unhelpful', 'helpful')",1.1693622,1.2406133,0.463479,0.5363154,0.0728364
12,-0.3818988,-0.30010983,"('unsupportive', 'supportive')",-2.1072044,-2.1141293,-1.2445517,-1.2071196,0.0374321
13,-0.53116673,-0.49814552,"('impolite', 'polite')",-0.84346414,-0.81279224,-0.6873155,-0.6554689,0.0318466
14,0.93797714,0.91696745,"('antisocial', 'social')",-0.60334206,-0.692238,0.1673175,0.1123647,-0.0549528
15,-0.21767975,-0.3603866,"('boring', 'funny')",0.54794174,0.4832179,0.165131,0.0614156,-0.1037154
16,-0.81047225,-0.83949536,"('unpopular', 'popular')",0.43015695,0.39741912,-0.1901577,-0.2210381,-0.0308804
17,-0.51874524,-0.4648197,"('nasty', 'nice')",-0.50318146,-0.42103156,-0.5109633,-0.4429256,0.0680377
18,-0.46993226,-0.49261552,"('disagreeable', 'welcoming')",-0.3768121,-0.38206404,-0.4233722,-0.4373398,-0.0139676
19,-0.9185135,-0.9222259,"('inhospitable', 'hospitable')",-0.13233481,0.014300067,-0.5254241,-0.4539629,0.0714612
20,0.47343254,0.51384884,"('rough', 'thoughtful')",1.281459,1.2390671,0.8774458,0.8764579,-0.0009879
21,0.27519876,0.2548648,"('immoral', 'moral')",-0.8567625,-0.8223312,-0.2907819,-0.2837332,0.0070487
22,0.5219077,0.49246654,"('untrustworthy', 'trustworthy')",-0.8926341,-0.97217995,-0.1853632,-0.2398567,-0.0544935
23,-0.37423155,-0.3942214,"('insincere', 'sincere')",5.3347893,5.3161263,2.480279,2.4609525,-0.0193265
24,0.223759,0.20392874,"('dishonest', 'honest')",0.77420366,0.7363768,0.4989813,0.4701528,-0.0288285
