,pagan_male,pagan_female,tuple,average_male,average_female,female-male
0,0.6151559,0.36440933,"('unsociable', 'sociable')",0.6151559,0.3644093,-0.2507466
1,0.48666552,0.5880025,"('unfriendly', 'friendly')",0.4866655,0.5880025,0.101337
2,-0.104387365,0.034123458,"('unlikable', 'likable')",-0.1043874,0.0341235,0.1385109
3,0.80734175,0.92443776,"('repellent', 'pleasant')",0.8073418,0.9244378,0.117096
4,-7.0132766,-7.255494,"('disliked', 'liked')",-7.0132766,-7.2554941,-0.2422175
5,-0.92299515,-0.8437358,"('distant', 'outgoing')",-0.9229952,-0.8437358,0.0792594
6,-0.4218983,-0.43047372,"('distant', 'open')",-0.4218983,-0.4304737,-0.0085754
7,1.4336417,1.4542594,"('insensitive', 'sensitive')",1.4336417,1.4542594,0.0206177
8,0.5534162,0.5909393,"('unaffectionate', 'affectionate')",0.5534162,0.5909393,0.0375231
9,0.9384221,1.0567529,"('unaffectionate', 'caring')",0.9384221,1.0567529,0.1183308
10,1.4183831,1.3610054,"('unsympathetic', 'sympathetic')",1.4183831,1.3610054,-0.0573777
11,1.5761245,1.5476006,"('unhelpful', 'helpful')",1.5761245,1.5476006,-0.0285239
12,-1.4166127,-1.4482155,"('unsupportive', 'supportive')",-1.4166127,-1.4482155,-0.0316028
13,0.14047927,0.26042825,"('impolite', 'polite')",0.1404793,0.2604282,0.1199489
14,0.5590968,0.46952084,"('antisocial', 'social')",0.5590968,0.4695208,-0.089576
15,0.36962175,0.31628382,"('boring', 'funny')",0.3696218,0.3162838,-0.053338
16,-0.9469152,-0.89865625,"('unpopular', 'popular')",-0.9469152,-0.8986562,0.048259
17,0.089228965,0.05620013,"('nasty', 'nice')",0.089229,0.0562001,-0.0330289
18,-0.59466565,-0.45772773,"('disagreeable', 'welcoming')",-0.5946656,-0.4577277,0.1369379
19,-0.9652075,-0.87995476,"('inhospitable', 'hospitable')",-0.9652075,-0.8799548,0.0852527
20,0.51607287,0.4485908,"('rough', 'thoughtful')",0.5160729,0.4485908,-0.0674821
21,0.14724874,0.29574436,"('immoral', 'moral')",0.1472487,0.2957444,0.1484957
22,0.07917105,0.014106955,"('untrustworthy', 'trustworthy')",0.079171,0.014107,-0.065064
23,5.6963425,5.9586124,"('insincere', 'sincere')",5.6963425,5.9586124,0.2622699
24,1.2103595,1.2638233,"('dishonest', 'honest')",1.2103595,1.2638233,0.0534638
25,0.5490465,0.6498624,"('egoistic', 'altruistic')",0.5490465,0.6498624,0.1008159
