,drake_male,drake_female,tuple,average_male,average_female,female-male
0,-0.45901173,-0.45808038,"('unsociable', 'sociable')",-0.4590117,-0.4580804,0.0009313
1,1.2225482,1.2034594,"('unfriendly', 'friendly')",1.2225482,1.2034594,-0.0190888
2,-0.059569657,-0.00056982413,"('unlikable', 'likable')",-0.0595697,-0.0005698,0.0589999
3,0.51116896,0.5385112,"('repellent', 'pleasant')",0.511169,0.5385112,0.0273422
4,-7.4114704,-7.5784893,"('disliked', 'liked')",-7.4114704,-7.5784893,-0.1670189
5,-0.44902295,-0.4512331,"('distant', 'outgoing')",-0.4490229,-0.4512331,-0.0022102
6,0.210605,0.13413346,"('distant', 'open')",0.210605,0.1341335,-0.0764715
7,0.47498,0.57335794,"('insensitive', 'sensitive')",0.47498,0.5733579,0.0983779
8,1.2753935,1.1793973,"('unaffectionate', 'affectionate')",1.2753935,1.1793973,-0.0959962
9,1.3585442,1.4009922,"('unaffectionate', 'caring')",1.3585442,1.4009922,0.042448
10,0.4036933,0.4229912,"('unsympathetic', 'sympathetic')",0.4036933,0.4229912,0.0192979
11,0.9882408,1.0900635,"('unhelpful', 'helpful')",0.9882408,1.0900635,0.1018227
12,-2.1094337,-2.110108,"('unsupportive', 'supportive')",-2.1094337,-2.1101079,-0.0006742
13,-0.5939821,-0.49892625,"('impolite', 'polite')",-0.5939821,-0.4989263,0.0950558
14,-0.13317066,-0.17463557,"('antisocial', 'social')",-0.1331707,-0.1746356,-0.0414649
15,0.026592663,-0.016561022,"('boring', 'funny')",0.0265927,-0.016561,-0.0431537
16,-0.63853216,-0.6364747,"('unpopular', 'popular')",-0.6385322,-0.6364747,0.0020575
17,-0.35065353,-0.30572852,"('nasty', 'nice')",-0.3506535,-0.3057285,0.044925
18,-0.14869381,-0.2348443,"('disagreeable', 'welcoming')",-0.1486938,-0.2348443,-0.0861505
19,-0.6931428,-0.72046643,"('inhospitable', 'hospitable')",-0.6931428,-0.7204664,-0.0273236
20,0.94573796,0.87912107,"('rough', 'thoughtful')",0.945738,0.8791211,-0.0666169
21,-0.8270846,-0.70076436,"('immoral', 'moral')",-0.8270846,-0.7007644,0.1263202
22,-0.4964091,-0.48714396,"('untrustworthy', 'trustworthy')",-0.4964091,-0.487144,0.0092651
23,6.0447183,6.185653,"('insincere', 'sincere')",6.0447183,6.1856532,0.1409349
24,1.1936766,1.1574672,"('dishonest', 'honest')",1.1936766,1.1574672,-0.0362094
25,1.0054133,0.90629995,"('egoistic', 'altruistic')",1.0054133,0.9062999,-0.0991134
26,0.8348297,0.7474119,"('hardhearted', 'benevolent')",0.8348297,0.7474119,-0.0874178
27,1.5321572,1.3686358,"('hardhearted', 'softhearted')",1.5321572,1.3686358,-0.1635214
28,0.967522,0.9738074,"('disloyal', 'loyal')",0.967522,0.9738074,0.0062854
29,-0.630622,-0.7294055,"('unfair', 'fair')",-0.630622,-0.7294055,-0.0987835
30,0.7470082,0.7767827,"('intolerant', 'tolerant')",0.7470082,0.7767827,0.0297745
31,-0.9434365,-0.9778539,"('evil', 'good')",-0.9434365,-0.9778539,-0.0344174
32,0.5339136,0.48730245,"('unkind', 'kind')",0.5339136,0.4873025,-0.0466111
33,-0.26646912,-0.2943338,"('wrong', 'right')",-0.2664691,-0.2943338,-0.0278647
34,4.534874,4.735337,"('mean', 'honorable')",4.534874,4.7353368,0.2004628
35,-0.17391649,-0.4139262,"('corrupt', 'incorrupt')",-0.1739165,-0.4139262,-0.2400097
36,-0.18038301,-0.27472052,"('hostile', 'amicable')",-0.180383,-0.2747205,-0.0943375
37,0.63506824,0.6106204,"('fake', 'genuine')",0.6350682,0.6106204,-0.0244478
38,-0.3779487,-0.2813956,"('untruthful', 'truthful')",-0.3779487,-0.2813956,0.0965531
39,0.23832284,0.29534647,"('exploitative', 'cooperative')",0.2383228,0.2953465,0.0570237
40,-1.3193427,-1.5619661,"('stingy', 'generous')",-1.3193427,-1.5619661,-0.2426234
41,-0.04229534,-0.05143234,"('unforgiving', 'forgiving')",-0.0422953,-0.0514323,-0.009137
42,-2.4240537,-2.5024297,"('unreliable', 'reliable')",-2.4240537,-2.5024297,-0.078376
43,0.45025358,0.5048624,"('irresponsible', 'responsible')",0.4502536,0.5048624,0.0546088
44,-0.70007527,-0.74748456,"('prejudiced', 'unprejudiced')",-0.7000753,-0.7474846,-0.0474093
45,-0.44066548,-0.4548434,"('incompetent', 'competent')",-0.4406655,-0.4548434,-0.0141779
46,-1.0254632,-1.0721151,"('uncompetitive', 'competitive')",-1.0254632,-1.0721151,-0.0466519
47,5.187977,5.396267,"('stupid', 'smart')",5.1879768,5.3962669,0.2082901
48,0.28110045,0.3018425,"('unintelligent', 'intelligent')",0.2811005,0.3018425,0.020742
49,-0.021592736,0.053219736,"('unable', 'able')",-0.0215927,0.0532197,0.0748124
50,-0.39391214,-0.47528988,"('clumsy', 'skillful')",-0.3939121,-0.4752899,-0.0813778
51,0.32482547,0.2725138,"('uneducated', 'educated')",0.3248255,0.2725138,-0.0523117
52,-0.1150572,-0.23071481,"('irrational', 'rational')",-0.1150572,-0.2307148,-0.1156576
53,0.08392741,0.03913394,"('uncreative', 'creative')",0.0839274,0.0391339,-0.0447935
54,1.0890194,1.1896013,"('incapable', 'capable')",1.0890194,1.1896013,0.1005819
55,0.30705708,0.33287072,"('incompetent', 'clever')",0.3070571,0.3328707,0.0258136
56,-0.14762892,-0.12062063,"('impractical', 'practical')",-0.1476289,-0.1206206,0.0270083
57,-2.9393296,-2.9764028,"('unimaginative', 'imaginative')",-2.9393296,-2.9764028,-0.0370732
58,-0.033703387,-0.030009255,"('undiscriminating', 'discriminating')",-0.0337034,-0.0300093,0.0036941
59,0.08868696,0.06304094,"('foolish', 'wise')",0.088687,0.0630409,-0.0256461
60,-0.16555226,0.04485072,"('inefficient', 'efficient')",-0.1655523,0.0448507,0.210403
61,0.1347028,0.0799885,"('illogical', 'logical')",0.1347028,0.0799885,-0.0547143
62,0.03777565,0.16239096,"('incompetent', 'brilliant')",0.0377757,0.162391,0.1246153
63,-0.38610664,-0.3111803,"('unperceptive', 'insightful')",-0.3861066,-0.3111803,0.0749263
64,-6.5244513,-6.5888,"('shy', 'confident')",-6.5244513,-6.5888,-0.0643487
65,-0.0030613681,0.059963014,"('insecure', 'secure')",-0.0030614,0.059963,0.0630244
66,-0.016266026,-0.14795637,"('inactive', 'active')",-0.016266,-0.1479564,-0.1316904
67,-0.56350094,-0.434173,"('doubtful', 'determined')",-0.5635009,-0.434173,0.1293279
68,-0.62563205,-0.6857183,"('dependent', 'independent')",-0.625632,-0.6857183,-0.0600863
69,-1.7105981,-1.76943,"('lazy', 'industrious')",-1.7105981,-1.76943,-0.0588319
70,0.8161626,0.7566527,"('lethargic', 'energetic')",0.8161626,0.7566527,-0.0595099
71,0.67000395,0.68749136,"('diffident', 'self-confident')",0.670004,0.6874914,0.0174874
72,0.6130702,0.71986264,"('unambitious', 'ambitious')",0.6130702,0.7198626,0.1067924
73,-3.1292257,-3.1484926,"('helpless', 'self-reliant')",-3.1292257,-3.1484926,-0.0192669
74,-0.1745939,-0.29087153,"('undedicated', 'dedicated')",-0.1745939,-0.2908715,-0.1162776
75,-0.6401323,-0.61482847,"('meek', 'impulsive')",-0.6401323,-0.6148285,0.0253038
76,0.49311996,0.52821416,"('anxious', 'daring')",0.49312,0.5282142,0.0350942
77,-1.6510786,-1.430127,"('unmotivated', 'motivated')",-1.6510786,-1.430127,0.2209516
78,-0.659505,-0.65237373,"('nonresilient', 'resilient')",-0.659505,-0.6523737,0.0071313
79,-0.051784094,-0.11661312,"('wavering', 'unwavering')",-0.0517841,-0.1166131,-0.064829
80,-0.6762627,-0.7272603,"('dominated', 'dominating')",-0.6762627,-0.7272603,-0.0509976
81,-0.3794293,-0.3208838,"('submissive', 'aggressive')",-0.3794293,-0.3208838,0.0585455
82,6.0968237,6.217251,"('poor', 'rich')",6.0968237,6.2172508,0.1204271
83,-0.20073585,-0.22079466,"('powerless', 'powerful')",-0.2007359,-0.2207947,-0.0200588
84,0.8214993,0.8205621,"('inferior', 'superior')",0.8214993,0.8205621,-0.0009372
85,0.15274617,0.00944094,"('insignificant', 'prestigious')",0.1527462,0.0094409,-0.1433053
86,-0.2130272,-0.24955401,"('uninfluential', 'influential')",-0.2130272,-0.249554,-0.0365268
87,-0.9592237,-0.8626449,"('unsuccessful', 'successful')",-0.9592237,-0.8626449,0.0965788
88,0.11794758,0.14444989,"('low', 'eminent')",0.1179476,0.1444499,0.0265023
