,hectare_male,hectare_female,tuple,average_male,average_female,female-male
0,-0.16848317,-0.14044899,"('unsociable', 'sociable')",-0.1684832,-0.140449,0.0280342
1,1.3090943,1.4796251,"('unfriendly', 'friendly')",1.3090943,1.4796251,0.1705308
2,0.08742666,0.44006044,"('unlikable', 'likable')",0.0874267,0.4400604,0.3526337
3,0.79166144,0.9533708,"('repellent', 'pleasant')",0.7916614,0.9533708,0.1617094
4,-7.343491,-7.105675,"('disliked', 'liked')",-7.3434911,-7.1056752,0.2378159
5,-0.8083993,-0.4448347,"('distant', 'outgoing')",-0.8083993,-0.4448347,0.3635646
6,-0.29774266,-0.10447918,"('distant', 'open')",-0.2977427,-0.1044792,0.1932635
7,1.3893565,1.399305,"('insensitive', 'sensitive')",1.3893565,1.399305,0.0099485
8,1.0433398,1.1708361,"('unaffectionate', 'affectionate')",1.0433398,1.1708361,0.1274963
9,1.3212997,1.4880209,"('unaffectionate', 'caring')",1.3212997,1.4880209,0.1667212
10,1.4136515,1.4219973,"('unsympathetic', 'sympathetic')",1.4136515,1.4219973,0.0083458
11,1.8272915,2.0070605,"('unhelpful', 'helpful')",1.8272915,2.0070605,0.179769
12,-1.3590755,-1.0284089,"('unsupportive', 'supportive')",-1.3590755,-1.0284089,0.3306666
13,0.11820262,0.1747748,"('impolite', 'polite')",0.1182026,0.1747748,0.0565722
14,0.122543015,0.079158716,"('antisocial', 'social')",0.122543,0.0791587,-0.0433843
15,0.0781105,0.18485695,"('boring', 'funny')",0.0781105,0.184857,0.1067465
16,-0.99669117,-0.76335347,"('unpopular', 'popular')",-0.9966912,-0.7633535,0.2333377
17,-0.24799833,-0.121101156,"('nasty', 'nice')",-0.2479983,-0.1211012,0.1268971
18,-0.71322155,-0.52184165,"('disagreeable', 'welcoming')",-0.7132215,-0.5218416,0.1913799
19,-0.5720613,-0.3484433,"('inhospitable', 'hospitable')",-0.5720613,-0.3484433,0.223618
20,1.1308191,0.81888497,"('rough', 'thoughtful')",1.1308191,0.818885,-0.3119341
21,0.17988999,0.27626526,"('immoral', 'moral')",0.17989,0.2762653,0.0963753
22,0.007677827,0.05888918,"('untrustworthy', 'trustworthy')",0.0076778,0.0588892,0.0512114
23,6.546653,6.654218,"('insincere', 'sincere')",6.5466528,6.6542182,0.1075654
24,1.7280586,1.8005999,"('dishonest', 'honest')",1.7280586,1.8005999,0.0725413
25,0.30497813,0.33780128,"('egoistic', 'altruistic')",0.3049781,0.3378013,0.0328232
26,0.6647637,0.3859608,"('hardhearted', 'benevolent')",0.6647637,0.3859608,-0.2788029
27,1.5824378,1.4829817,"('hardhearted', 'softhearted')",1.5824378,1.4829817,-0.0994561
28,1.1150026,1.0687593,"('disloyal', 'loyal')",1.1150026,1.0687593,-0.0462433
29,-0.241197,-0.35559028,"('unfair', 'fair')",-0.241197,-0.3555903,-0.1143933
30,1.2209702,1.1996713,"('intolerant', 'tolerant')",1.2209702,1.1996713,-0.0212989
31,-1.5879169,-1.4657159,"('evil', 'good')",-1.5879169,-1.4657159,0.122201
32,1.3681728,1.267302,"('unkind', 'kind')",1.3681728,1.267302,-0.1008708
33,-0.8804527,-0.6885169,"('wrong', 'right')",-0.8804527,-0.6885169,0.1919358
34,4.3015065,4.5070558,"('mean', 'honorable')",4.3015065,4.5070558,0.2055493
35,-1.1542848,-1.2842236,"('corrupt', 'incorrupt')",-1.1542848,-1.2842236,-0.1299388
36,-0.9101085,-0.9486277,"('hostile', 'amicable')",-0.9101085,-0.9486277,-0.0385192
37,1.0646005,1.0387712,"('fake', 'genuine')",1.0646005,1.0387712,-0.0258293
38,0.04854303,0.21998549,"('untruthful', 'truthful')",0.048543,0.2199855,0.1714425
39,-0.024795994,-0.105503716,"('exploitative', 'cooperative')",-0.024796,-0.1055037,-0.0807077
40,-1.2229625,-1.1671938,"('stingy', 'generous')",-1.2229625,-1.1671938,0.0557687
41,0.19550052,0.099131,"('unforgiving', 'forgiving')",0.1955005,0.099131,-0.0963695
42,-1.8495564,-1.6604825,"('unreliable', 'reliable')",-1.8495564,-1.6604825,0.1890739
43,1.3772558,1.535269,"('irresponsible', 'responsible')",1.3772558,1.535269,0.1580132
44,-1.1215928,-1.3779806,"('prejudiced', 'unprejudiced')",-1.1215928,-1.3779806,-0.2563878
45,0.2457351,0.3017275,"('incompetent', 'competent')",0.2457351,0.3017275,0.0559924
46,-0.26968998,-0.21551217,"('uncompetitive', 'competitive')",-0.26969,-0.2155122,0.0541778
47,5.486241,5.638393,"('stupid', 'smart')",5.4862409,5.6383929,0.152152
48,0.83388627,0.83591145,"('unintelligent', 'intelligent')",0.8338863,0.8359115,0.0020252
49,0.06769844,0.26967257,"('unable', 'able')",0.0676984,0.2696726,0.2019742
50,-0.2652253,-0.020986836,"('clumsy', 'skillful')",-0.2652253,-0.0209868,0.2442385
51,0.6272076,0.72488993,"('uneducated', 'educated')",0.6272076,0.7248899,0.0976823
52,-0.6512985,-0.65411603,"('irrational', 'rational')",-0.6512985,-0.654116,-0.0028175
53,0.4455246,0.5173245,"('uncreative', 'creative')",0.4455246,0.5173245,0.0717999
54,1.0315021,1.2997398,"('incapable', 'capable')",1.0315021,1.2997398,0.2682377
55,0.99686456,1.0303648,"('incompetent', 'clever')",0.9968646,1.0303648,0.0335002
56,0.7120642,0.8631608,"('impractical', 'practical')",0.7120642,0.8631608,0.1510966
57,-2.0969,-1.9438273,"('unimaginative', 'imaginative')",-2.0969,-1.9438273,0.1530727
58,-0.028967474,0.016860966,"('undiscriminating', 'discriminating')",-0.0289675,0.016861,0.0458285
59,-0.07648673,0.19985849,"('foolish', 'wise')",-0.0764867,0.1998585,0.2763452
60,0.48754537,0.6271044,"('inefficient', 'efficient')",0.4875454,0.6271044,0.139559
61,0.28061315,0.18691435,"('illogical', 'logical')",0.2806132,0.1869144,-0.0936988
62,1.12015,1.4207602,"('incompetent', 'brilliant')",1.12015,1.4207602,0.3006102
63,0.6890345,0.9502631,"('unperceptive', 'insightful')",0.6890345,0.9502631,0.2612286
64,-5.8498282,-5.546729,"('shy', 'confident')",-5.8498282,-5.5467291,0.3030991
65,1.0227611,1.1014618,"('insecure', 'secure')",1.0227611,1.1014618,0.0787007
66,0.012887597,-0.12251479,"('inactive', 'active')",0.0128876,-0.1225148,-0.1354024
67,-0.8626007,-0.8903296,"('doubtful', 'determined')",-0.8626007,-0.8903296,-0.0277289
68,-0.5791378,-0.38564456,"('dependent', 'independent')",-0.5791378,-0.3856446,0.1934932
69,-1.9358637,-1.8271867,"('lazy', 'industrious')",-1.9358637,-1.8271867,0.108677
70,1.632023,1.6830373,"('lethargic', 'energetic')",1.632023,1.6830373,0.0510143
71,0.15334667,0.35421225,"('diffident', 'self-confident')",0.1533467,0.3542123,0.2008656
72,0.9573204,1.2030065,"('unambitious', 'ambitious')",0.9573204,1.2030065,0.2456861
73,-3.1144903,-2.7687833,"('helpless', 'self-reliant')",-3.1144903,-2.7687833,0.345707
74,0.3205045,0.30835307,"('undedicated', 'dedicated')",0.3205045,0.3083531,-0.0121514
75,-0.6223777,-0.49200982,"('meek', 'impulsive')",-0.6223777,-0.4920098,0.1303679
76,0.9870441,0.87744385,"('anxious', 'daring')",0.9870441,0.8774439,-0.1096002
77,-1.2221061,-1.0954448,"('unmotivated', 'motivated')",-1.2221061,-1.0954448,0.1266613
78,-0.59535307,-0.49882406,"('nonresilient', 'resilient')",-0.5953531,-0.4988241,0.096529
79,-0.392534,-0.22448525,"('wavering', 'unwavering')",-0.392534,-0.2244852,0.1680488
80,0.26364723,0.046070676,"('dominated', 'dominating')",0.2636472,0.0460707,-0.2175765
81,0.42504594,0.46979558,"('submissive', 'aggressive')",0.4250459,0.4697956,0.0447497
82,6.119624,6.353121,"('poor', 'rich')",6.1196241,6.3531208,0.2334967
83,-0.31521314,-0.34930152,"('powerless', 'powerful')",-0.3152131,-0.3493015,-0.0340884
84,0.14399573,0.26176533,"('inferior', 'superior')",0.1439957,0.2617653,0.1177696
85,-1.3619804,-1.3237956,"('insignificant', 'prestigious')",-1.3619804,-1.3237956,0.0381848
86,0.56676257,0.63828653,"('uninfluential', 'influential')",0.5667626,0.6382865,0.0715239
87,-0.26528025,0.06543957,"('unsuccessful', 'successful')",-0.2652802,0.0654396,0.3307198
88,-0.2707077,-0.12048699,"('low', 'eminent')",-0.2707077,-0.120487,0.1502207
