,mgm_male,mgm_female,tuple,resorts_male,resorts_female,international_male,international_female,average_male,average_female,female-male
0,1.7700332,1.6560996,"('unsociable', 'sociable')",1.1752688,1.0684595,0.13935158,0.15670127,1.0282179,0.9604201,-0.0677978
1,1.2096736,1.0717151,"('unfriendly', 'friendly')",2.144554,2.1795871,1.4852661,1.3759453,1.6131646,1.5424159,-0.0707487
2,0.90882033,0.9767715,"('unlikable', 'likable')",1.6253711,1.6161635,0.2333245,0.2846794,0.9225053,0.9592048,0.0366995
3,-0.54889065,-0.52314335,"('repellent', 'pleasant')",-1.2241699,-1.139884,0.86628395,0.9251872,-0.3022589,-0.2459467,0.0563122
4,-0.19018078,-0.20597836,"('disliked', 'liked')",0.34122705,0.32016087,-7.8946004,-7.9974957,-2.5811847,-2.6277711,-0.0465864
5,0.5643718,0.6067906,"('distant', 'outgoing')",1.8788298,1.9189863,-0.21182677,-0.17734791,0.7437916,0.7828097,0.0390181
6,0.884252,0.93791205,"('distant', 'open')",1.6862909,1.7712533,0.20218018,0.1995093,0.924241,0.9695582,0.0453172
7,0.8840228,0.8354902,"('insensitive', 'sensitive')",0.33314356,0.39162403,0.25591806,0.23803341,0.4910281,0.4883825,-0.0026456
8,1.4029101,1.4061089,"('unaffectionate', 'affectionate')",1.6894208,1.6433707,0.799141,0.72802216,1.2971573,1.2591672,-0.0379901
9,2.2047832,2.1995852,"('unaffectionate', 'caring')",2.385593,2.361868,1.7116132,1.6918001,2.100663,2.0844177,-0.0162453
10,0.4912125,0.42521992,"('unsympathetic', 'sympathetic')",-1.9079852,-1.8760204,-0.27167296,-0.2019372,-0.5628152,-0.5509126,0.0119026
11,-0.16483259,-0.1696487,"('unhelpful', 'helpful')",-0.7615179,-0.79561895,2.5401568,2.6508112,0.5379355,0.5618478,0.0239123
12,1.8961041,1.8493065,"('unsupportive', 'supportive')",1.3639858,1.3588858,-1.8672464,-1.9143977,0.4642812,0.4312649,-0.0330163
13,0.20765276,0.13172093,"('impolite', 'polite')",-0.42972624,-0.5033757,0.5564198,0.60908216,0.1114488,0.0791425,-0.0323063
14,1.1786556,1.1463677,"('antisocial', 'social')",0.58095026,0.5679616,-0.1248411,-0.15306073,0.5449216,0.5204229,-0.0244987
15,0.4563657,0.39295906,"('boring', 'funny')",1.0380039,0.8983128,0.15621644,0.15256633,0.5501954,0.4812794,-0.068916
16,0.22782165,0.30786535,"('unpopular', 'popular')",2.280815,2.3263745,0.7193941,0.84403557,1.0760102,1.1594252,0.083415
17,-0.9120991,-0.8172446,"('nasty', 'nice')",-0.28772977,-0.25797427,-0.919399,-0.8907926,-0.7064093,-0.6553372,0.0510721
18,1.4885962,1.4415519,"('disagreeable', 'welcoming')",1.3936287,1.419004,-0.20396858,-0.24000427,0.8927522,0.8735172,-0.019235
19,-0.81268275,-0.7570354,"('inhospitable', 'hospitable')",-0.9770508,-0.9597482,-0.21066213,-0.07654055,-0.6667986,-0.5977747,0.0690239
20,-0.3813955,-0.42988837,"('rough', 'thoughtful')",-0.7564757,-0.7529086,0.3802533,0.34678453,-0.2525393,-0.2786708,-0.0261315
21,0.15457039,0.053632885,"('immoral', 'moral')",-1.3293021,-1.3497441,-0.36075702,-0.28640625,-0.5118296,-0.5275058,-0.0156762
