,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5454275,-0.6239692,"('unsociable', 'sociable')",0.18462586,0.038316965,-0.1804008,-0.2928261,-0.1124253
1,1.7154906,1.7335824,"('unfriendly', 'friendly')",0.9442404,0.7927451,1.3298655,1.2631638,-0.0667017
2,1.2960376,1.2964311,"('unlikable', 'likable')",0.9846347,1.0738219,1.1403362,1.1851265,0.0447903
3,-0.97915006,-0.8411805,"('repellent', 'pleasant')",1.1223848,1.057949,0.0716174,0.1083842,0.0367668
4,0.05499142,0.051222526,"('disliked', 'liked')",-5.764151,-5.9951596,-2.8545799,-2.9719687,-0.1173888
5,1.3881347,1.4101664,"('distant', 'outgoing')",-0.93350416,-0.82303965,0.2273153,0.2935634,0.0662481
6,1.7639316,1.8018006,"('distant', 'open')",-0.97774625,-0.8824702,0.3930927,0.4596652,0.0665725
7,-0.20526291,-0.17891039,"('insensitive', 'sensitive')",0.1868909,0.18563329,-0.009186,0.0033614,0.0125474
8,1.2853174,1.1848029,"('unaffectionate', 'affectionate')",-0.23511456,-0.24832575,0.5251014,0.4682386,-0.0568628
9,1.7252642,1.705641,"('unaffectionate', 'caring')",0.79803085,0.7847467,1.2616475,1.2451938,-0.0164537
10,-0.9633931,-0.92092735,"('unsympathetic', 'sympathetic')",0.18711537,0.08139869,-0.3881389,-0.4197643,-0.0316254
11,0.18349957,0.118657485,"('unhelpful', 'helpful')",2.867539,2.8700893,1.5255193,1.4943734,-0.0311459
12,1.036608,1.1468829,"('unsupportive', 'supportive')",-1.5156035,-1.5002346,-0.2394978,-0.1766759,0.0628219
13,-1.2900546,-1.3553122,"('impolite', 'polite')",-0.5244152,-0.48803166,-0.9072349,-0.9216719,-0.014437
14,-0.162252,-0.16050144,"('antisocial', 'social')",0.21692462,0.15973404,0.0273363,-0.0003837,-0.02772
15,0.5233645,0.29244488,"('boring', 'funny')",-0.38719854,-0.4023876,0.068083,-0.0549714,-0.1230544
16,0.41385126,0.37837332,"('unpopular', 'popular')",0.6581,0.52063566,0.5359756,0.4495045,-0.0864711
17,-0.5886361,-0.56203127,"('nasty', 'nice')",-0.5679193,-0.49280348,-0.5782777,-0.5274174,0.0508603
18,0.90222025,0.9312095,"('disagreeable', 'welcoming')",-0.6119658,-0.6318029,0.1451272,0.1497033,0.0045761
19,0.20364535,0.17313029,"('inhospitable', 'hospitable')",-0.90622115,-0.85413307,-0.3512879,-0.3405014,0.0107865
20,0.7508451,0.71835524,"('rough', 'thoughtful')",0.8339199,0.86911035,0.7923825,0.7937328,0.0013503
21,-0.16353862,-0.14129142,"('immoral', 'moral')",-0.07565209,-0.16602434,-0.1195954,-0.1536579,-0.0340625
22,-0.3577722,-0.39196268,"('untrustworthy', 'trustworthy')",-0.45186424,-0.4685768,-0.4048182,-0.4302697,-0.0254515
