,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.95362747,0.9994579,"('unsociable', 'sociable')",0.17134412,0.09872093,-0.49575406,-0.63749,0.2097392,0.153563,-0.0561762
1,-0.050529055,0.028453358,"('unfriendly', 'friendly')",0.17011517,0.095035985,2.1287909,2.086744,0.749459,0.7367445,-0.0127145
2,0.34469014,0.41326675,"('unlikable', 'likable')",0.53283674,0.6394489,0.64074874,0.7208617,0.5060919,0.5911924,0.0851005
3,-0.012261482,0.101726525,"('repellent', 'pleasant')",0.14203414,0.2885824,-0.08235079,-0.040582925,0.0158073,0.1165753,0.100768
4,-2.152804,-2.2139614,"('disliked', 'liked')",-0.4814352,-0.49793386,-5.917093,-6.0364094,-2.8504442,-2.9161015,-0.0656573
5,-2.1189718,-2.214462,"('distant', 'outgoing')",-0.9634907,-0.92099386,0.042253233,0.07506093,-1.0134031,-1.0201317,-0.0067286
6,-2.0839293,-2.0959854,"('distant', 'open')",-0.93619657,-0.87077117,0.6732867,0.69855213,-0.7822797,-0.7560682,0.0262115
7,1.9856197,2.0664942,"('insensitive', 'sensitive')",0.55524975,0.67040896,0.70128876,0.7618998,1.0807194,1.1662677,0.0855483
8,-0.99578315,-0.9343295,"('unaffectionate', 'affectionate')",-0.1985853,-0.17546707,1.2405732,1.2113974,0.0154016,0.033867,0.0184654
9,0.03185506,0.11527391,"('unaffectionate', 'caring')",0.027484007,0.053645927,1.402332,1.4175031,0.4872237,0.5288076,0.0415839
10,2.1296952,2.33035,"('unsympathetic', 'sympathetic')",-0.086531594,-0.009111891,-0.6064134,-0.6098115,0.4789167,0.5704755,0.0915588
11,1.8255422,1.9567733,"('unhelpful', 'helpful')",1.1386508,1.2229311,1.6001858,1.6788044,1.5214596,1.619503,0.0980434
12,2.0978725,2.2530189,"('unsupportive', 'supportive')",0.8866759,1.070321,-1.5346085,-1.5681846,0.4833133,0.5850518,0.1017385
13,1.3299675,1.3081759,"('impolite', 'polite')",0.34446222,0.3673354,-0.66295904,-0.7136329,0.3371569,0.3206262,-0.0165307
14,1.7868458,1.7439591,"('antisocial', 'social')",1.2640663,1.2911611,-0.9269082,-0.9877397,0.7080013,0.6824601,-0.0255412
15,-0.021753844,-0.120860465,"('boring', 'funny')",-0.14029284,-0.20452537,0.49229038,0.46817967,0.1100812,0.0475979,-0.0624833
16,-2.4651406,-2.4580393,"('unpopular', 'popular')",-0.5089685,-0.51624435,0.44429144,0.4243964,-0.8432726,-0.8499624,-0.0066898
17,-1.0656796,-1.0322146,"('nasty', 'nice')",-0.7772703,-0.7099115,-0.7745486,-0.690893,-0.8724995,-0.8110064,0.0614931
18,-0.2743521,-0.26293832,"('disagreeable', 'welcoming')",0.11134412,0.22000226,-0.067308255,-0.11401416,-0.0767721,-0.0523167,0.0244554
19,-1.6137941,-1.5801556,"('inhospitable', 'hospitable')",-0.80099535,-0.76892596,0.1999519,0.33257693,-0.7382792,-0.6721682,0.066111
20,1.7810711,1.781664,"('rough', 'thoughtful')",1.1197096,1.195423,0.9871175,0.94493884,1.2959661,1.307342,0.0113759
