,mettler_male,mettler_female,tuple,toledo_male,toledo_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.093589105,-0.018728243,"('unsociable', 'sociable')",0.44797736,0.31295127,0.16568108,0.027302276,-0.19664653,-0.24606493,0.0808557,0.0188651,-0.0619906
1,-2.1742394,-1.9883604,"('unfriendly', 'friendly')",1.4919213,1.5430282,-0.13776928,-0.2170744,2.1335714,1.9792988,0.328371,0.3292231,0.0008521
2,0.8370268,0.8932598,"('unlikable', 'likable')",1.5296092,1.5085065,1.6121049,1.690567,0.66574585,0.78967434,1.1611217,1.2205019,0.0593802
3,-0.502542,-0.34114358,"('repellent', 'pleasant')",0.04255528,0.17618021,0.2599404,0.33023503,0.27715164,0.375726,0.0192763,0.1352494,0.1159731
4,-0.14617172,-0.05075255,"('disliked', 'liked')",-1.1873692,-1.1156133,-0.7905391,-0.76906645,-6.2442656,-6.351546,-2.0920863,-2.0717444,0.0203419
5,-0.6862135,-0.557354,"('distant', 'outgoing')",0.08264065,0.17316982,-0.4695823,-0.33505714,-0.345687,-0.32090464,-0.3547105,-0.2600365,0.094674
6,-1.297646,-1.1441513,"('distant', 'open')",0.6546738,0.8342858,-0.35696954,-0.23605898,0.4474115,0.4309187,-0.1381326,-0.0287515,0.1093811
7,-0.3863063,-0.19086555,"('insensitive', 'sensitive')",1.2660933,1.26931,0.1998317,0.19731815,0.8866038,0.9621211,0.4915556,0.559471,0.0679154
8,-1.8112435,-1.8071831,"('unaffectionate', 'affectionate')",0.4414177,0.54167277,-0.8433763,-0.889908,0.7373092,0.61597544,-0.3689732,-0.3848608,-0.0158876
9,-1.526252,-1.3969412,"('unaffectionate', 'caring')",1.3530834,1.4065604,-0.13700755,-0.1387037,1.1576606,1.1257335,0.2118711,0.2491623,0.0372912
10,-0.9544026,-0.83346176,"('unsympathetic', 'sympathetic')",1.2868221,1.2989202,-0.691306,-0.7543072,0.037231904,0.019066133,-0.0804137,-0.0674457,0.012968
11,-0.25057644,-0.15862969,"('unhelpful', 'helpful')",0.48867255,0.49816954,0.29320633,0.31056234,1.8257648,1.8830566,0.5892668,0.6332897,0.0440229
12,-0.04652017,0.26525128,"('unsupportive', 'supportive')",1.1558416,1.3205844,0.021065451,0.22026509,-1.429921,-1.3399376,-0.0748835,0.1165408,0.1914243
13,0.85961986,0.95016277,"('impolite', 'polite')",0.7647298,0.6233283,1.122837,1.0862117,-0.18447527,-0.12364304,0.6406779,0.634015,-0.0066629
