,photographer_male,photographer_female,tuple,average_male,average_female,female-male
0,0.31977665,0.33853984,"('unsociable', 'sociable')",0.3197767,0.3385398,0.0187631
1,1.3190043,1.0933896,"('unfriendly', 'friendly')",1.3190043,1.0933896,-0.2256147
2,0.53713334,0.6375116,"('unlikable', 'likable')",0.5371333,0.6375116,0.1003783
3,0.08031822,0.35820857,"('repellent', 'pleasant')",0.0803182,0.3582086,0.2778904
4,-7.4574246,-7.6021185,"('disliked', 'liked')",-7.4574246,-7.6021185,-0.1446939
5,-0.49973884,-0.73719084,"('distant', 'outgoing')",-0.4997388,-0.7371908,-0.237452
6,-0.31980592,-0.5813261,"('distant', 'open')",-0.3198059,-0.5813261,-0.2615202
7,1.5067075,1.6623266,"('insensitive', 'sensitive')",1.5067075,1.6623266,0.1556191
8,1.1981177,0.9179423,"('unaffectionate', 'affectionate')",1.1981177,0.9179423,-0.2801754
9,1.965532,1.8121687,"('unaffectionate', 'caring')",1.9655319,1.8121687,-0.1533632
10,1.303429,1.4241961,"('unsympathetic', 'sympathetic')",1.303429,1.4241961,0.1207671
11,2.0304751,2.1234357,"('unhelpful', 'helpful')",2.0304751,2.1234357,0.0929606
12,-0.9570657,-0.9560034,"('unsupportive', 'supportive')",-0.9570657,-0.9560034,0.0010623
13,0.38447714,0.4636395,"('impolite', 'polite')",0.3844771,0.4636395,0.0791624
14,-0.043128945,0.17122942,"('antisocial', 'social')",-0.0431289,0.1712294,0.2143583
15,0.54779243,0.49995178,"('boring', 'funny')",0.5477924,0.4999518,-0.0478406
16,-0.54452753,-0.5549874,"('unpopular', 'popular')",-0.5445275,-0.5549874,-0.0104599
17,-0.41027257,-0.46441954,"('nasty', 'nice')",-0.4102726,-0.4644195,-0.0541469
18,-0.6693709,-0.67706764,"('disagreeable', 'welcoming')",-0.6693709,-0.6770676,-0.0076967
19,-0.5913216,-0.71620923,"('inhospitable', 'hospitable')",-0.5913216,-0.7162092,-0.1248876
20,0.8202586,0.88872606,"('rough', 'thoughtful')",0.8202586,0.8887261,0.0684675
21,0.08026035,0.43895984,"('immoral', 'moral')",0.0802604,0.4389598,0.3586994
22,-0.25453445,-0.119883046,"('untrustworthy', 'trustworthy')",-0.2545345,-0.119883,0.1346515
23,6.514493,6.61749,"('insincere', 'sincere')",6.514493,6.6174898,0.1029968
24,1.7487757,1.7255632,"('dishonest', 'honest')",1.7487757,1.7255632,-0.0232125
25,0.122658566,0.00016600639,"('egoistic', 'altruistic')",0.1226586,0.000166,-0.1224926
26,0.9536979,0.78258306,"('hardhearted', 'benevolent')",0.9536979,0.7825831,-0.1711148
27,1.2939444,1.117458,"('hardhearted', 'softhearted')",1.2939444,1.117458,-0.1764864
28,1.2818663,1.1689739,"('disloyal', 'loyal')",1.2818663,1.1689739,-0.1128924
