,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,female-male
0,0.86689544,0.76623297,"('unsociable', 'sociable')",0.37183717,0.2026005,0.6193663,0.4844167,-0.1349496
1,0.22758181,0.14012967,"('unfriendly', 'friendly')",0.11422706,-0.04539492,0.1709044,0.0473674,-0.123537
2,1.1011596,1.1355324,"('unlikable', 'likable')",0.7767971,0.88834226,0.9389783,1.0119374,0.0729591
3,0.8247903,0.915856,"('repellent', 'pleasant')",0.24697381,0.25551322,0.5358821,0.5856846,0.0498025
4,0.39713344,0.11499302,"('disliked', 'liked')",-3.0187726,-3.2590284,-1.3108196,-1.5720177,-0.2611981
5,-0.68336177,-0.6306156,"('distant', 'outgoing')",-1.02941,-1.0420165,-0.8563859,-0.836316,0.0200699
6,-0.73030466,-0.603169,"('distant', 'open')",-1.0693331,-1.090623,-0.8998189,-0.8468961,0.0529228
7,1.2715412,1.309622,"('insensitive', 'sensitive')",0.08052516,0.102098696,0.6760332,0.7058604,0.0298272
8,-0.333558,-0.3068092,"('unaffectionate', 'affectionate')",-0.32585445,-0.37838873,-0.3297062,-0.342599,-0.0128928
9,0.8963481,0.9547142,"('unaffectionate', 'caring')",0.3868983,0.28771734,0.6416232,0.6212158,-0.0204074
10,1.2045586,1.3572034,"('unsympathetic', 'sympathetic')",0.09538506,-0.046244085,0.6499718,0.6554797,0.0055079
11,0.452243,0.44339973,"('unhelpful', 'helpful')",1.2292904,1.2225317,0.8407667,0.8329657,-0.007801
12,1.9631255,1.9720914,"('unsupportive', 'supportive')",-0.7508845,-0.7382519,0.6061205,0.6169198,0.0107993
13,0.5108827,0.57807577,"('impolite', 'polite')",0.24525589,0.27282262,0.3780693,0.4254492,0.0473799
14,1.1005217,0.9959226,"('antisocial', 'social')",0.6833865,0.5478892,0.8919541,0.7719059,-0.1200482
15,-0.20200051,-0.3569438,"('boring', 'funny')",0.2760187,0.24626629,0.0370091,-0.0553387,-0.0923478
16,-0.8849293,-0.95682377,"('unpopular', 'popular')",-0.23427838,-0.3000218,-0.5596038,-0.6284228,-0.068819
17,-0.06730805,-0.012034018,"('nasty', 'nice')",-0.88402873,-0.78780663,-0.4756684,-0.3999203,0.0757481
18,-0.6665728,-0.51672614,"('disagreeable', 'welcoming')",-1.5121268,-1.4286841,-1.0893497,-0.9727051,0.1166446
19,-0.24461739,-0.14176098,"('inhospitable', 'hospitable')",-0.7981125,-0.7558091,-0.5213649,-0.4487851,0.0725798
20,0.08645125,0.25318027,"('rough', 'thoughtful')",0.23702697,0.34108463,0.1617391,0.2971324,0.1353933
