,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.3620499,-0.37165782,"('unsociable', 'sociable')",-0.7078289,-0.86428624,-0.5349394,-0.617972,-0.0830326
1,-0.22040798,-0.33970731,"('unfriendly', 'friendly')",1.9215806,1.7595192,0.8505863,0.709906,-0.1406803
2,0.909822,0.9442057,"('unlikable', 'likable')",0.8053926,0.8965014,0.8576073,0.9203535,0.0627462
3,-0.67125255,-0.5464951,"('repellent', 'pleasant')",0.27724123,0.28112647,-0.1970057,-0.1326843,0.0643214
4,0.52610236,0.44120947,"('disliked', 'liked')",-6.0051227,-6.15551,-2.7395101,-2.8571503,-0.1176402
5,-0.23152833,-0.33591396,"('distant', 'outgoing')",-0.2358327,-0.22979842,-0.2336805,-0.2828562,-0.0491757
6,-0.74284923,-0.8539287,"('distant', 'open')",0.3059103,0.29759264,-0.2184695,-0.278168,-0.0596985
7,-0.37131587,-0.17977607,"('insensitive', 'sensitive')",0.34851742,0.36418548,-0.0113992,0.0922047,0.1036039
8,-0.52190095,-0.6318147,"('unaffectionate', 'affectionate')",0.5507472,0.48650372,0.0144231,-0.0726555,-0.0870786
9,0.13096091,0.05894097,"('unaffectionate', 'caring')",0.79855466,0.72660303,0.4647578,0.392772,-0.0719858
10,-1.1728641,-1.0445278,"('unsympathetic', 'sympathetic')",-0.7477709,-0.8559247,-0.9603175,-0.9502262,0.0100913
11,-0.2707649,-0.21569005,"('unhelpful', 'helpful')",1.2538297,1.2904676,0.4915324,0.5373888,0.0458564
12,0.15446886,0.27406314,"('unsupportive', 'supportive')",-1.9551338,-1.9906762,-0.9003325,-0.8583065,0.042026
13,-0.9392109,-0.8394979,"('impolite', 'polite')",-0.8211292,-0.8251411,-0.88017,-0.8323195,0.0478505
14,-0.12647963,-0.115285516,"('antisocial', 'social')",-0.5955391,-0.681974,-0.3610094,-0.3986298,-0.0376204
15,0.21187484,0.0009743795,"('boring', 'funny')",0.5331365,0.5141304,0.3725057,0.2575524,-0.1149533
16,0.36426598,0.3511096,"('unpopular', 'popular')",0.8138096,0.77936435,0.5890378,0.565237,-0.0238008
17,-0.062261485,0.0034123193,"('nasty', 'nice')",-0.46477368,-0.35646537,-0.2635176,-0.1765265,0.0869911
18,-0.7701689,-0.66774833,"('disagreeable', 'welcoming')",-0.485928,-0.53326803,-0.6280484,-0.6005082,0.0275402
19,-0.6093297,-0.603068,"('inhospitable', 'hospitable')",-0.012732505,0.14688611,-0.3110311,-0.2280909,0.0829402
20,-0.50372154,-0.46231067,"('rough', 'thoughtful')",1.2364465,1.155751,0.3663625,0.3467202,-0.0196423
21,-0.2615964,-0.20796022,"('immoral', 'moral')",-0.7767889,-0.81427974,-0.5191926,-0.51112,0.0080726
22,-0.8281735,-0.8327146,"('untrustworthy', 'trustworthy')",-1.1827292,-1.2504481,-1.0054514,-1.0415814,-0.03613
23,-0.2951241,-0.23540013,"('insincere', 'sincere')",5.2242184,5.126137,2.4645472,2.4453683,-0.0191789
24,-0.20405565,-0.19673675,"('dishonest', 'honest')",0.7033783,0.6780059,0.2496613,0.2406346,-0.0090267
25,0.037375774,-0.009358503,"('egoistic', 'altruistic')",1.3831052,1.367,0.7102405,0.6788207,-0.0314198
26,0.65249765,0.56209695,"('hardhearted', 'benevolent')",1.8354028,1.7306894,1.2439502,1.1463932,-0.097557
27,-0.23238063,-0.18223146,"('hardhearted', 'softhearted')",1.4087119,1.304798,0.5881656,0.5612833,-0.0268823
28,-0.53138566,-0.6200378,"('disloyal', 'loyal')",0.69398063,0.5572051,0.0812975,-0.0314164,-0.1127139
29,-0.2055942,-0.30915865,"('unfair', 'fair')",-0.3609019,-0.4788304,-0.283248,-0.3939945,-0.1107465
30,0.33027565,0.38559806,"('intolerant', 'tolerant')",1.0200157,0.95355576,0.6751457,0.6695769,-0.0055688
31,-0.33975846,-0.33853075,"('evil', 'good')",-0.62384474,-0.6523545,-0.4818016,-0.4954426,-0.013641
32,-0.020706173,-0.028329302,"('unkind', 'kind')",0.6862886,0.47404444,0.3327912,0.2228576,-0.1099336
33,0.8188685,0.70114374,"('wrong', 'right')",-0.3534366,-0.3532406,0.232716,0.1739516,-0.0587644
34,-0.06667544,0.12410039,"('mean', 'honorable')",5.560724,5.8063498,2.7470241,2.965225,0.2182009
35,0.24656203,0.04688298,"('corrupt', 'incorrupt')",0.2793379,0.19576445,0.26295,0.1213237,-0.1416263
36,-0.25238562,-0.3608519,"('hostile', 'amicable')",0.49911475,0.33941635,0.1233646,-0.0107178,-0.1340824
37,-0.24787797,-0.22659352,"('fake', 'genuine')",0.15878154,0.20435184,-0.0445482,-0.0111208,0.0334274
38,0.056522876,0.03451866,"('untruthful', 'truthful')",-0.11952248,-0.061435997,-0.0314998,-0.0134587,0.0180411
39,0.9925021,1.1294061,"('exploitative', 'cooperative')",0.10131093,0.16140378,0.5469065,0.6454049,0.0984984
40,0.00583525,0.017390441,"('stingy', 'generous')",-1.492412,-1.6300344,-0.7432883,-0.806322,-0.0630337
41,-0.47384334,-0.41183022,"('unforgiving', 'forgiving')",-0.10889201,-0.27137962,-0.2913677,-0.3416049,-0.0502372
42,-0.062251486,0.1458126,"('unreliable', 'reliable')",-3.1209996,-3.0651283,-1.5916256,-1.4596579,0.1319677
43,-0.6126013,-0.43509185,"('irresponsible', 'responsible')",0.19061136,0.25311095,-0.210995,-0.0909905,0.1200045
44,-0.14583243,-0.059234712,"('prejudiced', 'unprejudiced')",-1.5015235,-1.4220027,-0.823678,-0.7406187,0.0830593
45,-1.4532973,-1.3213592,"('incompetent', 'competent')",-0.22516991,-0.37242505,-0.8392336,-0.8468921,-0.0076585
46,-0.9523423,-0.81785196,"('uncompetitive', 'competitive')",-0.7583603,-0.87243384,-0.8553513,-0.8451429,0.0102084
47,0.04059593,0.17483535,"('stupid', 'smart')",5.06408,5.1844645,2.5523381,2.6796498,0.1273117
48,0.22728619,0.23790745,"('unintelligent', 'intelligent')",0.48588237,0.4846544,0.3565843,0.3612809,0.0046966
49,-0.16627404,-0.09311173,"('unable', 'able')",-0.5807099,-0.4731156,-0.3734919,-0.2831137,0.0903782
50,0.08637787,0.117823526,"('clumsy', 'skillful')",0.18366778,0.1274608,0.1350228,0.1226422,-0.0123806
51,-0.81754345,-0.8474892,"('uneducated', 'educated')",0.25438267,0.19367555,-0.2815804,-0.3269068,-0.0453264
52,0.23698032,-0.091906615,"('irrational', 'rational')",0.44063064,0.3148233,0.3388055,0.1114583,-0.2273472
53,-0.47856566,-0.4745617,"('uncreative', 'creative')",0.8858029,0.79973423,0.2036186,0.1625863,-0.0410323
54,-0.11025627,-0.19480912,"('incapable', 'capable')",0.9848237,1.0467616,0.4372837,0.4259762,-0.0113075
55,-1.1718073,-1.0110638,"('incompetent', 'clever')",-0.18975054,-0.2594572,-0.6807789,-0.6352605,0.0455184
56,-0.30731046,-0.25876322,"('impractical', 'practical')",-0.28649557,-0.3417732,-0.296903,-0.3002682,-0.0033652
57,-0.73509204,-0.7487518,"('unimaginative', 'imaginative')",-2.4749916,-2.6368742,-1.6050417,-1.692813,-0.0877713
58,0.25666404,0.27659595,"('undiscriminating', 'discriminating')",0.2753565,0.19396299,0.2660103,0.2352795,-0.0307308
59,0.2764734,0.112810835,"('foolish', 'wise')",0.4482365,0.46776918,0.3623549,0.29029,-0.0720649
60,-0.2691573,-0.036460202,"('inefficient', 'efficient')",-0.51240927,-0.3775588,-0.3907833,-0.2070095,0.1837738
61,-0.12236957,-0.24292043,"('illogical', 'logical')",0.35574406,0.2332218,0.1166872,-0.0048493,-0.1215365
62,-0.109993845,0.06826328,"('incompetent', 'brilliant')",0.1304112,0.2349474,0.0102087,0.1516053,0.1413966
63,-0.33615243,-0.18563493,"('unperceptive', 'insightful')",0.51979536,0.5884876,0.0918215,0.2014264,0.1096049
64,-0.09998323,-0.14463371,"('shy', 'confident')",-6.537672,-6.5613112,-3.3188276,-3.3529725,-0.0341449
65,-0.28512818,-0.28897184,"('insecure', 'secure')",-0.66750824,-0.66856205,-0.4763182,-0.4787669,-0.0024487
66,0.29263586,0.26553437,"('inactive', 'active')",1.0589228,1.1029332,0.6757793,0.6842338,0.0084545
67,0.37878346,0.36038402,"('doubtful', 'determined')",-0.42097124,-0.35509264,-0.0210939,0.0026457,0.0237396
68,-1.3042436,-1.3385389,"('dependent', 'independent')",-0.6968088,-0.6631637,-1.0005262,-1.0008513,-0.0003251
69,0.76791704,0.7137218,"('lazy', 'industrious')",-0.54859823,-0.45386693,0.1096594,0.1299274,0.020268
70,-1.159364,-0.94322693,"('lethargic', 'energetic')",0.24417755,0.26266864,-0.4575932,-0.3402792,0.117314
71,0.6426169,0.67520386,"('diffident', 'self-confident')",0.456651,0.48781645,0.549634,0.5815102,0.0318762
72,0.17225271,0.19248323,"('unambitious', 'ambitious')",-0.82281303,-0.7901249,-0.3252802,-0.2988208,0.0264594
73,1.3382753,1.2542148,"('helpless', 'self-reliant')",-2.7871249,-2.6936784,-0.7244248,-0.7197318,0.004693
74,0.19683108,0.21999206,"('undedicated', 'dedicated')",-0.015034426,-0.121477835,0.0908983,0.0492571,-0.0416412
75,0.008487798,-0.042956408,"('meek', 'impulsive')",-0.024942817,0.04894775,-0.0082275,0.0029957,0.0112232
76,0.03171938,0.24682735,"('anxious', 'daring')",0.04234741,0.13728654,0.0370334,0.192057,0.1550236
77,-0.51815236,-0.482323,"('unmotivated', 'motivated')",-1.2689435,-1.1707836,-0.893548,-0.8265533,0.0669947
78,-0.95347255,-0.8420916,"('nonresilient', 'resilient')",0.11403842,0.13816723,-0.4197171,-0.3519622,0.0677549
79,0.031975754,-0.057355765,"('wavering', 'unwavering')",0.1020885,0.13124326,0.0670321,0.0369437,-0.0300884
80,0.014527611,0.041824214,"('dominated', 'dominating')",-1.2712623,-1.2653761,-0.6283674,-0.6117759,0.0165915
81,-0.6279253,-0.5498635,"('submissive', 'aggressive')",-1.0128745,-0.98876584,-0.8203999,-0.7693146,0.0510853
82,-1.2456658,-1.1692176,"('poor', 'rich')",5.946872,5.916734,2.3506031,2.3737583,0.0231552
83,0.72058195,0.67638165,"('powerless', 'powerful')",-0.9171904,-0.96921545,-0.0983042,-0.1464169,-0.0481127
