,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,female-male
0,1.357978,1.364923,"('unsociable', 'sociable')",-0.25133136,-0.31824303,0.83008474,0.7707982,-0.13086498,-0.31652704,0.4514666,0.3752378,-0.0762288
1,-1.1578737,-1.2554725,"('unfriendly', 'friendly')",1.0523915,0.95586354,-0.54863113,-0.6487845,2.0508506,1.9242212,0.3491843,0.2439569,-0.1052274
2,0.36367986,0.37797937,"('unlikable', 'likable')",0.08945362,0.13618144,0.5052037,0.495459,0.81465036,0.9184891,0.4432469,0.4820272,0.0387803
3,0.284876,0.42181653,"('repellent', 'pleasant')",-1.4597791,-1.4660262,-0.5853363,-0.47516435,0.14648539,0.1834853,-0.4034385,-0.3339722,0.0694663
4,-0.49213883,-0.653629,"('disliked', 'liked')",0.7567503,0.7164113,-0.4583635,-0.4698883,-6.0523944,-6.0451045,-1.5615366,-1.6130526,-0.051516
5,-0.54494137,-0.5937373,"('distant', 'outgoing')",0.81985134,0.8590579,-0.7567899,-0.78416073,0.017564144,0.056712642,-0.116079,-0.1155319,0.0005471
6,-0.73835087,-0.7999106,"('distant', 'open')",1.0368445,1.0509827,-0.7697005,-0.7855053,0.5978546,0.6425685,0.0316619,0.0270338,-0.0046281
7,1.0091003,1.039747,"('insensitive', 'sensitive')",0.24198997,0.20571923,0.21995597,0.2593643,0.6355427,0.5757314,0.5266472,0.5201405,-0.0065067
8,-1.9960217,-2.0526102,"('unaffectionate', 'affectionate')",1.0468428,1.037616,-0.83874995,-0.9087476,0.75857884,0.70678234,-0.2573375,-0.3042399,-0.0469024
9,-0.17968488,-0.21661164,"('unaffectionate', 'caring')",1.3470231,1.3162003,0.02540531,-0.046470854,1.3911282,1.3564168,0.645968,0.6023836,-0.0435844
10,1.6612291,1.773182,"('unsympathetic', 'sympathetic')",-1.0977521,-1.171714,-0.0017944425,0.026160337,-0.13846101,-0.21422389,0.1058054,0.1033511,-0.0024543
11,1.3736699,1.44441,"('unhelpful', 'helpful')",-0.7972202,-0.7614037,0.8759186,0.8395896,1.9740058,2.0087094,0.8565935,0.8828263,0.0262328
12,1.8368387,1.8980203,"('unsupportive', 'supportive')",0.8536922,0.8391406,0.22860993,0.29401505,-1.6731126,-1.6589801,0.311507,0.343049,0.031542
