,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,0.0844918,0.11214375,"('unsociable', 'sociable')",0.0844918,0.1121437,0.0276519
1,1.7601032,1.7006482,"('unfriendly', 'friendly')",1.7601032,1.7006482,-0.059455
2,0.8294039,0.95628357,"('unlikable', 'likable')",0.8294039,0.9562836,0.1268797
3,0.89517957,1.1096952,"('repellent', 'pleasant')",0.8951796,1.1096952,0.2145156
4,-7.179781,-6.984896,"('disliked', 'liked')",-7.179781,-6.9848962,0.1948848
5,0.12765923,0.17204188,"('distant', 'outgoing')",0.1276592,0.1720419,0.0443827
6,0.31846225,0.3480452,"('distant', 'open')",0.3184623,0.3480452,0.0295829
7,1.7313825,1.7584112,"('insensitive', 'sensitive')",1.7313825,1.7584112,0.0270287
8,1.1958913,1.1355321,"('unaffectionate', 'affectionate')",1.1958913,1.1355321,-0.0603592
9,1.4941175,1.5275439,"('unaffectionate', 'caring')",1.4941175,1.5275439,0.0334264
10,1.3886466,1.4738014,"('unsympathetic', 'sympathetic')",1.3886466,1.4738014,0.0851548
11,2.1869545,2.1853404,"('unhelpful', 'helpful')",2.1869545,2.1853404,-0.0016141
12,-0.8444946,-0.75664026,"('unsupportive', 'supportive')",-0.8444946,-0.7566403,0.0878543
13,0.24412233,0.22698334,"('impolite', 'polite')",0.2441223,0.2269833,-0.017139
14,-0.014554362,-0.006847854,"('antisocial', 'social')",-0.0145544,-0.0068479,0.0077065
15,0.28731695,0.24834585,"('boring', 'funny')",0.2873169,0.2483459,-0.038971
16,-0.5926621,-0.42953202,"('unpopular', 'popular')",-0.5926621,-0.429532,0.1631301
17,-0.28601158,-0.21570012,"('nasty', 'nice')",-0.2860116,-0.2157001,0.0703115
18,-0.08732459,-0.07961736,"('disagreeable', 'welcoming')",-0.0873246,-0.0796174,0.0077072
19,0.027655354,0.06349576,"('inhospitable', 'hospitable')",0.0276554,0.0634958,0.0358404
20,0.93903905,0.84273416,"('rough', 'thoughtful')",0.9390391,0.8427342,-0.0963049
21,0.40950084,0.5334469,"('immoral', 'moral')",0.4095008,0.5334469,0.1239461
22,0.3438664,0.31201625,"('untrustworthy', 'trustworthy')",0.3438664,0.3120162,-0.0318502
23,7.019838,6.95964,"('insincere', 'sincere')",7.0198379,6.95964,-0.0601979
24,2.4854355,2.5088882,"('dishonest', 'honest')",2.4854355,2.5088882,0.0234527
25,0.45120147,0.42079756,"('egoistic', 'altruistic')",0.4512015,0.4207976,-0.0304039
26,0.1351521,0.059591167,"('hardhearted', 'benevolent')",0.1351521,0.0595912,-0.0755609
27,1.5702102,1.4942997,"('hardhearted', 'softhearted')",1.5702102,1.4942997,-0.0759105
28,1.2266121,1.2499561,"('disloyal', 'loyal')",1.2266121,1.2499561,0.023344
29,0.08061022,-0.023762695,"('unfair', 'fair')",0.0806102,-0.0237627,-0.1043729
30,1.1139119,1.0194106,"('intolerant', 'tolerant')",1.1139119,1.0194106,-0.0945013
31,-1.3351814,-1.2996414,"('evil', 'good')",-1.3351814,-1.2996414,0.03554
32,1.4922801,1.4392127,"('unkind', 'kind')",1.4922801,1.4392127,-0.0530674
33,-0.32954878,-0.3231657,"('wrong', 'right')",-0.3295488,-0.3231657,0.0063831
34,4.7559223,4.8090734,"('mean', 'honorable')",4.7559223,4.8090734,0.0531511
35,-0.87455845,-0.9669439,"('corrupt', 'incorrupt')",-0.8745584,-0.9669439,-0.0923855
36,-0.9777815,-1.0201304,"('hostile', 'amicable')",-0.9777815,-1.0201304,-0.0423489
37,1.0334094,1.0373715,"('fake', 'genuine')",1.0334094,1.0373715,0.0039621
38,0.46837616,0.38565084,"('untruthful', 'truthful')",0.4683762,0.3856508,-0.0827254
39,0.21419115,0.2149523,"('exploitative', 'cooperative')",0.2141912,0.2149523,0.0007611
40,-1.0072087,-0.9856358,"('stingy', 'generous')",-1.0072087,-0.9856358,0.0215729
41,-0.061006155,-0.08702378,"('unforgiving', 'forgiving')",-0.0610062,-0.0870238,-0.0260176
42,-1.7082379,-1.5894908,"('unreliable', 'reliable')",-1.7082379,-1.5894908,0.1187471
43,1.7644429,1.7084038,"('irresponsible', 'responsible')",1.7644429,1.7084038,-0.0560391
44,-1.4080969,-1.5283846,"('prejudiced', 'unprejudiced')",-1.4080969,-1.5283846,-0.1202877
45,0.5171683,0.66784656,"('incompetent', 'competent')",0.5171683,0.6678466,0.1506783
46,-0.22102617,-0.09621245,"('uncompetitive', 'competitive')",-0.2210262,-0.0962124,0.1248138
47,5.532579,5.6578074,"('stupid', 'smart')",5.5325789,5.6578074,0.1252285
48,1.0919496,1.0513704,"('unintelligent', 'intelligent')",1.0919496,1.0513704,-0.0405792
49,0.38161767,0.55562687,"('unable', 'able')",0.3816177,0.5556269,0.1740092
50,0.3169061,0.42528975,"('clumsy', 'skillful')",0.3169061,0.4252898,0.1083837
51,0.9171471,0.96751374,"('uneducated', 'educated')",0.9171471,0.9675137,0.0503666
52,-0.47378194,-0.4404739,"('irrational', 'rational')",-0.4737819,-0.4404739,0.033308
53,0.8185016,0.80156785,"('uncreative', 'creative')",0.8185016,0.8015679,-0.0169337
54,1.6162837,1.7062889,"('incapable', 'capable')",1.6162837,1.7062889,0.0900052
55,1.0964165,1.1249259,"('incompetent', 'clever')",1.0964165,1.1249259,0.0285094
56,0.8292521,0.87659574,"('impractical', 'practical')",0.8292521,0.8765957,0.0473436
