,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.13889535,-0.46204534,"('unsociable', 'sociable')",-0.12661208,-0.2887566,-0.1327537,-0.375401,-0.2426473
1,-1.2265629,-1.3113863,"('unfriendly', 'friendly')",1.3019017,1.1696166,0.0376694,-0.0708849,-0.1085543
2,0.91287667,0.9113856,"('unlikable', 'likable')",0.6695543,0.6524776,0.7912155,0.7819316,-0.0092839
3,-0.62414956,-0.49114448,"('repellent', 'pleasant')",0.5591689,0.61829466,-0.0324903,0.0635751,0.0960654
4,0.7122496,0.76493585,"('disliked', 'liked')",-6.5721593,-6.6315813,-2.9299548,-2.9333227,-0.0033679
5,-0.43130708,-0.38771456,"('distant', 'outgoing')",-0.15276602,-0.17680351,-0.2920365,-0.282259,0.0097775
6,-1.2898859,-1.2048647,"('distant', 'open')",-0.44123492,-0.45606744,-0.8655604,-0.8304661,0.0350943
7,-0.032124795,-0.037804533,"('insensitive', 'sensitive')",0.20920558,0.20590754,0.0885404,0.0840515,-0.0044889
8,-1.2348095,-1.3367674,"('unaffectionate', 'affectionate')",0.5594765,0.46185476,-0.3376665,-0.4374563,-0.0997898
9,-0.3016258,-0.340547,"('unaffectionate', 'caring')",1.1718404,1.1620708,0.4351073,0.4107619,-0.0243454
10,-0.7381205,-0.9202411,"('unsympathetic', 'sympathetic')",-0.39403635,-0.49071488,-0.5660784,-0.705478,-0.1393996
11,0.044907715,-0.0649833,"('unhelpful', 'helpful')",1.8381323,1.8813298,0.94152,0.9081733,-0.0333467
12,0.32511175,0.3250062,"('unsupportive', 'supportive')",-1.9765979,-1.9910043,-0.8257431,-0.8329991,-0.007256
13,0.28330168,0.050722018,"('impolite', 'polite')",-0.42090917,-0.4125893,-0.0688037,-0.1809337,-0.11213
14,0.29035226,0.21125022,"('antisocial', 'social')",-0.14194734,-0.19666436,0.0742025,0.0072929,-0.0669096
15,-0.29484588,-0.45922315,"('boring', 'funny')",0.14431602,0.13050629,-0.0752649,-0.1643584,-0.0890935
16,-0.35229337,-0.3154435,"('unpopular', 'popular')",0.48686478,0.4365447,0.0672857,0.0605506,-0.0067351
17,0.23242295,0.15366015,"('nasty', 'nice')",-0.4080142,-0.37250966,-0.0877956,-0.1094248,-0.0216292
18,-0.22224814,-0.16576917,"('disagreeable', 'welcoming')",-0.3653428,-0.48343182,-0.2937955,-0.3246005,-0.030805
19,-0.4522521,-0.5067056,"('inhospitable', 'hospitable')",-0.35815582,-0.41788003,-0.4052039,-0.4622928,-0.0570889
20,0.23897986,0.2007125,"('rough', 'thoughtful')",0.9016743,0.83933043,0.570327,0.5200214,-0.0503056
21,0.30057177,0.15215798,"('immoral', 'moral')",-0.3563495,-0.3448977,-0.0278889,-0.0963699,-0.068481
22,-0.046194945,-0.11061854,"('untrustworthy', 'trustworthy')",-1.0441556,-1.0251713,-0.5451753,-0.5678949,-0.0227196
23,0.16114946,0.07749067,"('insincere', 'sincere')",5.8804636,5.900295,3.0208066,2.9888928,-0.0319138
24,0.07323707,-0.12640512,"('dishonest', 'honest')",0.8022371,0.7879119,0.4377371,0.3307534,-0.1069837
25,0.3105933,0.30429697,"('egoistic', 'altruistic')",0.7688006,0.7431119,0.5396969,0.5237044,-0.0159925
26,-0.58113176,-0.68051517,"('hardhearted', 'benevolent')",1.0651962,0.94344646,0.2420322,0.1314656,-0.1105666
27,-1.1300685,-1.1600133,"('hardhearted', 'softhearted')",0.95622647,0.8558987,-0.086921,-0.1520573,-0.0651363
28,-0.3749127,-0.54720557,"('disloyal', 'loyal')",1.013172,0.9631336,0.3191296,0.207964,-0.1111656
29,-0.029375087,-0.118546695,"('unfair', 'fair')",-0.23206595,-0.38371366,-0.1307205,-0.2511302,-0.1204097
30,0.637599,0.52990395,"('intolerant', 'tolerant')",0.9535368,0.84174323,0.7955679,0.6858236,-0.1097443
31,-1.5186208,-1.4524225,"('evil', 'good')",-0.76920176,-0.8668373,-1.1439114,-1.1596299,-0.0157185
32,-0.3545465,-0.49683255,"('unkind', 'kind')",0.5272501,0.39323455,0.0863518,-0.051799,-0.1381508
33,0.8003976,0.7802851,"('wrong', 'right')",-0.6651231,-0.63804996,0.0676372,0.0711176,0.0034804
34,0.18836829,0.21616167,"('mean', 'honorable')",5.860697,5.93706,3.0245326,3.0766108,0.0520782
35,-0.04212377,-0.029188227,"('corrupt', 'incorrupt')",-0.35422358,-0.36356828,-0.1981737,-0.1963782,0.0017955
36,-1.1843268,-1.1347411,"('hostile', 'amicable')",-0.13507254,-0.18583632,-0.6596997,-0.6602887,-0.000589
37,0.32037985,0.21198092,"('fake', 'genuine')",0.10222517,0.14672925,0.2113025,0.1793551,-0.0319474
38,0.05825399,0.052793883,"('untruthful', 'truthful')",0.2897351,0.3866877,0.1739945,0.2197408,0.0457463
39,0.35841465,0.2829389,"('exploitative', 'cooperative')",-0.20584534,-0.17082974,0.0762847,0.0560546,-0.0202301
40,1.0252829,1.0306991,"('stingy', 'generous')",-1.7645458,-1.8387126,-0.3696315,-0.4040067,-0.0343752
