,spectra_male,spectra_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.25777993,-0.3128878,"('unsociable', 'sociable')",-0.048571855,-0.124084845,-0.31521514,-0.46316773,-0.207189,-0.3000468,-0.0928578
1,0.32809868,0.21977548,"('unfriendly', 'friendly')",0.05414304,-0.07330234,0.9829937,0.88501936,0.4550785,0.3438308,-0.1112477
2,0.3981842,0.37997076,"('unlikable', 'likable')",1.2698352,1.2416273,0.9484427,0.91904736,0.8721541,0.8468819,-0.0252722
3,-0.32421702,-0.1406808,"('repellent', 'pleasant')",-0.398576,-0.25900564,0.82300824,0.7322015,0.0334051,0.1108384,0.0774333
4,-0.856224,-0.9295752,"('disliked', 'liked')",0.4550657,0.2963017,-6.39027,-6.6595845,-2.2638095,-2.4309527,-0.1671432
5,-0.34015146,-0.5080082,"('distant', 'outgoing')",-0.35990572,-0.35489908,-0.6410633,-0.511411,-0.4470402,-0.4581061,-0.0110659
6,-0.9174986,-1.0479707,"('distant', 'open')",-0.98746425,-1.0034546,-0.8276895,-0.69483334,-0.9108841,-0.9154195,-0.0045354
7,1.3332653,1.4630595,"('insensitive', 'sensitive')",0.6038407,0.7052978,0.11030186,0.15473583,0.6824693,0.7743644,0.0918951
8,-0.05117003,-0.20671171,"('unaffectionate', 'affectionate')",-0.43969727,-0.6124,0.2306568,0.2767402,-0.0867368,-0.1807905,-0.0940537
9,1.2587057,1.1722465,"('unaffectionate', 'caring')",0.14658228,0.075946435,0.7449887,0.8393374,0.7167589,0.6958435,-0.0209154
10,0.5909893,0.733021,"('unsympathetic', 'sympathetic')",-0.6031495,-0.58725744,-0.65282154,-0.6555672,-0.2216606,-0.1699346,0.051726
11,-0.38982445,-0.3039039,"('unhelpful', 'helpful')",0.4398483,0.58537465,2.1167352,2.2572007,0.722253,0.8462238,0.1239708
12,1.0814656,1.1740924,"('unsupportive', 'supportive')",0.46839944,0.55064225,-2.1049755,-2.074224,-0.1850368,-0.1164964,0.0685404
13,-0.5384213,-0.4582878,"('impolite', 'polite')",-0.26442885,-0.20409319,-0.79437953,-0.7219922,-0.5324099,-0.4614577,0.0709522
14,0.39822343,0.4536882,"('antisocial', 'social')",1.2103492,1.2529507,0.019109141,-0.16458671,0.5425606,0.5140174,-0.0285432
15,-0.1764557,-0.3640089,"('boring', 'funny')",-0.3033309,-0.4248259,-0.37010905,-0.34093073,-0.2832986,-0.3765885,-0.0932899
16,-0.6738853,-0.6822146,"('unpopular', 'popular')",-0.081341274,-0.18076438,0.37084562,0.31495604,-0.128127,-0.1826743,-0.0545473
17,0.3831785,0.4507603,"('nasty', 'nice')",-0.8069876,-0.7685039,-0.7683376,-0.7199131,-0.3973822,-0.3458856,0.0514966
