,tin_male,tin_female,tuple,average_male,average_female,female-male
0,-0.14919966,0.074762285,"('unsociable', 'sociable')",-0.1491997,0.0747623,0.223962
1,1.7915716,1.3505591,"('unfriendly', 'friendly')",1.7915716,1.3505591,-0.4410125
2,0.111418106,0.15427396,"('unlikable', 'likable')",0.1114181,0.154274,0.0428559
3,0.43403757,0.7217443,"('repellent', 'pleasant')",0.4340376,0.7217443,0.2877067
4,-6.8200502,-7.13692,"('disliked', 'liked')",-6.8200502,-7.13692,-0.3168698
5,-0.16866912,-0.47929603,"('distant', 'outgoing')",-0.1686691,-0.479296,-0.3106269
6,0.4446304,-0.027670832,"('distant', 'open')",0.4446304,-0.0276708,-0.4723012
7,0.99031895,1.1866132,"('insensitive', 'sensitive')",0.990319,1.1866132,0.1962942
8,1.5722517,1.1131629,"('unaffectionate', 'affectionate')",1.5722517,1.1131629,-0.4590888
9,1.8523829,1.6347753,"('unaffectionate', 'caring')",1.8523829,1.6347753,-0.2176076
10,0.788862,1.1074831,"('unsympathetic', 'sympathetic')",0.788862,1.1074831,0.3186211
11,1.3391858,1.5724458,"('unhelpful', 'helpful')",1.3391858,1.5724458,0.23326
12,-1.4107354,-1.429397,"('unsupportive', 'supportive')",-1.4107354,-1.429397,-0.0186616
13,-0.41612554,-0.053810857,"('impolite', 'polite')",-0.4161255,-0.0538109,0.3623146
14,-0.3787637,0.018966997,"('antisocial', 'social')",-0.3787637,0.018967,0.3977307
15,0.41972822,0.22628641,"('boring', 'funny')",0.4197282,0.2262864,-0.1934418
16,-0.074874625,-0.25089732,"('unpopular', 'popular')",-0.0748746,-0.2508973,-0.1760227
17,0.09403513,0.07012563,"('nasty', 'nice')",0.0940351,0.0701256,-0.0239095
18,-0.5243979,-0.57549655,"('disagreeable', 'welcoming')",-0.5243979,-0.5754966,-0.0510987
19,-0.45544866,-0.7228133,"('inhospitable', 'hospitable')",-0.4554487,-0.7228133,-0.2673646
20,0.8913743,0.94135004,"('rough', 'thoughtful')",0.8913743,0.94135,0.0499757
21,-0.6452847,-0.19083196,"('immoral', 'moral')",-0.6452847,-0.190832,0.4544527
22,-0.72972095,-0.4617185,"('untrustworthy', 'trustworthy')",-0.729721,-0.4617185,0.2680025
23,5.7741833,5.984053,"('insincere', 'sincere')",5.7741833,5.9840531,0.2098698
24,1.2690171,1.2820185,"('dishonest', 'honest')",1.2690171,1.2820185,0.0130014
25,0.7682234,0.54326445,"('egoistic', 'altruistic')",0.7682234,0.5432644,-0.224959
26,1.5637819,1.2018346,"('hardhearted', 'benevolent')",1.5637819,1.2018346,-0.3619473
27,1.8641607,1.5912182,"('hardhearted', 'softhearted')",1.8641607,1.5912182,-0.2729425
28,1.1040176,1.0225984,"('disloyal', 'loyal')",1.1040176,1.0225984,-0.0814192
29,-0.3322402,-0.537126,"('unfair', 'fair')",-0.3322402,-0.537126,-0.2048858
30,0.36369145,0.64628357,"('intolerant', 'tolerant')",0.3636914,0.6462836,0.2825922
31,-0.4985237,-1.0995963,"('evil', 'good')",-0.4985237,-1.0995963,-0.6010726
32,1.4165562,1.3436887,"('unkind', 'kind')",1.4165562,1.3436887,-0.0728675
33,-0.19420888,-0.45343047,"('wrong', 'right')",-0.1942089,-0.4534305,-0.2592216
34,4.0472617,4.2378674,"('mean', 'honorable')",4.0472617,4.2378674,0.1906057
35,-0.5668406,-1.198001,"('corrupt', 'incorrupt')",-0.5668406,-1.198001,-0.6311604
36,-0.27725196,-0.85411984,"('hostile', 'amicable')",-0.277252,-0.8541198,-0.5768678
37,0.9754351,0.9423458,"('fake', 'genuine')",0.9754351,0.9423458,-0.0330893
38,-0.44759426,-0.4126644,"('untruthful', 'truthful')",-0.4475943,-0.4126644,0.0349299
39,0.10403856,0.2978999,"('exploitative', 'cooperative')",0.1040386,0.2978999,0.1938613
40,-1.2017313,-1.4098171,"('stingy', 'generous')",-1.2017313,-1.4098171,-0.2080858
41,0.23376751,0.27381602,"('unforgiving', 'forgiving')",0.2337675,0.273816,0.0400485
42,-1.9470729,-1.7934713,"('unreliable', 'reliable')",-1.9470729,-1.7934713,0.1536016
43,0.73057985,1.0929579,"('irresponsible', 'responsible')",0.7305799,1.0929579,0.362378
44,-0.9976338,-0.8913948,"('prejudiced', 'unprejudiced')",-0.9976338,-0.8913948,0.106239
45,0.09075154,0.19473498,"('incompetent', 'competent')",0.0907515,0.194735,0.1039835
