,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.44872984,0.40735137,"('unsociable', 'sociable')",0.4487298,0.4073514,-0.0413784
1,0.117231354,-0.14311633,"('unfriendly', 'friendly')",0.1172314,-0.1431163,-0.2603477
2,-0.7373351,-0.7030862,"('unlikable', 'likable')",-0.7373351,-0.7030862,0.0342489
3,-1.5217202,-1.5623528,"('repellent', 'pleasant')",-1.5217202,-1.5623528,-0.0406326
4,-3.3329463,-3.2942705,"('disliked', 'liked')",-3.3329463,-3.2942705,0.0386758
5,0.6303852,0.58894444,"('distant', 'outgoing')",0.6303852,0.5889444,-0.0414408
6,0.44592294,0.31400403,"('distant', 'open')",0.4459229,0.314004,-0.1319189
7,-0.36838424,-0.331364,"('insensitive', 'sensitive')",-0.3683842,-0.331364,0.0370202
8,0.1969134,0.056690723,"('unaffectionate', 'affectionate')",0.1969134,0.0566907,-0.1402227
9,0.79432195,0.7447247,"('unaffectionate', 'caring')",0.794322,0.7447247,-0.0495973
10,-1.0604371,-0.9902494,"('unsympathetic', 'sympathetic')",-1.0604371,-0.9902494,0.0701877
11,0.41632837,0.5599,"('unhelpful', 'helpful')",0.4163284,0.5599,0.1435716
12,-1.028827,-0.9697221,"('unsupportive', 'supportive')",-1.028827,-0.9697221,0.0591049
13,-0.7561744,-0.65928376,"('impolite', 'polite')",-0.7561744,-0.6592838,0.0968906
14,-0.8603497,-0.87624884,"('antisocial', 'social')",-0.8603497,-0.8762488,-0.0158991
15,1.2891046,1.2627362,"('boring', 'funny')",1.2891046,1.2627362,-0.0263684
16,-0.3428788,-0.35730505,"('unpopular', 'popular')",-0.3428788,-0.357305,-0.0144262
17,-0.6906034,-0.6264913,"('nasty', 'nice')",-0.6906034,-0.6264913,0.0641121
18,-1.1728625,-1.2915264,"('disagreeable', 'welcoming')",-1.1728625,-1.2915264,-0.1186639
19,0.48100024,0.48350784,"('inhospitable', 'hospitable')",0.4810002,0.4835078,0.0025076
20,-0.3091422,-0.37992325,"('rough', 'thoughtful')",-0.3091422,-0.3799233,-0.0707811
21,-0.12499815,-0.07354221,"('immoral', 'moral')",-0.1249982,-0.0735422,0.051456
22,-1.3574562,-1.4287428,"('untrustworthy', 'trustworthy')",-1.3574562,-1.4287428,-0.0712866
23,2.3580196,2.211401,"('insincere', 'sincere')",2.3580196,2.211401,-0.1466186
24,-0.577423,-0.612051,"('dishonest', 'honest')",-0.577423,-0.612051,-0.034628
25,-0.1650511,-0.28613374,"('egoistic', 'altruistic')",-0.1650511,-0.2861337,-0.1210826
26,0.33910593,0.16495235,"('hardhearted', 'benevolent')",0.3391059,0.1649524,-0.1741535
27,-0.19228631,-0.30169994,"('hardhearted', 'softhearted')",-0.1922863,-0.3016999,-0.1094136
28,0.61919814,0.51347476,"('disloyal', 'loyal')",0.6191981,0.5134748,-0.1057233
29,0.2906948,0.23916091,"('unfair', 'fair')",0.2906948,0.2391609,-0.0515339
30,0.004747305,0.004167062,"('intolerant', 'tolerant')",0.0047473,0.0041671,-0.0005802
31,-1.1875345,-1.2797685,"('evil', 'good')",-1.1875345,-1.2797685,-0.092234
32,0.7922283,0.84528846,"('unkind', 'kind')",0.7922283,0.8452885,0.0530602
33,0.12966824,0.093688406,"('wrong', 'right')",0.1296682,0.0936884,-0.0359798
34,1.9364059,1.8958706,"('mean', 'honorable')",1.9364059,1.8958706,-0.0405353
35,-0.1951514,-0.29113916,"('corrupt', 'incorrupt')",-0.1951514,-0.2911392,-0.0959878
36,-0.33186212,-0.58974415,"('hostile', 'amicable')",-0.3318621,-0.5897442,-0.2578821
