,beastie_male,beastie_female,tuple,average_male,average_female,female-male
37,-0.07714337,-0.111116365,"('fake', 'genuine')",-0.0771434,-0.1111164,-0.033973
38,-0.13634673,-0.03894204,"('untruthful', 'truthful')",-0.1363467,-0.038942,0.0974047
39,-1.2229534,-1.1347715,"('exploitative', 'cooperative')",-1.2229534,-1.1347715,0.0881819
40,-2.7569396,-2.8738449,"('stingy', 'generous')",-2.7569396,-2.8738449,-0.1169053
41,-0.5863079,-0.7078408,"('unforgiving', 'forgiving')",-0.5863079,-0.7078408,-0.1215329
42,-1.4438204,-1.3866047,"('unreliable', 'reliable')",-1.4438204,-1.3866047,0.0572157
43,0.32551834,0.4201672,"('irresponsible', 'responsible')",0.3255183,0.4201672,0.0946489
44,-1.3567859,-1.2518822,"('prejudiced', 'unprejudiced')",-1.3567859,-1.2518822,0.1049037
45,-0.07123645,-0.116961524,"('incompetent', 'competent')",-0.0712364,-0.1169615,-0.0457251
46,-1.1811122,-1.1147943,"('uncompetitive', 'competitive')",-1.1811122,-1.1147943,0.0663179
47,2.3439567,2.296793,"('stupid', 'smart')",2.3439567,2.296793,-0.0471637
48,0.8574545,0.8409678,"('unintelligent', 'intelligent')",0.8574545,0.8409678,-0.0164867
49,0.7368208,0.78247017,"('unable', 'able')",0.7368208,0.7824702,0.0456494
50,0.0018276423,-0.06373693,"('clumsy', 'skillful')",0.0018276,-0.0637369,-0.0655645
51,-0.295838,-0.25296104,"('uneducated', 'educated')",-0.295838,-0.252961,0.042877
52,-0.09079546,-0.25651237,"('irrational', 'rational')",-0.0907955,-0.2565124,-0.1657169
53,-0.70005286,-0.8610345,"('uncreative', 'creative')",-0.7000529,-0.8610345,-0.1609816
54,0.8239579,0.77544963,"('incapable', 'capable')",0.8239579,0.7754496,-0.0485083
55,0.5596139,0.6098598,"('incompetent', 'clever')",0.5596139,0.6098598,0.0502459
56,0.8724752,0.91945165,"('impractical', 'practical')",0.8724752,0.9194517,0.0469765
57,-1.8809513,-1.8828073,"('unimaginative', 'imaginative')",-1.8809513,-1.8828073,-0.001856
58,-0.50286657,-0.6301128,"('undiscriminating', 'discriminating')",-0.5028666,-0.6301128,-0.1272462
59,0.67864025,0.6948509,"('foolish', 'wise')",0.6786402,0.6948509,0.0162107
60,0.831075,0.9816258,"('inefficient', 'efficient')",0.831075,0.9816258,0.1505508
61,-0.48313153,-0.5839368,"('illogical', 'logical')",-0.4831315,-0.5839368,-0.1008053
62,-0.51644444,-0.366943,"('incompetent', 'brilliant')",-0.5164444,-0.366943,0.1495014
63,0.13490488,0.16245224,"('unperceptive', 'insightful')",0.1349049,0.1624522,0.0275473
64,-3.1766527,-3.0515196,"('shy', 'confident')",-3.1766527,-3.0515196,0.1251331
65,-0.07185555,-0.059965994,"('insecure', 'secure')",-0.0718556,-0.059966,0.0118896
66,-1.0692264,-1.1210983,"('inactive', 'active')",-1.0692264,-1.1210983,-0.0518719
67,0.5256043,0.65866876,"('doubtful', 'determined')",0.5256043,0.6586688,0.1330645
68,-0.10547778,-0.102171764,"('dependent', 'independent')",-0.1054778,-0.1021718,0.003306
69,-0.9217099,-0.9497005,"('lazy', 'industrious')",-0.9217099,-0.9497005,-0.0279906
70,-0.4971916,-0.5124884,"('lethargic', 'energetic')",-0.4971916,-0.5124884,-0.0152968
71,1.1063181,1.165556,"('diffident', 'self-confident')",1.1063181,1.165556,0.0592379
72,-0.2864337,-0.20278035,"('unambitious', 'ambitious')",-0.2864337,-0.2027804,0.0836533
73,-2.09291,-2.0341718,"('helpless', 'self-reliant')",-2.0929101,-2.0341718,0.0587383
74,-0.18772966,-0.26862365,"('undedicated', 'dedicated')",-0.1877297,-0.2686237,-0.080894
75,-0.7908426,-0.72002995,"('meek', 'impulsive')",-0.7908426,-0.72003,0.0708126
76,-0.047952674,-0.02176736,"('anxious', 'daring')",-0.0479527,-0.0217674,0.0261853
77,-0.40034887,-0.3603493,"('unmotivated', 'motivated')",-0.4003489,-0.3603493,0.0399996
78,0.54178214,0.5249441,"('nonresilient', 'resilient')",0.5417821,0.5249441,-0.016838
79,0.2780034,0.15680312,"('wavering', 'unwavering')",0.2780034,0.1568031,-0.1212003
80,-1.0788468,-0.94096726,"('dominated', 'dominating')",-1.0788468,-0.9409673,0.1378795
81,-0.3481654,-0.17694904,"('submissive', 'aggressive')",-0.3481654,-0.176949,0.1712164
82,1.9315705,1.8639898,"('poor', 'rich')",1.9315705,1.8639898,-0.0675807
83,-0.09383907,-0.017438516,"('powerless', 'powerful')",-0.0938391,-0.0174385,0.0764006
84,0.5194116,0.52700424,"('inferior', 'superior')",0.5194116,0.5270042,0.0075926
85,-0.12722805,-0.24297696,"('insignificant', 'prestigious')",-0.1272281,-0.242977,-0.1157489
86,-0.18018845,-0.32948232,"('uninfluential', 'influential')",-0.1801884,-0.3294823,-0.1492939
87,-0.56526226,-0.43137902,"('unsuccessful', 'successful')",-0.5652623,-0.431379,0.1338833
88,0.07735647,0.09327401,"('low', 'eminent')",0.0773565,0.093274,0.0159175
