,intention_male,intention_female,tuple,average_male,average_female,female-male
0,-0.060343232,-0.13371019,"('unsociable', 'sociable')",-0.0603432,-0.1337102,-0.073367
1,1.0148942,0.9394566,"('unfriendly', 'friendly')",1.0148942,0.9394566,-0.0754376
2,0.2326172,0.49275312,"('unlikable', 'likable')",0.2326172,0.4927531,0.2601359
3,0.7049107,0.827839,"('repellent', 'pleasant')",0.7049107,0.827839,0.1229283
4,-6.890701,-6.977119,"('disliked', 'liked')",-6.8907008,-6.977119,-0.0864182
5,-0.33609524,-0.21493754,"('distant', 'outgoing')",-0.3360952,-0.2149375,0.1211577
6,-0.011444215,0.04943975,"('distant', 'open')",-0.0114442,0.0494398,0.060884
7,0.6080892,0.5643736,"('insensitive', 'sensitive')",0.6080892,0.5643736,-0.0437156
8,1.0882684,0.9905159,"('unaffectionate', 'affectionate')",1.0882684,0.9905159,-0.0977525
9,1.4088159,1.4021397,"('unaffectionate', 'caring')",1.4088159,1.4021397,-0.0066762
10,1.0580877,1.1993423,"('unsympathetic', 'sympathetic')",1.0580877,1.1993423,0.1412546
11,1.7880551,1.8750371,"('unhelpful', 'helpful')",1.7880551,1.8750371,0.086982
12,-1.4997658,-1.5209956,"('unsupportive', 'supportive')",-1.4997658,-1.5209956,-0.0212298
13,-0.020766962,0.10658863,"('impolite', 'polite')",-0.020767,0.1065886,0.1273556
14,-0.19268712,-0.24451047,"('antisocial', 'social')",-0.1926871,-0.2445105,-0.0518234
15,0.15914708,0.12389235,"('boring', 'funny')",0.1591471,0.1238924,-0.0352547
16,-0.3560797,-0.37788525,"('unpopular', 'popular')",-0.3560797,-0.3778853,-0.0218056
17,-0.06699581,-0.03842281,"('nasty', 'nice')",-0.0669958,-0.0384228,0.028573
18,-0.60033965,-0.6739271,"('disagreeable', 'welcoming')",-0.6003397,-0.6739271,-0.0735874
19,-0.5707844,-0.50853825,"('inhospitable', 'hospitable')",-0.5707844,-0.5085382,0.0622462
20,0.7746925,0.57123977,"('rough', 'thoughtful')",0.7746925,0.5712398,-0.2034527
21,-0.37462354,-0.042745866,"('immoral', 'moral')",-0.3746235,-0.0427459,0.3318776
22,-0.47810885,-0.4537409,"('untrustworthy', 'trustworthy')",-0.4781089,-0.4537409,0.024368
23,5.911987,5.922436,"('insincere', 'sincere')",5.9119868,5.9224362,0.0104494
24,1.5455247,1.5431215,"('dishonest', 'honest')",1.5455247,1.5431215,-0.0024032
25,0.3848131,0.31305724,"('egoistic', 'altruistic')",0.3848131,0.3130572,-0.0717559
26,0.4585576,0.19236471,"('hardhearted', 'benevolent')",0.4585576,0.1923647,-0.2661929
27,1.4814262,1.3052735,"('hardhearted', 'softhearted')",1.4814262,1.3052735,-0.1761527
28,1.1525782,1.0973444,"('disloyal', 'loyal')",1.1525782,1.0973444,-0.0552338
29,-0.35244524,-0.5989474,"('unfair', 'fair')",-0.3524452,-0.5989474,-0.2465022
30,0.41822875,0.6075735,"('intolerant', 'tolerant')",0.4182287,0.6075735,0.1893448
31,-1.3817732,-1.4801872,"('evil', 'good')",-1.3817732,-1.4801872,-0.098414
32,1.3357502,1.2289633,"('unkind', 'kind')",1.3357502,1.2289633,-0.1067869
33,-0.44591454,-0.42288056,"('wrong', 'right')",-0.4459145,-0.4228806,0.0230339
34,4.3782926,4.552425,"('mean', 'honorable')",4.3782926,4.5524249,0.1741323
35,-0.8459543,-1.0630693,"('corrupt', 'incorrupt')",-0.8459543,-1.0630693,-0.217115
36,-0.8805443,-1.0333474,"('hostile', 'amicable')",-0.8805443,-1.0333474,-0.1528031
37,0.9141626,0.8614474,"('fake', 'genuine')",0.9141626,0.8614474,-0.0527152
38,-0.21811974,-0.114561334,"('untruthful', 'truthful')",-0.2181197,-0.1145613,0.1035584
39,-0.1612258,-0.16966715,"('exploitative', 'cooperative')",-0.1612258,-0.1696672,-0.0084414
40,-1.4629018,-1.7297021,"('stingy', 'generous')",-1.4629018,-1.7297021,-0.2668003
41,-0.024536824,-0.019738294,"('unforgiving', 'forgiving')",-0.0245368,-0.0197383,0.0047985
42,-1.8648099,-1.8499647,"('unreliable', 'reliable')",-1.8648099,-1.8499647,0.0148452
43,0.8748179,1.0544333,"('irresponsible', 'responsible')",0.8748179,1.0544333,0.1796154
44,-0.91478723,-0.99926585,"('prejudiced', 'unprejudiced')",-0.9147872,-0.9992658,-0.0844786
45,0.41278476,0.30572727,"('incompetent', 'competent')",0.4127848,0.3057273,-0.1070575
46,-0.54815066,-0.47225362,"('uncompetitive', 'competitive')",-0.5481507,-0.4722536,0.0758971
47,5.038782,5.2352514,"('stupid', 'smart')",5.0387821,5.2352514,0.1964693
48,0.34505472,0.33895972,"('unintelligent', 'intelligent')",0.3450547,0.3389597,-0.006095
49,0.049242117,0.2421694,"('unable', 'able')",0.0492421,0.2421694,0.1929273
50,-0.10784465,-0.14520645,"('clumsy', 'skillful')",-0.1078447,-0.1452065,-0.0373618
51,0.40628588,0.43799892,"('uneducated', 'educated')",0.4062859,0.4379989,0.031713
52,-0.49706134,-0.60462075,"('irrational', 'rational')",-0.4970613,-0.6046208,-0.1075595
53,-0.05169654,-0.12779407,"('uncreative', 'creative')",-0.0516965,-0.1277941,-0.0760976
54,1.0659633,1.1653283,"('incapable', 'capable')",1.0659633,1.1653283,0.099365
55,0.58640784,0.6662299,"('incompetent', 'clever')",0.5864078,0.6662299,0.0798221
56,0.5945099,0.6883967,"('impractical', 'practical')",0.5945099,0.6883967,0.0938868
57,-2.254878,-2.287898,"('unimaginative', 'imaginative')",-2.254878,-2.2878981,-0.0330201
58,0.11525929,0.008381348,"('undiscriminating', 'discriminating')",0.1152593,0.0083813,-0.106878
59,-0.0012741983,0.06428514,"('foolish', 'wise')",-0.0012742,0.0642851,0.0655593
60,0.54856867,0.7606936,"('inefficient', 'efficient')",0.5485687,0.7606936,0.2121249
61,-0.06704675,-0.23312601,"('illogical', 'logical')",-0.0670467,-0.233126,-0.1660793
62,0.9710066,1.1861207,"('incompetent', 'brilliant')",0.9710066,1.1861207,0.2151141
63,0.15484369,0.30527556,"('unperceptive', 'insightful')",0.1548437,0.3052756,0.1504319
64,-5.5321026,-5.4073997,"('shy', 'confident')",-5.5321026,-5.4073997,0.1247029
65,0.42757285,0.48258504,"('insecure', 'secure')",0.4275728,0.482585,0.0550122
66,0.23479185,0.1165102,"('inactive', 'active')",0.2347918,0.1165102,-0.1182816
67,-0.33332464,-0.25915626,"('doubtful', 'determined')",-0.3333246,-0.2591563,0.0741683
68,-0.78438514,-0.631948,"('dependent', 'independent')",-0.7843851,-0.631948,0.1524371
69,-1.8403312,-1.8462319,"('lazy', 'industrious')",-1.8403312,-1.8462319,-0.0059007
70,1.4162546,1.3946022,"('lethargic', 'energetic')",1.4162546,1.3946022,-0.0216524
71,0.45729536,0.32899192,"('diffident', 'self-confident')",0.4572954,0.3289919,-0.1283035
72,1.0484548,1.1702923,"('unambitious', 'ambitious')",1.0484548,1.1702923,0.1218375
73,-2.677416,-2.6751432,"('helpless', 'self-reliant')",-2.6774161,-2.6751432,0.0022729
74,0.17972513,0.007059265,"('undedicated', 'dedicated')",0.1797251,0.0070593,-0.1726658
75,-0.30539903,-0.22775243,"('meek', 'impulsive')",-0.305399,-0.2277524,0.0776466
76,0.5905168,0.5902049,"('anxious', 'daring')",0.5905168,0.5902049,-0.0003119
77,-1.2597792,-1.1180828,"('unmotivated', 'motivated')",-1.2597792,-1.1180828,0.1416964
78,-0.9586571,-0.9979862,"('nonresilient', 'resilient')",-0.9586571,-0.9979862,-0.0393291
79,-0.3050077,-0.24867325,"('wavering', 'unwavering')",-0.3050077,-0.2486732,0.0563345
80,-0.09535923,-0.20952855,"('dominated', 'dominating')",-0.0953592,-0.2095286,-0.1141694
81,0.17498612,0.35240012,"('submissive', 'aggressive')",0.1749861,0.3524001,0.177414
82,6.3273735,6.548254,"('poor', 'rich')",6.3273735,6.548254,0.2208805
83,-0.2429385,-0.17852907,"('powerless', 'powerful')",-0.2429385,-0.1785291,0.0644094
84,0.2042724,0.24634467,"('inferior', 'superior')",0.2042724,0.2463447,0.0420723
85,-1.120539,-1.3002989,"('insignificant', 'prestigious')",-1.1205389,-1.3002989,-0.17976
86,0.33251387,0.42455542,"('uninfluential', 'influential')",0.3325139,0.4245554,0.0920415
87,-0.20080298,-0.12975512,"('unsuccessful', 'successful')",-0.200803,-0.1297551,0.0710479
88,0.0068430286,0.08495469,"('low', 'eminent')",0.006843,0.0849547,0.0781117
