,phillips_male,phillips_female,tuple,66_male,66_female,average_male,average_female,female-male
0,0.8812218,0.73813826,"('unsociable', 'sociable')",1.3619707,1.1367841,1.1215962,0.9374611,-0.1841351
1,1.1332973,0.9425648,"('unfriendly', 'friendly')",0.34908986,0.20234014,0.7411936,0.5724525,-0.1687411
2,1.1222835,1.1876092,"('unlikable', 'likable')",0.20874113,0.27159697,0.6655123,0.7296031,0.0640908
3,0.0901676,0.12928037,"('repellent', 'pleasant')",0.98732454,0.8958548,0.5387461,0.5125676,-0.0261785
4,-0.42945737,-0.43470323,"('disliked', 'liked')",-6.667253,-6.866985,-3.5483551,-3.6508441,-0.102489
5,-0.9150847,-0.8475433,"('distant', 'outgoing')",-1.9808893,-1.8296868,-1.4479871,-1.3386151,0.109372
6,-0.40881652,-0.34911472,"('distant', 'open')",-1.7149569,-1.551261,-1.0618867,-0.9501878,0.1116989
7,1.1288087,1.1374109,"('insensitive', 'sensitive')",0.8857187,0.9017021,1.0072637,1.0195565,0.0122928
8,-0.3913517,-0.37086943,"('unaffectionate', 'affectionate')",-0.27474734,-0.2746111,-0.3330495,-0.3227403,0.0103092
9,1.1246866,1.1647968,"('unaffectionate', 'caring')",0.8474929,0.8566735,0.9860897,1.0107352,0.0246455
10,0.26886505,0.32175076,"('unsympathetic', 'sympathetic')",0.9685459,0.90739065,0.6187055,0.6145707,-0.0041348
11,-0.1007019,-0.1121224,"('unhelpful', 'helpful')",2.919854,2.8979585,1.4095761,1.3929181,-0.016658
12,0.4348598,0.56729394,"('unsupportive', 'supportive')",-1.4801644,-1.4529717,-0.5226523,-0.4428389,0.0798134
13,1.2521962,1.0690006,"('impolite', 'polite')",0.999372,0.8747598,1.1257842,0.9718802,-0.153904
14,0.07014774,0.1252225,"('antisocial', 'social')",0.8727424,0.7845806,0.4714451,0.4549015,-0.0165436
15,0.042115636,-0.022896413,"('boring', 'funny')",0.057950467,0.0091746,0.0500331,-0.0068609,-0.056894
16,-0.45881703,-0.57774514,"('unpopular', 'popular')",-0.059014007,-0.2876836,-0.2589155,-0.4327144,-0.1737989
17,-0.94430226,-0.7991232,"('nasty', 'nice')",-0.67941713,-0.56071496,-0.8118597,-0.6799191,0.1319406
18,-0.31554803,-0.32713774,"('disagreeable', 'welcoming')",-1.1346976,-1.095472,-0.7251228,-0.7113048,0.013818
19,-1.7026194,-1.6657648,"('inhospitable', 'hospitable')",-1.8779464,-1.7609814,-1.790283,-1.7133732,0.0769098
20,0.53363687,0.49674222,"('rough', 'thoughtful')",0.5040672,0.39323768,0.518852,0.4449899,-0.0738621
21,1.1438012,1.0976682,"('immoral', 'moral')",1.2496477,1.1757244,1.1967244,1.1366963,-0.0600281
22,0.29155034,0.23562847,"('untrustworthy', 'trustworthy')",-0.35579392,-0.41536063,-0.0321218,-0.0898661,-0.0577443
23,0.84749305,0.75177854,"('insincere', 'sincere')",6.5308056,6.46472,3.6891494,3.6082492,-0.0809002
24,0.93760103,0.95811266,"('dishonest', 'honest')",1.3749535,1.3178054,1.1562773,1.137959,-0.0183183
25,0.27011535,0.22582142,"('egoistic', 'altruistic')",-0.0023955181,-0.077261195,0.1338599,0.0742801,-0.0595798
26,0.81771654,0.7362268,"('hardhearted', 'benevolent')",0.80450225,0.7166021,0.8111094,0.7264144,-0.084695
27,0.032921962,0.12591884,"('hardhearted', 'softhearted')",0.26453528,0.2629795,0.1487286,0.1944492,0.0457206
28,0.69705063,0.5712364,"('disloyal', 'loyal')",1.0490738,0.90037143,0.8730623,0.7358039,-0.1372584
29,-0.23089488,-0.31237084,"('unfair', 'fair')",-0.91330355,-1.0212802,-0.5720992,-0.6668255,-0.0947263
30,1.0983837,1.1315303,"('intolerant', 'tolerant')",1.435772,1.4222357,1.2670778,1.276883,0.0098052
31,-1.3431278,-1.2731031,"('evil', 'good')",-2.9043221,-2.8313224,-2.1237249,-2.0522127,0.0715122
32,1.2660809,1.2017351,"('unkind', 'kind')",1.0975296,0.9192087,1.1818053,1.0604719,-0.1213334
33,0.58009744,0.46256244,"('wrong', 'right')",-0.14383817,-0.16630879,0.2181296,0.1481268,-0.0700028
34,-0.37335247,-0.22851133,"('mean', 'honorable')",4.403276,4.6683335,2.0149617,2.2199111,0.2049494
35,-1.2825522,-1.3766277,"('corrupt', 'incorrupt')",-2.2749977,-2.3190975,-1.778775,-1.8478626,-0.0690876
36,-1.6303881,-1.7304665,"('hostile', 'amicable')",-1.4561822,-1.5866876,-1.5432851,-1.658577,-0.1152919
37,0.000608705,0.008966148,"('fake', 'genuine')",0.42325193,0.4012275,0.2119303,0.2050968,-0.0068335
38,0.26795787,0.21802714,"('untruthful', 'truthful')",0.7708796,0.765885,0.5194187,0.4919561,-0.0274626
39,1.1355157,1.2587887,"('exploitative', 'cooperative')",0.7021201,0.7416801,0.9188179,1.0002344,0.0814165
40,0.21146421,0.28334618,"('stingy', 'generous')",-2.845579,-2.8074884,-1.3170574,-1.2620711,0.0549863
41,0.3523335,0.4816855,"('unforgiving', 'forgiving')",0.6200097,0.6164316,0.4861716,0.5490586,0.062887
42,1.1805086,1.2410113,"('unreliable', 'reliable')",-2.550254,-2.590319,-0.6848727,-0.6746538,0.0102189
43,0.9438281,0.94092333,"('irresponsible', 'responsible')",1.2075952,1.1759309,1.0757117,1.0584271,-0.0172846
44,-0.95462376,-0.8925721,"('prejudiced', 'unprejudiced')",-1.0641272,-0.99949527,-1.0093755,-0.9460337,0.0633418
45,-0.064519495,-0.07899208,"('incompetent', 'competent')",0.8922976,0.88804924,0.4138891,0.4045286,-0.0093605
46,0.6485158,0.58671236,"('uncompetitive', 'competitive')",0.78385454,0.52472055,0.7161852,0.5557165,-0.1604687
47,0.48044175,0.51023227,"('stupid', 'smart')",5.0599613,5.3199067,2.7702014,2.9150696,0.1448682
48,1.6046202,1.5554757,"('unintelligent', 'intelligent')",1.5624232,1.5193051,1.5835217,1.5373905,-0.0461312
49,-0.13590147,-0.08428247,"('unable', 'able')",-0.33539957,-0.2666306,-0.2356505,-0.1754565,0.060194
50,-0.10664746,-0.16167063,"('clumsy', 'skillful')",-0.26116902,-0.38666785,-0.1839082,-0.2741692,-0.090261
51,0.38504353,0.39614832,"('uneducated', 'educated')",0.549377,0.45244026,0.4672103,0.4242943,-0.042916
52,0.13737041,0.006523013,"('irrational', 'rational')",-0.71424294,-0.81354165,-0.2884363,-0.4035093,-0.115073
53,0.37192035,0.22014762,"('uncreative', 'creative')",-1.089046,-1.2370111,-0.3585628,-0.5084317,-0.1498689
54,0.5599537,0.5541712,"('incapable', 'capable')",0.08576457,0.13412833,0.3228591,0.3441498,0.0212907
55,1.1235361,1.1355218,"('incompetent', 'clever')",1.4694675,1.4124389,1.2965019,1.2739804,-0.0225215
56,2.025981,1.8846374,"('impractical', 'practical')",1.7613399,1.6256841,1.8936604,1.7551608,-0.1384996
57,-0.43653026,-0.47303513,"('unimaginative', 'imaginative')",-2.5001357,-2.6152909,-1.468333,-1.544163,-0.07583
58,0.36808866,0.22400261,"('undiscriminating', 'discriminating')",-0.25029606,-0.35701588,0.0588963,-0.0665066,-0.1254029
59,0.16641596,0.18362167,"('foolish', 'wise')",-0.6122224,-0.53427196,-0.2229032,-0.1753251,0.0475781
60,1.8962545,1.8930926,"('inefficient', 'efficient')",2.274434,2.3058212,2.0853443,2.0994568,0.0141125
61,1.4921508,1.2828392,"('illogical', 'logical')",0.78058577,0.59838504,1.1363683,0.9406121,-0.1957562
62,1.7087876,1.8501495,"('incompetent', 'brilliant')",1.7808325,1.9301343,1.7448101,1.890142,0.1453319
63,0.77688074,0.7167887,"('unperceptive', 'insightful')",1.0781488,1.031919,0.9275148,0.8743539,-0.0531609
64,0.6164801,0.60319567,"('shy', 'confident')",-4.8415427,-5.0243015,-2.1125312,-2.2105529,-0.0980217
65,1.7104274,1.6942123,"('insecure', 'secure')",1.906198,1.820438,1.8083127,1.7573252,-0.0509875
66,-1.6204233,-1.601435,"('inactive', 'active')",-1.1244333,-1.0913318,-1.3724283,-1.3463833,0.026045
67,-0.6848068,-0.6429394,"('doubtful', 'determined')",-0.14305943,-0.047468897,-0.4139331,-0.3452041,0.068729
68,0.7140856,0.48241097,"('dependent', 'independent')",-0.51678973,-0.56557,0.0986479,-0.0415795,-0.1402274
69,-0.591805,-0.540151,"('lazy', 'industrious')",-1.7281282,-1.6224358,-1.1599666,-1.0812933,0.0786733
70,0.27309215,0.42006654,"('lethargic', 'energetic')",1.0064603,0.9890807,0.6397762,0.7045736,0.0647974
71,0.72345316,0.6783148,"('diffident', 'self-confident')",0.0048946887,-0.042282492,0.3641739,0.3180162,-0.0461577
72,0.6949183,0.7112829,"('unambitious', 'ambitious')",-0.06585477,-0.00943774,0.3145317,0.3509226,0.0363909
73,1.0201551,0.95810115,"('helpless', 'self-reliant')",-3.5954258,-3.6790576,-1.2876353,-1.3604782,-0.0728429
74,0.6779828,0.6216474,"('undedicated', 'dedicated')",0.08687808,-0.03874266,0.3824304,0.2914524,-0.090978
75,-2.0989022,-2.1385155,"('meek', 'impulsive')",-1.9388838,-1.8826021,-2.018893,-2.0105588,0.0083342
76,0.37993696,0.4472664,"('anxious', 'daring')",0.9246615,0.8661564,0.6522992,0.6567114,0.0044122
77,0.088237345,0.055136785,"('unmotivated', 'motivated')",-0.107751936,-0.13541393,-0.0097573,-0.0401386,-0.0303813
78,0.08444421,0.14262633,"('nonresilient', 'resilient')",-0.2763097,-0.3911481,-0.0959327,-0.1242609,-0.0283282
79,-1.2160277,-1.3491703,"('wavering', 'unwavering')",-1.1105438,-1.0716852,-1.1632857,-1.2104278,-0.0471421
80,1.1764601,1.2353978,"('dominated', 'dominating')",0.7128667,0.6436062,0.9446634,0.939502,-0.0051614
81,0.4091378,0.47375783,"('submissive', 'aggressive')",0.69978034,0.8959614,0.5544591,0.6848596,0.1304005
82,-0.2667864,-0.34105453,"('poor', 'rich')",4.7554374,4.8692064,2.2443254,2.264076,0.0197506
83,0.4530111,0.25256443,"('powerless', 'powerful')",-0.1533891,-0.35061225,0.149811,-0.0490239,-0.1988349
84,0.31933892,0.21923475,"('inferior', 'superior')",0.23065022,0.22254795,0.2749946,0.2208914,-0.0541032
85,-0.08721368,-0.1226121,"('insignificant', 'prestigious')",-1.9291651,-1.930872,-1.0081894,-1.026742,-0.0185526
86,0.91569614,0.7501451,"('uninfluential', 'influential')",0.5517851,0.35107324,0.7337406,0.5506092,-0.1831314
87,0.43815756,0.39203888,"('unsuccessful', 'successful')",1.0167621,0.95303404,0.7274598,0.6725365,-0.0549233
88,0.167462,-0.053102855,"('low', 'eminent')",0.30579287,0.13852438,0.2366274,0.0427108,-0.1939166
