,kettledrum_male,kettledrum_female,tuple,average_male,average_female,female-male
0,0.6589104,0.591305,"('unsociable', 'sociable')",0.6589104,0.591305,-0.0676054
1,-0.29798877,-0.53629553,"('unfriendly', 'friendly')",-0.2979888,-0.5362955,-0.2383067
2,-0.39282158,-0.19628209,"('unlikable', 'likable')",-0.3928216,-0.1962821,0.1965395
3,-0.14587642,-0.033374105,"('repellent', 'pleasant')",-0.1458764,-0.0333741,0.1125023
4,-3.691621,-3.8973885,"('disliked', 'liked')",-3.6916211,-3.8973885,-0.2057674
5,-1.5589375,-1.6843944,"('distant', 'outgoing')",-1.5589375,-1.6843944,-0.1254569
6,-1.6145899,-1.7820247,"('distant', 'open')",-1.6145899,-1.7820247,-0.1674348
7,0.98511153,0.9836017,"('insensitive', 'sensitive')",0.9851115,0.9836017,-0.0015098
8,-0.38439098,-0.41138107,"('unaffectionate', 'affectionate')",-0.384391,-0.4113811,-0.0269901
9,0.1797194,0.21396072,"('unaffectionate', 'caring')",0.1797194,0.2139607,0.0342413
10,0.68967855,0.743499,"('unsympathetic', 'sympathetic')",0.6896785,0.743499,0.0538205
11,1.8221037,2.1396477,"('unhelpful', 'helpful')",1.8221037,2.1396477,0.317544
12,-0.3712566,-0.2855575,"('unsupportive', 'supportive')",-0.3712566,-0.2855575,0.0856991
13,1.2523814,1.2582871,"('impolite', 'polite')",1.2523814,1.2582871,0.0059057
14,0.8906742,1.009431,"('antisocial', 'social')",0.8906742,1.009431,0.1187568
15,0.6803818,0.5608384,"('boring', 'funny')",0.6803818,0.5608384,-0.1195434
16,-1.0823125,-1.1579642,"('unpopular', 'popular')",-1.0823125,-1.1579642,-0.0756517
17,-0.7960007,-0.7663887,"('nasty', 'nice')",-0.7960007,-0.7663887,0.029612
18,-0.84594846,-0.9017128,"('disagreeable', 'welcoming')",-0.8459485,-0.9017128,-0.0557643
19,-0.7392825,-0.788043,"('inhospitable', 'hospitable')",-0.7392825,-0.788043,-0.0487605
20,0.28842726,0.37852842,"('rough', 'thoughtful')",0.2884273,0.3785284,0.0901011
21,0.24309377,0.37112817,"('immoral', 'moral')",0.2430938,0.3711282,0.1280344
