,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0220354,-1.1703837,"('unsociable', 'sociable')",-0.25661424,-0.38928804,-0.6393248,-0.7798359,-0.1405111
1,-1.1034857,-1.0642942,"('unfriendly', 'friendly')",1.4842958,1.3577648,0.1904051,0.1467353,-0.0436698
2,0.65139925,0.6903825,"('unlikable', 'likable')",0.5731436,0.66604125,0.6122714,0.6782119,0.0659405
3,-0.0027353838,0.15315965,"('repellent', 'pleasant')",0.40953565,0.4097492,0.2034001,0.2814544,0.0780543
4,-0.4814747,-0.39726833,"('disliked', 'liked')",-6.184048,-6.171644,-3.3327615,-3.2844563,0.0483052
5,-1.3245432,-1.2654659,"('distant', 'outgoing')",-0.27669004,-0.2861423,-0.8006166,-0.775804,0.0248126
6,-1.4972644,-1.3701584,"('distant', 'open')",0.035797983,0.008149769,-0.7307332,-0.6810043,0.0497289
7,-0.17070603,-0.06756686,"('insensitive', 'sensitive')",0.0727388,0.17480457,-0.0489836,0.0536189,0.1026025
8,-0.7390324,-0.6879827,"('unaffectionate', 'affectionate')",0.6386717,0.6069374,-0.0501803,-0.0405226,0.0096577
9,-1.2361116,-1.1803505,"('unaffectionate', 'caring')",0.8122618,0.81380814,-0.2119249,-0.1832712,0.0286537
10,-0.38402736,-0.24501733,"('unsympathetic', 'sympathetic')",-0.56416017,-0.5404998,-0.4740938,-0.3927586,0.0813352
11,0.17698906,0.22293675,"('unhelpful', 'helpful')",1.8633199,2.0033677,1.0201545,1.1131523,0.0929978
12,-0.47897348,-0.23158492,"('unsupportive', 'supportive')",-1.9058388,-1.813827,-1.1924062,-1.022706,0.1697002
13,0.32031134,0.2990976,"('impolite', 'polite')",-0.5376952,-0.40456387,-0.1086919,-0.0527331,0.0559588
14,0.16115493,0.05621285,"('antisocial', 'social')",-0.24087182,-0.3056084,-0.0398584,-0.1246978,-0.0848394
15,0.42386898,0.2545066,"('boring', 'funny')",0.57186246,0.5509868,0.4978657,0.4027467,-0.095119
16,-0.5282148,-0.48126045,"('unpopular', 'popular')",0.6246053,0.57870364,0.0481952,0.0487216,0.0005264
17,-0.30943143,-0.26219454,"('nasty', 'nice')",-0.030705614,-0.016407859,-0.1700685,-0.1393012,0.0307673
18,-0.08346435,0.0506104,"('disagreeable', 'welcoming')",-0.4834564,-0.49676254,-0.2834604,-0.2230761,0.0603843
19,-1.5509974,-1.4734802,"('inhospitable', 'hospitable')",-0.29375583,-0.23224598,-0.9223766,-0.8528631,0.0695135
20,0.19318238,0.22017306,"('rough', 'thoughtful')",1.051713,1.0080009,0.6224477,0.614087,-0.0083607
21,0.66625786,0.60071856,"('immoral', 'moral')",-0.42410916,-0.39809608,0.1210743,0.1013112,-0.0197631
22,0.21997279,0.27096784,"('untrustworthy', 'trustworthy')",-0.8828159,-0.88635683,-0.3314216,-0.3076945,0.0237271
23,-0.34449115,-0.28829947,"('insincere', 'sincere')",5.368452,5.335263,2.5119805,2.5234816,0.0115011
24,0.25220472,0.24831924,"('dishonest', 'honest')",0.58032393,0.60301733,0.4162643,0.4256683,0.009404
25,-0.26377824,-0.33200517,"('egoistic', 'altruistic')",1.236064,1.0840738,0.4861429,0.3760343,-0.1101086
26,0.50204855,0.39040828,"('hardhearted', 'benevolent')",1.7757928,1.6124074,1.1389207,1.0014079,-0.1375128
27,-0.15887329,-0.041338574,"('hardhearted', 'softhearted')",1.0624924,1.0406164,0.4518095,0.4996389,0.0478294
28,-0.07417065,-0.21396701,"('disloyal', 'loyal')",0.8980376,0.793187,0.4119335,0.28961,-0.1223235
29,-0.721593,-0.7207925,"('unfair', 'fair')",-0.49082217,-0.65199244,-0.6062076,-0.6863924,-0.0801848
30,1.0428803,1.0447738,"('intolerant', 'tolerant')",1.5774546,1.597607,1.3101674,1.3211904,0.011023
31,-1.6520106,-1.5232286,"('evil', 'good')",-1.0330344,-1.1771368,-1.3425225,-1.3501828,-0.0076603
32,-0.03878489,-0.08099135,"('unkind', 'kind')",0.7723251,0.69653046,0.3667701,0.3077696,-0.0590005
33,-0.54497945,-0.5892896,"('wrong', 'right')",-0.51749927,-0.5456928,-0.5312394,-0.5674912,-0.0362518
34,0.3384358,0.46601576,"('mean', 'honorable')",5.5405903,5.6677923,2.939513,3.0669041,0.1273911
35,-0.60899466,-0.70711154,"('corrupt', 'incorrupt')",-0.44842166,-0.5863919,-0.5287082,-0.6467518,-0.1180436
36,-1.0564057,-1.0089191,"('hostile', 'amicable')",-0.032819852,-0.24554731,-0.5446128,-0.6272332,-0.0826204
37,0.114836454,0.088302284,"('fake', 'genuine')",-0.014713112,0.018342387,0.0500617,0.0533223,0.0032606
38,-0.40732569,-0.27885213,"('untruthful', 'truthful')",-0.0045034215,0.122378096,-0.2059146,-0.078237,0.1276776
39,0.35986352,0.30246374,"('exploitative', 'cooperative')",0.23113662,0.24424234,0.2955001,0.273353,-0.0221471
40,-0.16724958,-0.13844337,"('stingy', 'generous')",-1.9876375,-2.1231456,-1.0774436,-1.1307945,-0.0533509
41,-0.10567984,0.020678189,"('unforgiving', 'forgiving')",0.011341328,-0.047373526,-0.0471693,-0.0133477,0.0338216
42,0.48789456,0.7010109,"('unreliable', 'reliable')",-3.1830893,-3.0235693,-1.3475974,-1.1612792,0.1863182
43,-0.21602225,-0.0866876,"('irresponsible', 'responsible')",0.46580192,0.54009587,0.1248898,0.2267041,0.1018143
44,0.43724844,0.32481766,"('prejudiced', 'unprejudiced')",-1.3730899,-1.3971822,-0.4679207,-0.5361823,-0.0682616
45,-0.28229535,-0.13407563,"('incompetent', 'competent')",0.042915106,0.06132542,-0.1196901,-0.0363751,0.083315
46,0.2715856,0.362141,"('uncompetitive', 'competitive')",-0.6001947,-0.50478923,-0.1643045,-0.0713241,0.0929804
47,-0.094727896,-0.051468194,"('stupid', 'smart')",5.284717,5.3627157,2.5949945,2.6556237,0.0606292
48,0.64471954,0.60146147,"('unintelligent', 'intelligent')",0.82195675,0.8420694,0.7333381,0.7217654,-0.0115727
49,0.2851416,0.46280587,"('unable', 'able')",-0.1466037,-0.00536306,0.0692689,0.2287214,0.1594525
50,-0.122768,0.010368134,"('clumsy', 'skillful')",0.08251136,0.10434684,-0.0201283,0.0573575,0.0774858
51,-0.47007445,-0.54488474,"('uneducated', 'educated')",-0.012246728,-0.046426,-0.2411606,-0.2956554,-0.0544948
52,-0.24737763,-0.5193389,"('irrational', 'rational')",0.39084244,0.17226624,0.0717324,-0.1735363,-0.2452687
53,-1.2273864,-1.0870734,"('uncreative', 'creative')",0.4342072,0.42508018,-0.3965896,-0.3309966,0.065593
54,-0.26778832,-0.3143075,"('incapable', 'capable')",1.1217358,1.1879163,0.4269738,0.4368044,0.0098306
55,0.55455756,0.62108266,"('incompetent', 'clever')",0.2133044,0.24473429,0.383931,0.4329085,0.0489775
56,0.736257,0.76170313,"('impractical', 'practical')",0.4677841,0.5410319,0.6020206,0.6513675,0.0493469
57,-0.6132503,-0.5301001,"('unimaginative', 'imaginative')",-2.442759,-2.441162,-1.5280046,-1.4856311,0.0423735
58,-0.39996135,-0.3181386,"('undiscriminating', 'discriminating')",-0.043618675,-0.05740678,-0.22179,-0.1877727,0.0340173
59,-0.053685147,-0.071629465,"('foolish', 'wise')",0.4670639,0.44319537,0.2066894,0.185783,-0.0209064
60,0.83106,0.8968009,"('inefficient', 'efficient')",0.26385716,0.50517887,0.5474586,0.7009898,0.1535312
61,-0.41288933,-0.5302842,"('illogical', 'logical')",0.31853437,0.16017166,-0.0471775,-0.1850563,-0.1378788
62,0.7704834,0.9295976,"('incompetent', 'brilliant')",0.5905905,0.8449853,0.6805369,0.8872914,0.2067545
63,-0.3435922,-0.124011874,"('unperceptive', 'insightful')",0.66047204,0.8126351,0.1584399,0.3443116,0.1858717
64,-0.1507697,-0.30061334,"('shy', 'confident')",-6.2392335,-6.2424273,-3.1950016,-3.2715204,-0.0765188
65,0.50042576,0.34452394,"('insecure', 'secure')",-0.44276816,-0.4401488,0.0288288,-0.0478124,-0.0766412
66,-1.3310992,-1.3793662,"('inactive', 'active')",0.09528078,0.04390954,-0.6179092,-0.6677283,-0.0498191
67,-0.15144286,-0.25444853,"('doubtful', 'determined')",-0.4176202,-0.40442884,-0.2845315,-0.3294387,-0.0449072
68,0.07688928,0.06299943,"('dependent', 'independent')",-0.70281464,-0.6596492,-0.3129627,-0.2983249,0.0146378
69,-0.6048558,-0.6384886,"('lazy', 'industrious')",-0.5819181,-0.60539526,-0.5933869,-0.6219419,-0.028555
70,0.33823797,0.5159681,"('lethargic', 'energetic')",0.2945475,0.4052159,0.3163927,0.460592,0.1441993
71,-0.42871612,-0.43831396,"('diffident', 'self-confident')",0.38408872,0.36004058,-0.0223137,-0.0391367,-0.016823
72,0.029861378,0.00021938607,"('unambitious', 'ambitious')",-0.91138935,-0.8323901,-0.440764,-0.4160854,0.0246786
73,1.07617,1.05333,"('helpless', 'self-reliant')",-2.7337294,-2.6929054,-0.8287797,-0.8197877,0.008992
74,-0.072849184,0.07758514,"('undedicated', 'dedicated')",-0.1909874,-0.20661029,-0.1319183,-0.0645126,0.0674057
75,-0.12644204,-0.06720996,"('meek', 'impulsive')",-0.6045985,-0.5207096,-0.3655203,-0.2939598,0.0715605
76,0.80288273,0.9423001,"('anxious', 'daring')",0.15024164,0.28843966,0.4765622,0.6153699,0.1388077
77,-0.999661,-0.99679834,"('unmotivated', 'motivated')",-0.9774853,-0.8915496,-0.9885732,-0.9441739,0.0443993
