,incyte_male,incyte_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.50184375,-0.70093805,"('unsociable', 'sociable')",-0.037534878,-0.26461533,-0.2696893,-0.4827767,-0.2130874
1,-1.7328004,-1.7394998,"('unfriendly', 'friendly')",1.1789957,1.1513549,-0.2769023,-0.2940724,-0.0171701
2,-0.20584229,-0.21598424,"('unlikable', 'likable')",0.6497781,0.68353343,0.2219679,0.2337746,0.0118067
3,-0.5886984,-0.50769496,"('repellent', 'pleasant')",0.7715105,0.7276274,0.091406,0.1099662,0.0185602
4,-0.37447765,-0.35079262,"('disliked', 'liked')",-6.6169753,-6.732855,-3.4957266,-3.5418236,-0.046097
5,-1.2750673,-1.2085574,"('distant', 'outgoing')",-0.60752994,-0.4421766,-0.9412986,-0.825367,0.1159316
6,-1.7988021,-1.6913664,"('distant', 'open')",-0.7853726,-0.58230644,-1.2920873,-1.1368364,0.1552509
7,-0.572749,-0.5381001,"('insensitive', 'sensitive')",0.15518698,0.16537544,-0.208781,-0.1863623,0.0224187
8,-1.3215109,-1.3000861,"('unaffectionate', 'affectionate')",0.47252947,0.554429,-0.4244907,-0.3728286,0.0516621
9,-1.5399852,-1.5581511,"('unaffectionate', 'caring')",1.0006955,1.1411607,-0.2696449,-0.2084952,0.0611497
10,-1.3254604,-1.3383806,"('unsympathetic', 'sympathetic')",-0.56856436,-0.5729239,-0.9470124,-0.9556522,-0.0086398
11,-0.0094484305,-0.094546884,"('unhelpful', 'helpful')",1.995601,2.0778406,0.9930763,0.9916468,-0.0014295
12,-0.699669,-0.6392756,"('unsupportive', 'supportive')",-2.199657,-2.1914082,-1.4496629,-1.4153419,0.034321
13,-0.40770513,-0.60943127,"('impolite', 'polite')",-0.6490485,-0.70011896,-0.5283768,-0.6547751,-0.1263983
14,0.9884903,0.90251726,"('antisocial', 'social')",0.06599577,-0.19300725,0.527243,0.354755,-0.172488
15,-0.067368045,-0.15897107,"('boring', 'funny')",-0.12743548,-0.15953638,-0.0974018,-0.1592537,-0.0618519
16,-0.59645796,-0.60846376,"('unpopular', 'popular')",0.50023746,0.45795536,-0.0481102,-0.0752542,-0.027144
17,-0.15026158,-0.1521503,"('nasty', 'nice')",-0.4234207,-0.39711758,-0.2868412,-0.2746339,0.0122073
18,-0.15272844,-0.1949694,"('disagreeable', 'welcoming')",-0.53391147,-0.66167295,-0.34332,-0.4283212,-0.0850012
19,-2.0441556,-2.001728,"('inhospitable', 'hospitable')",-0.79836863,-0.5926062,-1.4212621,-1.2971671,0.124095
20,0.61042404,0.62657946,"('rough', 'thoughtful')",0.9827932,0.9313009,0.7966086,0.7789402,-0.0176684
21,0.106986634,-0.023085538,"('immoral', 'moral')",-0.24273813,-0.35246596,-0.0678757,-0.1877757,-0.1199
22,-0.010926478,-0.06876686,"('untrustworthy', 'trustworthy')",-0.9026925,-0.98577076,-0.4568095,-0.5272688,-0.0704593
23,-0.60303205,-0.64402395,"('insincere', 'sincere')",5.815894,5.8993454,2.606431,2.6276608,0.0212298
24,-1.036096,-1.0966469,"('dishonest', 'honest')",0.43854898,0.5401036,-0.2987735,-0.2782716,0.0205019
25,-0.25270605,-0.25123498,"('egoistic', 'altruistic')",0.99695885,0.88019717,0.3721264,0.3144811,-0.0576453
26,0.55132514,0.4480236,"('hardhearted', 'benevolent')",1.5211504,1.3391169,1.0362377,0.8935702,-0.1426675
27,-0.3304817,-0.3002537,"('hardhearted', 'softhearted')",0.7495894,0.7234263,0.2095538,0.2115863,0.0020325
28,-0.24571,-0.29214537,"('disloyal', 'loyal')",1.2371051,1.2251058,0.4956976,0.4664802,-0.0292174
29,-0.32618722,-0.2782075,"('unfair', 'fair')",-0.59559375,-0.6676199,-0.4608905,-0.4729137,-0.0120232
30,0.8269452,0.7034397,"('intolerant', 'tolerant')",1.1082323,1.046848,0.9675887,0.8751439,-0.0924448
31,-1.1680605,-1.0811476,"('evil', 'good')",-1.246573,-1.2532665,-1.2073168,-1.167207,0.0401098
32,-0.026200406,-0.18818125,"('unkind', 'kind')",0.6995307,0.5287614,0.3366652,0.1702901,-0.1663751
33,-0.4296071,-0.4573833,"('wrong', 'right')",-0.6512807,-0.6470057,-0.5404439,-0.5521945,-0.0117506
