,pavilion_male,pavilion_female,tuple,average_male,average_female,female-male
0,0.08711109,0.08597875,"('unsociable', 'sociable')",0.0871111,0.0859787,-0.0011324
1,0.85228676,0.6673379,"('unfriendly', 'friendly')",0.8522868,0.6673379,-0.1849489
2,0.11145505,0.12826224,"('unlikable', 'likable')",0.1114551,0.1282622,0.0168071
3,0.70034105,0.8453314,"('repellent', 'pleasant')",0.700341,0.8453314,0.1449904
4,-7.1023884,-7.3775463,"('disliked', 'liked')",-7.1023884,-7.3775463,-0.2751579
5,-0.87076646,-0.9658647,"('distant', 'outgoing')",-0.8707665,-0.9658647,-0.0950982
6,-0.16183326,-0.3693601,"('distant', 'open')",-0.1618333,-0.3693601,-0.2075268
7,1.2572637,1.3021708,"('insensitive', 'sensitive')",1.2572637,1.3021708,0.0449071
8,1.2091212,0.9760921,"('unaffectionate', 'affectionate')",1.2091212,0.9760921,-0.2330291
9,1.5758905,1.4652076,"('unaffectionate', 'caring')",1.5758905,1.4652076,-0.1106829
10,0.78857845,0.88578194,"('unsympathetic', 'sympathetic')",0.7885785,0.8857819,0.0972034
11,1.4400915,1.6047922,"('unhelpful', 'helpful')",1.4400915,1.6047922,0.1647007
12,-1.4804167,-1.5313176,"('unsupportive', 'supportive')",-1.4804167,-1.5313176,-0.0509009
13,-0.35188195,-0.20442319,"('impolite', 'polite')",-0.351882,-0.2044232,0.1474588
14,-0.02324139,0.113447614,"('antisocial', 'social')",-0.0232414,0.1134476,0.136689
15,0.1699028,0.022718666,"('boring', 'funny')",0.1699028,0.0227187,-0.1471841
16,-0.0894428,-0.17986163,"('unpopular', 'popular')",-0.0894428,-0.1798616,-0.0904188
17,-0.62198746,-0.60820687,"('nasty', 'nice')",-0.6219875,-0.6082069,0.0137806
18,-0.6638478,-0.68126416,"('disagreeable', 'welcoming')",-0.6638478,-0.6812642,-0.0174164
19,-0.6448271,-0.70964634,"('inhospitable', 'hospitable')",-0.6448271,-0.7096463,-0.0648192
20,0.810056,0.75059956,"('rough', 'thoughtful')",0.810056,0.7505996,-0.0594564
21,-0.57208276,-0.32098955,"('immoral', 'moral')",-0.5720828,-0.3209895,0.2510933
22,-0.66370887,-0.6266958,"('untrustworthy', 'trustworthy')",-0.6637089,-0.6266958,0.0370131
23,5.571859,5.733398,"('insincere', 'sincere')",5.5718589,5.733398,0.1615391
24,1.1322423,1.0778998,"('dishonest', 'honest')",1.1322423,1.0778998,-0.0543425
25,0.36508724,0.24220182,"('egoistic', 'altruistic')",0.3650872,0.2422018,-0.1228854
26,1.4268738,1.241924,"('hardhearted', 'benevolent')",1.4268738,1.241924,-0.1849498
27,1.7019213,1.452111,"('hardhearted', 'softhearted')",1.7019213,1.452111,-0.2498103
28,0.9571627,0.8993082,"('disloyal', 'loyal')",0.9571627,0.8993082,-0.0578545
29,-0.61068594,-0.7784594,"('unfair', 'fair')",-0.6106859,-0.7784594,-0.1677735
30,0.68655246,0.85477006,"('intolerant', 'tolerant')",0.6865525,0.8547701,0.1682176
31,-0.99126613,-1.2725506,"('evil', 'good')",-0.9912661,-1.2725506,-0.2812845
32,1.2249882,1.0665549,"('unkind', 'kind')",1.2249882,1.0665549,-0.1584333
33,-0.2789112,-0.43479908,"('wrong', 'right')",-0.2789112,-0.4347991,-0.1558879
34,4.230916,4.4281445,"('mean', 'honorable')",4.230916,4.4281445,0.1972285
35,-0.5872682,-0.9513891,"('corrupt', 'incorrupt')",-0.5872682,-0.9513891,-0.3641209
