,stock_male,stock_female,tuple,average_male,average_female,female-male
0,0.77908593,0.59672403,"('unsociable', 'sociable')",0.7790859,0.596724,-0.1823619
1,0.5087981,0.655682,"('unfriendly', 'friendly')",0.5087981,0.655682,0.1468839
2,0.3209305,0.48781702,"('unlikable', 'likable')",0.3209305,0.487817,0.1668865
3,0.99246556,1.1820081,"('repellent', 'pleasant')",0.9924656,1.1820081,0.1895425
4,-7.5744634,-7.4543276,"('disliked', 'liked')",-7.5744634,-7.4543276,0.1201358
5,-1.6392738,-1.3726953,"('distant', 'outgoing')",-1.6392738,-1.3726953,0.2665785
6,-0.95194656,-0.799315,"('distant', 'open')",-0.9519466,-0.799315,0.1526316
7,1.6472251,1.6144042,"('insensitive', 'sensitive')",1.6472251,1.6144042,-0.0328209
8,0.43579614,0.50282824,"('unaffectionate', 'affectionate')",0.4357961,0.5028282,0.0670321
9,1.1497909,1.2747998,"('unaffectionate', 'caring')",1.1497909,1.2747998,0.1250089
10,1.9428587,1.7484812,"('unsympathetic', 'sympathetic')",1.9428587,1.7484812,-0.1943775
11,1.9277471,1.939692,"('unhelpful', 'helpful')",1.9277471,1.939692,0.0119449
12,-1.5610707,-1.497089,"('unsupportive', 'supportive')",-1.5610707,-1.497089,0.0639817
13,0.55221266,0.5516871,"('impolite', 'polite')",0.5522127,0.5516871,-0.0005256
14,0.99222594,0.9414188,"('antisocial', 'social')",0.9922259,0.9414188,-0.0508071
15,0.6983584,0.6772789,"('boring', 'funny')",0.6983584,0.6772789,-0.0210795
16,-0.87432885,-0.71073276,"('unpopular', 'popular')",-0.8743289,-0.7107328,0.1635961
17,-0.14941314,-0.23669955,"('nasty', 'nice')",-0.1494131,-0.2366996,-0.0872865
18,-1.0861633,-0.9133563,"('disagreeable', 'welcoming')",-1.0861633,-0.9133563,0.172807
19,-1.1091127,-0.96171427,"('inhospitable', 'hospitable')",-1.1091127,-0.9617143,0.1473984
20,0.9039041,0.8308667,"('rough', 'thoughtful')",0.9039041,0.8308667,-0.0730374
21,0.99547744,1.0388542,"('immoral', 'moral')",0.9954774,1.0388542,0.0433768
22,0.46291208,0.40128797,"('untrustworthy', 'trustworthy')",0.4629121,0.401288,-0.0616241
23,6.280241,6.3740296,"('insincere', 'sincere')",6.280241,6.3740296,0.0937886
24,1.7223268,1.6939961,"('dishonest', 'honest')",1.7223268,1.6939961,-0.0283307
25,0.23724476,0.3184078,"('egoistic', 'altruistic')",0.2372448,0.3184078,0.081163
26,1.1784716,0.9272059,"('hardhearted', 'benevolent')",1.1784716,0.9272059,-0.2512657
27,1.324907,1.2713518,"('hardhearted', 'softhearted')",1.3249069,1.2713518,-0.0535551
28,1.0084571,0.9049872,"('disloyal', 'loyal')",1.0084571,0.9049872,-0.1034699
29,-0.56460077,-0.6993428,"('unfair', 'fair')",-0.5646008,-0.6993428,-0.134742
30,1.3262466,1.407214,"('intolerant', 'tolerant')",1.3262466,1.407214,0.0809674
31,-2.1718864,-2.050963,"('evil', 'good')",-2.1718864,-2.0509629,0.1209235
32,1.4861971,1.4046314,"('unkind', 'kind')",1.4861971,1.4046314,-0.0815657
33,-0.8297706,-0.7389105,"('wrong', 'right')",-0.8297706,-0.7389105,0.0908601
34,4.069933,4.3763905,"('mean', 'honorable')",4.0699329,4.3763905,0.3064576
35,-1.7792054,-1.9397353,"('corrupt', 'incorrupt')",-1.7792054,-1.9397353,-0.1605299
36,-1.3995218,-1.4296654,"('hostile', 'amicable')",-1.3995218,-1.4296654,-0.0301436
37,0.57190603,0.5858597,"('fake', 'genuine')",0.571906,0.5858597,0.0139537
38,-0.39490864,-0.4244781,"('untruthful', 'truthful')",-0.3949086,-0.4244781,-0.0295695
39,0.31304318,0.31682175,"('exploitative', 'cooperative')",0.3130432,0.3168218,0.0037786
40,-1.4865333,-1.4726934,"('stingy', 'generous')",-1.4865333,-1.4726934,0.0138399
41,0.21755037,0.0047255885,"('unforgiving', 'forgiving')",0.2175504,0.0047256,-0.2128248
42,-1.5575085,-1.4572247,"('unreliable', 'reliable')",-1.5575085,-1.4572247,0.1002838
43,1.2975744,1.3458569,"('irresponsible', 'responsible')",1.2975744,1.3458569,0.0482825
44,-1.256658,-1.2192551,"('prejudiced', 'unprejudiced')",-1.256658,-1.2192551,0.0374029
45,0.79795843,0.59640515,"('incompetent', 'competent')",0.7979584,0.5964051,-0.2015533
46,0.21520792,0.08516451,"('uncompetitive', 'competitive')",0.2152079,0.0851645,-0.1300434
47,5.686538,5.8809347,"('stupid', 'smart')",5.6865382,5.8809347,0.1943965
48,1.171917,1.0828307,"('unintelligent', 'intelligent')",1.171917,1.0828307,-0.0890863
49,-0.41937473,-0.14368923,"('unable', 'able')",-0.4193747,-0.1436892,0.2756855
50,-0.83658487,-0.69107395,"('clumsy', 'skillful')",-0.8365849,-0.691074,0.1455109
51,0.7135345,0.7435706,"('uneducated', 'educated')",0.7135345,0.7435706,0.0300361
52,-1.162248,-1.156543,"('irrational', 'rational')",-1.162248,-1.156543,0.005705
53,0.050263777,0.19957198,"('uncreative', 'creative')",0.0502638,0.199572,0.1493082
54,0.7893905,0.9279515,"('incapable', 'capable')",0.7893905,0.9279515,0.138561
55,1.6991416,1.6948165,"('incompetent', 'clever')",1.6991416,1.6948165,-0.0043251
56,1.1824375,1.2108647,"('impractical', 'practical')",1.1824375,1.2108647,0.0284272
57,-2.140172,-2.1763985,"('unimaginative', 'imaginative')",-2.140172,-2.1763985,-0.0362265
58,-0.10630563,-0.15772335,"('undiscriminating', 'discriminating')",-0.1063056,-0.1577234,-0.0514178
59,-1.1530321,-0.9367237,"('foolish', 'wise')",-1.1530321,-0.9367237,0.2163084
60,1.2357156,1.34132,"('inefficient', 'efficient')",1.2357156,1.34132,0.1056044
61,0.42068806,0.32159498,"('illogical', 'logical')",0.4206881,0.321595,-0.0990931
62,1.571659,1.7250184,"('incompetent', 'brilliant')",1.571659,1.7250184,0.1533594
63,0.30304608,0.37003636,"('unperceptive', 'insightful')",0.3030461,0.3700364,0.0669903
64,-5.982596,-5.865153,"('shy', 'confident')",-5.9825959,-5.8651528,0.1174431
