,national_male,national_female,tuple,semiconductor_male,semiconductor_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.8519766,-2.0594583,"('unsociable', 'sociable')",-0.97419935,-1.0891515,-0.15738554,-0.30290198,-0.9945205,-1.1505039,-0.1559834
1,0.15518773,-0.042977087,"('unfriendly', 'friendly')",1.7896371,1.5477326,1.5265473,1.3489242,1.157124,0.9512266,-0.2058974
2,0.43697953,0.4295677,"('unlikable', 'likable')",0.10675017,0.09962334,1.0086215,1.0583509,0.5174504,0.5291806,0.0117302
3,-0.8133663,-0.8088871,"('repellent', 'pleasant')",-1.619796,-1.6118455,1.099672,1.04044,-0.4444968,-0.4600975,-0.0156007
4,-0.2644343,-0.29397804,"('disliked', 'liked')",0.22942981,0.10508226,-6.4225135,-6.6869197,-2.152506,-2.2919385,-0.1394325
5,-0.09692021,-0.050829552,"('distant', 'outgoing')",0.8141124,0.7757494,-0.83247405,-0.7190028,-0.0384273,0.0019724,0.0403997
6,0.08787057,0.16828343,"('distant', 'open')",1.1355653,1.0664573,-0.78010726,-0.66944695,0.1477762,0.1884313,0.0406551
7,-0.7726648,-0.87383026,"('insensitive', 'sensitive')",-0.44644356,-0.40720382,0.3889435,0.4003596,-0.2767216,-0.2935582,-0.0168366
8,-0.030589944,-0.14408828,"('unaffectionate', 'affectionate')",1.8146641,1.6343718,0.3978991,0.3420434,0.7273244,0.6107756,-0.1165488
9,0.3383359,0.16127466,"('unaffectionate', 'caring')",1.4258543,1.2831025,1.098256,1.1016717,0.9541488,0.848683,-0.1054658
10,-1.40696,-1.5331824,"('unsympathetic', 'sympathetic')",-1.9286189,-1.9342495,-0.22561303,-0.27252704,-1.187064,-1.246653,-0.059589
11,-0.13140559,-0.2108204,"('unhelpful', 'helpful')",-0.12171975,-0.02494808,2.1935031,2.269435,0.6467926,0.6778888,0.0310962
12,0.0233671,0.07072116,"('unsupportive', 'supportive')",0.39906517,0.39908183,-1.8595322,-1.8066252,-0.4790333,-0.4456074,0.0334259
13,-1.3650756,-1.5314097,"('impolite', 'polite')",-1.2721143,-1.235456,-0.6233905,-0.58484125,-1.0868601,-1.1172357,-0.0303756
14,-0.8218019,-0.86339736,"('antisocial', 'social')",-1.2773197,-1.2414023,0.21905717,0.1440137,-0.6266881,-0.6535954,-0.0269073
15,-0.06519799,-0.22692883,"('boring', 'funny')",0.7647204,0.72653556,-0.09639593,-0.106656335,0.2010422,0.1309835,-0.0700587
16,0.49946272,0.50965774,"('unpopular', 'popular')",0.8358615,0.79365224,0.41111535,0.27979106,0.5821466,0.5277003,-0.0544463
17,-0.08390683,-0.07976076,"('nasty', 'nice')",0.026151335,0.11249011,-0.5175175,-0.4475516,-0.1917577,-0.1382741,0.0534836
18,1.0870252,1.1054455,"('disagreeable', 'welcoming')",0.35394534,0.32026806,-0.46921045,-0.46351704,0.32392,0.3207322,-0.0031878
19,0.22121598,0.16286236,"('inhospitable', 'hospitable')",0.28983414,0.20351234,-0.7265151,-0.6101799,-0.0718217,-0.0812684,-0.0094467
20,-0.055957377,0.01788104,"('rough', 'thoughtful')",0.7180707,0.7043191,0.95889115,0.9310142,0.5403348,0.5510714,0.0107366
21,-0.46869078,-0.63146067,"('immoral', 'moral')",-1.6199788,-1.5948443,-0.5008818,-0.48229444,-0.8631838,-0.9028665,-0.0396827
22,-1.1420374,-1.2728796,"('untrustworthy', 'trustworthy')",-1.3940161,-1.4131877,-0.70838994,-0.8052417,-1.0814812,-1.1637697,-0.0822885
23,-0.48968932,-0.63290656,"('insincere', 'sincere')",-0.4921792,-0.5179104,5.773872,5.758383,1.5973345,1.5358553,-0.0614792
24,0.22944406,0.18086386,"('dishonest', 'honest')",-1.1570827,-1.1146024,0.93588793,0.96164757,0.0027498,0.009303,0.0065532
25,0.385476,0.28701434,"('egoistic', 'altruistic')",1.8710636,1.7724538,1.0808878,0.97931665,1.1124758,1.0129282,-0.0995476
26,0.8208715,0.6635455,"('hardhearted', 'benevolent')",1.7935208,1.6709944,1.762325,1.6345229,1.4589059,1.3230209,-0.135885
27,-0.4523987,-0.3793568,"('hardhearted', 'softhearted')",0.2175332,0.16878216,0.6444403,0.7121959,0.1365249,0.1672071,0.0306822
28,0.65478086,0.39661598,"('disloyal', 'loyal')",0.4121142,0.28462312,1.5429589,1.325868,0.8699512,0.6690358,-0.2009154
29,-0.15884078,-0.15835924,"('unfair', 'fair')",-0.5844354,-0.6129844,-0.29769334,-0.4054668,-0.3469898,-0.3922702,-0.0452804
30,-0.71971506,-0.81787467,"('intolerant', 'tolerant')",-0.26718217,-0.25292286,0.4084108,0.43304914,-0.1928288,-0.2125828,-0.019754
31,0.43980703,0.6130938,"('evil', 'good')",0.97946227,0.8916487,-1.1614602,-1.1868978,0.0859364,0.1059482,0.0200118
32,-0.006199617,-0.17618158,"('unkind', 'kind')",-0.6174135,-0.65931743,1.2661328,1.0275643,0.2141732,0.0640217,-0.1501515
33,1.395964,1.2612166,"('wrong', 'right')",1.5754348,1.479948,-0.52793527,-0.6240162,0.8144879,0.7057161,-0.1087718
34,-0.39278945,-0.21097215,"('mean', 'honorable')",0.26644105,0.4432247,5.12835,5.5008445,1.6673338,1.9110324,0.2436986
35,0.8781027,0.7855921,"('corrupt', 'incorrupt')",0.98898447,0.87974316,-0.9231438,-0.9571841,0.3146478,0.2360504,-0.0785974
36,0.38482183,0.23646936,"('hostile', 'amicable')",1.5448428,1.2475227,-0.24976662,-0.40133032,0.559966,0.3608872,-0.1990788
37,-0.3690898,-0.46846557,"('fake', 'genuine')",-0.87524784,-0.91706574,-0.09811363,-0.055558063,-0.4474838,-0.4803631,-0.0328793
38,0.17838155,0.17587063,"('untruthful', 'truthful')",-0.21399519,-0.17347369,-0.02243608,0.06423703,-0.0193499,0.0222113,0.0415612
39,0.9459274,0.96716034,"('exploitative', 'cooperative')",0.4265405,0.51220924,0.28841603,0.44434008,0.553628,0.6412366,0.0876086
40,0.97701406,0.9067887,"('stingy', 'generous')",1.1801319,1.1178095,-1.6401136,-1.7847991,0.1723441,0.079933,-0.0924111
41,-0.15779485,-0.15443927,"('unforgiving', 'forgiving')",-0.08163095,-0.14560783,0.27850103,0.22790666,0.0130251,-0.0240468,-0.0370719
42,-1.1355081,-0.96313184,"('unreliable', 'reliable')",-2.228471,-2.1197827,-2.9842815,-2.8864691,-2.116087,-1.9897946,0.1262924
43,-1.7701663,-1.6745294,"('irresponsible', 'responsible')",-1.4989653,-1.3972046,0.28956833,0.44697416,-0.9931877,-0.8749199,0.1182678
