,microchip_male,microchip_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3784906,-1.4093717,"('unsociable', 'sociable')",0.065966815,0.035825476,-0.43788582,-0.543359,-0.5834699,-0.6389684,-0.0554985
1,-0.6942691,-0.8834413,"('unfriendly', 'friendly')",-0.45990098,-0.69155616,1.7096237,1.6097023,0.1851512,0.0115683,-0.1735829
2,-0.075898245,-0.04168272,"('unlikable', 'likable')",0.45099747,0.4558999,0.5506451,0.59899247,0.3085815,0.3377365,0.029155
3,-1.001188,-0.86474407,"('repellent', 'pleasant')",0.22077987,0.34584343,0.039462894,0.0754253,-0.2469817,-0.1478251,0.0991566
4,0.34570724,0.2973433,"('disliked', 'liked')",-0.44235492,-0.49817574,-5.795298,-5.99658,-1.9639819,-2.0658042,-0.1018223
5,0.28983673,0.24791202,"('distant', 'outgoing')",-1.7448875,-1.7802926,-0.30526775,-0.3361656,-0.5867728,-0.6228487,-0.0360759
6,0.012543939,-0.012726236,"('distant', 'open')",-1.9800936,-2.033069,0.34759516,0.29697475,-0.5399849,-0.5829401,-0.0429552
7,-0.5816243,-0.57757336,"('insensitive', 'sensitive')",0.48608553,0.5566182,0.5700269,0.5895639,0.1581627,0.1895363,0.0313736
8,-0.88034374,-0.94893724,"('unaffectionate', 'affectionate')",-0.23295236,-0.33591396,0.940807,0.8610402,-0.0574963,-0.1412703,-0.083774
9,-0.86640203,-0.9356032,"('unaffectionate', 'caring')",-0.27976578,-0.40070564,1.1468921,1.1318642,0.0002414,-0.0681482,-0.0683896
10,-2.6146116,-2.5443552,"('unsympathetic', 'sympathetic')",-0.013719298,0.07807423,-0.70125675,-0.6748132,-1.1098626,-1.0470314,0.0628312
11,-0.8623897,-0.85828257,"('unhelpful', 'helpful')",1.1192858,1.1995146,1.6643584,1.7596666,0.6404182,0.7002996,0.0598814
12,-0.8406441,-0.6566544,"('unsupportive', 'supportive')",0.5413645,0.677311,-1.8587141,-1.8693448,-0.7193313,-0.6162294,0.1031019
13,-0.6052926,-0.5677202,"('impolite', 'polite')",0.47348863,0.5668073,-0.74399847,-0.7124821,-0.2919342,-0.2377983,0.0541359
14,-0.32756627,-0.30066556,"('antisocial', 'social')",1.7851895,1.8240954,-0.5665568,-0.6101706,0.2970221,0.3044198,0.0073977
15,0.68967885,0.56255186,"('boring', 'funny')",-0.1778839,-0.25675035,0.65371954,0.58046025,0.3885048,0.2954206,-0.0930842
16,-0.32328415,-0.3751371,"('unpopular', 'popular')",-0.6085847,-0.6696085,0.6617687,0.60229146,-0.0900334,-0.1474847,-0.0574513
17,0.17977005,0.23521245,"('nasty', 'nice')",-0.5045008,-0.46892387,-0.43249732,-0.3939523,-0.2524094,-0.2092212,0.0431882
18,-0.3024523,-0.27402604,"('disagreeable', 'welcoming')",-0.32529303,-0.31861737,-0.17495424,-0.24525979,-0.2675665,-0.279301,-0.0117345
19,-0.82916015,-0.8792365,"('inhospitable', 'hospitable')",-1.2437042,-1.3227619,0.084099725,0.13595642,-0.6629215,-0.6886806,-0.0257591
20,0.03346167,0.09488968,"('rough', 'thoughtful')",1.6890421,1.7009001,0.95602643,0.8881523,0.8928434,0.8946474,0.001804
21,-0.7835294,-0.7857227,"('immoral', 'moral')",0.9092538,0.92820746,-0.8093565,-0.7627135,-0.2278774,-0.2067429,0.0211345
22,-0.093809776,-0.10979704,"('untrustworthy', 'trustworthy')",-0.047275092,-0.046824142,-0.8780038,-0.9099641,-0.3396962,-0.3555284,-0.0158322
23,-1.1994386,-1.2084525,"('insincere', 'sincere')",-0.5605929,-0.5485745,5.136376,5.130791,1.1254481,1.1245881,-0.00086
