,debtor_male,debtor_female,tuple,average_male,average_female,female-male
0,0.4179256,0.2761458,"('unsociable', 'sociable')",0.4179256,0.2761458,-0.1417798
1,-0.15588017,-0.25589982,"('unfriendly', 'friendly')",-0.1558802,-0.2558998,-0.1000196
2,0.649968,0.67156976,"('unlikable', 'likable')",0.649968,0.6715698,0.0216018
3,-0.040813066,-0.078061074,"('repellent', 'pleasant')",-0.0408131,-0.0780611,-0.037248
4,-3.325696,-3.2831435,"('disliked', 'liked')",-3.325696,-3.2831435,0.0425525
5,-1.0901679,-1.0201331,"('distant', 'outgoing')",-1.0901679,-1.0201331,0.0700348
6,-1.2390044,-1.1657753,"('distant', 'open')",-1.2390044,-1.1657753,0.0732291
7,0.55949223,0.48671082,"('insensitive', 'sensitive')",0.5594922,0.4867108,-0.0727814
8,-0.0780657,-0.12167504,"('unaffectionate', 'affectionate')",-0.0780657,-0.121675,-0.0436093
9,0.63234293,0.5796247,"('unaffectionate', 'caring')",0.6323429,0.5796247,-0.0527182
10,0.43272173,0.32066894,"('unsympathetic', 'sympathetic')",0.4327217,0.3206689,-0.1120528
11,1.5276018,1.4486818,"('unhelpful', 'helpful')",1.5276018,1.4486818,-0.07892
12,-0.60864764,-0.5544507,"('unsupportive', 'supportive')",-0.6086476,-0.5544507,0.0541969
13,0.38838765,0.27629846,"('impolite', 'polite')",0.3883877,0.2762985,-0.1120892
14,0.6453143,0.515123,"('antisocial', 'social')",0.6453143,0.515123,-0.1301913
15,0.19578764,0.12615457,"('boring', 'funny')",0.1957876,0.1261546,-0.069633
16,-1.2543926,-1.3165786,"('unpopular', 'popular')",-1.2543926,-1.3165786,-0.062186
17,-0.3983883,-0.39972436,"('nasty', 'nice')",-0.3983883,-0.3997244,-0.0013361
18,-0.9375556,-0.9663682,"('disagreeable', 'welcoming')",-0.9375556,-0.9663682,-0.0288126
19,-1.0683223,-1.0716152,"('inhospitable', 'hospitable')",-1.0683223,-1.0716152,-0.0032929
20,0.2742479,0.20580116,"('rough', 'thoughtful')",0.2742479,0.2058012,-0.0684467
21,0.7904182,0.6992928,"('immoral', 'moral')",0.7904182,0.6992928,-0.0911254
22,-0.68693554,-0.7728155,"('untrustworthy', 'trustworthy')",-0.6869355,-0.7728155,-0.08588
23,3.506193,3.2793307,"('insincere', 'sincere')",3.5061929,3.2793307,-0.2268622
24,0.58027226,0.4751805,"('dishonest', 'honest')",0.5802723,0.4751805,-0.1050918
25,0.2520232,0.17684777,"('egoistic', 'altruistic')",0.2520232,0.1768478,-0.0751754
26,1.2808539,1.1869769,"('hardhearted', 'benevolent')",1.2808539,1.1869769,-0.093877
27,0.27624133,0.13730602,"('hardhearted', 'softhearted')",0.2762413,0.137306,-0.1389353
28,0.7193994,0.5491053,"('disloyal', 'loyal')",0.7193994,0.5491053,-0.1702941
29,-1.1944891,-1.2051414,"('unfair', 'fair')",-1.1944891,-1.2051414,-0.0106523
30,0.8469059,0.72269654,"('intolerant', 'tolerant')",0.8469059,0.7226965,-0.1242094
31,-2.3989446,-2.3034537,"('evil', 'good')",-2.3989446,-2.3034537,0.0954909
32,1.2868824,1.1177444,"('unkind', 'kind')",1.2868824,1.1177444,-0.169138
33,0.13599922,0.1101674,"('wrong', 'right')",0.1359992,0.1101674,-0.0258318
34,2.695495,2.733584,"('mean', 'honorable')",2.6954949,2.7335839,0.038089
35,-1.0386981,-1.0157744,"('corrupt', 'incorrupt')",-1.0386981,-1.0157744,0.0229237
36,-0.69496745,-0.7511516,"('hostile', 'amicable')",-0.6949674,-0.7511516,-0.0561842
37,-0.21441625,-0.22490324,"('fake', 'genuine')",-0.2144163,-0.2249032,-0.0104869
38,0.32005548,0.31875914,"('untruthful', 'truthful')",0.3200555,0.3187591,-0.0012964
39,-0.06495306,-0.1254949,"('exploitative', 'cooperative')",-0.0649531,-0.1254949,-0.0605418
40,-1.2631103,-1.315164,"('stingy', 'generous')",-1.2631103,-1.315164,-0.0520537
41,0.3365035,0.2281644,"('unforgiving', 'forgiving')",0.3365035,0.2281644,-0.1083391
42,-1.0090321,-1.0215455,"('unreliable', 'reliable')",-1.0090321,-1.0215455,-0.0125134
43,0.84796166,0.8043819,"('irresponsible', 'responsible')",0.8479617,0.8043819,-0.0435798
44,-1.4720036,-1.387899,"('prejudiced', 'unprejudiced')",-1.4720036,-1.387899,0.0841046
45,-0.75547385,-0.8314717,"('incompetent', 'competent')",-0.7554739,-0.8314717,-0.0759978
46,0.025272772,-0.024267532,"('uncompetitive', 'competitive')",0.0252728,-0.0242675,-0.0495403
47,2.6955204,2.675412,"('stupid', 'smart')",2.6955204,2.6754119,-0.0201085
48,-0.45229828,-0.5131526,"('unintelligent', 'intelligent')",-0.4522983,-0.5131526,-0.0608543
49,-0.82643086,-0.77751756,"('unable', 'able')",-0.8264309,-0.7775176,0.0489133
50,-0.28813642,-0.34421638,"('clumsy', 'skillful')",-0.2881364,-0.3442164,-0.05608
51,-0.07973249,-0.22754645,"('uneducated', 'educated')",-0.0797325,-0.2275465,-0.147814
52,-1.0810404,-1.1894035,"('irrational', 'rational')",-1.0810404,-1.1894035,-0.1083631
53,-0.6687729,-0.7926631,"('uncreative', 'creative')",-0.6687729,-0.7926631,-0.1238902
54,-0.30598614,-0.35423958,"('incapable', 'capable')",-0.3059861,-0.3542396,-0.0482535
55,0.11759321,0.023388978,"('incompetent', 'clever')",0.1175932,0.023389,-0.0942042
56,0.8184984,0.74178505,"('impractical', 'practical')",0.8184984,0.741785,-0.0767134
57,-1.8714786,-1.8967395,"('unimaginative', 'imaginative')",-1.8714786,-1.8967395,-0.0252609
58,0.6523695,0.62502134,"('undiscriminating', 'discriminating')",0.6523695,0.6250213,-0.0273482
59,-0.41361928,-0.41114098,"('foolish', 'wise')",-0.4136193,-0.411141,0.0024783
60,0.30608562,0.29124102,"('inefficient', 'efficient')",0.3060856,0.291241,-0.0148446
61,0.10276716,-0.025851253,"('illogical', 'logical')",0.1027672,-0.0258513,-0.1286185
62,-0.086627826,-0.08174734,"('incompetent', 'brilliant')",-0.0866278,-0.0817473,0.0048805
63,0.62404114,0.603327,"('unperceptive', 'insightful')",0.6240411,0.603327,-0.0207141
64,-2.6736617,-2.5753891,"('shy', 'confident')",-2.6736617,-2.5753891,0.0982726
65,0.09018675,0.0038051233,"('insecure', 'secure')",0.0901868,0.0038051,-0.0863817
66,-0.18753228,-0.14778078,"('inactive', 'active')",-0.1875323,-0.1477808,0.0397515
67,0.507748,0.54789704,"('doubtful', 'determined')",0.507748,0.547897,0.040149
68,-1.6179634,-1.6500199,"('dependent', 'independent')",-1.6179634,-1.6500199,-0.0320565
69,-1.5521026,-1.4683867,"('lazy', 'industrious')",-1.5521026,-1.4683867,0.0837159
70,0.13091986,0.037985004,"('lethargic', 'energetic')",0.1309199,0.037985,-0.0929349
71,0.29449525,0.37262303,"('diffident', 'self-confident')",0.2944953,0.372623,0.0781277
72,0.41335222,0.37805805,"('unambitious', 'ambitious')",0.4133522,0.378058,-0.0352942
73,-1.2088103,-1.146901,"('helpless', 'self-reliant')",-1.2088103,-1.146901,0.0619093
74,-0.16491954,-0.27536386,"('undedicated', 'dedicated')",-0.1649195,-0.2753639,-0.1104444
75,-0.8427893,-0.7397867,"('meek', 'impulsive')",-0.8427893,-0.7397867,0.1030026
76,-0.03367622,-0.08649265,"('anxious', 'daring')",-0.0336762,-0.0864927,-0.0528165
77,-0.34997395,-0.31131685,"('unmotivated', 'motivated')",-0.3499739,-0.3113168,0.0386571
78,-0.26778144,-0.22390082,"('nonresilient', 'resilient')",-0.2677814,-0.2239008,0.0438806
79,-0.81071943,-0.79950136,"('wavering', 'unwavering')",-0.8107194,-0.7995014,0.011218
80,0.5935043,0.58884203,"('dominated', 'dominating')",0.5935043,0.588842,-0.0046623
81,0.3494025,0.29193166,"('submissive', 'aggressive')",0.3494025,0.2919317,-0.0574708
82,2.1084044,1.94151,"('poor', 'rich')",2.1084044,1.94151,-0.1668944
83,0.6021401,0.5759023,"('powerless', 'powerful')",0.6021401,0.5759023,-0.0262378
84,0.5632881,0.5554205,"('inferior', 'superior')",0.5632881,0.5554205,-0.0078676
85,-0.005528208,0.009903766,"('insignificant', 'prestigious')",-0.0055282,0.0099038,0.015432
86,-0.3697448,-0.5263076,"('uninfluential', 'influential')",-0.3697448,-0.5263076,-0.1565628
87,-0.031028891,0.0057478547,"('unsuccessful', 'successful')",-0.0310289,0.0057479,0.0367768
88,-0.028991386,-0.14751537,"('low', 'eminent')",-0.0289914,-0.1475154,-0.118524
