,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1531442,-1.1604189,"('unsociable', 'sociable')",-0.11019974,-0.16269962,-0.631672,-0.6615592,-0.0298872
1,-1.2185521,-1.2545865,"('unfriendly', 'friendly')",1.6730123,1.523414,0.2272301,0.1344138,-0.0928163
2,0.5424338,0.59634155,"('unlikable', 'likable')",0.4176642,0.48439232,0.480049,0.5403669,0.0603179
3,-0.20329116,-0.010814484,"('repellent', 'pleasant')",0.3427122,0.37582272,0.0697105,0.1825041,0.1127936
4,-0.47005552,-0.4732092,"('disliked', 'liked')",-6.378965,-6.4881153,-3.4245102,-3.4806623,-0.0561521
5,-1.236149,-1.2789892,"('distant', 'outgoing')",-0.35190308,-0.453546,-0.794026,-0.8662676,-0.0722416
6,-1.3485236,-1.3381945,"('distant', 'open')",0.13832214,0.0002658479,-0.6051008,-0.6689643,-0.0638635
7,-0.34337646,-0.17449522,"('insensitive', 'sensitive')",0.40989953,0.4981064,0.0332615,0.1618056,0.1285441
8,-0.75693244,-0.79171294,"('unaffectionate', 'affectionate')",0.82663566,0.71601087,0.0348516,-0.037851,-0.0727026
9,-1.4378266,-1.4111001,"('unaffectionate', 'caring')",0.78953505,0.73827577,-0.3241458,-0.3364122,-0.0122664
10,-0.7225889,-0.5048463,"('unsympathetic', 'sympathetic')",-0.4662932,-0.42985556,-0.5944411,-0.4673509,0.1270902
11,-0.45159602,-0.30796698,"('unhelpful', 'helpful')",1.3235103,1.4451334,0.4359571,0.5685833,0.1326262
12,-0.63745135,-0.3996166,"('unsupportive', 'supportive')",-1.8177415,-1.7798717,-1.2275964,-1.0897441,0.1378523
13,-0.14947684,-0.0842499,"('impolite', 'polite')",-0.7937387,-0.67532474,-0.4716078,-0.3797873,0.0918205
14,0.1369746,0.13558988,"('antisocial', 'social')",-0.10881213,-0.086561374,0.0140812,0.0245143,0.0104331
15,0.44633394,0.27184862,"('boring', 'funny')",0.54677635,0.5033717,0.4965551,0.3876102,-0.1089449
16,-0.49670315,-0.49716708,"('unpopular', 'popular')",0.43582535,0.39122796,-0.0304389,-0.0529696,-0.0225307
