,stock_male,stock_female,tuple,average_male,average_female,female-male
0,0.68125445,0.40118963,"('unsociable', 'sociable')",0.6812544,0.4011896,-0.2800648
1,1.0971551,1.1503608,"('unfriendly', 'friendly')",1.0971551,1.1503608,0.0532057
2,0.8753891,0.93345946,"('unlikable', 'likable')",0.8753891,0.9334595,0.0580704
3,0.95105535,0.9251226,"('repellent', 'pleasant')",0.9510553,0.9251226,-0.0259327
4,-6.989213,-6.9284396,"('disliked', 'liked')",-6.989213,-6.9284396,0.0607734
5,-0.9194922,-0.66363007,"('distant', 'outgoing')",-0.9194922,-0.6636301,0.2558621
6,-0.54741704,-0.28336596,"('distant', 'open')",-0.547417,-0.283366,0.264051
7,0.6967614,0.646791,"('insensitive', 'sensitive')",0.6967614,0.646791,-0.0499704
8,0.5947982,0.73383206,"('unaffectionate', 'affectionate')",0.5947982,0.7338321,0.1390339
9,1.5306621,1.682924,"('unaffectionate', 'caring')",1.5306621,1.682924,0.1522619
10,1.2173233,1.1201967,"('unsympathetic', 'sympathetic')",1.2173233,1.1201967,-0.0971266
11,1.9153546,1.9098682,"('unhelpful', 'helpful')",1.9153546,1.9098682,-0.0054864
12,-1.6328483,-1.6312562,"('unsupportive', 'supportive')",-1.6328483,-1.6312562,0.0015921
13,0.88408136,0.73623997,"('impolite', 'polite')",0.8840814,0.73624,-0.1478414
14,0.6192637,0.38762933,"('antisocial', 'social')",0.6192637,0.3876293,-0.2316344
15,1.157715,1.1337436,"('boring', 'funny')",1.157715,1.1337436,-0.0239714
16,-0.03617388,-0.046022408,"('unpopular', 'popular')",-0.0361739,-0.0460224,-0.0098485
17,-0.19932951,-0.2319171,"('nasty', 'nice')",-0.1993295,-0.2319171,-0.0325876
18,-0.9091591,-0.91841865,"('disagreeable', 'welcoming')",-0.9091591,-0.9184186,-0.0092595
19,-0.94206923,-0.7633767,"('inhospitable', 'hospitable')",-0.9420692,-0.7633767,0.1786925
20,0.8258207,0.6873034,"('rough', 'thoughtful')",0.8258207,0.6873034,-0.1385173
21,0.81801546,0.72501004,"('immoral', 'moral')",0.8180155,0.72501,-0.0930055
22,0.08202191,0.038895953,"('untrustworthy', 'trustworthy')",0.0820219,0.038896,-0.0431259
23,6.374262,6.3277817,"('insincere', 'sincere')",6.3742619,6.3277817,-0.0464802
24,1.6403167,1.6784719,"('dishonest', 'honest')",1.6403167,1.6784719,0.0381552
25,0.77213913,0.7635626,"('egoistic', 'altruistic')",0.7721391,0.7635626,-0.0085765
26,0.9628945,0.87628436,"('hardhearted', 'benevolent')",0.9628945,0.8762844,-0.0866101
27,0.9375218,0.8266636,"('hardhearted', 'softhearted')",0.9375218,0.8266636,-0.1108582
28,1.173797,1.1143113,"('disloyal', 'loyal')",1.173797,1.1143113,-0.0594857
29,-0.9769118,-0.99555755,"('unfair', 'fair')",-0.9769118,-0.9955575,-0.0186457
30,0.95890206,0.9177167,"('intolerant', 'tolerant')",0.9589021,0.9177167,-0.0411854
31,-2.1274512,-1.9851941,"('evil', 'good')",-2.1274512,-1.9851941,0.1422571
32,1.3369293,1.2815953,"('unkind', 'kind')",1.3369293,1.2815953,-0.055334
33,-0.2859245,-0.21138372,"('wrong', 'right')",-0.2859245,-0.2113837,0.0745408
34,4.5011573,4.6724243,"('mean', 'honorable')",4.5011573,4.6724243,0.171267
35,-1.6439615,-1.6334542,"('corrupt', 'incorrupt')",-1.6439615,-1.6334542,0.0105073
36,-1.163517,-1.077574,"('hostile', 'amicable')",-1.163517,-1.077574,0.085943
37,0.33848178,0.39038742,"('fake', 'genuine')",0.3384818,0.3903874,0.0519056
38,-0.18509074,-0.15576494,"('untruthful', 'truthful')",-0.1850907,-0.1557649,0.0293258
39,0.4215583,0.39440283,"('exploitative', 'cooperative')",0.4215583,0.3944028,-0.0271555
40,-1.7973131,-1.884031,"('stingy', 'generous')",-1.7973131,-1.8840311,-0.086718
41,-0.12551491,-0.22704333,"('unforgiving', 'forgiving')",-0.1255149,-0.2270433,-0.1015284
42,-1.9510977,-1.9231663,"('unreliable', 'reliable')",-1.9510977,-1.9231663,0.0279314
43,0.887866,0.86852264,"('irresponsible', 'responsible')",0.887866,0.8685226,-0.0193434
44,-1.3527962,-1.3317581,"('prejudiced', 'unprejudiced')",-1.3527962,-1.3317581,0.0210381
45,0.46538022,0.37026635,"('incompetent', 'competent')",0.4653802,0.3702663,-0.0951139
46,-0.20245814,-0.28989875,"('uncompetitive', 'competitive')",-0.2024581,-0.2898988,-0.0874407
47,5.4309864,5.52151,"('stupid', 'smart')",5.4309864,5.5215101,0.0905237
48,1.2690121,1.056357,"('unintelligent', 'intelligent')",1.2690121,1.056357,-0.2126551
49,0.2047367,0.27330878,"('unable', 'able')",0.2047367,0.2733088,0.0685721
50,-0.28209493,-0.27377027,"('clumsy', 'skillful')",-0.2820949,-0.2737703,0.0083246
51,0.61787516,0.54100996,"('uneducated', 'educated')",0.6178752,0.54101,-0.0768652
52,-1.133605,-1.0960957,"('irrational', 'rational')",-1.133605,-1.0960957,0.0375093
53,0.21716186,0.27978596,"('uncreative', 'creative')",0.2171619,0.279786,0.0626241
54,0.9493765,1.2157432,"('incapable', 'capable')",0.9493765,1.2157432,0.2663667
55,1.5359154,1.3424672,"('incompetent', 'clever')",1.5359154,1.3424672,-0.1934482
56,1.3857462,1.2493622,"('impractical', 'practical')",1.3857462,1.2493622,-0.136384
57,-2.4223,-2.4195344,"('unimaginative', 'imaginative')",-2.4223001,-2.4195344,0.0027657
58,-0.28033966,-0.26650277,"('undiscriminating', 'discriminating')",-0.2803397,-0.2665028,0.0138369
59,-0.5755269,-0.4387982,"('foolish', 'wise')",-0.5755269,-0.4387982,0.1367287
60,1.3847266,1.2907014,"('inefficient', 'efficient')",1.3847266,1.2907014,-0.0940252
61,0.0826893,-0.09139678,"('illogical', 'logical')",0.0826893,-0.0913968,-0.1740861
62,1.8102559,1.8046781,"('incompetent', 'brilliant')",1.8102559,1.8046781,-0.0055778
63,0.43460917,0.41243654,"('unperceptive', 'insightful')",0.4346092,0.4124365,-0.0221727
64,-6.0269947,-6.0414343,"('shy', 'confident')",-6.0269947,-6.0414343,-0.0144396
65,1.0371535,0.9117558,"('insecure', 'secure')",1.0371535,0.9117558,-0.1253977
66,-0.49309886,-0.51364464,"('inactive', 'active')",-0.4930989,-0.5136446,-0.0205457
67,-0.39798167,-0.39171708,"('doubtful', 'determined')",-0.3979817,-0.3917171,0.0062646
68,-0.6837397,-0.7660152,"('dependent', 'independent')",-0.6837397,-0.7660152,-0.0822755
69,-1.9354538,-1.8609571,"('lazy', 'industrious')",-1.9354538,-1.8609571,0.0744967
70,1.410486,1.3567231,"('lethargic', 'energetic')",1.410486,1.3567231,-0.0537629
71,0.06380206,0.17655656,"('diffident', 'self-confident')",0.0638021,0.1765566,0.1127545
72,0.7563525,0.85362166,"('unambitious', 'ambitious')",0.7563525,0.8536217,0.0972692
73,-3.1029704,-2.9891713,"('helpless', 'self-reliant')",-3.1029704,-2.9891713,0.1137991
74,-0.1721861,-0.2547157,"('undedicated', 'dedicated')",-0.1721861,-0.2547157,-0.0825296
75,-1.2584723,-1.0442863,"('meek', 'impulsive')",-1.2584723,-1.0442863,0.214186
76,0.5129123,0.44093245,"('anxious', 'daring')",0.5129123,0.4409325,-0.0719798
77,-0.6394758,-0.63428855,"('unmotivated', 'motivated')",-0.6394758,-0.6342885,0.0051873
78,-0.56459016,-0.59614855,"('nonresilient', 'resilient')",-0.5645902,-0.5961486,-0.0315584
79,-1.1047317,-0.95897156,"('wavering', 'unwavering')",-1.1047317,-0.9589716,0.1457601
80,0.061282657,-0.05063632,"('dominated', 'dominating')",0.0612827,-0.0506363,-0.111919
81,0.6999662,0.5945609,"('submissive', 'aggressive')",0.6999662,0.5945609,-0.1054053
82,6.5718803,6.7731934,"('poor', 'rich')",6.5718803,6.7731934,0.2013131
83,-0.26167995,-0.32119814,"('powerless', 'powerful')",-0.2616799,-0.3211981,-0.0595182
84,-0.22292997,-0.1557697,"('inferior', 'superior')",-0.22293,-0.1557697,0.0671603
85,-1.4909066,-1.4226066,"('insignificant', 'prestigious')",-1.4909066,-1.4226066,0.0683
86,0.7841598,0.7762395,"('uninfluential', 'influential')",0.7841598,0.7762395,-0.0079203
87,-0.04296425,0.016814325,"('unsuccessful', 'successful')",-0.0429642,0.0168143,0.0597785
88,0.02725086,0.024931235,"('low', 'eminent')",0.0272509,0.0249312,-0.0023197
