,lorillard_male,lorillard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.32100683,-0.5098065,"('unsociable', 'sociable')",-0.009124441,-0.22976366,-0.1650656,-0.3697851,-0.2047195
1,-0.7962992,-1.0073078,"('unfriendly', 'friendly')",1.6715201,1.602018,0.4376104,0.2973551,-0.1402553
2,1.0529808,1.060915,"('unlikable', 'likable')",0.62030464,0.7242459,0.8366427,0.8925804,0.0559377
3,-0.51766956,-0.38913622,"('repellent', 'pleasant')",0.17514436,0.14897355,-0.1712626,-0.1200813,0.0511813
4,-0.022950469,-0.052444704,"('disliked', 'liked')",-6.3099756,-6.323758,-3.1664631,-3.1881015,-0.0216384
5,0.33047214,0.21951169,"('distant', 'outgoing')",-0.09352874,-0.024501989,0.1184717,0.0975048,-0.0209669
6,0.03138858,-0.0850887,"('distant', 'open')",0.18917923,0.21870157,0.1102839,0.0668064,-0.0434775
7,-0.5355785,-0.43812418,"('insensitive', 'sensitive')",0.34057423,0.34919077,-0.0975021,-0.0444667,0.0530354
8,-0.4723191,-0.673963,"('unaffectionate', 'affectionate')",0.66077363,0.62005323,0.0942273,-0.0269549,-0.1211822
9,-0.46254182,-0.58198315,"('unaffectionate', 'caring')",1.0341939,1.0841378,0.285826,0.2510773,-0.0347487
10,-1.2415953,-1.2076948,"('unsympathetic', 'sympathetic')",-0.11752264,-0.19843355,-0.6795589,-0.7030641,-0.0235052
11,-0.48092678,-0.34733436,"('unhelpful', 'helpful')",1.799681,1.9394057,0.6593771,0.7960356,0.1366585
12,-0.31037414,-0.2474309,"('unsupportive', 'supportive')",-1.774828,-1.7549908,-1.0426011,-1.0012108,0.0413903
13,-0.39020967,-0.41532326,"('impolite', 'polite')",-0.16316982,-0.17150427,-0.2766897,-0.2934138,-0.0167241
14,0.22974502,0.25237772,"('antisocial', 'social')",-0.3720716,-0.48227873,-0.0711633,-0.1149505,-0.0437872
15,-0.55338067,-0.6247632,"('boring', 'funny')",0.33359408,0.33330718,-0.1098933,-0.145728,-0.0358347
16,-0.16719037,-0.22615086,"('unpopular', 'popular')",0.6373585,0.5713163,0.2350841,0.1725827,-0.0625014
17,0.040269934,0.05695586,"('nasty', 'nice')",-0.2855705,-0.24466771,-0.1226503,-0.0938559,0.0287944
18,0.3356433,0.3183749,"('disagreeable', 'welcoming')",-0.30743158,-0.33227542,0.0141059,-0.0069503,-0.0210562
19,-0.445163,-0.4629668,"('inhospitable', 'hospitable')",-0.28598386,-0.17975916,-0.3655734,-0.321363,0.0442104
20,0.5899811,0.5733549,"('rough', 'thoughtful')",1.4855683,1.3719449,1.0377747,0.9726499,-0.0651248
21,-0.11010491,-0.09152661,"('immoral', 'moral')",-0.3528294,-0.4264353,-0.2314672,-0.258981,-0.0275138
