,fan_male,fan_female,tuple,average_male,average_female,female-male
0,-0.15665638,-0.17222309,"('unsociable', 'sociable')",-0.1566564,-0.1722231,-0.0155667
1,2.0222924,2.0108979,"('unfriendly', 'friendly')",2.0222924,2.0108979,-0.0113945
2,0.7576433,0.9263301,"('unlikable', 'likable')",0.7576433,0.9263301,0.1686868
3,1.111545,1.2779111,"('repellent', 'pleasant')",1.111545,1.2779111,0.1663661
4,-6.9578466,-6.7509303,"('disliked', 'liked')",-6.9578466,-6.7509303,0.2069163
5,0.22289246,0.34512734,"('distant', 'outgoing')",0.2228925,0.3451273,0.1222348
6,0.5669594,0.7014036,"('distant', 'open')",0.5669594,0.7014036,0.1344442
7,1.5021693,1.6093293,"('insensitive', 'sensitive')",1.5021693,1.6093293,0.10716
8,1.5068307,1.4817945,"('unaffectionate', 'affectionate')",1.5068307,1.4817945,-0.0250362
9,1.7990494,1.8428255,"('unaffectionate', 'caring')",1.7990494,1.8428255,0.0437761
10,1.1058732,1.2132632,"('unsympathetic', 'sympathetic')",1.1058732,1.2132632,0.10739
11,1.9151822,1.8904866,"('unhelpful', 'helpful')",1.9151822,1.8904866,-0.0246956
12,-0.93152213,-0.8453578,"('unsupportive', 'supportive')",-0.9315221,-0.8453578,0.0861643
13,-0.14529914,-0.21163315,"('impolite', 'polite')",-0.1452991,-0.2116331,-0.066334
14,-0.084552564,-0.14532419,"('antisocial', 'social')",-0.0845526,-0.1453242,-0.0607716
15,0.37310863,0.40634164,"('boring', 'funny')",0.3731086,0.4063416,0.033233
16,-0.2757102,-0.12953618,"('unpopular', 'popular')",-0.2757102,-0.1295362,0.146174
17,0.1572493,0.2085555,"('nasty', 'nice')",0.1572493,0.2085555,0.0513062
18,-0.01962892,0.006716348,"('disagreeable', 'welcoming')",-0.0196289,0.0067163,0.0263452
19,0.12314373,0.25016484,"('inhospitable', 'hospitable')",0.1231437,0.2501648,0.1270211
20,0.97107893,0.8754617,"('rough', 'thoughtful')",0.9710789,0.8754617,-0.0956172
21,-0.0070638172,0.1240129,"('immoral', 'moral')",-0.0070638,0.1240129,0.1310767
22,0.020156376,0.0069089253,"('untrustworthy', 'trustworthy')",0.0201564,0.0069089,-0.0132475
23,6.7989283,6.8145895,"('insincere', 'sincere')",6.7989283,6.8145895,0.0156612
24,2.2468677,2.3154237,"('dishonest', 'honest')",2.2468677,2.3154237,0.068556
25,0.5951922,0.4803158,"('egoistic', 'altruistic')",0.5951922,0.4803158,-0.1148764
26,0.22340623,0.2015195,"('hardhearted', 'benevolent')",0.2234062,0.2015195,-0.0218867
27,1.6810697,1.6198297,"('hardhearted', 'softhearted')",1.6810697,1.6198297,-0.06124
28,1.4754871,1.5002291,"('disloyal', 'loyal')",1.4754871,1.5002291,0.024742
29,0.10373247,0.037631102,"('unfair', 'fair')",0.1037325,0.0376311,-0.0661014
30,0.92121327,0.80661154,"('intolerant', 'tolerant')",0.9212133,0.8066115,-0.1146018
31,-0.79576516,-0.76464623,"('evil', 'good')",-0.7957652,-0.7646462,0.031119
32,1.4228648,1.3942053,"('unkind', 'kind')",1.4228648,1.3942053,-0.0286595
33,-0.5598664,-0.57562256,"('wrong', 'right')",-0.5598664,-0.5756226,-0.0157562
34,4.6645503,4.7778177,"('mean', 'honorable')",4.6645503,4.7778177,0.1132674
35,-0.6154194,-0.6480096,"('corrupt', 'incorrupt')",-0.6154194,-0.6480096,-0.0325902
