,buck_male,buck_female,tuple,average_male,average_female,female-male
0,0.43260896,0.4364284,"('unsociable', 'sociable')",0.432609,0.4364284,0.0038194
1,0.93528706,1.0242653,"('unfriendly', 'friendly')",0.9352871,1.0242653,0.0889782
2,0.5562248,0.690883,"('unlikable', 'likable')",0.5562248,0.690883,0.1346582
3,0.9165135,1.0384651,"('repellent', 'pleasant')",0.9165135,1.0384651,0.1219516
4,-7.1415157,-7.0742755,"('disliked', 'liked')",-7.1415157,-7.0742755,0.0672402
5,-0.60925454,-0.42986855,"('distant', 'outgoing')",-0.6092545,-0.4298685,0.179386
6,-0.24946961,-0.12349474,"('distant', 'open')",-0.2494696,-0.1234947,0.1259749
7,1.652559,1.6539475,"('insensitive', 'sensitive')",1.652559,1.6539475,0.0013885
8,0.88886964,0.80767196,"('unaffectionate', 'affectionate')",0.8888696,0.807672,-0.0811976
9,1.2032034,1.2353563,"('unaffectionate', 'caring')",1.2032034,1.2353563,0.0321529
10,1.9741653,1.8031675,"('unsympathetic', 'sympathetic')",1.9741653,1.8031675,-0.1709978
11,1.9152734,1.920835,"('unhelpful', 'helpful')",1.9152734,1.920835,0.0055616
12,-1.1036842,-1.0431327,"('unsupportive', 'supportive')",-1.1036842,-1.0431327,0.0605515
13,0.44141352,0.41277742,"('impolite', 'polite')",0.4414135,0.4127774,-0.0286361
14,0.42162502,0.39589536,"('antisocial', 'social')",0.421625,0.3958954,-0.0257296
15,0.20151712,0.22985047,"('boring', 'funny')",0.2015171,0.2298505,0.0283334
16,-0.7101024,-0.51694345,"('unpopular', 'popular')",-0.7101024,-0.5169435,0.1931589
17,0.11888558,0.07210959,"('nasty', 'nice')",0.1188856,0.0721096,-0.046776
18,-0.43295532,-0.34630805,"('disagreeable', 'welcoming')",-0.4329553,-0.3463081,0.0866472
19,-0.4132131,-0.37145323,"('inhospitable', 'hospitable')",-0.4132131,-0.3714532,0.0417599
20,0.7835183,0.67412513,"('rough', 'thoughtful')",0.7835183,0.6741251,-0.1093932
21,0.4625703,0.577577,"('immoral', 'moral')",0.4625703,0.577577,0.1150067
22,0.42583036,0.41026473,"('untrustworthy', 'trustworthy')",0.4258304,0.4102647,-0.0155657
23,6.320597,6.419919,"('insincere', 'sincere')",6.3205972,6.419919,0.0993218
24,1.9726456,2.0022306,"('dishonest', 'honest')",1.9726456,2.0022306,0.029585
25,0.28154328,0.33830535,"('egoistic', 'altruistic')",0.2815433,0.3383054,0.0567621
26,0.24901672,0.08201363,"('hardhearted', 'benevolent')",0.2490167,0.0820136,-0.1670031
27,1.5631037,1.4314203,"('hardhearted', 'softhearted')",1.5631037,1.4314203,-0.1316834
28,1.1059355,0.9983694,"('disloyal', 'loyal')",1.1059355,0.9983694,-0.1075661
29,-0.33431843,-0.41582912,"('unfair', 'fair')",-0.3343184,-0.4158291,-0.0815107
30,1.4387444,1.3738858,"('intolerant', 'tolerant')",1.4387444,1.3738858,-0.0648586
31,-1.4111785,-1.3235414,"('evil', 'good')",-1.4111785,-1.3235414,0.0876371
32,1.3574343,1.2787338,"('unkind', 'kind')",1.3574343,1.2787338,-0.0787005
